,link,#_clicks,in_image,#_link_in_img,#_link_in_article
690,brighton,6,0,0.0,18.0
691,brisbane,5,0,0.0,13.0
692,bristol,17,0,0.0,72.0
693,british east india company,37,0,0.0,35.0
694,british empire,190,1,1.0,115.0
695,british english,31,0,0.0,27.0
696,british house of commons,19,0,0.0,17.0
697,british indian ocean territory,2,0,0.0,17.0
698,british isles,66,0,0.0,80.0
699,british isles (terminology),4,0,0.0,2.0
700,british virgin islands,2,0,0.0,9.0
701,british monarchy,39,0,0.0,3.0
702,britney spears,5,0,0.0,8.0
703,broadcasting,36,0,0.0,11.0
704,bromine,2,0,0.0,8.0
705,bronze age,21,0,0.0,66.0
706,brothers grimm,15,0,0.0,5.0
707,brown trout,3,0,0.0,4.0
708,bruce lee,0,0,0.0,1.0
709,bruce springsteen,6,0,0.0,7.0
710,brunei,7,0,0.0,44.0
711,brush,7,0,0.0,1.0
712,brussels,7,0,0.0,60.0
713,brute force attack,6,0,0.0,6.0
714,bryce canyon national park,2,0,0.0,1.0
715,btrieve,0,0,0.0,0.0
716,bucharest,3,1,1.0,11.0
717,buckingham palace,11,0,0.0,25.0
718,buckminster fuller,0,0,0.0,1.0
719,budapest,4,0,0.0,32.0
720,buddha,9,0,0.0,46.0
721,buddhism,44,0,0.0,132.0
722,buddhist art,5,0,0.0,5.0
723,buenos aires,3,0,0.0,44.0
724,buffy the vampire slayer,7,0,0.0,5.0
725,bulgaria,9,1,1.0,118.0
726,bull shark,5,0,0.0,8.0
727,burkina faso,7,0,0.0,82.0
728,burundi,3,0,0.0,98.0
729,bushbuck,3,0,0.0,1.0
730,bushpig,0,0,0.0,0.0
731,business,57,0,0.0,31.0
732,butter,17,0,0.0,20.0
733,button,7,0,0.0,0.0
734,byzantine empire,55,1,1.0,105.0
735,c++,7,0,0.0,10.0
736,cædmon,2,0,0.0,3.0
737,côte d'ivoire,5,0,0.0,93.0
738,c. s. lewis,5,0,0.0,9.0
739,cf7,0,0,0.0,2.0
740,cpu cache,0,0,0.0,1.0
741,cs gas,6,0,0.0,0.0
742,cactus,3,0,0.0,7.0
743,cadmium,2,0,0.0,9.0
744,caesar cipher,1,0,0.0,2.0
745,caesium,5,0,0.0,15.0
746,caesium fluoride,4,0,0.0,0.0
747,cai lun,0,0,0.0,1.0
748,cairo,13,0,0.0,48.0
749,calcite,3,0,0.0,16.0
750,calcium,15,0,0.0,88.0
751,calcium chloride,5,0,0.0,5.0
752,calculus,38,0,0.0,32.0
753,calgary,4,0,0.0,10.0
754,california,210,1,1.0,237.0
755,california southern railroad,2,0,0.0,1.0
756,californium,7,0,0.0,5.0
757,calligraphy,4,0,0.0,16.0
758,caloris basin,3,0,0.0,1.0
759,calvin coolidge,5,0,0.0,9.0
760,calvin and hobbes,6,0,0.0,5.0
761,camarasaurus,4,0,0.0,6.0
762,cambodia,7,1,1.0,64.0
763,cambrian,11,0,0.0,19.0
764,cambrian explosion,17,0,0.0,13.0
765,cambridge,9,1,1.0,77.0
766,camel,13,0,0.0,13.0
767,cameroon,9,0,0.0,145.0
768,canada,191,1,2.0,501.0
769,canada goose,5,0,0.0,4.0
770,canadian charter of rights and freedoms,3,0,0.0,5.0
771,canadian english,5,0,0.0,3.0
772,canadian house of commons,8,0,0.0,6.0
773,canadian pacific railway,4,0,0.0,15.0
774,canadian senate,26,0,0.0,4.0
775,canadian football,3,0,0.0,6.0
776,canal,14,0,0.0,19.0
777,canaletto,3,0,0.0,0.0
778,canberra,7,1,1.0,14.0
779,cancer,41,0,0.0,79.0
780,cane toad,0,0,0.0,2.0
781,canola,5,0,0.0,4.0
782,canterbury,6,0,0.0,19.0
783,canterbury cathedral,11,1,1.0,15.0
784,canute the great,4,0,0.0,9.0
785,capacitance,8,0,0.0,6.0
786,cape canaveral,9,0,0.0,5.0
787,cape horn,8,0,0.0,10.0
788,cape lion,0,0,0.0,1.0
789,cape porcupine,0,0,0.0,0.0
790,cape town,12,0,0.0,33.0
791,cape verde,6,0,0.0,55.0
792,capital,65,0,0.0,160.0
793,capitalism,61,0,0.0,74.0
794,capitoline triad,5,0,0.0,1.0
795,captain marvel (dc comics),1,0,0.0,0.0
796,caracas,2,0,0.0,10.0
797,caratacus,4,0,0.0,1.0
798,caravaggio,1,0,0.0,7.0
799,carbon,38,0,0.0,99.0
800,carbon dioxide,62,1,1.0,139.0
801,carboniferous,10,0,0.0,22.0
802,carcinus maenas,3,0,0.0,1.0
803,card game,5,0,0.0,3.0
804,cardiff,4,0,0.0,30.0
805,caribbean sea,69,0,0.0,72.0
806,carl friedrich gauss,28,0,0.0,14.0
807,carl g. fisher,0,0,0.0,0.0
808,carl jung,5,0,0.0,15.0
809,carl lewis,4,0,0.0,2.0
810,carl sagan,9,0,0.0,11.0
811,carlsbad caverns national park,0,0,0.0,0.0
812,carnivore,44,0,0.0,9.0
813,caroline island,3,0,0.0,2.0
814,"carolingian gospel book (british library, ms add. 11848)",0,0,0.0,0.0
815,carolus linnaeus,39,0,0.0,14.0
816,carrot,10,0,0.0,4.0
817,casablanca (film),2,0,0.0,0.0
818,casimir effect,1,0,0.0,1.0
819,caspian sea,10,0,0.0,42.0
820,cassini-huygens,7,0,0.0,6.0
821,cassowary,3,0,0.0,2.0
822,castra,1,0,0.0,3.0
823,cat,94,0,0.0,8.0
824,cat's eye nebula,6,0,0.0,1.0
825,cat stevens,0,0,0.0,0.0
826,cataract,6,0,0.0,2.0
827,cataract surgery,1,0,0.0,0.0
828,cathedral of magdeburg,0,0,0.0,0.0
829,catherine cranston,0,0,0.0,0.0
830,catherine ii of russia,4,0,0.0,3.0
831,catholic social teaching,1,0,0.0,3.0
832,cattle,31,0,0.0,64.0
833,cave,10,0,0.0,7.0
834,cayman islands,3,0,0.0,18.0
835,celeriac,3,0,0.0,1.0
836,celery,7,0,0.0,7.0
837,celine dion,3,0,0.0,3.0
838,cell (biology),164,0,0.0,0.0
839,cello,7,0,0.0,10.0
840,celtic f.c.,1,0,0.0,1.0
841,celtic park,4,0,0.0,4.0
842,celtic mythology,9,0,0.0,4.0
843,central african republic,8,0,0.0,65.0
844,central processing unit,16,0,0.0,2.0
845,ceratopsidae,0,0,0.0,3.0
846,cereal,83,0,0.0,19.0
847,cerebellum,24,0,0.0,5.0
848,ceres (dwarf planet),8,0,0.0,0.0
849,cerium,1,0,0.0,4.0
850,chad,18,0,0.0,124.0
851,chadian-sudanese conflict,1,0,0.0,1.0
852,chaffinch,2,0,0.0,2.0
853,channel islands,15,0,0.0,29.0
854,charlemagne,15,1,1.0,57.0
855,charles babbage,9,0,0.0,11.0
856,charles darwin,69,0,0.0,53.0
857,charles dickens,19,0,0.0,34.0
858,charles etienne brasseur de bourbourg,1,0,0.0,2.0
859,charles ii of england,13,0,0.0,11.0
860,charles i of england,12,0,0.0,7.0
861,charles sumner,2,0,0.0,5.0
862,"charles v, holy roman emperor",7,0,0.0,7.0
863,charlie chaplin,20,0,0.0,9.0
864,charlotte's web,1,0,0.0,1.0
865,chartism,2,0,0.0,0.0
866,che guevara,3,0,0.0,9.0
867,cheers,3,0,0.0,4.0
868,cheese,24,0,0.0,28.0
869,cheetah,12,0,0.0,5.0
870,chelsea f.c.,4,0,0.0,0.0
871,chemical element,91,0,0.0,109.0
872,chemical synapse,5,0,0.0,0.0
873,chemistry,128,0,0.0,82.0
874,chennai,1,0,0.0,13.0
875,chepstow bridge,0,0,0.0,0.0
876,chernobyl disaster,4,0,0.0,3.0
877,chess,10,0,0.0,40.0
878,chester a. arthur,2,0,0.0,2.0
879,chestnut,6,0,0.0,6.0
880,chew magna,2,0,0.0,4.0
881,chew stoke,7,0,0.0,4.0
882,chew valley,1,0,0.0,4.0
883,chew valley lake,3,0,0.0,5.0
884,chicago,46,1,1.0,124.0
885,chicago bears,9,0,0.0,4.0
886,chicago and north western railway,10,0,0.0,7.0
887,chicken,19,0,0.0,21.0
888,child,17,0,0.0,1.0
889,children's crusade,6,0,0.0,1.0
890,children's rights movement,3,0,0.0,0.0
891,chile,20,0,0.0,122.0
892,chiltern hills,0,0,0.0,1.0
893,chimpanzee,21,0,0.0,7.0
894,china,202,1,2.0,563.0
895,chinese rites controversy,0,0,0.0,0.0
896,chinese language,26,0,0.0,9.0
897,chinyingi,2,0,0.0,1.0
898,chives,6,0,0.0,2.0
899,chlorine,15,0,0.0,59.0
900,chocolate,21,1,1.0,21.0
901,chola dynasty,2,0,0.0,1.0
902,cholera,11,1,1.0,44.0
903,chordate,67,0,0.0,2.0
904,chris evert,1,0,0.0,5.0
905,christian bale,3,0,0.0,1.0
906,christian monasticism,7,0,0.0,0.0
907,christianity,246,0,0.0,287.0
908,christina aguilera,6,0,0.0,7.0
909,christmas island,4,0,0.0,37.0
910,christopher columbus,55,0,0.0,65.0
911,christopher wren,5,0,0.0,18.0
912,chromatic aberration,6,0,0.0,1.0
913,chromatophore,2,0,0.0,1.0
914,chromium,13,0,0.0,29.0
915,church of england,44,0,0.0,117.0
916,church of ireland,10,0,0.0,27.0
917,cicely,0,0,0.0,0.0
918,cider,8,0,0.0,7.0
919,cinema of the united states,55,0,0.0,0.0
920,citizen kane,3,0,0.0,8.0
921,citizenship,13,0,0.0,27.0
922,citrus,16,0,0.0,31.0
923,city,31,0,0.0,82.0
924,city status in the united kingdom,19,0,0.0,2.0
925,civil war token,0,0,0.0,0.0
926,civil rights,21,0,0.0,28.0
927,civil society,10,0,0.0,11.0
928,civilization,103,0,0.0,38.0
929,civilization (computer game),6,0,0.0,0.0
930,clarinet,8,0,0.0,21.0
931,classic female blues,4,0,0.0,2.0
932,claude lévi-strauss,4,0,0.0,5.0
933,claude monet,4,0,0.0,12.0
934,claudius,5,0,0.0,16.0
935,clay,7,0,0.0,46.0
936,cleopatra vii,10,0,0.0,3.0
937,cleopatra vii of egypt,0,0,0.0,1.0
938,"cleveland, ohio",14,0,0.0,14.0
939,clifton suspension bridge,3,0,0.0,6.0
940,climate,67,0,0.0,123.0
941,climate change,18,0,0.0,38.0
942,clock,15,0,0.0,11.0
943,clone wars (star wars),8,0,0.0,0.0
944,clothing,15,0,0.0,21.0
945,cloud,25,0,0.0,6.0
946,coal,45,0,0.0,135.0
947,coal tit,1,0,0.0,0.0
948,cobalt,8,0,0.0,21.0
949,coccinellidae,3,0,0.0,2.0
950,cochineal,2,0,0.0,3.0
951,cockatiel,4,0,0.0,1.0
952,cocoa,15,0,0.0,25.0
953,coconut,10,0,0.0,20.0
954,coconut crab,3,0,0.0,3.0
955,coconut oil,2,0,0.0,2.0
956,cocos (keeling) islands,3,0,0.0,34.0
957,cod,11,0,0.0,13.0
958,code of hammurabi,2,0,0.0,8.0
959,coffee,49,0,0.0,62.0
960,coin,14,0,0.0,5.0
961,cold war,91,0,0.0,198.0
962,colditz castle,0,0,0.0,0.0
963,colima (volcano),5,0,0.0,0.0
964,collapse of the world trade center,6,0,0.0,0.0
965,colley cibber,5,1,1.0,11.0
966,cologne,4,0,0.0,42.0
967,colombia,27,0,0.0,115.0
968,colombo,3,0,0.0,7.0
969,color,75,0,0.0,0.0
970,color graphics adapter,0,0,0.0,0.0
971,color blindness,5,0,0.0,0.0
972,colorado river,4,0,0.0,10.0
973,colossus of rhodes,1,0,0.0,0.0
974,columba,1,0,0.0,8.0
975,columbia river,4,0,0.0,12.0
976,columbine high school massacre,6,0,0.0,2.0
977,"columbus, ohio",11,0,0.0,3.0
978,comet,29,0,0.0,28.0
979,comet hale-bopp,3,0,0.0,6.0
980,comet halley,6,0,0.0,5.0
981,comet hyakutake,4,0,0.0,4.0
982,comet shoemaker-levy 9,5,0,0.0,8.0
983,comet white-ortiz-bolelli,0,0,0.0,0.0
984,comics,13,0,0.0,5.0
985,comma johanneum,0,0,0.0,2.0
986,commodore 64,6,0,0.0,13.0
987,common basilisk,0,0,0.0,0.0
988,common cuckoo,3,0,0.0,2.0
989,common eider,0,0,0.0,0.0
990,common eland,2,0,0.0,0.0
991,common hazel,1,0,0.0,0.0
992,common pheasant,0,0,0.0,0.0
993,common tern,2,0,0.0,2.0
994,common agouti,0,0,0.0,0.0
995,common cold,10,0,0.0,6.0
996,common sage,3,0,0.0,1.0
997,commonwealth games,10,0,0.0,12.0
998,communication,56,0,0.0,25.0
999,communism,52,1,1.0,98.0
1000,community,4,0,0.0,7.0
1001,comoros,3,0,0.0,70.0
1002,compact disc,37,0,0.0,7.0
1003,company (law),6,0,0.0,0.0
1004,compsognathus,4,0,0.0,2.0
1005,computational chemistry,3,0,0.0,4.0
1006,computer,224,0,0.0,38.0
1007,computer and video games,46,0,0.0,0.0
1008,computer programming,60,0,0.0,7.0
1009,computer science,272,0,0.0,43.0
1010,conakry,2,0,0.0,2.0
1011,concorde,7,0,0.0,10.0
1012,condoleezza rice,6,1,2.0,8.0
1013,conflict,6,0,0.0,4.0
1014,confucianism,9,0,0.0,38.0
1015,confucius,5,0,0.0,26.0
1016,congo river,13,0,0.0,19.0
1017,consolation of philosophy,1,0,0.0,5.0
1018,constantine i,6,0,0.0,9.0
1019,constantine ii of scotland,0,0,0.0,0.0
1020,"constitution of may 3, 1791",3,0,0.0,3.0
1021,constitutional monarchy,39,0,0.0,59.0
1022,constructivism (art),2,0,0.0,0.0
1023,consumer protection,3,0,0.0,0.0
1024,contact lens,6,0,0.0,1.0
1025,continent,98,0,0.0,40.0
1026,continental crust,14,0,0.0,15.0
1027,control car (rail),0,0,0.0,0.0
1028,convention on the international trade in endangered species of wild flora and fauna,3,0,0.0,0.0
1029,convention on the rights of the child,6,0,0.0,2.0
1030,cook islands,8,0,0.0,19.0
1031,cookiecutter shark,12,0,0.0,1.0
1032,cooperative,16,0,0.0,9.0
1033,coot,3,0,0.0,2.0
1034,copenhagen,12,0,0.0,40.0
1035,copenhagen fire of 1728,0,0,0.0,0.0
1036,copper,44,0,0.0,170.0
1037,copper(i) chloride,1,0,0.0,2.0
1038,coriander,0,0,0.0,2.0
1039,corinthian war,2,0,0.0,6.0
1040,cormorant,3,0,0.0,5.0
1041,corn oil,7,0,0.0,1.0
1042,cornea,11,0,0.0,15.0
1043,cornell university,17,1,1.0,25.0
1044,coronation street,3,0,0.0,7.0
1045,corporate finance,8,0,0.0,5.0
1046,corporation,70,0,0.0,15.0
1047,corrosion,13,0,0.0,33.0
1048,corundum,4,0,0.0,5.0
1049,cosmic inflation,4,0,0.0,12.0
1050,cosmic microwave background radiation,5,0,0.0,12.0
1051,costa rica,15,0,0.0,34.0
1052,costume design,5,0,0.0,0.0
1053,cotopaxi,2,0,0.0,3.0
1054,cotswolds,2,0,0.0,9.0
1055,cotton,29,0,0.0,84.0
1056,coulomb's law,5,0,0.0,10.0
1057,country,145,0,0.0,34.0
1058,coupling (railway),2,0,0.0,0.0
1059,coventry,3,1,1.0,13.0
1060,crab nebula,2,0,0.0,0.0
1061,crash test dummy,5,0,0.0,0.0
1062,craters of the moon national monument and preserve,4,0,0.0,0.0
1063,craton,2,0,0.0,6.0
1064,creation-evolution controversy,6,0,0.0,8.0
1065,creationism,5,0,0.0,7.0
1066,creative commons,4,0,0.0,4.0
1067,cretaceous,23,0,0.0,92.0
1068,cretaceous-tertiary extinction event,4,0,0.0,11.0
1069,cricket,32,0,0.0,82.0
1070,crime,32,0,0.0,25.0
1071,crime and punishment,3,0,0.0,7.0
1072,crime in mexico,0,0,0.0,0.0
1073,crimean karaites,1,0,0.0,0.0
1074,crimean war,5,0,0.0,33.0
1075,crimson-collared tanager,0,0,0.0,0.0
1076,cristero war,0,0,0.0,0.0
1077,criticism of the war on terrorism,0,0,0.0,0.0
1078,croatia,9,1,1.0,113.0
1079,crocodile,7,0,0.0,7.0
1080,crohn's disease,0,0,0.0,1.0
1081,cross fell,1,0,0.0,0.0
1082,crossbill,0,0,0.0,0.0
1083,crow,6,0,0.0,5.0
1084,crown jewels of the united kingdom,9,0,0.0,0.0
1085,crusades,12,0,0.0,24.0
1086,crust (geology),28,0,0.0,0.0
1087,crustacean,17,0,0.0,2.0
1088,cryptography,11,0,0.0,14.0
1089,crystal,25,0,0.0,18.0
1090,crystallographic defects in diamond,0,0,0.0,0.0
1091,cuba,42,0,0.0,173.0
1092,cubeb,1,0,0.0,0.0
1093,cubism,8,0,0.0,22.0
1094,cuckmere haven,4,0,0.0,1.0
1095,cultivar,18,0,0.0,7.0
1096,cultural diversity,2,0,0.0,0.0
1097,cultural identity,5,0,0.0,3.0
1098,culture,210,0,0.0,72.0
1099,culture of the democratic republic of the congo,0,0,0.0,0.0
1100,curium,1,0,0.0,8.0
1101,currency,58,0,0.0,39.0
1102,cyanocobalamin,2,0,0.0,1.0
1103,cyberpunk,4,0,0.0,9.0
1104,cyclamen,0,0,0.0,0.0
1105,cyclone percy,0,0,0.0,0.0
1106,cyclone rosita,0,0,0.0,0.0
1107,cyclops,9,0,0.0,7.0
1108,cymbopogon,3,0,0.0,1.0
1109,cyprus,15,1,1.0,135.0
1110,cyril clarke,0,0,0.0,0.0
1111,cyrus k. holliday,0,0,0.0,0.0
1112,cyrus the great,3,0,0.0,4.0
1113,cystic fibrosis,3,0,0.0,4.0
1114,czech republic,11,1,1.0,97.0
1115,dál riata,1,0,0.0,12.0
1116,düsseldorf,1,0,0.0,9.0
1117,dna,62,0,0.0,118.0
1118,dna repair,4,0,0.0,7.0
1119,dvd,53,0,0.0,62.0
1120,dad's army,0,0,0.0,0.0
1121,dada,1,0,0.0,14.0
1122,dakar,3,0,0.0,9.0
1123,"dakota, minnesota and eastern railroad",11,0,0.0,0.0
1124,daley thompson,0,0,0.0,0.0
1125,"dallas, texas",13,0,0.0,10.0
1126,dam,13,0,0.0,15.0
1127,damascus,6,0,0.0,47.0
1128,damascus steel,2,0,0.0,1.0
1129,damon hill,4,0,0.0,4.0
1130,dance,38,0,0.0,19.0
1131,dandelion,17,0,0.0,3.0
1132,daniel day-lewis,2,0,0.0,1.0
1133,daniel ellsberg,1,0,0.0,1.0
1134,danny deever,0,0,0.0,0.0
1135,danske statsbaner,1,0,0.0,1.0
1136,dante alighieri,7,0,0.0,9.0
1137,danube,16,1,1.0,54.0
1138,darfur conflict,8,0,0.0,9.0
1139,dark ages,51,0,0.0,24.0
1140,darling river,2,0,0.0,0.0
1141,darmstadtium,3,0,0.0,0.0
1142,darth vader,11,0,0.0,7.0
1143,dartmoor,0,0,0.0,5.0
1144,das kapital,2,0,0.0,4.0
1145,data encryption standard,6,0,0.0,1.0
1146,david attenborough,1,0,0.0,3.0
1147,david beckham,20,0,0.0,6.0
1148,david blanchflower,0,0,0.0,0.0
1149,david cameron,3,0,0.0,6.0
1150,david copperfield (novel),3,0,0.0,0.0
1151,david helvarg,0,0,0.0,0.0
1152,david heymann,0,0,0.0,0.0
1153,david hilbert,3,0,0.0,10.0
1154,david hume,2,0,0.0,35.0
1155,david iii of tao,0,0,0.0,0.0
1156,david livingstone,3,0,0.0,14.0
1157,davis cup,7,0,0.0,19.0
1158,davy jones' locker,1,0,0.0,0.0
1159,day,7,0,0.0,5.0
1160,dayuan,1,0,0.0,3.0
1161,dead sea,15,0,0.0,23.0
1162,dead sea scrolls,8,0,0.0,3.0
1163,death valley national park,7,0,0.0,1.0
1164,decade volcanoes,0,0,0.0,2.0
1165,deconstructivism,2,0,0.0,0.0
1166,defaka,0,0,0.0,0.0
1167,defense of sihang warehouse,0,0,0.0,0.0
1168,definition of planet,3,0,0.0,2.0
1169,deinonychus,2,0,0.0,7.0
1170,deity,26,0,0.0,11.0
1171,delhi,10,0,0.0,54.0
1172,deluge (mythology),6,0,0.0,2.0
1173,demand note,2,0,0.0,1.0
1174,democracy,72,1,1.0,118.0
1175,democratic action party,5,0,0.0,4.0
1176,democratic republic of the congo,21,0,0.0,87.0
1177,demosthenes,1,0,0.0,8.0
1178,denis law,0,0,0.0,1.0
1179,denmark,49,1,2.0,211.0
1180,dennis ritchie,2,0,0.0,3.0
1181,"denver, colorado",7,0,0.0,6.0
1182,derby,4,0,0.0,12.0
1183,desert,35,0,0.0,50.0
1184,desert locust,3,0,0.0,0.0
1185,desmond tutu,1,0,0.0,7.0
1186,despotism,6,0,0.0,7.0
1187,"detroit, michigan",12,0,0.0,10.0
1188,devonian,1,0,0.0,21.0
1189,dewey square,0,0,0.0,0.0
1190,diabetes mellitus,6,0,0.0,8.0
1191,diamond,30,0,0.0,38.0
1192,diamond cut,3,0,0.0,1.0
1193,diamond simulant,2,0,0.0,2.0
1194,diane keaton,4,0,0.0,1.0
1195,dice,6,0,0.0,9.0
1196,dido and aeneas,2,0,0.0,5.0
1197,diego garcia,1,0,0.0,4.0
1198,diego maradona,3,0,0.0,3.0
1199,diego velázquez,1,0,0.0,7.0
1200,differential equation,8,0,0.0,14.0
1201,differential geometry and topology,0,0,0.0,0.0
1202,diffuse interstellar band,0,0,0.0,0.0
1203,dik-dik,3,0,0.0,1.0
1204,dill,7,0,0.0,1.0
1205,dilophosaurus,1,0,0.0,2.0
1206,dimetrodon,3,0,0.0,5.0
1207,dingo,4,0,0.0,6.0
1208,dinosaur,89,0,0.0,48.0
1209,diplodocus,3,0,0.0,10.0
1210,directdebit,0,0,0.0,0.0
1211,directive principles in india,0,0,0.0,0.0
1212,disneyland railroad,0,0,0.0,0.0
1213,distilled beverage,6,0,0.0,1.0
1214,dixie mission,3,0,0.0,1.0
1215,djibouti,4,0,0.0,102.0
1216,dmitri mendeleev,7,0,0.0,8.0
1217,doctor who,21,0,0.0,28.0
1218,dodo,13,0,0.0,6.0
1219,dog,95,0,0.0,20.0
1220,doha,0,0,0.0,5.0
1221,dolphin,34,0,0.0,7.0
1222,domesday book,4,0,0.0,20.0
1223,domestic ac power plugs and sockets,0,0,0.0,0.0
1224,domestic goat,10,0,0.0,1.0
1225,domesticated turkey,2,0,0.0,1.0
1226,dominica,6,0,0.0,31.0
1227,dominican republic,16,0,0.0,63.0
1228,donald bradman,4,0,0.0,3.0
1229,donald duck,7,0,0.0,4.0
1230,donald knuth,3,0,0.0,3.0
1231,donation,0,0,0.0,1.0
1232,doom,9,0,0.0,5.0
1233,dorset,3,1,1.0,25.0
1234,double-decker bus,9,0,0.0,0.0
1235,double bass,4,0,0.0,10.0
1236,douglas adams,8,0,0.0,14.0
1237,douglas dc-4,0,0,0.0,0.0
1238,dove,28,0,0.0,3.0
1239,dover,3,0,0.0,10.0
1240,down syndrome,10,0,0.0,8.0
1241,dr. seuss,14,0,0.0,3.0
1242,drama,51,0,0.0,26.0
1243,draughts,0,0,0.0,0.0
1244,drawing,24,0,0.0,9.0
1245,dresden,2,0,0.0,17.0
1246,drinking water,24,0,0.0,19.0
1247,driving on the left or right,2,0,0.0,0.0
1248,drosera anglica,1,0,0.0,0.0
1249,drosophila melanogaster,5,0,0.0,1.0
1250,drought,17,0,0.0,44.0
1251,drum and bass,12,0,0.0,5.0
1252,du fu,2,0,0.0,4.0
1253,dualism (philosophy of mind),2,0,0.0,0.0
1254,dubai,6,0,0.0,21.0
1255,dublin,16,1,1.0,82.0
1256,dubnium,1,0,0.0,2.0
1257,duchenne muscular dystrophy,0,0,0.0,1.0
1258,dundee,2,0,0.0,15.0
1259,dundee united f.c.,0,0,0.0,1.0
1260,dune,7,0,0.0,2.0
1261,dunnock,2,0,0.0,2.0
1262,dunstable downs,0,0,0.0,1.0
1263,duran duran,2,0,0.0,6.0
1264,durham,0,0,0.0,9.0
1265,durham cathedral,5,0,0.0,5.0
1266,durian,1,0,0.0,0.0
1267,dutch language,50,0,0.0,10.0
1268,dwight d. eisenhower,9,0,0.0,31.0
1269,dysprosium,2,0,0.0,3.0
1270,e.t. the extra-terrestrial (atari 2600),0,0,0.0,0.0
1271,e. e. cummings,3,0,0.0,8.0
1272,e. p. wigner,0,0,0.0,0.0
1273,echelon,2,0,0.0,2.0
1274,emd bl2,0,0,0.0,0.0
1275,emd f7,2,0,0.0,0.0
1276,emd gp30,0,0,0.0,0.0
1277,eagle,21,0,0.0,13.0
1278,eagle scout (boy scouts of america),1,0,0.0,0.0
1279,earl of shaftesbury,1,0,0.0,3.0
1280,earless seal,0,0,0.0,0.0
1281,earth,657,0,0.0,306.0
1282,earth's atmosphere,83,1,2.0,36.0
1283,earthquake,60,0,0.0,42.0
1284,earwax,0,0,0.0,0.0
1285,east-west schism,4,0,0.0,1.0
1286,eastenders,5,0,0.0,6.0
1287,east africa,34,0,0.0,36.0
1288,east flemish,1,0,0.0,3.0
1289,east timor,2,0,0.0,42.0
1290,easter island,7,0,0.0,12.0
1291,eastern orthodox church,14,0,0.0,14.0
1292,eastern roman empire,0,0,0.0,14.0
1293,ebony,6,0,0.0,9.0
1294,ecology,34,0,0.0,46.0
1295,economic inequality,3,0,0.0,3.0
1296,economics,89,0,0.0,74.0
1297,economy of africa,5,0,0.0,1.0
1298,economy of india,2,0,0.0,3.0
1299,economy of pakistan,6,0,0.0,1.0
1300,economy of scotland,0,0,0.0,0.0
1301,economy of the iroquois,0,0,0.0,0.0
1302,economy of the republic of ireland,3,0,0.0,0.0
1303,ecuador,12,0,0.0,80.0
1304,edema,2,0,0.0,7.0
1305,edgar allan poe,13,0,0.0,15.0
1306,edible salt,9,0,0.0,1.0
1307,edinburgh,13,1,2.0,92.0
1308,edmond halley,3,0,0.0,9.0
1309,edmonton,0,0,0.0,0.0
1310,edmund burke,1,0,0.0,9.0
1311,edmund hillary,2,0,0.0,4.0
1312,education,54,0,0.0,58.0
1313,education in the united states,38,0,0.0,2.0
1314,educational psychology,6,0,0.0,2.0
1315,edward gibbon,4,0,0.0,12.0
1316,edward iii of england,8,0,0.0,7.0
1317,edward ii of england,1,0,0.0,3.0
1318,edward iv of england,4,0,0.0,7.0
1319,edward i of england,5,0,0.0,5.0
1320,edward jenner,8,0,0.0,4.0
1321,edward teller,0,0,0.0,9.0
1322,edward viii of the united kingdom,6,0,0.0,0.0
1323,edward vii of the united kingdom,6,0,0.0,2.0
1324,edward vi of england,5,0,0.0,1.0
1325,edward v of england,1,0,0.0,1.0
1326,edward the confessor,10,0,0.0,25.0
1327,edwin of northumbria,0,0,0.0,2.0
1328,effect of hurricane katrina on new orleans,7,0,0.0,0.0
1329,effects of global warming,2,0,0.0,0.0
1330,effects of nuclear explosions,6,0,0.0,0.0
1331,egg (food),8,0,0.0,0.0
1332,egypt,151,0,0.0,466.0
1333,egyptian pyramids,28,0,0.0,5.0
1334,eifel aqueduct,0,0,0.0,0.0
1335,eilmer of malmesbury,0,0,0.0,1.0
1336,einsteinium,4,0,0.0,2.0
1337,el aaiún,1,0,0.0,1.0
1338,"el hatillo municipality, miranda",0,0,0.0,0.0
1339,el lissitzky,1,0,0.0,3.0
1340,el niño-southern oscillation,3,0,0.0,1.0
1341,el salvador,8,0,0.0,28.0
1342,elagabalus,2,0,0.0,3.0
1343,eldfell,2,0,0.0,2.0
1344,election,9,0,0.0,11.0
1345,electric charge,24,0,0.0,25.0
1346,electric field,18,0,0.0,27.0
1347,electrical engineering,22,0,0.0,11.0
1348,electrical resistance,7,0,0.0,6.0
1349,electricity,94,0,0.0,99.0
1350,electromagnetic radiation,36,0,0.0,31.0
1351,electron,44,0,0.0,38.0
1352,electron beam welding,1,0,0.0,3.0
1353,electronic amplifier,1,0,0.0,0.0
1354,electronics,101,0,0.0,37.0
1355,elementary algebra,5,0,0.0,2.0
1356,elementary arithmetic,5,0,0.0,1.0
1357,elementary group theory,1,0,0.0,1.0
1358,eleocharis dulcis,0,0,0.0,0.0
1359,elephant,63,0,0.0,21.0
1360,elephant bird,5,0,0.0,0.0
1361,elephant shrew,14,0,0.0,0.0
1362,elfin-woods warbler,0,0,0.0,0.0
1363,elias ashmole,3,0,0.0,0.0
1364,eliminative materialism,2,0,0.0,0.0
1365,elizabeth fry,2,0,0.0,0.0
1366,elizabeth ii of the united kingdom,63,0,0.0,3.0
