,link,#_clicks,in_image,#_link_in_img,#_link_in_article
3333,poultry,7,0,0.0,21.0
3334,pound sterling,10,0,0.0,9.0
3335,poverty,23,0,0.0,56.0
3336,prague,8,1,2.0,48.0
3337,praia,0,0,0.0,0.0
3338,praseodymium,2,0,0.0,2.0
3339,pre-raphaelite brotherhood,3,0,0.0,3.0
3340,precambrian,3,0,0.0,20.0
3341,prehistoric man,0,0,0.0,0.0
3342,president of the united states,126,1,1.0,69.0
3343,pretoria,2,0,0.0,18.0
3344,pride and prejudice,5,0,0.0,3.0
3345,prime minister of the united kingdom,32,0,0.0,16.0
3346,prime number,11,0,0.0,2.0
3347,primula,1,0,0.0,0.0
3348,princeton university,11,0,0.0,27.0
3349,principality,3,0,0.0,15.0
3350,printmaking,8,0,0.0,12.0
3351,prion,5,0,0.0,5.0
3352,private peaceful,0,0,0.0,0.0
3353,privy council of the united kingdom,7,0,0.0,0.0
3354,pro milone,0,0,0.0,0.0
3355,probability theory,3,0,0.0,8.0
3356,programming language,28,0,0.0,10.0
3357,project mkultra,0,0,0.0,0.0
3358,project vanguard,2,0,0.0,4.0
3359,promethium,1,0,0.0,5.0
3360,propaganda,22,0,0.0,72.0
3361,property,17,0,0.0,18.0
3362,prospecting,6,0,0.0,0.0
3363,prostate cancer,4,0,0.0,12.0
3364,protactinium,0,0,0.0,2.0
3365,protein,151,0,0.0,72.0
3366,protoceratops,3,0,0.0,7.0
3367,proton,12,0,0.0,17.0
3368,proxima centauri,3,0,0.0,3.0
3369,psittacosaurus,0,0,0.0,0.0
3370,psychology,58,0,0.0,51.0
3371,pterosaur,6,0,0.0,1.0
3372,ptolemy,12,0,0.0,50.0
3373,publishing,14,0,0.0,17.0
3374,puerto rico,25,0,0.0,85.0
3375,puffin,4,0,0.0,2.0
3376,pumpkin,12,0,0.0,6.0
3377,punctuated equilibrium,3,0,0.0,9.0
3378,pupil,7,0,0.0,3.0
3379,pygmy hippopotamus,0,0,0.0,0.0
3380,pyongyang,3,0,0.0,8.0
3381,pyotr ilyich tchaikovsky,1,0,0.0,2.0
3382,pyramid,649,0,0.0,7.0
3383,pyrite,8,0,0.0,14.0
3384,pythagoras,4,0,0.0,13.0
3385,pythagorean theorem,9,0,0.0,12.0
3386,python (programming language),7,0,0.0,0.0
3387,qatar,8,0,0.0,83.0
3388,qin dynasty,8,0,0.0,9.0
3389,qin shi huang,5,0,0.0,3.0
3390,qing dynasty,8,0,0.0,41.0
3391,quantity,11,0,0.0,3.0
3392,quantum chemistry,6,0,0.0,10.0
3393,quantum computer,7,0,0.0,2.0
3394,quantum mechanics,31,0,0.0,72.0
3395,quark,14,0,0.0,4.0
3396,quartz,12,0,0.0,34.0
3397,quatermass and the pit,2,0,0.0,2.0
3398,queen (band),7,0,0.0,0.0
3399,quetzalcoatl,4,0,0.0,4.0
3400,quito,2,0,0.0,9.0
3401,qur'an,9,1,1.0,65.0
3402,réunion,2,0,0.0,25.0
3403,rer,3,0,0.0,3.0
3404,rms titanic,6,0,0.0,7.0
3405,rot13,0,0,0.0,2.0
3406,rss (file format),2,0,0.0,0.0
3407,rabat,1,0,0.0,3.0
3408,rabbit,15,0,0.0,4.0
3409,rabies,13,0,0.0,20.0
3410,rabindranath tagore,1,0,0.0,13.0
3411,race,24,0,0.0,33.0
3412,radar,15,0,0.0,46.0
3413,radhanite,0,0,0.0,0.0
3414,radio,83,0,0.0,101.0
3415,radio frequency,17,0,0.0,6.0
3416,radio telescope,7,0,0.0,5.0
3417,radish,8,0,0.0,3.0
3418,radium,2,0,0.0,18.0
3419,radon,1,0,0.0,15.0
3420,ragtime,9,0,0.0,9.0
3421,rail transport,17,0,0.0,3.0
3422,rail transport in india,5,0,0.0,0.0
3423,railway post office,3,0,0.0,1.0
3424,rain,26,0,0.0,30.0
3425,rainbow,13,0,0.0,6.0
3426,rainforest,51,0,0.0,30.0
3427,rainhill trials,2,0,0.0,4.0
3428,raising the flag on iwo jima,0,0,0.0,0.0
3429,ralph nader,4,0,0.0,3.0
3430,rama,4,0,0.0,13.0
3431,ramayana,5,0,0.0,26.0
3432,ramesses ii,5,0,0.0,4.0
3433,ramsgate,4,0,0.0,9.0
3434,ran (film),0,0,0.0,0.0
3435,raney nickel,3,0,0.0,1.0
3436,raphael,4,1,3.0,22.0
3437,rapping,9,0,0.0,7.0
3438,raven,0,0,0.0,5.0
3439,ray of light,5,0,0.0,1.0
3440,real tennis,4,0,0.0,3.0
3441,rebecca helferich clarke,0,0,0.0,0.0
3442,recorder,7,0,0.0,8.0
3443,recycling,8,0,0.0,12.0
3444,red kite,1,0,0.0,1.0
3445,red panda,0,0,0.0,1.0
3446,red sea,15,0,0.0,75.0
3447,red dwarf,8,0,0.0,15.0
3448,red giant,7,0,0.0,12.0
3449,red rain in kerala,2,0,0.0,0.0
3450,redshift,5,0,0.0,10.0
3451,redwing,4,0,0.0,0.0
3452,redwood national and state parks,8,0,0.0,0.0
3453,reed bunting,0,0,0.0,0.0
3454,reed warbler,3,0,0.0,1.0
3455,refining,2,0,0.0,2.0
3456,refrigerator car,6,0,0.0,0.0
3457,regent's park,2,0,0.0,6.0
3458,reggae,6,0,0.0,38.0
3459,reggaeton,2,0,0.0,6.0
3460,religion,130,0,0.0,121.0
3461,religious society of friends,5,0,0.0,6.0
3462,rembrandt,3,1,1.0,6.0
3463,rené descartes,8,0,0.0,24.0
3464,renaissance,97,0,0.0,140.0
3465,renaissance music,8,0,0.0,1.0
3466,renminbi,1,0,0.0,9.0
3467,renormalization,3,0,0.0,6.0
3468,reptile,44,0,0.0,11.0
3469,republic of china,24,0,0.0,52.0
3470,republic of ireland,51,0,0.0,78.0
3471,republic of macedonia,4,0,0.0,48.0
3472,republic of the congo,5,0,0.0,59.0
3473,restoration comedy,0,0,0.0,9.0
3474,restoration literature,0,0,0.0,0.0
3475,retina,16,0,0.0,25.0
3476,retinol,2,0,0.0,0.0
3477,retreat of glaciers since 1850,12,0,0.0,1.0
3478,revised standard version,0,0,0.0,0.0
3479,revolution,9,0,0.0,22.0
3480,reza shah,1,0,0.0,1.0
3481,rhenium,2,0,0.0,9.0
3482,rhine,17,0,0.0,51.0
3483,rhode island,16,0,0.0,21.0
3484,rhodium,5,0,0.0,8.0
3485,rhodium(iii) chloride,3,0,0.0,1.0
3486,rhubarb,2,0,0.0,1.0
3487,rhythm and blues,20,0,0.0,15.0
3488,rice,35,0,0.0,66.0
3489,richard feynman,11,0,0.0,25.0
3490,richard francis burton,5,0,0.0,3.0
3491,richard iii (play),3,0,0.0,0.0
3492,richard iii of england,6,0,0.0,2.0
3493,richard ii of england,4,0,0.0,4.0
3494,richard i of england,6,0,0.0,4.0
3495,richard nixon,13,0,0.0,47.0
3496,richard o'connor,1,0,0.0,1.0
3497,richard stallman,13,0,0.0,12.0
3498,richard wagner,11,1,1.0,30.0
3499,"richmond, virginia",3,0,0.0,12.0
3500,riesling,2,0,0.0,0.0
3501,right whale,2,0,0.0,1.0
3502,ringed plover,4,0,0.0,0.0
3503,rio tinto group,2,0,0.0,1.0
3504,rio de janeiro,8,0,0.0,23.0
3505,river,59,0,0.0,50.0
3506,river severn,8,0,0.0,7.0
3507,river thames,21,0,0.0,27.0
3508,riyadh,2,0,0.0,4.0
3509,roald amundsen,2,0,0.0,1.0
3510,roan antelope,0,0,0.0,0.0
3511,"robert baden-powell, 1st baron baden-powell",3,0,0.0,0.0
3512,robert boyle,8,0,0.0,20.0
3513,"robert gascoyne-cecil, 3rd marquess of salisbury",3,0,0.0,2.0
3514,robert oppenheimer,1,0,0.0,7.0
3515,robert owen,3,0,0.0,7.0
3516,robert peel,1,1,1.0,11.0
3517,robert schumann,1,0,0.0,9.0
3518,robert stephenson,5,0,0.0,6.0
3519,robinson crusoe,4,0,0.0,6.0
3520,roche limit,0,0,0.0,5.0
3521,rock bunting,0,0,0.0,0.0
3522,rock pigeon,14,0,0.0,5.0
3523,rock of gibraltar,3,0,0.0,1.0
3524,rockall,4,0,0.0,7.0
3525,rocky mountains,38,0,0.0,40.0
3526,rococo,2,0,0.0,24.0
3527,roentgenium,1,0,0.0,0.0
3528,roman britain,17,0,0.0,10.0
3529,roman catholic church,135,0,0.0,126.0
3530,roman empire,192,0,0.0,168.0
3531,roman greece,1,0,0.0,0.0
3532,roman vishniac,0,0,0.0,0.0
3533,roman law,5,0,0.0,9.0
3534,roman mythology,69,0,0.0,9.0
3535,roman road,5,0,0.0,5.0
3536,roman villa,6,0,0.0,1.0
3537,romania,15,1,3.0,156.0
3538,romanticism,29,0,0.0,43.0
3539,rome,139,1,1.0,257.0
3540,romeo and juliet,9,0,0.0,8.0
3541,romulus augustus,10,1,1.0,7.0
3542,ronald reagan,28,1,1.0,74.0
3543,rondane national park,0,0,0.0,0.0
3544,rook (bird),3,0,0.0,0.0
3545,rosa parks,1,0,0.0,3.0
3546,rose-ringed parakeet,2,0,0.0,0.0
3547,rosemary,7,0,0.0,3.0
3548,rosetta stone,3,0,0.0,6.0
3549,rotterdam,2,0,0.0,30.0
3550,rowan williams,7,0,0.0,7.0
3551,royal air force,19,0,0.0,28.0
3552,royal dutch shell,1,0,0.0,1.0
3553,royal geographical society,2,0,0.0,7.0
3554,royal grammar school worcester,0,0,0.0,0.0
3555,royal marines,8,0,0.0,7.0
3556,royal national theatre,0,0,0.0,3.0
3557,royal navy,28,0,0.0,124.0
3558,royal parks of london,6,0,0.0,1.0
3559,rubidium,3,0,0.0,6.0
3560,rubik's cube,3,0,0.0,2.0
3561,rudolf vrba,0,0,0.0,0.0
3562,rudyard kipling,7,0,0.0,19.0
3563,rugby world cup,6,0,0.0,8.0
3564,rugby football,23,0,0.0,10.0
3565,rule of st benedict,1,0,0.0,2.0
3566,rupee,0,0,0.0,0.0
3567,russia,211,0,0.0,499.0
3568,russian revolution of 1917,18,0,0.0,29.0
3569,russian constitutional crisis of 1993,5,0,0.0,1.0
3570,russian language,49,0,0.0,5.0
3571,ruthenium,2,0,0.0,8.0
3572,rutherford b. hayes,1,0,0.0,4.0
3573,rutherfordium,1,0,0.0,0.0
3574,rwanda,7,0,0.0,124.0
3575,rwandan genocide,4,0,0.0,19.0
3576,são paulo,1,0,0.0,20.0
3577,são tomé,1,0,0.0,1.0
3578,são tomé and príncipe,5,0,0.0,30.0
3579,søren kierkegaard,5,0,0.0,8.0
3580,s-mine,0,0,0.0,0.0
3581,s. a. andrée's arctic balloon expedition of 1897,0,0,0.0,0.0
3582,sd26,0,0,0.0,0.0
3583,sr-71 blackbird,2,0,0.0,3.0
3584,safflower,3,0,0.0,3.0
3585,saffron,4,0,0.0,9.0
3586,sahara,17,1,1.0,38.0
3587,saint-pierre and miquelon,1,0,0.0,6.0
3588,saint helena,3,0,0.0,26.0
3589,saint joan (play),1,0,0.0,0.0
3590,saint kitts and nevis,1,0,0.0,16.0
3591,saint lawrence seaway,5,0,0.0,6.0
3592,saint lucia,5,0,0.0,21.0
3593,saint petersburg,13,0,0.0,29.0
3594,saint vincent and the grenadines,5,0,0.0,17.0
3595,sakurajima,2,0,0.0,0.0
3596,saladin,2,1,1.0,19.0
3597,salford,1,0,0.0,8.0
3598,salsa music,61,0,0.0,4.0
3599,salt,31,0,0.0,51.0
3600,"salt lake city, utah",15,0,0.0,7.0
3601,saltasaurus,2,0,0.0,3.0
3602,salvador dalí,5,0,0.0,5.0
3603,samantha smith,0,0,0.0,0.0
3604,samarium,2,0,0.0,4.0
3605,samoa,4,0,0.0,23.0
3606,samuel beckett,4,0,0.0,13.0
3607,samuel taylor coleridge,4,0,0.0,16.0
3608,san diegan,3,0,0.0,2.0
3609,san diego electric railway,1,0,0.0,2.0
3610,san diego and arizona railway,2,0,0.0,3.0
3611,"san francisco, california",20,0,0.0,12.0
3612,san francisco garter snake,0,0,0.0,0.0
3613,"san jose, california",7,0,0.0,3.0
3614,san marino,9,0,0.0,25.0
3615,sand,14,0,0.0,35.0
3616,sand art and play,1,0,0.0,0.0
3617,sand shark,0,0,0.0,0.0
3618,sandringham house,1,0,0.0,6.0
3619,sandur,0,0,0.0,0.0
3620,sandy koufax,3,0,0.0,1.0
3621,sanskrit,19,0,0.0,135.0
3622,sanssouci,1,0,0.0,2.0
3623,santa claus,7,0,0.0,5.0
3624,santamaría (volcano),0,0,0.0,0.0
3625,"santiago, chile",4,0,0.0,1.0
3626,santorini,5,1,1.0,5.0
3627,sarajevo,6,0,0.0,16.0
3628,sardar vallabhbhai patel,0,0,0.0,6.0
3629,sasha (dj),0,0,0.0,0.0
3630,sassanid empire,11,0,0.0,7.0
3631,saturn,7,0,0.0,39.0
3632,saturn v,14,0,0.0,5.0
3633,saudi arabia,20,0,0.0,127.0
3634,saurischia,6,0,0.0,3.0
3635,sauropodomorpha,7,0,0.0,1.0
3636,sauroposeidon,1,0,0.0,3.0
3637,sauropsid,0,0,0.0,1.0
3638,saxicola,0,0,0.0,0.0
3639,saxophone,5,0,0.0,12.0
3640,scandium,0,0,0.0,2.0
3641,scanian (linguistics),0,0,0.0,0.0
3642,scattered disc,3,0,0.0,6.0
3643,scelidosaurus,3,0,0.0,1.0
3644,scent of a woman,4,0,0.0,0.0
3645,schatzki ring,0,0,0.0,0.0
3646,scheme programming language,3,0,0.0,1.0
3647,schizophrenia,7,0,0.0,15.0
3648,schrödinger equation,12,0,0.0,13.0
3649,schuttern gospels,0,0,0.0,0.0
3650,science,274,1,1.0,122.0
3651,scientific classification,88,0,0.0,3.0
3652,scooby-doo,11,0,0.0,3.0
3653,"scotch college, perth",0,0,0.0,0.0
3654,scotland,213,0,0.0,325.0
3655,scotland in the high middle ages,0,0,0.0,0.0
3656,scots language,5,0,0.0,4.0
3657,scott special,0,0,0.0,0.0
3658,scottish episcopal church,3,0,0.0,8.0
3659,scottish gaelic language,6,0,0.0,0.0
3660,scottish highlands,8,0,0.0,14.0
3661,scottish mythology,3,0,0.0,1.0
3662,scouting,7,0,0.0,10.0
3663,scramble for africa,4,0,0.0,17.0
3664,screw,8,0,0.0,1.0
3665,scrooge mcduck,9,0,0.0,2.0
3666,sculpture,9,1,1.0,35.0
3667,scurvy,17,0,0.0,24.0
3668,sea,38,0,0.0,31.0
3669,sea level rise,8,0,0.0,6.0
3670,sea of galilee,5,1,1.0,10.0
3671,seaborgium,1,0,0.0,0.0
3672,sean connery,8,0,0.0,11.0
3673,sears catalog home,0,0,0.0,0.0
3674,season,21,0,0.0,5.0
3675,"seattle, washington",12,0,0.0,14.0
3676,seawater,19,0,0.0,12.0
3677,second boer war,5,0,0.0,34.0
3678,second congo war,6,0,0.0,9.0
3679,second crusade,4,0,0.0,6.0
3680,seed,66,0,0.0,23.0
3681,seinfeld,7,0,0.0,6.0
3682,selena,1,0,0.0,1.0
3683,selenium,6,0,0.0,18.0
3684,semiconductor,13,0,0.0,33.0
3685,semiconductor device,6,0,0.0,1.0
3686,senate of canada,2,0,0.0,1.0
3687,senegal,7,0,0.0,125.0
3688,senufo languages,3,0,0.0,0.0
3689,seoul,4,0,0.0,19.0
3690,separation of powers under the united states constitution,1,0,0.0,0.0
3691,"september 11, 2001 attacks",44,0,0.0,47.0
3692,sequence alignment,2,0,0.0,5.0
3693,sequoia,4,1,1.0,0.0
3694,serbia,11,0,0.0,126.0
3695,serbia and montenegro,2,0,0.0,9.0
3696,serenity (film),3,0,0.0,0.0
3697,sermon on the mount,4,1,1.0,6.0
3698,sesame,4,0,0.0,5.0
3699,sesame street,7,0,0.0,2.0
3700,set,5,0,0.0,9.0
3701,severn crossing,2,0,0.0,1.0
3702,seychelles,6,0,0.0,96.0
3703,sgt. pepper's lonely hearts club band,4,0,0.0,5.0
3704,shabo language,0,0,0.0,0.0
3705,shackleton (crater),1,0,0.0,0.0
3706,shaka,1,0,0.0,1.0
3707,shanghai,6,0,0.0,44.0
3708,shark,53,0,0.0,16.0
3709,sharon tate,0,0,0.0,0.0
3710,sheffield,6,0,0.0,23.0
3711,sheikh mujibur rahman,0,0,0.0,3.0
3712,shelduck,1,0,0.0,1.0
3713,shenzhou 6,5,0,0.0,3.0
3714,shenzhou spacecraft,1,0,0.0,1.0
3715,shetland,4,0,0.0,22.0
3716,shielded metal arc welding,1,0,0.0,9.0
3717,shigin,0,0,0.0,0.0
3718,shining path,1,0,0.0,9.0
3719,shinto,5,1,2.0,13.0
3720,ship,21,0,0.0,8.0
3721,shoe polish,3,0,0.0,0.0
3722,short-beaked echidna,3,0,0.0,1.0
3723,shoshone national forest,2,0,0.0,1.0
3724,shrimp farm,0,0,0.0,0.0
3725,shrine of remembrance,2,0,0.0,1.0
3726,shroud of turin,3,0,0.0,3.0
3727,sichuan pepper,0,0,0.0,1.0
3728,sicilian baroque,0,0,0.0,0.0
3729,sickle-cell disease,6,0,0.0,4.0
3730,siege,18,0,0.0,24.0
3731,siege of antioch,1,0,0.0,0.0
3732,sierra leone,6,0,0.0,74.0
3733,sigmund freud,16,0,0.0,29.0
3734,sikhism,4,0,0.0,20.0
3735,sikkim,8,0,0.0,16.0
3736,silent film,12,0,0.0,3.0
3737,silicon,21,0,0.0,48.0
3738,silurian,3,0,0.0,14.0
3739,silver,18,0,0.0,108.0
3740,simón bolívar,1,0,0.0,15.0
3741,simcity,5,0,0.0,0.0
3742,simca vedette,0,0,0.0,0.0
3743,sinclair research ltd,1,0,0.0,0.0
3744,singapore,13,0,0.0,125.0
3745,sino-german cooperation (1911-1941),0,0,0.0,0.0
3746,sino-roman relations,0,0,0.0,0.0
3747,sirius,2,0,0.0,10.0
3748,sistine chapel ceiling,6,0,0.0,0.0
3749,sitting bull,2,0,0.0,2.0
3750,six-party talks concerning north korea's nuclear program,0,0,0.0,0.0
3751,skåneland,0,0,0.0,3.0
3752,ska,7,0,0.0,12.0
3753,skiing,12,0,0.0,18.0
3754,skylark,4,0,0.0,1.0
3755,slavery,45,0,0.0,64.0
3756,slavic mythology,6,0,0.0,0.0
3757,sleep,37,0,0.0,6.0
3758,slovakia,10,0,0.0,94.0
3759,slovenia,11,0,0.0,91.0
3760,smallpox,17,0,0.0,41.0
3761,smog,7,0,0.0,11.0
3762,snaefell mountain railway,0,0,0.0,0.0
3763,snake charming,0,0,0.0,0.0
3764,snow,30,0,0.0,49.0
3765,snow goose,3,0,0.0,2.0
3766,snowball earth,8,0,0.0,9.0
3767,snowdonia,3,0,0.0,3.0
3768,snowdonia national park,0,0,0.0,1.0
3769,snowy owl,3,0,0.0,0.0
3770,social anxiety,2,0,0.0,1.0
3771,social capital,3,0,0.0,5.0
3772,social contract (malaysia),2,0,0.0,0.0
3773,socialism,38,0,0.0,72.0
3774,society,125,0,0.0,50.0
3775,society of merchant venturers,2,0,0.0,1.0
3776,sociocultural evolution,8,0,0.0,2.0
3777,sociology,35,0,0.0,38.0
3778,socrates,17,0,0.0,25.0
3779,soddo language,4,0,0.0,0.0
3780,sodium,15,0,0.0,53.0
3781,sodium hydroxide,6,0,0.0,24.0
3782,sodium sulfate,3,0,0.0,1.0
3783,soil,63,0,0.0,55.0
3784,soil moisture,2,0,0.0,0.0
3785,soil ph,4,0,0.0,1.0
3786,soil profile,3,0,0.0,2.0
3787,soil salination,5,0,0.0,2.0
3788,soil science,11,0,0.0,3.0
3789,soil structure,9,0,0.0,1.0
3790,soils retrogression and degradation,3,0,0.0,1.0
3791,solar system,131,0,0.0,135.0
3792,solar eclipse,10,0,0.0,18.0
3793,solomon islands,9,0,0.0,30.0
3794,somalia,15,0,0.0,175.0
3795,song thrush,2,0,0.0,2.0
3796,sonic the hedgehog (character),3,0,0.0,0.0
3797,sony,53,0,0.0,22.0
3798,sorghum,3,0,0.0,14.0
3799,sorrel,3,0,0.0,2.0
3800,soukous,3,0,0.0,2.0
3801,sound,90,0,0.0,30.0
3802,soup,9,0,0.0,8.0
3803,south africa,115,0,0.0,358.0
3804,south america,156,0,0.0,231.0
3805,south china sea,12,0,0.0,22.0
3806,south georgia and the south sandwich islands,3,0,0.0,5.0
3807,south korea,11,0,0.0,109.0
3808,south ossetia,5,0,0.0,9.0
3809,southampton,1,0,0.0,18.0
3810,southern africa,31,0,0.0,25.0
3811,southern ocean,15,1,1.0,27.0
3812,southern pacific 4449,0,0,0.0,0.0
3813,southern rockhopper penguin,0,0,0.0,0.0
3814,southern united states,46,0,0.0,5.0
3815,soviet union,142,1,1.0,363.0
3816,soybean,159,0,0.0,5.0
3817,space invaders,3,0,0.0,5.0
3818,space race,16,0,0.0,10.0
3819,space shuttle challenger,9,0,0.0,1.0
3820,space shuttle challenger disaster,9,0,0.0,6.0
3821,space shuttle columbia,12,0,0.0,2.0
3822,space shuttle columbia disaster,6,0,0.0,2.0
3823,space shuttle endeavour,3,0,0.0,1.0
3824,space shuttle program,18,0,0.0,5.0
3825,space exploration,20,0,0.0,9.0
3826,space station,18,0,0.0,10.0
3827,space suit,5,0,0.0,0.0
3828,spacecraft propulsion,1,0,0.0,1.0
3829,spain,156,1,2.0,484.0
3830,spanish armada,15,0,0.0,28.0
3831,spanish inquisition,9,0,0.0,14.0
3832,spanish conquest of the inca empire,5,0,0.0,0.0
3833,spanish language,69,0,0.0,13.0
3834,sparrow,6,0,0.0,3.0
3835,sparrowhawk,3,0,0.0,1.0
3836,speaker of the british house of commons,5,0,0.0,0.0
3837,speaker of the united states house of representatives,9,0,0.0,1.0
3838,special relativity,6,0,0.0,32.0
3839,speech synthesis,7,0,0.0,2.0
3840,speed of light,25,0,0.0,38.0
3841,sperm whale,6,0,0.0,3.0
3842,sphere,21,1,1.0,19.0
3843,spherical aberration,5,0,0.0,4.0
3844,spider,10,0,0.0,6.0
3845,spinosaurus,3,0,0.0,5.0
3846,spirit of the american doughboy,0,0,0.0,1.0
3847,spix's macaw,0,0,0.0,0.0
3848,split infinitive,2,0,0.0,0.0
3849,sponsorship directdebit,0,0,0.0,0.0
3850,sport,143,0,0.0,23.0
3851,spotted flycatcher,0,0,0.0,0.0
3852,spring (season),12,0,0.0,0.0
3853,spring heeled jack,22,0,0.0,1.0
3854,sputnik 1,6,0,0.0,11.0
3855,sputnik 2,5,0,0.0,6.0
3856,sputnik program,4,0,0.0,1.0
3857,spyware,8,0,0.0,4.0
3858,squash (sport),3,0,0.0,0.0
3859,sri lanka,14,0,0.0,147.0
3860,sri lankan civil war,1,0,0.0,0.0
3861,st buryan,0,0,0.0,0.0
3862,st michael's mount,0,0,0.0,0.0
3863,st paul's cathedral,5,1,1.0,16.0
3864,stag beetle,1,0,0.0,1.0
3865,stage (theatre),32,0,0.0,0.0
3866,stained glass,4,0,0.0,16.0
3867,stanisław koniecpolski,1,0,0.0,3.0
3868,stanisław lem,0,0,0.0,0.0
3869,"stanley, falkland islands",2,0,0.0,0.0
3870,stanley baldwin,2,0,0.0,9.0
3871,star,59,0,0.0,44.0
3872,starcraft,2,0,0.0,0.0
3873,star fox  assault,0,0,0.0,0.0
3874,star trek,31,0,0.0,24.0
3875,star trek  deep space nine,8,0,0.0,0.0
3876,star trek  the original series,4,0,0.0,0.0
3877,star wars,28,0,0.0,28.0
3878,star wars episode iv  a new hope,23,0,0.0,0.0
3879,star anise,5,0,0.0,4.0
3880,stargate sg-1,5,0,0.0,6.0
3881,starling,6,0,0.0,0.0
3882,starship troopers,3,0,0.0,1.0
3883,statistics,15,0,0.0,32.0
3884,statue of zeus at olympia,3,0,0.0,0.0
3885,steam engine,36,0,0.0,11.0
3886,steel,48,0,0.0,116.0
3887,stefan edberg,1,0,0.0,9.0
3888,stegosaurus,12,0,0.0,7.0
3889,stem cell,9,0,0.0,5.0
3890,stephen harper,4,0,0.0,9.0
3891,stephen hawking,15,0,0.0,15.0
3892,stephen jay gould,14,0,0.0,16.0
3893,stephen trigg,0,0,0.0,0.0
3894,stephen of england,3,0,0.0,1.0
3895,steve davis,0,0,0.0,0.0
3896,stickleback,0,0,0.0,0.0
3897,still game,4,0,0.0,1.0
3898,stingray,1,0,0.0,2.0
3899,stock,10,0,0.0,4.0
3900,stock car (rail),1,0,0.0,0.0
3901,stockholm,7,0,0.0,35.0
3902,stoicism,2,0,0.0,5.0
3903,stone age,12,0,0.0,24.0
3904,stonehenge,15,0,0.0,12.0
3905,storm of october 1804,0,0,0.0,0.0
3906,stornoway,1,0,0.0,1.0
3907,stourbridge lion,0,0,0.0,0.0
3908,strait of malacca,5,0,0.0,5.0
3909,stratford-upon-avon,5,0,0.0,5.0
3910,string theory,12,0,0.0,18.0
3911,stroke,10,0,0.0,41.0
3912,strontium,4,0,0.0,13.0
3913,struthiomimus,0,0,0.0,0.0
3914,stuttering,4,0,0.0,2.0
3915,stuttgart,4,0,0.0,22.0
3916,styracosaurus,3,0,0.0,2.0
3917,sub-saharan africa,51,0,0.0,39.0
3918,suburbs of johannesburg,0,0,0.0,0.0
3919,sucre,2,0,0.0,1.0
3920,sudan,32,0,0.0,231.0
3921,sudanic languages,0,0,0.0,0.0
3922,sudoku,4,0,0.0,0.0
3923,suez canal,14,0,0.0,56.0
3924,suffrage,13,0,0.0,18.0
3925,sugar,36,0,0.0,79.0
3926,sugar beet,3,0,0.0,6.0
3927,sugarcane,11,0,0.0,28.0
3928,suikinkutsu,0,0,0.0,0.0
3929,suleiman the magnificent,3,0,0.0,4.0
3930,sulfur,13,0,0.0,63.0
3931,sulfuric acid,14,0,0.0,42.0
3932,sultan,3,1,1.0,21.0
3933,sumac,3,0,0.0,1.0
3934,sumatra,3,0,0.0,41.0
3935,sumer,15,0,0.0,21.0
3936,summer,6,0,0.0,35.0
3937,"summer hill, new south wales",0,0,0.0,0.0
3938,sumo,8,0,0.0,4.0
3939,sun,182,0,0.0,220.0
3940,sun tzu,3,0,0.0,2.0
3941,sun yat-sen,3,0,0.0,12.0
3942,sundew,4,0,0.0,4.0
3943,sunflower,13,0,0.0,11.0
3944,sunlight,20,0,0.0,30.0
3945,sunol water temple,0,0,0.0,0.0
3946,sunset boulevard (1950 film),1,0,0.0,0.0
3947,super 14,2,0,0.0,6.0
3948,super bowl xl,3,0,0.0,5.0
3949,super chief,1,0,0.0,3.0
3950,super mario 64,2,0,0.0,6.0
3951,super mario bros.,12,0,0.0,16.0
3952,superconductivity,4,0,0.0,2.0
3953,superman,61,0,0.0,20.0
3954,supermarine spitfire,4,0,0.0,3.0
3955,supply and demand,15,0,0.0,12.0
3956,supply chain management,3,0,0.0,2.0
3957,supreme court of the united states,12,0,0.0,37.0
3958,suriname,0,0,0.0,33.0
3959,surtsey,3,0,0.0,2.0
3960,sustainable forestry,0,0,0.0,0.0
3961,sutton hoo,2,0,0.0,3.0
3962,svalbard,8,0,0.0,14.0
3963,svartálfar,1,0,0.0,0.0
3964,swallow,3,0,0.0,0.0
3965,swan,2,0,0.0,2.0
3966,swastika,7,0,0.0,10.0
3967,swaziland,10,0,0.0,110.0
3968,sweden,50,1,2.0,260.0
3969,swedish allotment system,0,0,0.0,0.0
3970,swift,7,0,0.0,0.0
3971,swiss federal council,4,0,0.0,0.0
3972,swissair flight 111,0,0,0.0,0.0
3973,switzerland,59,1,2.0,215.0
3974,sydney,17,0,0.0,76.0
3975,sydney newman,3,0,0.0,2.0
3976,sydney riot of 1879,0,0,0.0,0.0
3977,sylvanus morley,0,0,0.0,0.0
3978,symmetry,15,0,0.0,15.0
3979,synthesizer,10,0,0.0,5.0
3980,syria,10,0,0.0,208.0
3981,t-34,4,0,0.0,4.0
3982,t. d. judah,0,0,0.0,0.0
3983,t. s. eliot,6,0,0.0,23.0
3984,tgv,7,0,0.0,11.0
3985,tacitean studies,0,0,0.0,0.0
3986,tagoi language,0,0,0.0,0.0
3987,taipei,3,0,0.0,7.0
3988,taiwan,9,0,0.0,111.0
3989,taj mahal,7,0,0.0,10.0
3990,tajikistan,4,0,0.0,60.0
3991,talc,2,0,0.0,3.0
3992,tamarind,3,0,0.0,0.0
