,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
10059,Prague;World_War_II;United_States;California;San_Jose%2C_California,Prague,"San Jose, California",4,3,1,"[0.1048018116722252, 0.24978762959933554, 0.21403081917738626, 0.27401371583951445]","[0.03698453617828523, 0.04482535898800487, 0.09768208904032215, 0.27401371583951445, 1.0000000000000004]","[True, False, True]","[True, True, True, True]",False,True
832,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
4489,Microsoft;Industry;Agriculture;Fruit;Banana,Microsoft,Banana,4,3,1,"[0.029152544066239912, 0.09658258343624881, 0.08489266397251435, 0.1328422172401853]","[0.010470627837316232, 0.022601668641069522, 0.09577151930813471, 0.1328422172401853, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True
10695,Samarium;France;Australia;Australian_rules_football;Rugby_football,Samarium,Rugby_football,4,3,1,"[0.02087984127112776, 0.13920207022019276, 0.3183478593713591, 0.3663880513364553]","[0.003451275251188781, 0.046641596251133094, 0.06947847943446638, 0.3663880513364553, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True
7839,Magnetism;Iron;Sweden;Finland;Helsinki,Magnetism,Helsinki,4,3,1,"[0.09991836845701467, 0.05945068848068214, 0.2624650714253941, 0.28523402889506383]","[0.004380087772844153, 0.008013951577660407, 0.07416516015898218, 0.28523402889506383, 1.0000000000000024]","[False, True, True]","[True, True, True, True]",False,True
55,Age_of_Enlightenment;Democracy;United_States;Florida;Hurricane_Andrew,Age_of_Enlightenment,Hurricane_Andrew,4,3,1,"[0.10984794201260668, 0.16732170862500673, 0.1785370604874202, 0.3586382805649821]","[0.013878538844784658, 0.019041781691446803, 0.10405216476112308, 0.3586382805649821, 0.9999999999999992]","[True, True, True]","[True, True, True, True]",True,True
7040,Pyramid;Ancient_Egypt;Cereal;Seed;Bean,Pyramid,Bean,4,3,1,"[0.21446380942630605, 0.023874042539263077, 0.08339785957680497, 0.10439411813039873]","[0.004724199613703206, 0.006638444919749409, 0.032014164435235304, 0.10439411813039873, 1.0000000000000024]","[False, True, True]","[True, True, True, True]",False,True
7618,Essential_oil;Ethanol;Fossil_fuel;Natural_gas;Gas,Essential_oil,Gas,4,3,1,"[0.07824814326856394, 0.05130518407473092, 0.2713032932140763, 0.5982112836385631]","[0.028755624862769773, 0.03397025909567691, 0.19880697820535623, 0.5982112836385631, 0.9999999999999984]","[False, True, True]","[True, True, True, True]",False,True
9748,Python_%28programming_language%29;Google;California;United_States;Bald_Eagle,Python (programming language),Bald_Eagle,4,3,1,"[0.015538516836354259, 0.03677958508600529, 0.21403081917738626, 0.1144764609299421]","[0.004931896454746036, 0.005882927516758661, 0.028788128005676972, 0.1144764609299421, 1.0000000000000018]","[True, True, False]","[True, True, True, True]",False,True
5772,Mississippi_River;List_of_rivers_by_length;People%27s_Republic_of_China;Republic_of_China;Sun_Yat-sen,Mississippi_River,Sun_Yat-sen,4,3,1,"[0.23063502227535193, 0.1451764049832759, 0.44870263444034536, 0.301885847063726]","[0.011279588244080648, 0.04243607139785785, 0.2412333900348878, 0.301885847063726, 1.0000000000000018]","[False, True, False]","[True, True, True, True]",False,True
8851,Voting;Australia;Rainforest;Insect;Organism,Voting,Organism,4,3,1,"[0.04116303276385738, 0.08557769441491847, 0.06171736242918702, 0.08108461878526736]","[0.02291922227106201, 0.037727513752399286, 0.07156617425856138, 0.08108461878526736, 0.9999999999999994]","[True, False, True]","[True, True, True, True]",False,True
4167,Asteroid;Trojan_War;Bronze_Age;Denmark;Viking,Asteroid,Viking,4,3,1,"[0.020409060568606703, 0.05539436586029423, 0.0672940210478333, 0.130823937394943]","[0.012289411951835442, 0.03353752975836034, 0.05244535946787775, 0.130823937394943, 1.0000000000000009]","[True, True, True]","[True, True, True, True]",True,True
2396,Television;Film;Photography;Art;Painting,Television,Painting,4,3,1,"[0.1588482733601337, 0.24057313542500586, 0.1288773111753816, 0.45476569174234693]","[0.02747703539042072, 0.051466565221491484, 0.07293054610662904, 0.45476569174234693, 1.000000000000002]","[True, False, True]","[True, True, True, True]",False,True
11819,Baboon;Mammal;China;Indus_Valley_Civilization;Pakistan,Baboon,Pakistan,4,3,1,"[0.02399619095428771, 0.027292885520350536, 0.07981120202227637, 0.20881528507879515]","[0.007756213695415964, 0.015377586450512173, 0.07765898757245383, 0.20881528507879515, 1.0000000000000004]","[True, True, True]","[True, True, True, True]",True,True
3130,Jesus;Age_of_Enlightenment;Biology;Genetics;Barbara_McClintock,Jesus,Barbara_McClintock,4,3,1,"[0.042747750624281565, 0.041246501551145245, 0.3273970392880665, 0.21972798456759868]","[0.008998347934474401, 0.02228816741037452, 0.09403977100921385, 0.21972798456759868, 1.0000000000000013]","[False, True, False]","[True, True, True, True]",False,True
8985,Homo_floresiensis;Australia;France;Napoleon_I_of_France;Napoleonic_Wars,Homo_floresiensis,Napoleonic_Wars,4,3,1,"[0.043471381102215836, 0.13920207022019276, 0.24681194255571753, 0.7442876777011974]","[0.024439518188823863, 0.0653551311734625, 0.30696416278322336, 0.7442876777011974, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
9207,Montreal_Metro;Paris;Madrid;Spain;Gibraltar,Montreal_Metro,Gibraltar,4,3,1,"[0.0712052823332101, 0.10142956377379168, 0.2180794918503535, 0.24389940989444506]","[0.02016026613494706, 0.02790443964178023, 0.04524885962921173, 0.24389940989444506, 0.9999999999999988]","[True, True, True]","[True, True, True, True]",True,True
3501,Time_zone;Pakistan;Iran;Iraq;Euphrates,Time_zone,Euphrates,4,3,1,"[0.05128547452880414, 0.13029995295622962, 0.2179629926357149, 0.20795371976489602]","[0.01356262416124851, 0.0322378839227289, 0.08264554112782373, 0.20795371976489602, 1.0000000000000004]","[True, True, False]","[True, True, True, True]",False,True
10277,Delhi;Sultan;Central_African_Republic;List_of_countries_by_system_of_government;Military_dictatorship,Delhi,Military_dictatorship,4,3,1,"[0.030813548263178003, 0.03968834635588014, 0.10202691075822343, 0.16145240348910117]","[0.01660617974742232, 0.03230055344280434, 0.08601842584343565, 0.16145240348910117, 0.9999999999999988]","[True, True, True]","[True, True, True, True]",True,True
816,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
3249,English_Channel;Atlantic_Ocean;United_States;Cuba;Fidel_Castro,English_Channel,Fidel_Castro,4,3,1,"[0.07583412600425085, 0.1937470081230291, 0.17738193677846156, 0.6334556019849202]","[0.010025949948635336, 0.014317424117720646, 0.09129502886241658, 0.6334556019849202, 0.9999999999999987]","[True, False, True]","[True, True, True, True]",False,True
7178,Titanium;South_Africa;Biodiversity;Bird;Flamingo,Titanium,Flamingo,4,3,1,"[0.02463718604100178, 0.08744971476696664, 0.08350346441739759, 0.1295137431392215]","[0.007719126937134036, 0.02077026039950564, 0.029320676714640576, 0.1295137431392215, 1.0000000000000016]","[True, False, True]","[True, True, True, True]",False,True
5778,Luxembourg_%28city%29;World_War_I;Chlorine;Hydrogen;Gas_giant,Luxembourg (city),Gas_giant,4,3,1,"[0.06560376654652009, 0.04285066670847851, 0.19447904510138952, 0.23891706735564514]","[0.0063117768872428814, 0.028851894084234185, 0.06362212207562618, 0.23891706735564514, 0.9999999999999989]","[False, True, True]","[True, True, True, True]",False,True
5680,Mining;Cyprus;Mediterranean_Sea;Italy;Genoa,Mining,Genoa,4,3,1,"[0.026982827637790318, 0.12534125916287225, 0.18964488994937034, 0.16579341812031606]","[0.012440180403564004, 0.03062961279542247, 0.07713840108242041, 0.16579341812031606, 0.999999999999999]","[True, True, False]","[True, True, True, True]",False,True
8216,Picts;Roman_Britain;Southampton;Weymouth;Dorset,Picts,Dorset,4,3,1,"[0.11683921067732311, 0.045676615475175646, 0.07304607091478595, 0.3379221657498622]","[0.020987761685206448, 0.05277303066259085, 0.08424190925684366, 0.3379221657498622, 1.0000000000000018]","[False, True, True]","[True, True, True, True]",False,True
3163,Tree;Redwood_National_and_State_Parks;United_States;Music_of_the_United_States;Elvis_Presley,Tree,Elvis_Presley,4,3,1,"[0.17725435963433078, 0.10510974622972363, 0.2349227231501626, 0.13891881426266595]","[0.007826944836162041, 0.012749088211552687, 0.0755174780946115, 0.13891881426266595, 0.9999999999999993]","[False, True, False]","[True, True, True, True]",False,True
835,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
8044,Fennel;United_States;United_Nations;Nobel_Peace_Prize;Alfred_Nobel,Fennel,Alfred_Nobel,4,3,1,"[0.028672227972715167, 0.30510236928207757, 0.2653638861821024, 0.36718070515309686]","[0.004129344519747946, 0.037399268924129564, 0.038794837053390846, 0.36718070515309686, 0.9999999999999988]","[True, False, True]","[True, True, True, True]",False,True
11878,Basking_shark;Orca;Antarctica;Snow;Avalanche,Basking_shark,Avalanche,4,3,1,"[0.07144593666556408, 0.05109440083848912, 0.0845461448413618, 0.3458890883345407]","[0.012365690640949051, 0.015100542786402781, 0.030285936334902532, 0.3458890883345407, 0.9999999999999988]","[False, True, True]","[True, True, True, True]",False,True
7043,Pyramid;Ancient_Egypt;Cereal;Seed;Bean,Pyramid,Bean,4,3,1,"[0.21446380942630605, 0.023874042539263077, 0.08339785957680497, 0.10439411813039873]","[0.004724199613703206, 0.006638444919749409, 0.032014164435235304, 0.10439411813039873, 1.0000000000000024]","[False, True, True]","[True, True, True, True]",False,True
4289,Socrates;Democracy;Communism;Vietnam;Hanoi,Socrates,Hanoi,4,3,1,"[0.060356042146070654, 0.13667462570070749, 0.1338629424674835, 0.31587462899454494]","[0.007098143359632721, 0.02410988328358566, 0.027510561408213598, 0.31587462899454494, 0.9999999999999994]","[True, False, True]","[True, True, True, True]",False,True
744,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
3514,Olive_oil;Chemistry;Physics;Moon;New_moon,Olive_oil,New_moon,4,3,1,"[0.023230829780145405, 0.24569986520417542, 0.04180944580626526, 0.5075782319049148]","[0.005208649783679776, 0.013473517195452474, 0.02203102258762861, 0.5075782319049148, 0.9999999999999996]","[True, False, True]","[True, True, True, True]",False,True
10397,Politics;Liberal_democracy;Germany;Belgium;Flemish_people,Politics,Flemish_people,4,3,1,"[0.27934157693857337, 0.12384269750635915, 0.20964108583187877, 0.36435265180151627]","[0.04080290998654058, 0.04584296334810215, 0.09133154983503788, 0.36435265180151627, 1.0000000000000022]","[False, True, True]","[True, True, True, True]",False,True
1891,Love;Mammal;Animal;Reptile;Alligator,Love,Alligator,4,3,1,"[0.013111033768121385, 0.0724197183196405, 0.09330045546583625, 0.10559311262016662]","[0.006165428275397669, 0.02367963505548672, 0.02405608590239628, 0.10559311262016662, 1.000000000000001]","[True, True, True]","[True, True, True, True]",True,True
311,Automobile;United_States;Space_Shuttle_Columbia;Hubble_Space_Telescope;Pluto,Automobile,Pluto,4,3,1,"[0.0909640585292997, 0.0875894718363388, 0.21766931874938278, 0.08500042386683511]","[0.012068189876308696, 0.020815901050360634, 0.024814543149989092, 0.08500042386683511, 1.0000000000000004]","[False, True, False]","[True, True, True, True]",False,True
2148,Plato;Political_philosophy;Franklin_D._Roosevelt;President_of_the_United_States;Warren_G._Harding,Plato,Warren_G._Harding,4,3,1,"[0.17915784218328912, 0.07701046618398648, 0.2016499308464927, 0.14133220916686934]","[0.008788869786432094, 0.03342569430833851, 0.05221452164760231, 0.14133220916686934, 0.9999999999999983]","[False, True, False]","[True, True, True, True]",False,True
6472,Epazote;South_America;European_Space_Agency;Moon;New_moon,Epazote,New_moon,4,3,1,"[0.024526784741098588, 0.030951616089115282, 0.06590435328485886, 0.5075782319049148]","[0.004554383360453446, 0.013489513365754349, 0.025634343745235887, 0.5075782319049148, 0.9999999999999996]","[True, True, True]","[True, True, True, True]",True,True
2013,Music_of_Barbados;Saxophone;Nickel;Periodic_table;Argon,Music_of_Barbados,Argon,4,3,1,"[0.07701141706156557, 0.02732094607900458, 0.07171789899057418, 0.10900508647283198]","[0.005089564697326762, 0.007797320909618407, 0.054792915039807016, 0.10900508647283198, 1.000000000000001]","[False, True, True]","[True, True, True, True]",False,True
10647,Starling;Europe;Africa;Egypt;Nile,Starling,Nile,4,3,1,"[0.008349318828848384, 0.20733258691597292, 0.17927428689388406, 0.23968918347413837]","[0.0032784805139570434, 0.02949779862883686, 0.11304645135058632, 0.23968918347413837, 1.0]","[True, False, True]","[True, True, True, True]",False,True
2665,World_War_II;Nuclear_weapon;Cobalt;Chemical_element;Magnesium,World_War_II,Magnesium,4,3,1,"[0.1343738010432378, 0.05606993287297538, 0.11225991042146656, 0.10905191657763905]","[0.017601861504650426, 0.01803670006212864, 0.06415060693201761, 0.10905191657763905, 1.0000000000000009]","[False, True, False]","[True, True, True, True]",False,True
8604,Baroque;Rome;Ancient_Rome;Egypt;Nile,Baroque,Nile,4,3,1,"[0.07726513095439073, 0.35780330798727716, 0.10384361920811998, 0.23968918347413837]","[0.006506296586904372, 0.01469140711154336, 0.030790452426055364, 0.23968918347413837, 1.0]","[True, False, True]","[True, True, True, True]",False,True
5673,Tin;Europe;United_Kingdom;J._R._R._Tolkien;The_Lord_of_the_Rings,Tin,The_Lord_of_the_Rings,4,3,1,"[0.01777283765332451, 0.2417890222080024, 0.05849811389741521, 0.6182571125401113]","[0.0059524194420095865, 0.027948794543659276, 0.05744947977286947, 0.6182571125401113, 0.9999999999999968]","[True, False, True]","[True, True, True, True]",False,True
11994,Beriberi;19th_century;United_States;United_States_Constitution;Fourteenth_Amendment_to_the_United_States_Constitution,Beriberi,Fourteenth_Amendment_to_the_United_States_Constitution,4,3,1,"[0.021622825984808684, 0.2156585701134629, 0.27542872830020654, 0.6331471704354767]","[0.008528373972808137, 0.0768056167341894, 0.26912756000273774, 0.6331471704354767, 0.9999999999999987]","[True, True, True]","[True, True, True, True]",True,True
3843,Asteroid;Earth;Europe;Ireland;Viking,Asteroid,Viking,4,3,1,"[0.1618323538204031, 0.08556400889779398, 0.17206312114935826, 0.12347492510241782]","[0.012289411951835442, 0.022808198571852872, 0.09356618772248869, 0.12347492510241782, 1.0000000000000009]","[False, True, False]","[True, True, True, True]",False,True
5060,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
3210,OpenOffice.org;Microsoft_Windows;Spyware;Sony;Music,OpenOffice.org,Music,4,3,1,"[0.13711417611332907, 0.14584779763862368, 0.03275669387446283, 0.042941887268262854]","[0.009101236749210559, 0.010621150671798342, 0.011820164486766972, 0.042941887268262854, 1.000000000000001]","[True, False, True]","[True, True, True, True]",False,True
10594,Kookaburra;Australia;Dingo;Carnivore;Hyena,Kookaburra,Hyena,4,3,1,"[0.116428594219478, 0.10782728288552136, 0.06225792780813711, 0.10079487695212883]","[0.009867501497960125, 0.014819727306156456, 0.035128022734592625, 0.10079487695212883, 1.0000000000000022]","[False, False, True]","[True, True, True, True]",False,True
10912,Guatemala;People%27s_Republic_of_China;Semiconductor;Electric_field;Electric_charge,Guatemala,Electric_charge,4,3,1,"[0.08871585422356804, 0.02459168494881325, 0.06664905379935816, 0.471965036309857]","[0.006652754151675264, 0.014192163781949152, 0.11363998545100766, 0.471965036309857, 0.9999999999999998]","[False, True, True]","[True, True, True, True]",False,True
