,link,#_clicks_norm,in_image
2782,ming dynasty,1.0,0
2783,mini,1.0,0
2784,minimum wage,1.0,0
2785,mining,1.0,0
2786,minmi (dinosaur),1.0,0
2787,"minneapolis, minnesota",1.0,0
2788,minnesota,1.0,0
2789,minoan civilization,1.0,0
2790,minstrel show,1.0,0
2791,miocene,1.0,0
2792,mir,1.0,0
2793,mirabilis (plant),1.0,0
2794,miranda otto,1.0,0
2795,mississippi river,1.0,0
2796,missouri river,1.0,0
2797,mistle thrush,1.0,0
2798,mitochondrial eve,1.0,0
2799,mitochondrion,1.0,0
2800,mixed-breed dog,1.0,0
2801,mixtape,1.0,0
2802,modern history,1.0,0
2803,modernist poetry in english,1.0,0
2804,mogadishu,1.0,0
2805,mohs scale of mineral hardness,1.0,0
2806,moldova,1.0,0
2807,moldovans,1.0,0
2808,mole (animal),1.0,0
2809,molybdenum,1.0,0
2810,momentum,1.0,0
2811,mona lisa,7.5,1
2812,monaco,1.0,0
2813,monaco grand prix,1.0,0
2814,monarchies in the european union,1.0,0
2815,monarchy,1.0,0
2816,monarda didyma,1.0,0
2817,money,1.0,0
2818,mongol empire,1.0,0
2819,mongol invasion of central asia,1.0,0
2820,mongolia,1.0,0
2821,mongoose,1.0,0
2822,monkey,1.0,0
2823,monoclonius,1.0,0
2824,monopoly (game),1.0,0
2825,monrovia,1.0,0
2826,montenegro,1.0,0
2827,montevideo,1.0,0
2828,montreal,1.0,0
2829,montreal metro,1.0,0
2830,montserrat,1.0,0
2831,monty python,1.0,0
2832,moon,0.6923076923076924,1
2833,moon landing,1.0,0
2834,moore's law,1.0,0
2835,moorgate,1.0,0
2836,moorhen,1.0,0
2837,morecambe bay,1.0,0
2838,morecambe and wise,1.0,0
2839,moringa oleifera,1.0,0
2840,mormon,1.0,0
2841,mormon trail,1.0,0
2842,morocco,1.0,0
2843,morphine,1.0,0
2844,morris dance,1.0,0
2845,mosaic,1.0,0
2846,moscow,1.0,0
2847,mosque,1.0,0
2848,moss,1.0,0
2849,mother teresa,1.0,0
2850,motion (physics),1.0,0
2851,mount baker,1.0,0
2852,mount everest,0.7368421052631579,1
2853,mount kilimanjaro,1.0,0
2854,mount nyiragongo,1.0,0
2855,"mount osmond, south australia",1.0,0
2856,mount pinatubo,1.0,0
2857,mount rainier,1.0,0
2858,mount rushmore,1.0,0
2859,mount st. helens,1.0,0
2860,mount unzen,1.0,0
2861,mount vesuvius,1.0,0
2862,mountain gorilla,1.0,0
2863,mozambique,1.0,0
2864,mozilla firefox,1.0,0
2865,mu arae,1.0,0
2866,muhammad,1.0,0
2867,muhammad ali,1.0,0
2868,muhammad ali jinnah,1.0,0
2869,muhammad iqbal,1.0,0
2870,muhammad ibn musa al-khwarizmi,1.0,0
2871,multiculturalism,1.0,0
2872,multiple sclerosis,1.0,0
2873,multiple sequence alignment,1.0,0
2874,mumbai,0.3529411764705882,1
2875,mummy,1.0,0
2876,munich,0.125,1
2877,murray river,1.0,0
2878,"muscat, oman",1.0,0
2879,music,2.0294117647058822,1
2880,music of albania,1.0,0
2881,music of antigua and barbuda,1.0,0
2882,music of barbados,1.0,0
2883,music of dominica,1.0,0
2884,music of hawaii,1.0,0
2885,music of hungary,1.0,0
2886,music of ireland,1.0,0
2887,music of italy,1.0,0
2888,music of martinique and guadeloupe,1.0,0
2889,music of new zealand,1.0,0
2890,music of spain,1.0,0
2891,music of thailand,1.0,0
2892,music of trinidad and tobago,1.0,0
2893,music of the bahamas,1.0,0
2894,music of the lesser antilles,1.0,0
2895,music of the united states,1.0,0
2896,music of the trecento,1.0,0
2897,musical instrument,1.0,0
2898,mustard plant,1.0,0
2899,mustard seed,1.0,0
2900,muttaburrasaurus,1.0,0
2901,myanmar,1.0,0
2902,myco-heterotrophy,1.0,0
2903,myers-briggs type indicator,1.0,0
2904,myocardial infarction,1.0,0
2905,mysticism,1.0,0
2906,mythology,1.0,0
2907,myxobolus cerebralis,1.0,0
2908,nato,1.0,0
2909,nadia comăneci,1.0,0
2910,nagorno-karabakh war,1.0,0
2911,nahuatl language,1.0,0
2912,nairobi,1.0,0
2913,naked mole rat,1.0,0
2914,names of god in judaism,1.0,0
2915,namibia,1.0,0
2916,nanomedicine,1.0,0
2917,napoleon i of france,1.0,0
2918,napoleonic wars,1.0,0
2919,napster,1.0,0
2920,nash equilibrium,1.0,0
2921,"nashville, tennessee",1.0,0
2922,natalie portman,1.0,0
2923,nathu la,1.0,0
2924,national anthem of russia,1.0,0
2925,"national gallery, london",2.333333333333333,1
2926,national hockey league,1.0,0
2927,national parks of england and wales,1.0,0
2928,nationalism,1.0,0
2929,nationality,1.0,0
2930,natural disaster,1.0,0
2931,natural gas,1.0,0
2932,natural selection,1.0,0
2933,nature,1.0,0
2934,nauru,1.0,0
2935,naval battle of guadalcanal,1.0,0
2936,navassa island,1.0,0
2937,nazi germany,1.0,0
2938,nazism,1.04,1
2939,necktie,1.0,0
2940,negros oriental,1.0,0
2941,neighbours,1.0,0
2942,neil armstrong,1.0,0
2943,neil young,1.0,0
2944,nelson mandela,1.0,0
2945,nematode,1.0,0
2946,neoclassicism,1.0,0
2947,neodymium,1.0,0
2948,neon,1.0,0
2949,nepal,0.07936507936507936,1
2950,nepenthes rajah,1.0,0
2951,nephron,1.0,0
2952,neptune,1.0,0
2953,neptunium,1.0,0
2954,netball,1.0,0
2955,netherlands,1.0,0
2956,netherlands antilles,1.0,0
2957,neutron,1.0,0
2958,new caledonia,1.0,0
2959,new delhi,1.0,0
2960,new england patriots,1.0,0
2961,new forest,1.0,0
2962,new york city,0.6101694915254237,1
2963,new york city subway nomenclature,1.0,0
2964,new zealand,0.3375,1
2965,new moon,1.0,0
2966,"newark, new jersey",1.0,0
2967,newcastle upon tyne,1.0,0
2968,newmarket,1.0,0
2969,newshounds,1.0,0
2970,newspaper,1.0,0
2971,newsround,1.0,0
2972,niagara falls,1.0,0
2973,nicaragua,1.0,0
2974,niccolò machiavelli,1.0,0
2975,niccolò paganini,1.0,0
2976,niccolò dell'abbate,1.0,0
2977,nickel,1.0,0
2978,nicobar long-tailed macaque,1.0,0
2979,nicolaus copernicus,1.0,0
2980,niels bohr,1.0,0
2981,nigella,1.0,0
2982,niger,0.05982905982905984,1
2983,niger river,1.0,0
2984,nigeria,1.0,0
2985,nightingale,1.0,0
2986,nikola tesla,0.8333333333333333,1
2987,nikolai rimsky-korsakov,1.0,0
2988,nile,1.0,0
2989,nine million bicycles,1.0,0
2990,nineteen eighty-four,1.0,0
2991,nintendo,1.0,0
2992,nintendo ds,1.0,0
2993,nintendo entertainment system,1.0,0
2994,niobium,1.0,0
2995,nirvana (band),1.0,0
2996,nitrification,1.0,0
2997,nitrogen,1.0,0
2998,nitrogen cycle,1.0,0
2999,nitrogen fixation,1.0,0
3000,niue,1.0,0
3001,noam chomsky,1.0,0
3002,nobel peace prize,1.0,0
3003,nobelium,1.0,0
3004,nobiin language,1.0,0
3005,norfolk,1.0,0
3006,norfolk island,1.0,0
3007,norman borlaug,1.0,0
3008,norman conquest of england,1.0,0
3009,norse mythology,1.0,0
3010,north africa,1.0,0
3011,north america,1.0,0
3012,north atlantic oscillation,1.0,0
3013,north korea,1.0,0
3014,north sea,1.0,0
3015,north sea flood of 1953,1.0,0
3016,north sea oil,1.0,0
3017,northern ireland,0.2897196261682243,1
3018,northern mariana islands,1.0,0
3019,northern pacific railway,1.0,0
3020,northwest africa,1.0,0
3021,norway,0.6082474226804123,1
3022,norwich,1.0,0
3023,nostradamus,1.0,0
3024,nottingham,1.0,0
3025,nouakchott,1.0,0
3026,novel,1.0,0
3027,novelty (locomotive),1.0,0
3028,nuclear fission,1.0,0
3029,nuclear power,1.0,0
3030,nuclear weapon,1.0,0
3031,number,1.0,0
3032,numismatics,1.0,0
3033,nurse sharks,1.0,0
3034,nuthatch,1.0,0
3035,nutmeg,1.0,0
3036,nutrition,1.0,0
3037,oasis (band),1.0,0
3038,oat,1.0,0
3039,obi-wan kenobi,1.0,0
3040,ocean,1.0,0
3041,oceania,1.0,0
3042,oceanography,1.0,0
3043,odin,1.0,0
3044,odysseus,0.5384615384615385,1
3045,odyssey,1.0,0
3046,oenothera,1.0,0
3047,ohm,1.0,0
3048,oil painting,1.0,0
3049,oil refinery,1.2000000000000002,1
3050,oil reservoir,1.0,0
3051,okapi,1.0,0
3052,olaudah equiano,1.0,0
3053,old english language,1.0,0
3054,old nubian language,1.0,0
3055,old swiss confederacy,1.0,0
3056,oleg of novgorod,1.0,0
3057,oligarchy,1.0,0
3058,oligocene,1.0,0
3059,olive oil,1.0,0
3060,oliver cromwell,1.0,0
3061,oliver twist,1.0,0
3062,ollanta humala,1.0,0
3063,olmec,1.0,0
3064,olympic games,1.0,0
3065,oman,1.0,0
3066,omega-3 fatty acid,1.0,0
3067,one flew over the cuckoo's nest (novel),1.0,0
3068,one foot in the grave,1.0,0
3069,onion,1.0,0
3070,onion dome,1.0,0
3071,openbsd,1.0,0
3072,openoffice.org,1.0,0
3073,open cluster,1.0,0
3074,open source,1.0,0
3075,opera,1.0,0
3076,oppression,1.0,0
3077,optical fiber,1.0,0
3078,optical microscope,2.0,1
3079,optical telescope,1.0,0
3080,opuntia imbricata,1.0,0
3081,opus dei,1.0,0
3082,orbit (anatomy),1.0,0
3083,orca,1.0,0
3084,order of canada,1.0,0
3085,order of st. patrick,1.0,0
3086,order of the bath,1.0,0
3087,order of the garter,0.25,1
3088,order of the thistle,1.0,0
3089,ordinal number,1.0,0
3090,ordinary differential equation,1.0,0
3091,ordination of women,1.0,0
3092,ordovician,1.0,0
3093,oregano,1.0,0
3094,oregon,1.0,0
3095,organism,1.0,0
3096,organization,1.0,0
3097,orion nebula,1.0,0
3098,orkney,1.0,0
3099,ormulum,1.0,0
3100,ornithischia,1.0,0
3101,oroonoko,1.0,0
3102,osaka,1.0,0
3103,osama bin laden,1.0,0
3104,osiris,1.0,0
3105,oslo,1.2857142857142856,1
3106,osmium,1.0,0
3107,osprey,1.0,0
3108,osteomalacia,1.0,0
3109,ostrich,1.0,0
3110,oswald of northumbria,1.0,0
3111,ottawa,1.0,0
3112,otter,1.0,0
3113,otto von bismarck,1.0,0
3114,ottoman empire,0.23225806451612904,1
3115,ouagadougou,1.0,0
3116,outer hebrides,1.0,0
3117,overseas railroad,1.0,0
3118,oviraptor,1.0,0
3119,owl,1.0,0
3120,oxbow lake,1.0,0
3121,oxford,1.0,0
3122,oxygen,1.0,0
3123,oxyrhynchus,1.0,0
3124,ozone,1.0,0
3125,ozone depletion,1.0,0
3126,póvoa de varzim,0.0,1
3127,pong,1.0,0
3128,prr gg1,1.0,0
3129,prr m1,1.0,0
3130,psr b1620-26c,1.0,0
3131,pablo picasso,1.0,0
3132,pac-man,1.0,0
3133,pachycephalosaurus,1.0,0
3134,pacific ocean,1.1604938271604937,1
3135,painting,1.0,0
3136,pakistan,0.14227642276422767,1
3137,palace of westminster,2.2,1
3138,palau,1.0,0
3139,palazzo pitti,1.0,0
3140,paleocene,1.0,0
3141,paleontology,1.0,0
3142,palestinian territories,1.0,0
3143,pali canon,1.0,0
3144,palio di siena,1.0,0
3145,palladian architecture,1.0,0
3146,palladium,1.0,0
3147,palm oil,1.0,0
3148,palmyra atoll,1.0,0
3149,pan am flight 103,1.0,0
3150,panama,1.0,0
3151,panama canal,1.0,0
3152,pandanus,1.0,0
3153,papal conclave,1.0,0
3154,paprika,1.0,0
3155,papua new guinea,0.35135135135135137,1
3156,paraguay,1.0,0
3157,parasaurolophus,1.0,0
3158,paricutín,1.0,0
3159,paris,0.3111111111111111,1
3160,park,1.0,0
3161,parliament of canada,1.0,0
3162,parliament of malaysia,1.0,0
3163,parliament of the united kingdom,1.0,0
3164,parliamentary system,1.0,0
3165,parrot,1.0,0
3166,parsley,1.0,0
3167,parsnip,1.0,0
3168,parthenon,1.0,0
3169,pashtun people,1.0,0
3170,passenger pigeon,1.0,0
3171,pat cash,1.0,0
3172,patna,1.0,0
3173,paul cézanne,1.0,0
3174,paul dirac,1.0,0
3175,paul kane,1.0,0
3176,paul mccartney,1.0,0
3177,paul of tarsus,1.0,0
3178,pea,1.0,0
3179,peace,1.0,0
3180,peaceful coexistence,1.0,0
3181,peafowl,1.0,0
3182,peak district,1.0,0
3183,peanut,1.0,0
3184,pearl,1.0,0
3185,pedagogy,1.0,0
3186,pedro del valle,1.0,0
3187,pelé,1.0,0
3188,pelagic zone,1.0,0
3189,pellagra,1.0,0
3190,pelycosaur,1.0,0
3191,penda of mercia,1.0,0
3192,penguin,1.0,0
3193,pennine way,1.0,0
3194,pennsylvania railroad,1.0,0
3195,pentateuch,1.0,0
3196,people's republic of china,1.0,0
3197,pere marquette 1225,1.0,0
3198,peregrine falcon,1.0,1
3199,perfect number,1.0,0
3200,pericles,1.0,0
3201,periodic table,1.0,0
3202,periodic table (large version),1.0,0
3203,perl,1.0,0
3204,permian,1.0,0
3205,pernicious anemia,1.0,0
3206,persian empire,1.0,0
3207,persian gulf,1.0,0
3208,persian literature,1.0,0
3209,"perth, western australia",1.0,0
3210,peru,1.0,0
3211,pete sampras,1.0,0
3212,peter grimes,0.0,1
3213,peter i of russia,1.0,0
3214,peter paul rubens,0.23076923076923078,1
3215,peterborough chronicle,1.0,0
3216,petroleum,1.0,0
3217,phase (matter),1.0,0
3218,pheidippides,1.0,0
3219,phenylketonuria,1.0,0
3220,philadelphia,1.0,0
3221,philately,1.0,0
3222,philip ii of spain,1.0,0
3223,philippines,1.0,0
3224,philosophiae naturalis principia mathematica,1.0,0
3225,philosophy,1.0,0
3226,philosophy of mind,1.0,0
3227,phineas gage,1.0,0
3228,phishing,1.0,0
3229,phla-pherá languages,1.0,0
3230,phoenix (spacecraft),1.0,0
3231,phoenix zoo,1.0,0
3232,phonograph cylinder,1.0,0
3233,phosphorus,1.0,0
3234,phosphorus tribromide,1.0,0
3235,phosphorus trichloride,1.0,0
3236,phosphoryl chloride,1.0,0
3237,photography,1.0,0
3238,photon,1.0,0
3239,photosynthesis,1.0,0
3240,photosynthetic reaction centre,1.0,0
3241,photovoltaic array,1.0,0
3242,physical paradox,1.0,0
3243,physical science,1.0,0
3244,physics,1.0,0
3245,pi,1.0,0
3246,piano,0.41666666666666663,1
3247,piccadilly circus,1.0,0
3248,picts,1.0,0
3249,pied avocet,1.0,0
3250,pig,1.0,0
3251,pigeon,1.0,0
3252,pigment,1.0,0
3253,pikachu,1.0,0
3254,pink pigeon,1.0,0
3255,pinworm,1.0,0
3256,pitcairn islands,1.0,0
3257,plains zebra,1.0,0
3258,planet,1.0,0
3259,planetary habitability,1.0,0
3260,planetary nebula,1.0,0
3261,plant,1.0,0
3262,plant cell,1.0,0
3263,plasma (physics),1.0,0
3264,plate tectonics,1.0,0
3265,plateosaurus,1.0,0
3266,platinum,1.0,0
3267,plato,1.0,0
3268,platypus,1.0,0
3269,playing card,1.0,0
3270,pleiades (star cluster),1.0,0
3271,plesiosaur,1.0,0
3272,pliocene,1.0,0
3273,plover,1.0,0
3274,plum,1.0,0
3275,pluto,1.0,0
3276,plutonium,1.0,0
3277,plymouth,1.0,0
3278,pneumonia,1.0,0
3279,pochard,1.0,0
3280,podcasting,1.0,0
3281,poetry,1.0,0
3282,poetry of the united states,1.0,0
3283,poison gas in world war i,1.0,0
3284,pokémon trading card game,1.0,0
3285,poland,0.37768240343347637,1
3286,polar coordinate system,1.0,0
3287,polar ice cap,1.0,0
3288,police,1.0,0
3289,police state,1.0,0
3290,polish–muscovite war (1605–1618),1.0,0
3291,polish-lithuanian commonwealth,1.0,0
3292,polish-muscovite war (1605–1618),1.0,0
3293,polish-soviet war,1.0,0
3294,political economy,1.0,0
3295,political integration of india,1.0,0
3296,political philosophy,1.0,0
3297,political science,1.0,0
3298,politics,1.0,0
3299,politics of the united kingdom,1.0,0
3300,pollinator,1.0,0
3301,pollinator decline,1.0,0
3302,pollution,1.0,0
3303,polonium,1.0,0
3304,polymerase chain reaction,1.0,0
3305,pompeii,0.2631578947368421,1
3306,pond,1.0,0
3307,pontiac's rebellion,1.0,0
3308,pony,1.0,0
3309,poor law,1.0,0
3310,pop idol,1.0,0
3311,pope,0.35135135135135137,1
3312,pope benedict xvi,1.0,0
3313,pope john paul ii,0.23214285714285712,1
3314,pope pius xii,1.0,0
3315,popular culture,1.0,0
3316,popular culture studies,1.0,0
3317,population history of american indigenous peoples,1.0,0
3318,porgy and bess,1.0,0
3319,port louis,1.0,0
3320,porto-novo,1.0,0
3321,portsmouth,0.24,1
3322,portugal,0.19642857142857142,1
3323,portuguese communist party,1.0,0
3324,portuguese language,1.0,0
3325,post-glacial rebound,1.0,0
3326,postage stamp,1.0,0
3327,postman pat,1.0,0
3328,potassium,1.0,0
3329,potassium iodide,1.0,0
3330,potassium nitrate,1.0,0
3331,potato,1.0,0
3332,pottery,1.0,0
3333,poultry,1.0,0
3334,pound sterling,1.0,0
3335,poverty,1.0,0
3336,prague,0.3333333333333333,1
3337,praia,1.0,0
3338,praseodymium,1.0,0
3339,pre-raphaelite brotherhood,1.0,0
3340,precambrian,1.0,0
3341,prehistoric man,1.0,0
3342,president of the united states,1.8260869565217392,1
3343,pretoria,1.0,0
3344,pride and prejudice,1.0,0
3345,prime minister of the united kingdom,1.0,0
3346,prime number,1.0,0
3347,primula,1.0,0
3348,princeton university,1.0,0
3349,principality,1.0,0
3350,printmaking,1.0,0
3351,prion,1.0,0
3352,private peaceful,1.0,0
3353,privy council of the united kingdom,1.0,0
3354,pro milone,1.0,0
3355,probability theory,1.0,0
3356,programming language,1.0,0
3357,project mkultra,1.0,0
3358,project vanguard,1.0,0
3359,promethium,1.0,0
3360,propaganda,1.0,0
3361,property,1.0,0
3362,prospecting,1.0,0
3363,prostate cancer,1.0,0
3364,protactinium,1.0,0
3365,protein,1.0,0
3366,protoceratops,1.0,0
3367,proton,1.0,0
3368,proxima centauri,1.0,0
3369,psittacosaurus,1.0,0
3370,psychology,1.0,0
3371,pterosaur,1.0,0
3372,ptolemy,1.0,0
3373,publishing,1.0,0
3374,puerto rico,1.0,0
3375,puffin,1.0,0
3376,pumpkin,1.0,0
3377,punctuated equilibrium,1.0,0
3378,pupil,1.0,0
3379,pygmy hippopotamus,1.0,0
3380,pyongyang,1.0,0
3381,pyotr ilyich tchaikovsky,1.0,0
3382,pyramid,1.0,0
3383,pyrite,1.0,0
3384,pythagoras,1.0,0
3385,pythagorean theorem,1.0,0
3386,python (programming language),1.0,0
3387,qatar,1.0,0
3388,qin dynasty,1.0,0
3389,qin shi huang,1.0,0
3390,qing dynasty,1.0,0
3391,quantity,1.0,0
3392,quantum chemistry,1.0,0
3393,quantum computer,1.0,0
3394,quantum mechanics,1.0,0
3395,quark,1.0,0
3396,quartz,1.0,0
3397,quatermass and the pit,1.0,0
3398,queen (band),1.0,0
3399,quetzalcoatl,1.0,0
3400,quito,1.0,0
3401,qur'an,0.13846153846153847,1
3402,réunion,1.0,0
3403,rer,1.0,0
3404,rms titanic,1.0,0
3405,rot13,1.0,0
3406,rss (file format),1.0,0
3407,rabat,1.0,0
3408,rabbit,1.0,0
3409,rabies,1.0,0
3410,rabindranath tagore,1.0,0
3411,race,1.0,0
3412,radar,1.0,0
3413,radhanite,1.0,0
3414,radio,1.0,0
3415,radio frequency,1.0,0
3416,radio telescope,1.0,0
3417,radish,1.0,0
3418,radium,1.0,0
3419,radon,1.0,0
3420,ragtime,1.0,0
3421,rail transport,1.0,0
3422,rail transport in india,1.0,0
3423,railway post office,1.0,0
3424,rain,1.0,0
3425,rainbow,1.0,0
3426,rainforest,1.0,0
3427,rainhill trials,1.0,0
3428,raising the flag on iwo jima,1.0,0
3429,ralph nader,1.0,0
3430,rama,1.0,0
3431,ramayana,1.0,0
3432,ramesses ii,1.0,0
3433,ramsgate,1.0,0
3434,ran (film),1.0,0
3435,raney nickel,1.0,0
3436,raphael,0.5454545454545454,1
3437,rapping,1.0,0
3438,raven,1.0,0
3439,ray of light,1.0,0
3440,real tennis,1.0,0
3441,rebecca helferich clarke,1.0,0
3442,recorder,1.0,0
3443,recycling,1.0,0
3444,red kite,1.0,0
3445,red panda,1.0,0
3446,red sea,1.0,0
3447,red dwarf,1.0,0
3448,red giant,1.0,0
3449,red rain in kerala,1.0,0
3450,redshift,1.0,0
3451,redwing,1.0,0
3452,redwood national and state parks,1.0,0
3453,reed bunting,1.0,0
3454,reed warbler,1.0,0
3455,refining,1.0,0
3456,refrigerator car,1.0,0
3457,regent's park,1.0,0
3458,reggae,1.0,0
3459,reggaeton,1.0,0
3460,religion,1.0,0
3461,religious society of friends,1.0,0
3462,rembrandt,0.5,1
3463,rené descartes,1.0,0
3464,renaissance,1.0,0
3465,renaissance music,1.0,0
3466,renminbi,1.0,0
3467,renormalization,1.0,0
3468,reptile,1.0,0
3469,republic of china,1.0,0
3470,republic of ireland,1.0,0
3471,republic of macedonia,1.0,0
3472,republic of the congo,1.0,0
3473,restoration comedy,1.0,0
3474,restoration literature,1.0,0
3475,retina,1.0,0
3476,retinol,1.0,0
3477,retreat of glaciers since 1850,1.0,0
3478,revised standard version,1.0,0
3479,revolution,1.0,0
3480,reza shah,1.0,0
3481,rhenium,1.0,0
3482,rhine,1.0,0
3483,rhode island,1.0,0
3484,rhodium,1.0,0
3485,rhodium(iii) chloride,1.0,0
3486,rhubarb,1.0,0
3487,rhythm and blues,1.0,0
3488,rice,1.0,0
3489,richard feynman,1.0,0
3490,richard francis burton,1.0,0
3491,richard iii (play),1.0,0
3492,richard iii of england,1.0,0
3493,richard ii of england,1.0,0
3494,richard i of england,1.0,0
3495,richard nixon,1.0,0
3496,richard o'connor,1.0,0
3497,richard stallman,1.0,0
3498,richard wagner,0.36666666666666664,1
3499,"richmond, virginia",1.0,0
3500,riesling,1.0,0
3501,right whale,1.0,0
3502,ringed plover,1.0,0
3503,rio tinto group,1.0,0
3504,rio de janeiro,1.0,0
3505,river,1.0,0
3506,river severn,1.0,0
3507,river thames,1.0,0
3508,riyadh,1.0,0
3509,roald amundsen,1.0,0
3510,roan antelope,1.0,0
3511,"robert baden-powell, 1st baron baden-powell",1.0,0
3512,robert boyle,1.0,0
3513,"robert gascoyne-cecil, 3rd marquess of salisbury",1.0,0
3514,robert oppenheimer,1.0,0
3515,robert owen,1.0,0
3516,robert peel,0.09090909090909091,1
3517,robert schumann,1.0,0
3518,robert stephenson,1.0,0
3519,robinson crusoe,1.0,0
3520,roche limit,1.0,0
3521,rock bunting,1.0,0
3522,rock pigeon,1.0,0
3523,rock of gibraltar,1.0,0
3524,rockall,1.0,0
3525,rocky mountains,1.0,0
3526,rococo,1.0,0
3527,roentgenium,1.0,0
3528,roman britain,1.0,0
3529,roman catholic church,1.0,0
3530,roman empire,1.0,0
3531,roman greece,1.0,0
3532,roman vishniac,1.0,0
3533,roman law,1.0,0
3534,roman mythology,1.0,0
3535,roman road,1.0,0
3536,roman villa,1.0,0
3537,romania,0.2884615384615385,1
3538,romanticism,1.0,0
3539,rome,0.5408560311284046,1
3540,romeo and juliet,1.0,0
3541,romulus augustus,1.4285714285714284,1
3542,ronald reagan,0.3783783783783784,1
3543,rondane national park,1.0,0
3544,rook (bird),1.0,0
3545,rosa parks,1.0,0
3546,rose-ringed parakeet,1.0,0
3547,rosemary,1.0,0
3548,rosetta stone,1.0,0
3549,rotterdam,1.0,0
3550,rowan williams,1.0,0
3551,royal air force,1.0,0
3552,royal dutch shell,1.0,0
3553,royal geographical society,1.0,0
3554,royal grammar school worcester,1.0,0
3555,royal marines,1.0,0
3556,royal national theatre,1.0,0
3557,royal navy,1.0,0
3558,royal parks of london,1.0,0
3559,rubidium,1.0,0
3560,rubik's cube,1.0,0
3561,rudolf vrba,1.0,0
3562,rudyard kipling,1.0,0
3563,rugby world cup,1.0,0
3564,rugby football,1.0,0
3565,rule of st benedict,1.0,0
3566,rupee,1.0,0
3567,russia,1.0,0
3568,russian revolution of 1917,1.0,0
3569,russian constitutional crisis of 1993,1.0,0
3570,russian language,1.0,0
3571,ruthenium,1.0,0
3572,rutherford b. hayes,1.0,0
3573,rutherfordium,1.0,0
3574,rwanda,1.0,0
3575,rwandan genocide,1.0,0
3576,são paulo,1.0,0
3577,são tomé,1.0,0
3578,são tomé and príncipe,1.0,0
3579,søren kierkegaard,1.0,0
3580,s-mine,1.0,0
3581,s. a. andrée's arctic balloon expedition of 1897,1.0,0
3582,sd26,1.0,0
3583,sr-71 blackbird,1.0,0
3584,safflower,1.0,0
3585,saffron,1.0,0
3586,sahara,0.4473684210526315,1
3587,saint-pierre and miquelon,1.0,0
3588,saint helena,1.0,0
3589,saint joan (play),1.0,0
3590,saint kitts and nevis,1.0,0
3591,saint lawrence seaway,1.0,0
3592,saint lucia,1.0,0
3593,saint petersburg,1.0,0
3594,saint vincent and the grenadines,1.0,0
3595,sakurajima,1.0,0
3596,saladin,0.10526315789473684,1
3597,salford,1.0,0
3598,salsa music,1.0,0
3599,salt,1.0,0
3600,"salt lake city, utah",1.0,0
3601,saltasaurus,1.0,0
3602,salvador dalí,1.0,0
3603,samantha smith,1.0,0
3604,samarium,1.0,0
3605,samoa,1.0,0
3606,samuel beckett,1.0,0
3607,samuel taylor coleridge,1.0,0
3608,san diegan,1.0,0
3609,san diego electric railway,1.0,0
3610,san diego and arizona railway,1.0,0
3611,"san francisco, california",1.0,0
3612,san francisco garter snake,1.0,0
3613,"san jose, california",1.0,0
3614,san marino,1.0,0
3615,sand,1.0,0
3616,sand art and play,1.0,0
3617,sand shark,1.0,0
3618,sandringham house,1.0,0
3619,sandur,1.0,0
3620,sandy koufax,1.0,0
3621,sanskrit,1.0,0
3622,sanssouci,1.0,0
3623,santa claus,1.0,0
3624,santamaría (volcano),1.0,0
3625,"santiago, chile",1.0,0
3626,santorini,1.0,1
3627,sarajevo,1.0,0
3628,sardar vallabhbhai patel,1.0,0
3629,sasha (dj),1.0,0
3630,sassanid empire,1.0,0
3631,saturn,1.0,0
3632,saturn v,1.0,0
3633,saudi arabia,1.0,0
3634,saurischia,1.0,0
3635,sauropodomorpha,1.0,0
3636,sauroposeidon,1.0,0
3637,sauropsid,1.0,0
3638,saxicola,1.0,0
3639,saxophone,1.0,0
3640,scandium,1.0,0
3641,scanian (linguistics),1.0,0
3642,scattered disc,1.0,0
3643,scelidosaurus,1.0,0
3644,scent of a woman,1.0,0
3645,schatzki ring,1.0,0
3646,scheme programming language,1.0,0
3647,schizophrenia,1.0,0
3648,schrödinger equation,1.0,0
3649,schuttern gospels,1.0,0
3650,science,2.2459016393442623,1
3651,scientific classification,1.0,0
3652,scooby-doo,1.0,0
3653,"scotch college, perth",1.0,0
3654,scotland,1.0,0
3655,scotland in the high middle ages,1.0,0
3656,scots language,1.0,0
3657,scott special,1.0,0
3658,scottish episcopal church,1.0,0
3659,scottish gaelic language,1.0,0
3660,scottish highlands,1.0,0
3661,scottish mythology,1.0,0
3662,scouting,1.0,0
3663,scramble for africa,1.0,0
3664,screw,1.0,0
3665,scrooge mcduck,1.0,0
3666,sculpture,0.2571428571428571,1
3667,scurvy,1.0,0
3668,sea,1.0,0
3669,sea level rise,1.0,0
3670,sea of galilee,0.5,1
3671,seaborgium,1.0,0
3672,sean connery,1.0,0
3673,sears catalog home,1.0,0
3674,season,1.0,0
3675,"seattle, washington",1.0,0
3676,seawater,1.0,0
3677,second boer war,1.0,0
3678,second congo war,1.0,0
3679,second crusade,1.0,0
3680,seed,1.0,0
3681,seinfeld,1.0,0
3682,selena,1.0,0
3683,selenium,1.0,0
3684,semiconductor,1.0,0
3685,semiconductor device,1.0,0
3686,senate of canada,1.0,0
3687,senegal,1.0,0
3688,senufo languages,1.0,0
3689,seoul,1.0,0
3690,separation of powers under the united states constitution,1.0,0
3691,"september 11, 2001 attacks",1.0,0
