,link,#_clicks_norm,in_image
979,comet hale-bopp,1.0,0
980,comet halley,1.0,0
981,comet hyakutake,1.0,0
982,comet shoemaker-levy 9,1.0,0
983,comet white-ortiz-bolelli,1.0,0
984,comics,1.0,0
985,comma johanneum,1.0,0
986,commodore 64,1.0,0
987,common basilisk,1.0,0
988,common cuckoo,1.0,0
989,common eider,1.0,0
990,common eland,1.0,0
991,common hazel,1.0,0
992,common pheasant,1.0,0
993,common tern,1.0,0
994,common agouti,1.0,0
995,common cold,1.0,0
996,common sage,1.0,0
997,commonwealth games,1.0,0
998,communication,1.0,0
999,communism,0.5306122448979591,1
1000,community,1.0,0
1001,comoros,1.0,0
1002,compact disc,1.0,0
1003,company (law),1.0,0
1004,compsognathus,1.0,0
1005,computational chemistry,1.0,0
1006,computer,1.0,0
1007,computer and video games,1.0,0
1008,computer programming,1.0,0
1009,computer science,1.0,0
1010,conakry,1.0,0
1011,concorde,1.0,0
1012,condoleezza rice,1.5,1
1013,conflict,1.0,0
1014,confucianism,1.0,0
1015,confucius,1.0,0
1016,congo river,1.0,0
1017,consolation of philosophy,1.0,0
1018,constantine i,1.0,0
1019,constantine ii of scotland,1.0,0
1020,"constitution of may 3, 1791",1.0,0
1021,constitutional monarchy,1.0,0
1022,constructivism (art),1.0,0
1023,consumer protection,1.0,0
1024,contact lens,1.0,0
1025,continent,1.0,0
1026,continental crust,1.0,0
1027,control car (rail),1.0,0
1028,convention on the international trade in endangered species of wild flora and fauna,1.0,0
1029,convention on the rights of the child,1.0,0
1030,cook islands,1.0,0
1031,cookiecutter shark,1.0,0
1032,cooperative,1.0,0
1033,coot,1.0,0
1034,copenhagen,1.0,0
1035,copenhagen fire of 1728,1.0,0
1036,copper,1.0,0
1037,copper(i) chloride,1.0,0
1038,coriander,1.0,0
1039,corinthian war,1.0,0
1040,cormorant,1.0,0
1041,corn oil,1.0,0
1042,cornea,1.0,0
1043,cornell university,0.68,1
1044,coronation street,1.0,0
1045,corporate finance,1.0,0
1046,corporation,1.0,0
1047,corrosion,1.0,0
1048,corundum,1.0,0
1049,cosmic inflation,1.0,0
1050,cosmic microwave background radiation,1.0,0
1051,costa rica,1.0,0
1052,costume design,1.0,0
1053,cotopaxi,1.0,0
1054,cotswolds,1.0,0
1055,cotton,1.0,0
1056,coulomb's law,1.0,0
1057,country,1.0,0
1058,coupling (railway),1.0,0
1059,coventry,0.23076923076923078,1
1060,crab nebula,1.0,0
1061,crash test dummy,1.0,0
1062,craters of the moon national monument and preserve,1.0,0
1063,craton,1.0,0
1064,creation-evolution controversy,1.0,0
1065,creationism,1.0,0
1066,creative commons,1.0,0
1067,cretaceous,1.0,0
1068,cretaceous-tertiary extinction event,1.0,0
1069,cricket,1.0,0
1070,crime,1.0,0
1071,crime and punishment,1.0,0
1072,crime in mexico,1.0,0
1073,crimean karaites,1.0,0
1074,crimean war,1.0,0
1075,crimson-collared tanager,1.0,0
1076,cristero war,1.0,0
1077,criticism of the war on terrorism,1.0,0
1078,croatia,0.07964601769911504,1
1079,crocodile,1.0,0
1080,crohn's disease,1.0,0
1081,cross fell,1.0,0
1082,crossbill,1.0,0
1083,crow,1.0,0
1084,crown jewels of the united kingdom,1.0,0
1085,crusades,1.0,0
1086,crust (geology),1.0,0
1087,crustacean,1.0,0
1088,cryptography,1.0,0
1089,crystal,1.0,0
1090,crystallographic defects in diamond,1.0,0
1091,cuba,1.0,0
1092,cubeb,1.0,0
1093,cubism,1.0,0
1094,cuckmere haven,1.0,0
1095,cultivar,1.0,0
1096,cultural diversity,1.0,0
1097,cultural identity,1.0,0
1098,culture,1.0,0
1099,culture of the democratic republic of the congo,1.0,0
1100,curium,1.0,0
1101,currency,1.0,0
1102,cyanocobalamin,1.0,0
1103,cyberpunk,1.0,0
1104,cyclamen,1.0,0
1105,cyclone percy,1.0,0
1106,cyclone rosita,1.0,0
1107,cyclops,1.0,0
1108,cymbopogon,1.0,0
1109,cyprus,0.11111111111111112,1
1110,cyril clarke,1.0,0
1111,cyrus k. holliday,1.0,0
1112,cyrus the great,1.0,0
1113,cystic fibrosis,1.0,0
1114,czech republic,0.1134020618556701,1
1115,dál riata,1.0,0
1116,düsseldorf,1.0,0
1117,dna,1.0,0
1118,dna repair,1.0,0
1119,dvd,1.0,0
1120,dad's army,1.0,0
1121,dada,1.0,0
1122,dakar,1.0,0
1123,"dakota, minnesota and eastern railroad",1.0,0
1124,daley thompson,1.0,0
1125,"dallas, texas",1.0,0
1126,dam,1.0,0
1127,damascus,1.0,0
1128,damascus steel,1.0,0
1129,damon hill,1.0,0
1130,dance,1.0,0
1131,dandelion,1.0,0
1132,daniel day-lewis,1.0,0
1133,daniel ellsberg,1.0,0
1134,danny deever,1.0,0
1135,danske statsbaner,1.0,0
1136,dante alighieri,1.0,0
1137,danube,0.2962962962962963,1
1138,darfur conflict,1.0,0
1139,dark ages,1.0,0
1140,darling river,1.0,0
1141,darmstadtium,1.0,0
1142,darth vader,1.0,0
1143,dartmoor,1.0,0
1144,das kapital,1.0,0
1145,data encryption standard,1.0,0
1146,david attenborough,1.0,0
1147,david beckham,1.0,0
1148,david blanchflower,1.0,0
1149,david cameron,1.0,0
1150,david copperfield (novel),1.0,0
1151,david helvarg,1.0,0
1152,david heymann,1.0,0
1153,david hilbert,1.0,0
1154,david hume,1.0,0
1155,david iii of tao,1.0,0
1156,david livingstone,1.0,0
1157,davis cup,1.0,0
1158,davy jones' locker,1.0,0
1159,day,1.0,0
1160,dayuan,1.0,0
1161,dead sea,1.0,0
1162,dead sea scrolls,1.0,0
1163,death valley national park,1.0,0
1164,decade volcanoes,1.0,0
1165,deconstructivism,1.0,0
1166,defaka,1.0,0
1167,defense of sihang warehouse,1.0,0
1168,definition of planet,1.0,0
1169,deinonychus,1.0,0
1170,deity,1.0,0
1171,delhi,1.0,0
1172,deluge (mythology),1.0,0
1173,demand note,1.0,0
1174,democracy,0.6101694915254238,1
1175,democratic action party,1.0,0
1176,democratic republic of the congo,1.0,0
1177,demosthenes,1.0,0
1178,denis law,1.0,0
1179,denmark,0.46445497630331756,1
1180,dennis ritchie,1.0,0
1181,"denver, colorado",1.0,0
1182,derby,1.0,0
1183,desert,1.0,0
1184,desert locust,1.0,0
1185,desmond tutu,1.0,0
1186,despotism,1.0,0
1187,"detroit, michigan",1.0,0
1188,devonian,1.0,0
1189,dewey square,1.0,0
1190,diabetes mellitus,1.0,0
1191,diamond,1.0,0
1192,diamond cut,1.0,0
1193,diamond simulant,1.0,0
1194,diane keaton,1.0,0
1195,dice,1.0,0
1196,dido and aeneas,1.0,0
1197,diego garcia,1.0,0
1198,diego maradona,1.0,0
1199,diego velázquez,1.0,0
1200,differential equation,1.0,0
1201,differential geometry and topology,1.0,0
1202,diffuse interstellar band,1.0,0
1203,dik-dik,1.0,0
1204,dill,1.0,0
1205,dilophosaurus,1.0,0
1206,dimetrodon,1.0,0
1207,dingo,1.0,0
1208,dinosaur,1.0,0
1209,diplodocus,1.0,0
1210,directdebit,1.0,0
1211,directive principles in india,1.0,0
1212,disneyland railroad,1.0,0
1213,distilled beverage,1.0,0
1214,dixie mission,1.0,0
1215,djibouti,1.0,0
1216,dmitri mendeleev,1.0,0
1217,doctor who,1.0,0
1218,dodo,1.0,0
1219,dog,1.0,0
1220,doha,1.0,0
1221,dolphin,1.0,0
1222,domesday book,1.0,0
1223,domestic ac power plugs and sockets,1.0,0
1224,domestic goat,1.0,0
1225,domesticated turkey,1.0,0
1226,dominica,1.0,0
1227,dominican republic,1.0,0
1228,donald bradman,1.0,0
1229,donald duck,1.0,0
1230,donald knuth,1.0,0
1231,donation,1.0,0
1232,doom,1.0,0
1233,dorset,0.12,1
1234,double-decker bus,1.0,0
1235,double bass,1.0,0
1236,douglas adams,1.0,0
1237,douglas dc-4,1.0,0
1238,dove,1.0,0
1239,dover,1.0,0
1240,down syndrome,1.0,0
1241,dr. seuss,1.0,0
1242,drama,1.0,0
1243,draughts,1.0,0
1244,drawing,1.0,0
1245,dresden,1.0,0
1246,drinking water,1.0,0
1247,driving on the left or right,1.0,0
1248,drosera anglica,1.0,0
1249,drosophila melanogaster,1.0,0
1250,drought,1.0,0
1251,drum and bass,1.0,0
1252,du fu,1.0,0
1253,dualism (philosophy of mind),1.0,0
1254,dubai,1.0,0
1255,dublin,0.1951219512195122,1
1256,dubnium,1.0,0
1257,duchenne muscular dystrophy,1.0,0
1258,dundee,1.0,0
1259,dundee united f.c.,1.0,0
1260,dune,1.0,0
1261,dunnock,1.0,0
1262,dunstable downs,1.0,0
1263,duran duran,1.0,0
1264,durham,1.0,0
1265,durham cathedral,1.0,0
1266,durian,1.0,0
1267,dutch language,1.0,0
1268,dwight d. eisenhower,1.0,0
1269,dysprosium,1.0,0
1270,e.t. the extra-terrestrial (atari 2600),1.0,0
1271,e. e. cummings,1.0,0
1272,e. p. wigner,1.0,0
1273,echelon,1.0,0
1274,emd bl2,1.0,0
1275,emd f7,1.0,0
1276,emd gp30,1.0,0
1277,eagle,1.0,0
1278,eagle scout (boy scouts of america),1.0,0
1279,earl of shaftesbury,1.0,0
1280,earless seal,1.0,0
1281,earth,1.0,0
1282,earth's atmosphere,4.611111111111111,1
1283,earthquake,1.0,0
1284,earwax,1.0,0
1285,east-west schism,1.0,0
1286,eastenders,1.0,0
1287,east africa,1.0,0
1288,east flemish,1.0,0
1289,east timor,1.0,0
1290,easter island,1.0,0
1291,eastern orthodox church,1.0,0
1292,eastern roman empire,1.0,0
1293,ebony,1.0,0
1294,ecology,1.0,0
1295,economic inequality,1.0,0
1296,economics,1.0,0
1297,economy of africa,1.0,0
1298,economy of india,1.0,0
1299,economy of pakistan,1.0,0
1300,economy of scotland,1.0,0
1301,economy of the iroquois,1.0,0
1302,economy of the republic of ireland,1.0,0
1303,ecuador,1.0,0
1304,edema,1.0,0
1305,edgar allan poe,1.0,0
1306,edible salt,1.0,0
1307,edinburgh,0.2826086956521739,1
1308,edmond halley,1.0,0
1309,edmonton,1.0,0
1310,edmund burke,1.0,0
1311,edmund hillary,1.0,0
1312,education,1.0,0
1313,education in the united states,1.0,0
1314,educational psychology,1.0,0
1315,edward gibbon,1.0,0
1316,edward iii of england,1.0,0
1317,edward ii of england,1.0,0
1318,edward iv of england,1.0,0
1319,edward i of england,1.0,0
1320,edward jenner,1.0,0
1321,edward teller,1.0,0
1322,edward viii of the united kingdom,1.0,0
1323,edward vii of the united kingdom,1.0,0
1324,edward vi of england,1.0,0
1325,edward v of england,1.0,0
1326,edward the confessor,1.0,0
1327,edwin of northumbria,1.0,0
1328,effect of hurricane katrina on new orleans,1.0,0
1329,effects of global warming,1.0,0
1330,effects of nuclear explosions,1.0,0
1331,egg (food),1.0,0
1332,egypt,1.0,0
1333,egyptian pyramids,1.0,0
1334,eifel aqueduct,1.0,0
1335,eilmer of malmesbury,1.0,0
1336,einsteinium,1.0,0
1337,el aaiún,1.0,0
1338,"el hatillo municipality, miranda",1.0,0
1339,el lissitzky,1.0,0
1340,el niño-southern oscillation,1.0,0
1341,el salvador,1.0,0
1342,elagabalus,1.0,0
1343,eldfell,1.0,0
1344,election,1.0,0
1345,electric charge,1.0,0
1346,electric field,1.0,0
1347,electrical engineering,1.0,0
1348,electrical resistance,1.0,0
1349,electricity,1.0,0
1350,electromagnetic radiation,1.0,0
1351,electron,1.0,0
1352,electron beam welding,1.0,0
1353,electronic amplifier,1.0,0
1354,electronics,1.0,0
1355,elementary algebra,1.0,0
1356,elementary arithmetic,1.0,0
1357,elementary group theory,1.0,0
1358,eleocharis dulcis,1.0,0
1359,elephant,1.0,0
1360,elephant bird,1.0,0
1361,elephant shrew,1.0,0
1362,elfin-woods warbler,1.0,0
1363,elias ashmole,1.0,0
1364,eliminative materialism,1.0,0
1365,elizabeth fry,1.0,0
1366,elizabeth ii of the united kingdom,1.0,0
1367,elizabeth i of england,1.0,0
1368,elizabethan poor law (1601),1.0,0
1369,elvis presley,1.0,0
1370,emacs,1.0,0
1371,emanuel swedenborg,1.0,0
1372,emirate,1.0,0
1373,emma roberts,1.0,0
1374,emotion,1.0,0
1375,emperor penguin,1.0,0
1376,empires  dawn of the modern world,1.0,0
1377,empiricism,1.0,0
1378,employment,1.0,0
1379,emu,1.0,0
1380,enceladus (moon),1.0,0
1381,encyclopædia britannica,1.0,0
1382,endoscopic foreign body retrieval,1.0,0
1383,energy,0.761904761904762,1
1384,engineering,1.0,0
1385,england,4.818897637795276,1
1386,england expects that every man will do his duty,1.0,0
1387,english channel,1.0,0
1388,english reformation,1.0,0
1389,english language,1.0,0
1390,english monarchs family tree,1.0,0
1391,english peasants' revolt of 1381,1.0,0
1392,english poetry,1.0,0
1393,enigma machine,1.0,0
1394,entropy,1.0,0
1395,environmental science,1.0,0
1396,enzyme kinetics,1.0,0
1397,eocene,1.0,0
1398,epaminondas,1.0,0
1399,epazote,1.0,0
1400,epic of gilgamesh,1.0,0
1401,episcopal polity,1.0,0
1402,equal protection clause,1.0,0
1403,equatorial guinea,1.0,0
1404,erbium,1.0,0
1405,eric clapton,1.0,0
1406,erie canal,1.0,0
1407,eris (dwarf planet),1.0,0
1408,eritrea,1.0,0
1409,ernest hemingway,1.0,0
1410,ernest rutherford,1.0,0
1411,eruption column,1.0,0
1412,erwin rommel,1.0,0
1413,eskimo,1.0,0
1414,esox,1.0,0
1415,esperanto,1.0,0
1416,essential oil,1.0,0
1417,estonia,1.0,0
1418,ethanol,1.0,0
1419,ethics,1.0,0
1420,ethiopia,1.0,0
1421,ethiopian wolf,1.0,0
1422,ethnic group,1.0,0
1423,euclid,1.0,0
1424,euclidean geometry,1.0,0
1425,eukaryote,1.0,0
1426,euphrates,1.0,0
1427,eurasian bullfinch,1.0,0
1428,eurasian collared dove,1.0,0
1429,eurasian eagle owl,1.0,0
1430,eurasian jay,1.0,0
1431,eurasian oystercatcher,1.0,0
1432,euro,0.3835616438356164,1
1433,europe,1.0307692307692307,1
1434,european goldfinch,1.0,0
1435,european greenfinch,1.0,0
1436,european kingfisher,1.0,0
1437,european parliament,0.33333333333333337,1
1438,european space agency,1.0,0
1439,european union,1.0,0
1440,europium,1.0,0
1441,eurovision song contest,1.0,0
1442,euston manifesto,1.0,0
1443,eustreptospondylus,1.0,0
1444,eva perón,1.0,0
1445,evan rachel wood,1.0,0
1446,evanton,1.0,0
1447,evolution,1.0,0
1448,evolutionarily stable strategy,1.0,0
1449,existentialism,1.0,0
1450,exploration of mars,1.0,0
1451,explorer i,1.0,0
1452,expressionism,1.0,0
1453,extinct birds,1.0,0
1454,extinction,1.0,0
1455,extrasolar planet,1.0,0
1456,extraterrestrial life,1.0,0
1457,eye,1.0,0
1458,eye (cyclone),1.0,0
1459,eyelid,1.0,0
1460,ezra pound,0.09375,1
1461,f-35 lightning ii,1.0,0
1462,f-4 phantom ii,1.0,0
1463,fifa,1.0,0
1464,fifa world cup,1.0,0
1465,fm consolidated line,1.0,0
1466,fairtax,1.0,0
1467,fair isle,1.0,0
1468,falcon,1.0,0
1469,falkirk wheel,1.0,0
1470,falkland islands,1.0,0
1471,family,1.0,0
1472,famine,1.0,0
1473,fanny blankers-koen,1.0,0
1474,faroe islands,0.18181818181818182,1
1475,fascism,1.0,0
1476,fashion,1.0,0
1477,fatty acid,1.0,0
1478,fauna of australia,1.0,0
1479,feather,1.0,0
1480,fed cup,1.0,0
1481,federal bureau of investigation,1.0,0
1482,federated states of micronesia,1.0,0
1483,fedora core,1.0,0
1484,feldspar,1.0,0
1485,felice beato,1.0,0
1486,felix mendelssohn,0.0,1
1487,felix the cat,1.0,0
1488,fencing,1.0,0
1489,fennel,1.0,0
1490,ferdinand magellan,1.0,0
1491,ferdinandea,1.0,0
1492,fermi paradox,1.0,0
1493,fermium,1.0,0
1494,fern,1.0,0
1495,fertile crescent,1.0,0
1496,fertilizer,1.0,0
1497,fetal alcohol spectrum disorder,1.0,0
1498,ffestiniog railway,1.0,0
1499,fiberglass,1.0,0
1500,fiction,1.0,0
1501,fidel castro,1.0,0
1502,fieldfare,1.0,0
1503,fiji,1.0,0
1504,film,1.0,0
1505,final fantasy (video game),1.0,0
1506,final fantasy adventure,1.0,0
1507,finance,1.0,0
1508,financial statements,1.0,0
1509,fine art,1.0,0
1510,finland,0.20300751879699247,1
1511,fire,1.0,0
1512,firearm,1.0,0
1513,firecrest,1.0,0
1514,firefly (tv series),1.0,0
1515,first council of nicaea,0.75,1
1516,first crusade,1.0,0
1517,first macedonian war,1.0,0
1518,first transcontinental railroad,1.0,0
1519,fish,1.0,0
1520,fishing,1.0,0
1521,flag of australia,1.0,0
1522,flag of belarus,1.0,0
1523,flag of hong kong,1.0,0
1524,flag of india,1.0,0
1525,flag of mexico,1.0,0
1526,flag of south africa,1.0,0
1527,flag of the republic of china,1.0,0
1528,flamingo,1.0,0
1529,flanders,1.0,0
1530,flat earth,1.0,0
1531,flemish (linguistics),1.0,0
1532,flemish dialects,1.0,0
1533,flemish people,1.0,0
1534,flood,1.0,0
1535,floppy disk,1.0,0
1536,florence nightingale,1.0,1
1537,florida,1.0,0
1538,florida east coast railway,1.0,0
1539,floris and blancheflour,1.0,0
1540,flower,1.0,0
1541,floyd mayweather jr.,1.0,0
1542,fluorine,1.0,0
1543,flute,1.0,0
1544,foie gras,1.0,0
1545,folic acid,1.0,0
1546,folk music,1.0,0
1547,folklore,1.0,0
1548,food,1.0,0
1549,football,0.3508771929824561,1
1550,football (soccer),1.0,0
1551,force,1.0,0
1552,forensic facial reconstruction,1.0,0
1553,forest,1.0,0
1554,formic acid,1.0,0
1555,formula one,1.0,0
1556,forrest gump,1.0,0
1557,fort de chartres,1.0,0
1558,forth,1.0,0
1559,forth bridge (railway),1.0,0
1560,forth road bridge,1.0,0
1561,fossil,1.0,0
1562,fossil fuel,1.0,0
1563,fossil record,1.0,0
1564,fourteenth amendment to the united states constitution,1.0,0
1565,fox,1.0,0
1566,frédéric chopin,1.3333333333333333,1
1567,fractal,1.0,0
1568,france,0.9617612977983777,1
1569,france in the american revolutionary war,1.0,0
1570,frances oldham kelsey,1.0,0
1571,francis bacon,1.0,0
1572,francis crick,1.0,0
1573,francis drake,1.0,0
1574,francis petre,1.0,0
1575,francis of assisi,2.0,1
1576,francisco goya,1.0,1
1577,francium,1.0,0
1578,frank lloyd wright,1.0,0
1579,frankenstein,1.0,0
1580,frankfurt,1.0,0
1581,franklin b. gowen,1.0,0
1582,franklin d. roosevelt,1.0,0
1583,franklin pierce,1.0,0
1584,franks,1.0,0
1585,franz kafka,1.0,0
1586,franz schubert,1.0,0
1587,frederick douglass,1.0,0
1588,"frederick hamilton-temple-blackwood, 1st marquess of dufferin and ava",1.0,0
1589,"frederick ii, holy roman emperor",1.0,0
1590,frederick ii of prussia,1.0,0
1591,freetown,1.0,0
1592,french guiana,1.0,0
1593,french open (tennis),1.0,0
1594,french polynesia,1.0,0
1595,french revolution,1.0,0
1596,french southern and antarctic lands,1.0,0
1597,french language,1.0,0
1598,fresh water,1.0,0
1599,friedrich nietzsche,1.0,0
1600,friend directdebit,1.0,0
1601,frog,1.0,0
1602,fruit,1.0,0
1603,fugu,1.0,0
1604,full moon,1.0,0
1605,funchal,1.0,0
1606,functional programming,1.0,0
1607,fundamental rights in india,1.0,0
1608,fundamental theorem of arithmetic,1.0,0
1609,fungus,1.0,0
1610,fur language,1.0,0
1611,fusarium,1.0,0
1612,fyodor dostoevsky,1.0,0
1613,gdrt,1.0,0
1614,gnome,1.0,0
1615,gnu,1.0,0
1616,gnu linux naming controversy,1.0,0
1617,gnu project,1.0,0
1618,gabon,1.0,0
1619,gaborone,1.0,0
1620,gadolinium,1.0,0
1621,galápagos islands,1.0,0
1622,galah,1.0,0
1623,galaxy,1.0,0
1624,galeras,1.0,0
1625,galerina,1.0,0
1626,galileo galilei,1.0,0
1627,gallery of the kings and queens of england,1.0,0
1628,gallimimus,1.0,0
1629,gallium,1.0,0
1630,galveston hurricane of 1900,1.0,0
1631,game,1.0,0
1632,game theory,1.0,0
1633,ganesha,1.0,0
1634,ganges river,1.0,0
1635,ganges shark,1.0,0
1636,gangtok,1.0,0
1637,garage (dance music),1.0,0
1638,garden,1.0,0
1639,garden gnome liberation front,1.0,0
1640,gardening,1.0,0
1641,gas,1.0,0
1642,gas giant,1.0,0
1643,gas metal arc welding,1.0,0
1644,gas tungsten arc welding,1.0,0
1645,gas turbine-electric locomotive,1.0,0
1646,gaur,1.0,0
1647,gauss's law,1.0,0
1648,gautama buddha,1.0,0
1649,gaza strip,1.0,0
1650,gazelle,1.0,0
1651,gender,1.0,0
1652,genealogy,1.0,0
1653,general pershing zephyr,1.0,0
1654,genetic code,1.0,0
1655,genetics,1.0,0
1656,geneva,1.0,0
1657,genghis khan,1.0,0
1658,genoa,1.0,0
1659,gentoo penguin,1.0,0
1660,geography,1.0,0
1661,geography of africa,1.0,0
1662,geography of india,1.0,0
1663,geography of ireland,1.0,0
1664,geography of texas,1.0,0
1665,geology,1.0,0
1666,geology of dorset,1.0,0
1667,geology of the grand canyon area,1.0,0
1668,geometry,0.6764705882352942,1
1669,georg cantor,1.0,0
1670,georg forster,1.0,0
1671,georg von boeselager,1.0,0
1672,"george byron, 6th baron byron",1.0,0
1673,george eliot,1.0,0
1674,george fox,1.0,0
1675,george h. w. bush,1.0,0
1676,george herbert,1.0,0
1677,george iii of the united kingdom,1.0,0
1678,george ii of great britain,1.0,0
1679,george iv of the united kingdom,1.0,0
1680,george i of great britain,1.0,0
1681,george thomas coker,1.0,0
1682,george vi of the united kingdom,1.0,0
1683,george v of the united kingdom,1.0,0
1684,george w. bush,4.15,1
1685,george washington,1.0,0
1686,"georgetown, guyana",1.0,0
1687,georgia (country),1.0,0
1688,gerald durrell,1.0,0
1689,gerald ford,1.0,0
1690,"german crusade, 1096",1.0,0
1691,german language,1.0,0
1692,german reunification,1.0,0
1693,germanium,1.0,0
1694,germany,0.4810725552050473,1
1695,gettysburg address,1.0,0
1696,ghana,1.0,0
1697,ghost dance,1.0,0
1698,giant's causeway,1.0,0
1699,giant eland,1.0,0
1700,giant hogweed,1.0,0
1701,giant panda,1.0,0
1702,gibraltar,1.0,0
1703,giganotosaurus,1.0,0
1704,gilles villeneuve,1.0,0
1705,giraffe,1.0,0
1706,giuseppe verdi,1.0,0
1707,giza pyramid complex,1.0,0
1708,glacier,1.0,0
1709,glacier national park (us),1.0,0
1710,glaciology,1.0,0
1711,glasgow,1.0,0
1712,glass,1.0,0
1713,glasses,1.0,0
1714,glastonbury festival,1.0,0
1715,glaxosmithkline,1.0,0
1716,gliding,1.0,0
1717,gliese 876,1.0,0
1718,gliese 876 b,1.0,0
1719,gliese 876 c,1.0,0
1720,gliese 876 d,1.0,0
1721,global,1.0,0
1722,global city,1.0,0
1723,global spread of h5n1,1.0,0
1724,global warming,1.0,0
1725,globalization,1.0,0
1726,globe theatre,1.0,0
1727,globular cluster,1.0,0
1728,glorious revolution,1.0,0
1729,glynn lunney,1.0,0
1730,gmail,1.0,0
1731,go (board game),1.0,0
1732,goa,1.0,0
1733,god,1.0,0
1734,gold,0.2554347826086956,1
1735,gold(iii) chloride,1.0,0
1736,gold standard,1.0,0
1737,goldcrest,1.0,0
1738,golden eagle,1.0,0
1739,golden gate highlands national park,1.0,0
1740,goldfish,1.0,0
1741,"goleta, california",1.0,0
1742,gone with the wind (film),1.0,0
1743,google,1.0,0
1744,goose,1.0,0
1745,gordon brown,1.0,0
1746,gordon griffith,1.0,0
1747,gorilla,1.0,0
1748,gossypium,1.0,0
1749,gothenburg,1.0,0
1750,gottfried leibniz,1.0,0
1751,government,1.0,0
1752,government of france,1.0,0
1753,gowanus canal,1.0,0
1754,grand canal of china,1.0,0
1755,grand canyon,1.0,0
1756,grand central station (chicago),1.0,0
1757,grand central terminal,1.0,0
1758,"grand forks, north dakota",1.0,0
1759,grand slam (tennis),1.0,0
1760,grange hill,1.0,0
1761,granite,0.3333333333333333,1
1762,graniteville train disaster,1.0,0
1763,grape seed oil,1.0,0
1764,graphic novel,1.0,0
1765,gravitation,1.0,0
1766,gray wolf,1.0,0
1767,gray reef shark,1.0,0
1768,grease (film),1.0,0
1769,great auk,1.0,0
1770,great barrier reef,1.0,0
1771,great black-backed gull,1.0,0
1772,great britain,1.0,0
1773,great bustard,1.0,0
1774,great comet of 1882,1.0,0
1775,great cormorant,1.0,0
1776,great crested grebe,1.0,0
1777,great lakes,1.0,0
1778,great lakes storm of 1913,1.0,0
1779,great moravia,1.0,0
1780,great pyramid of giza,1.0,0
1781,great red spot,1.0,0
1782,great rift valley,1.0,0
1783,great salt lake,1.0,0
1784,great spotted woodpecker,1.0,0
1785,great tit,1.0,0
1786,great wall of china,1.0,0
1787,great yarmouth,1.0,0
1788,great comet,1.0,0
1789,great hammerhead,1.0,0
1790,great white shark,1.0,0
1791,greater cane rat,1.0,0
1792,greco-buddhism,1.0,0
1793,greece,1.6379310344827587,1
1794,greek war of independence,1.0,0
1795,greek mythology,1.0,0
1796,green woodpecker,1.0,0
1797,greenhouse effect,1.0,0
1798,greenland,1.0,0
1799,greg lemond,1.0,0
1800,gregor mendel,1.0,0
1801,gregorian chant,1.0,0
1802,gremlins,1.0,0
1803,grenada,1.0,0
1804,grevy's zebra,1.0,0
1805,group (mathematics),1.0,0
1806,grover cleveland,0.058823529411764705,1
1807,guadeloupe,0.27586206896551724,1
1808,guam,1.0,0
1809,guangzhou,1.0,0
1810,guatemala,1.0,0
1811,guernsey,1.0,0
1812,guglielmo marconi,1.0,0
1813,guild,1.0,0
1814,guinea,1.0,0
1815,guinea-bissau,1.0,0
1816,guinness,1.0,0
1817,guitar,1.0,0
1818,gulf of mexico,1.0,0
1819,gull,1.0,0
1820,gunpowder,1.0,0
1821,guqin,1.0,0
1822,gustav holst,1.0,0
1823,gustavus franklin swift,1.0,0
1824,guyana,1.0,0
1825,gyeongju,1.0,0
1826,gypsum,1.0,0
1827,hänsel und gretel,1.0,0
1828,h.d.,1.0,0
1829,h5n1,1.0,0
1830,hd 209458 b,1.0,0
1831,hd 217107,1.0,0
1832,hd 217107 b,1.0,0
1833,hd 217107 c,1.0,0
1834,hd 28185,1.0,0
1835,hd 28185 b,1.0,0
1836,hiv,0.3913043478260869,1
1837,hiv aids in africa,1.0,0
1838,hms e18,1.0,0
1839,hsbc,1.0,0
1840,http cookie,1.0,0
1841,h ii region,1.0,0
1842,habsburg spain,1.0,0
1843,hadrian's wall,1.0,0
1844,haemophilia,1.0,0
1845,hafnium,1.0,0
1846,haiti,1.0,0
1847,haji mohammad suharto,1.0,0
1848,halfbeak,1.0,0
1849,halloween,1.0,0
1850,hamburg,1.0,0
1851,hamilton-burr duel,1.0,0
1852,hammurabi,1.0,0
1853,hampshire,1.0,0
1854,hampstead heath,1.0,0
1855,hannibal barca,1.0,0
1856,hanoi,1.0,0
1857,harald maddadsson,1.0,0
1858,haraldskær woman,1.0,0
1859,harare,1.0,0
1860,hardball squash,1.0,0
1861,harlem globetrotters,1.0,0
1862,harley-davidson,1.0,0
1863,harold macmillan,1.0,0
1864,harold wilson,1.0,0
1865,harrier hawk,1.0,0
1866,harry potter,1.0,0
1867,harry s. truman,1.0,0
1868,harvest,1.0,0
1869,hasekura tsunenaga,1.0,0
1870,hassium,1.0,0
1871,hatshepsut,1.0,0
1872,hawaiian goose,1.0,0
1873,hawfinch,1.0,0
1874,hawk,1.0,0
1875,hawk-eye,1.0,0
1876,hawking radiation,1.0,0
1877,health,1.0,0
1878,heard island and mcdonald islands,1.0,0
1879,heat,1.0,0
1880,hebrew calendar,1.0,0
1881,hebrew language,1.0,0
1882,hebrides,1.0,0
1883,heilbronn,1.0,0
1884,helen,1.0,0
1885,helen gandy,1.0,0
1886,helicobacter pylori,1.0,0
