,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
17925,Pyramid;Earth;Soil;Gardening,Pyramid,Bean,3,3,0,"[0.02651419649611107, 0.0980124381360936, 0.03086081369809977]","[0.014549975328704159, 0.019899042571004662, 0.03086081369809977, 0.9999999999999982]","[True, False]","[True, True, True]",False,True
20484,Martin_Luther_King%2C_Jr.;Malcolm_X;Human_rights;Nationality,"Martin Luther King, Jr.",Loch_Ness,3,3,0,"[0.10113291467747919, 0.025341502965028455, 0.11518563080650154]","[0.03954400496230571, 0.017302417472958617, 0.11518563080650154, 0.9999999999999988]","[False, True]","[False, True, True]",False,False
10099,Lerwick;Scotland;Poland;Marie_Curie,Lerwick,Marie_Curie,3,3,1,"[0.08565273417498398, 0.059200469349215024, 0.10453256799918405]","[0.00627310739828621, 0.013221091007865796, 0.10453256799918405, 1.0000000000000029]","[False, True]","[True, True, True]",False,True
14893,Oceanography;Meteorology;Weather;Wind,Oceanography,Wind,3,3,1,"[0.06246385254356345, 0.4363796336541544, 0.20036025326255094]","[0.02125122436645216, 0.16373926495843433, 0.20036025326255094, 0.9999999999999988]","[True, False]","[True, True, True]",False,True
17458,Whale;United_States;American_Revolutionary_War;War_of_the_Spanish_Succession,Whale,AK-47,3,3,0,"[0.04467907437545847, 0.25833807384703017, 0.19074238217547404]","[0.010103890150340718, 0.10647210305870546, 0.19074238217547404, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
19952,Bird;Vertebrate;Human;Society,Bird,George_Eliot,3,3,0,"[0.10803217840362948, 0.10297000933199717, 0.1620718633700834]","[0.030170072251259672, 0.017577836551069665, 0.1620718633700834, 0.9999999999999988]","[False, True]","[False, True, True]",False,False
17321,Hurricane_Epsilon_%282005%29;2005_Atlantic_hurricane_season;United_States;Yellowstone_National_Park,Hurricane Epsilon (2005),Yellowstone_National_Park,3,3,1,"[0.6097723695946217, 0.08452193419058088, 0.11100992386999824]","[0.008783937133817513, 0.021070075479444023, 0.11100992386999824, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
18784,Rhythm_and_blues;The_Rolling_Stones;England;Commonwealth_Games,Rhythm_and_blues,Measles,3,3,0,"[0.11680153412980669, 0.05312680645859873, 0.12655289135233314]","[0.005656191551670763, 0.02596990138663231, 0.12655289135233314, 0.9999999999999994]","[False, True]","[True, True, True]",False,True
15857,Snowdonia;England;Church_of_England;Augustine_of_Hippo,Snowdonia,Augustine_of_Hippo,3,3,1,"[0.09112131549473104, 0.2960691573127883, 0.12523141276088598]","[0.0063970849171520495, 0.04784150666454519, 0.12523141276088598, 1.0000000000000024]","[True, False]","[True, True, True]",False,True
18393,Game;Art;Painting;Landscape,Game,Watercolor_painting,3,3,0,"[0.06170797821370913, 0.45476569174234693, 0.12032021547177496]","[0.014382259794095078, 0.0836892855942618, 0.12032021547177496, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
10114,League_of_Nations;United_Kingdom;Currency;List_of_circulating_currencies,League_of_Nations,List_of_circulating_currencies,3,3,1,"[0.12269492183374235, 0.06683887069518177, 0.05050248182746057]","[0.022284014115078982, 0.046068422413517524, 0.05050248182746057, 0.9999999999999986]","[False, False]","[True, True, True]",False,True
16676,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
19518,Pyramid;Ancient_Egypt;Cereal;Chestnut,Pyramid,Bean,3,3,0,"[0.21446380942630605, 0.023874042539263077, 0.04145260841912728]","[0.005654260112948368, 0.007683300235427798, 0.04145260841912728, 0.9999999999999993]","[False, True]","[True, True, True]",False,True
17611,Death_Valley_National_Park;Telephone;Telecommunication;Alexander_Graham_Bell,Death_Valley_National_Park,Vowel,3,3,0,"[0.05250782357056393, 0.2754577294922465, 0.11339480920301939]","[0.03969511536218178, 0.3719026884229448, 0.11339480920301939, 1.0000000000000016]","[True, False]","[True, False, True]",False,False
14202,Library_of_Alexandria;Cleopatra_VII;Ancient_Egypt;Granite,Library_of_Alexandria,Granite,3,3,1,"[0.09528476295722847, 0.11446258296944474, 0.0779131454871553]","[0.011739993394777654, 0.005399155963463146, 0.0779131454871553, 1.0000000000000009]","[True, False]","[False, True, True]",False,False
13809,Italo_disco;Europe;World_War_II;Tank,Italo_disco,Tank,3,3,1,"[0.018704283578728106, 0.16518653097644026, 0.11572665724237169]","[0.00966817783523764, 0.020732018165622756, 0.11572665724237169, 0.9999999999999968]","[True, False]","[True, True, True]",False,True
15920,South_Ossetia;European_Union;Germany;Max_Weber,South_Ossetia,Max_Weber,3,3,1,"[0.06580423527634384, 0.265176906669804, 0.09501994887275739]","[0.013531871800036828, 0.050095798418554625, 0.09501994887275739, 0.9999999999999989]","[True, False]","[True, True, True]",False,True
12085,Blue_shark;South_America;Europe;Berlin_Wall,Blue_shark,Berlin_Wall,3,3,1,"[0.03405531028428084, 0.15978135566751014, 0.08313739238324075]","[0.007803992048287687, 0.04703961805533823, 0.08313739238324075, 1.000000000000003]","[True, False]","[True, True, True]",False,True
20505,Three_Laws_of_Robotics;Frankenstein;Germany;Baltic_Sea,Three_Laws_of_Robotics,Hyena,3,3,0,"[0.040361737534332295, 0.02662556905238661, 0.17531587828000061]","[0.005646780644930332, 0.011592757459490354, 0.17531587828000061, 1.0000000000000016]","[False, True]","[True, True, True]",False,True
20169,Protoceratops;Fossil;Latin;Italy,Protoceratops,Michelangelo,3,3,0,"[0.07712349154421218, 0.024192092905311283, 0.11901088896938106]","[0.006973355865841066, 0.02469569797195829, 0.11901088896938106, 0.9999999999999999]","[False, True]","[True, True, True]",False,True
20053,Stem_cell;Cancer;World_War_II;United_States,Stem_cell,Florence_Nightingale,3,3,0,"[0.1747375680882202, 0.01987923675618127, 0.24978762959933554]","[0.025525870180131326, 0.032222031132176886, 0.24978762959933554, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
17367,Svart%C3%A1lfar;Norse_mythology;United_States;Jazz,Svartálfar,Jazz,3,3,1,"[0.2276588680081391, 0.04864604233119335, 0.054478972973734656]","[0.00621117483954648, 0.01097711519653753, 0.054478972973734656, 0.9999999999999996]","[False, True]","[True, True, True]",False,True
20577,Rugby_football;Football;FIFA;United_States,Rugby_football,Computer_and_video_games,3,3,0,"[0.7184043037465014, 0.2427546050189152, 0.0928877070582183]","[0.04850374841054097, 0.07769196090309086, 0.0928877070582183, 0.9999999999999998]","[False, False]","[True, True, True]",False,True
16383,Theatre;United_Kingdom;Lion;Zebra,Theatre,Zebra,3,3,1,"[0.05274342217704193, 0.050419424064479336, 0.049161085266737646]","[0.003615741833142461, 0.011883267251390174, 0.049161085266737646, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
14127,Lake_Powell;American_Civil_War;United_States;Costa_Rica,Lake_Powell,Costa_Rica,3,3,1,"[0.029176439223963152, 0.2762085796733708, 0.1352506477088722]","[0.023155928370691043, 0.03710686844755661, 0.1352506477088722, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
19945,Saint_Petersburg;United_Kingdom;Scotland;Olympic_Games,Saint_Petersburg,James_Bond,3,3,0,"[0.09584650417311796, 0.49389208200427753, 0.04224638048574006]","[0.04616443046578659, 0.10047215221627474, 0.04224638048574006, 1.0]","[True, False]","[True, False, True]",False,False
18212,Pyramid;Egyptian_pyramids;Ancient_Egypt;Civilization,Pyramid,Bean,3,3,0,"[0.781258894546546, 0.1884937109413994, 0.2879504369583059]","[0.06581331437719666, 0.03779094236004, 0.2879504369583059, 0.9999999999999989]","[False, True]","[False, True, True]",False,False
19841,Norse_mythology;Greek_mythology;Agriculture;Food,Norse_mythology,Lemon,3,3,0,"[0.22702802745481204, 0.03318504954324493, 0.2178763632479046]","[0.022074427007505906, 0.023595750249965707, 0.2178763632479046, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
14565,Modernist_poetry_in_English;Paris;List_of_countries;Guinea,Modernist_poetry_in_English,Guinea,3,3,1,"[0.06752336415027088, 0.03931770360834451, 0.13211407945478762]","[0.020746036629694566, 0.0466843183807517, 0.13211407945478762, 1.0000000000000009]","[False, True]","[True, True, True]",False,True
17707,Pyramid;Egypt;Agriculture;Coffee,Pyramid,Bean,3,3,0,"[0.14021050119287728, 0.07348782216594688, 0.056730482161446445]","[0.008505755220782223, 0.02767392910691772, 0.056730482161446445, 1.0000000000000009]","[False, False]","[True, True, True]",False,True
11053,Manifest_Destiny;Age_of_Enlightenment;Biology;Ecology,Manifest_Destiny,Ecology,3,3,1,"[0.06254225955599431, 0.041246501551145245, 0.30358915643447565]","[0.015516986642626147, 0.0315219402272909, 0.30358915643447565, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
14981,Osprey;Fish;Ammonia;Phase_%28matter%29,Osprey,Phase (matter),3,3,1,"[0.09924582270988722, 0.03829260880965031, 0.0737422457751075]","[0.0104363524156135, 0.020889440555199583, 0.0737422457751075, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
19105,Pyramid;Ancient_Egypt;Agriculture;Coffee,Pyramid,Bean,3,3,0,"[0.21446380942630605, 0.07102958831812936, 0.056730482161446445]","[0.008505755220782223, 0.015995373749689894, 0.056730482161446445, 1.0000000000000009]","[False, False]","[True, True, True]",False,True
20177,Beryllium;Copper;United_States;Great_Lakes,Beryllium,Lake_Tanganyika,3,3,0,"[0.05058922321958718, 0.04413762514990033, 0.13497733312301355]","[0.010074083243677437, 0.028376435626405308, 0.13497733312301355, 1.000000000000002]","[False, True]","[True, True, True]",False,True
14111,Lake_Chad;Africa;India;Flag_of_India,Lake_Chad,Flag_of_India,3,3,1,"[0.11394184458417314, 0.11141848168853309, 0.23013537874135936]","[0.007911355866684176, 0.03098231848852845, 0.23013537874135936, 1.0000000000000022]","[False, True]","[True, True, True]",False,True
18561,Sugar;Crusades;Middle_Ages;14th_century,Sugar,Manorialism,3,3,0,"[0.018295142994602245, 0.18558949385863974, 0.11762460109221874]","[0.011407390192544139, 0.04315404107077398, 0.11762460109221874, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
17891,Pyramid;Mesopotamia;Irrigation;Soil,Pyramid,Bean,3,3,0,"[0.052206972699486154, 0.046130043044990465, 0.08806090604947915]","[0.010787288152713764, 0.02280193898452318, 0.08806090604947915, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
11787,Autumn;14th_century;15th_century;Joan_of_Arc,Autumn,Joan_of_Arc,3,3,1,"[0.028134667186343505, 0.14347552850683373, 0.11179720886089246]","[0.022409605948485206, 0.038852092398542315, 0.11179720886089246, 1.000000000000002]","[True, False]","[True, True, True]",False,True
18708,Greek_mythology;Italy;Renaissance;Art,Greek_mythology,Caravaggio,3,3,0,"[0.06697451962818081, 0.18786102471150523, 0.15506850692640076]","[0.06436162386848754, 0.03429921896790167, 0.15506850692640076, 1.0000000000000013]","[True, False]","[False, True, True]",False,False
10770,Bantu;Language;Middle_East;Iraq_War,Bantu,Iraq_War,3,3,1,"[0.186673337674096, 0.099952810658976, 0.13524576578529643]","[0.012621566986126528, 0.02056294522836836, 0.13524576578529643, 0.9999999999999987]","[False, True]","[True, True, True]",False,True
12103,Bluetooth;Microsoft;Bill_Gates;Programming_language,Bluetooth,Programming_language,3,3,1,"[0.03845087778191149, 0.4294909464746497, 0.040219943850574924]","[0.022462593374369393, 0.02127065873606631, 0.040219943850574924, 1.0000000000000013]","[True, False]","[False, True, True]",False,False
9536,Aarhus;Germany;German_language;Merseburg_Incantations,Aarhus,Merseburg_Incantations,3,3,1,"[0.06413098402644661, 0.37665773062062985, 0.05950650182340566]","[0.008659567136747232, 0.028700350577948227, 0.05950650182340566, 1.0]","[True, False]","[True, True, True]",False,True
11826,Babur;India;United_Kingdom;Henry_Purcell,Babur,Henry_Purcell,3,3,1,"[0.05463053602600383, 0.15125540141972968, 0.051722025113994034]","[0.007148648813251526, 0.020283775391017663, 0.051722025113994034, 0.9999999999999993]","[True, False]","[True, True, True]",False,True
19007,Brain;Computer_science;Society;Technology,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.03632508129209298, 0.17462679698655897]","[0.04136494633743479, 0.11328554619209491, 0.17462679698655897, 0.9999999999999997]","[False, True]","[True, True, True]",False,True
13364,Great_Wall_of_China;International_Space_Station;Canada;Vancouver,Great_Wall_of_China,Vancouver,3,3,1,"[0.04409300148227349, 0.03215671547766272, 0.1785896867759]","[0.022907833470114405, 0.016991088270644383, 0.1785896867759, 0.9999999999999984]","[False, True]","[False, True, True]",False,False
11358,Aachen;English_language;British_Empire;Francis_Drake,Aachen,Francis_Drake,3,3,1,"[0.03327823071377399, 0.14243409651665814, 0.09521135003256075]","[0.0136938240746976, 0.03449051361596875, 0.09521135003256075, 0.9999999999999999]","[True, False]","[True, True, True]",False,True
13986,Jump_rope;Canada;Atlantic_Ocean;RMS_Titanic,Jump_rope,RMS_Titanic,3,3,1,"[0.026579520223198008, 0.11499015998017968, 0.06761182428640718]","[0.014275694265803414, 0.02798849527862939, 0.06761182428640718, 0.9999999999999993]","[True, False]","[True, True, True]",False,True
11748,Attila_the_Hun;Danube;Dam;Hoover_Dam,Attila_the_Hun,Hoover_Dam,3,3,1,"[0.09672081840439554, 0.04848558503929093, 0.6588183381111888]","[0.011531212314274815, 0.050685662293859894, 0.6588183381111888, 1.0000000000000009]","[False, True]","[True, True, True]",False,True
13746,Indus_River;British_East_India_Company;India;Indira_Gandhi,Indus_River,Indira_Gandhi,3,3,1,"[0.052690631484013165, 0.3441818585650441, 0.2185128124479212]","[0.0410274339492782, 0.0805574379102644, 0.2185128124479212, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
10787,Music_of_the_United_States;United_States;United_States_Constitution;Magna_Carta,Music_of_the_United_States,Magna_Carta,3,3,1,"[0.2349227231501626, 0.27542872830020654, 0.10994692601132922]","[0.0240054571757081, 0.059201484722599396, 0.10994692601132922, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
15750,Sesame_Street;Cancer;DNA;Life,Sesame_Street,Life,3,3,1,"[0.015149944502198818, 0.11005483058095271, 0.10165473702717387]","[0.0163482099606126, 0.08146888339177386, 0.10165473702717387, 0.9999999999999992]","[True, False]","[True, True, True]",False,True
18361,Architecture;Astronomy;Extraterrestrial_life;Carl_Sagan,Architecture,Space_Shuttle_Challenger_disaster,3,3,0,"[0.04215706000562469, 0.21378967003230534, 0.12992932674845192]","[0.0168669014724604, 0.06135521497099782, 0.12992932674845192, 1.0000000000000013]","[True, False]","[True, True, True]",False,True
19554,Latin;Vatican_City;Roman_Catholic_Church;Augustine_of_Hippo,Latin,Mother_Teresa,3,3,0,"[0.12398471827753611, 0.212342244933775, 0.18228028720197081]","[0.03385235288951894, 0.03634822790406579, 0.18228028720197081, 1.0000000000000024]","[True, False]","[True, True, True]",False,True
16276,The_Legend_of_Zelda_series;Link_%28The_Legend_of_Zelda%29;Owl;Eurasian_Eagle_Owl,The_Legend_of_Zelda_series,Eurasian_Eagle_Owl,3,3,1,"[0.809586638264824, 0.01154230912471582, 0.633294913022245]","[0.00742977130220356, 0.012590224998483938, 0.633294913022245, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
16464,Theatre;United_Kingdom;Lion;Zebra,Theatre,Zebra,3,3,1,"[0.05274342217704193, 0.050419424064479336, 0.049161085266737646]","[0.003615741833142461, 0.011883267251390174, 0.049161085266737646, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
19960,Smog;London;World_War_II;United_States,Smog,Chicken,3,3,0,"[0.1372413326918044, 0.08180450047726688, 0.24978762959933554]","[0.04404718124766147, 0.1205120543889861, 0.24978762959933554, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
11266,Taiwan;Netherlands;Germany;Munich,Taiwan,Munich,3,3,1,"[0.06974998134198541, 0.3044066364043762, 0.1803460005334872]","[0.026417080082667785, 0.06034906152670271, 0.1803460005334872, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
20217,Tank;Radio;Sony;Compact_Disc,Tank,Musical_instrument,3,3,0,"[0.0509040910801115, 0.033609835583796224, 0.18687365480847548]","[0.020221607028176408, 0.06360109377524659, 0.18687365480847548, 0.9999999999999994]","[False, True]","[True, True, True]",False,True
20189,Theatre;United_Kingdom;British_Empire;Africa,Theatre,Zebra,3,3,0,"[0.05274342217704193, 0.325264486047702, 0.21601621737258866]","[0.025432902982615968, 0.13233192259778037, 0.21601621737258866, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
20334,Music;Jazz;Guitar;Popular_culture,Music,Metal,3,3,0,"[0.3058948073630277, 0.0717106537260675, 0.022789763624492036]","[0.12236200526884373, 0.04705969720990196, 0.022789763624492036, 0.9999999999999989]","[False, False]","[False, False, True]",False,False
14856,Norman_conquest_of_England;English_language;Language;Human,Norman_conquest_of_England,Human,3,3,1,"[0.16990031991385057, 0.3082293960937465, 0.19261690551778174]","[0.04093685712091236, 0.08264632739911934, 0.19261690551778174, 1.0000000000000033]","[True, False]","[True, True, True]",False,True
19704,Ununpentium;United_States;Washington%2C_D.C.;Boston%2C_Massachusetts,Ununpentium,Aquarium,3,3,0,"[0.022627893113376527, 0.2637240585294886, 0.16525318760519322]","[0.013435181740172105, 0.12582756877039272, 0.16525318760519322, 0.9999999999999984]","[True, False]","[True, True, True]",False,True
13236,Geography_of_India;Kyoto_Protocol;Canada;Canadian_football,Geography_of_India,Canadian_football,3,3,1,"[0.0459145177572256, 0.0886940472662373, 0.06342629165754307]","[0.011787921248266145, 0.016983607994080982, 0.06342629165754307, 1.000000000000003]","[True, False]","[True, True, True]",False,True
12813,Double-decker_bus;London;Terrorism;Pan_Am_Flight_103,Double-decker_bus,Pan_Am_Flight_103,3,3,1,"[0.105789214755362, 0.042170821945979015, 0.12352890375096086]","[0.029899523344110744, 0.076423871949047, 0.12352890375096086, 0.9999999999999972]","[False, True]","[True, True, True]",False,True
16708,Thomas_Samuel_Kuhn;History_of_science;Philosophy;Buddhism,Thomas_Samuel_Kuhn,Buddhism,3,3,1,"[0.1909453360208846, 0.26421594103946516, 0.13494059139231251]","[0.018574372755400678, 0.07575431254245281, 0.13494059139231251, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
18861,The_Lion_King;The_Simpsons;Nirvana_%28band%29;Kurt_Cobain,The_Lion_King,Albinism,3,3,0,"[0.06220685018856911, 0.03973528423922009, 0.5958670133093423]","[0.016767691503324796, 0.01831811017651288, 0.5958670133093423, 0.9999999999999989]","[False, True]","[True, True, True]",False,True
12770,Dik-dik;Africa;East_Africa;Great_Rift_Valley,Dik-dik,Great_Rift_Valley,3,3,1,"[0.01794224385252942, 0.46783284380972784, 0.16707818831239493]","[0.0044064367722165525, 0.13423604521074517, 0.16707818831239493, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
11771,Australian_rules_football;Football;Ireland;Belfast,Australian_rules_football,Belfast,3,3,1,"[0.6379689113742965, 0.13343324186836245, 0.2573150531600571]","[0.04370674076508168, 0.05801357195958898, 0.2573150531600571, 1.0]","[False, True]","[True, True, True]",False,True
19067,Theatre;India;Pakistan;Country,Theatre,Zebra,3,3,0,"[0.04691140493028487, 0.22271640095901452, 0.06325356090516566]","[0.02963282378710326, 0.09807091249301242, 0.06325356090516566, 0.9999999999999989]","[True, False]","[True, False, True]",False,False
18923,Avalanche;United_States;California;Television,Avalanche,The_Simpsons,3,3,0,"[0.03319333784690972, 0.21403081917738626, 0.024504863347844883]","[0.025113796386550757, 0.06616390345677403, 0.024504863347844883, 0.9999999999999997]","[True, False]","[True, False, True]",False,False
18520,Asteroid;Jupiter;Ancient_Rome;Civilization,Asteroid,Viking,3,3,0,"[0.1705620356481904, 0.035990255428856116, 0.2752098656240347]","[0.02065509267744417, 0.014944925380911758, 0.2752098656240347, 0.9999999999999989]","[False, True]","[False, True, True]",False,False
13265,Giant_Panda;London_Zoo;England;The_Beatles,Giant_Panda,The_Beatles,3,3,1,"[0.15616032107149352, 0.08707472068686233, 0.0673990386810206]","[0.01215445248335477, 0.022801243509902286, 0.0673990386810206, 0.9999999999999997]","[False, False]","[True, True, True]",False,True
12661,Cuckmere_Haven;River;Niagara_Falls;Nikola_Tesla,Cuckmere_Haven,Nikola_Tesla,3,3,1,"[0.1090853249310745, 0.1377516456190658, 0.03205618605585268]","[0.004300298348463885, 0.0069870294875658025, 0.03205618605585268, 0.9999999999999991]","[True, False]","[True, True, True]",False,True
20333,Kuwait;Constitutional_monarchy;United_Kingdom;Queen_%28band%29,Kuwait,Duran_Duran,3,3,0,"[0.0603698401776566, 0.16946900487865738, 0.13116435351401054]","[0.01594595282379978, 0.050361167755268645, 0.13116435351401054, 1.0000000000000009]","[True, False]","[True, True, True]",False,True
19287,Babur;Islam;United_Kingdom;Wales,Babur,British_Isles,3,3,0,"[0.08049590075469669, 0.0663442848942133, 0.3534612655560276]","[0.009864675927335734, 0.028035089464220477, 0.3534612655560276, 1.0000000000000002]","[False, True]","[True, True, True]",False,True
14322,Madama_Butterfly;United_States;World_War_II;Naval_Battle_of_Guadalcanal,Madama_Butterfly,Naval_Battle_of_Guadalcanal,3,3,1,"[0.05119226724936677, 0.24978762959933554, 0.239541282561494]","[0.015307377912346713, 0.052425193831293807, 0.239541282561494, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
10644,Starling;Asia;China;Guangzhou,Starling,Guangzhou,3,3,1,"[0.007310455148413176, 0.21435976227652864, 0.159453505452258]","[0.0013697616573223736, 0.06873638240917504, 0.159453505452258, 0.9999999999999991]","[True, False]","[True, True, True]",False,True
14844,Nobiin_language;Islam;Sugar;Smallpox,Nobiin_language,Smallpox,3,3,1,"[0.033693522922264116, 0.020198462405747977, 0.017658357950090655]","[0.008999683401237139, 0.02289660938759115, 0.017658357950090655, 1.000000000000001]","[False, False]","[True, False, True]",False,False
14334,Maglev_train;Shanghai;Republic_of_China;Flag_of_the_Republic_of_China,Maglev_train,Flag_of_the_Republic_of_China,3,3,1,"[0.1702258083874044, 0.0873509198374123, 0.5620446923111264]","[0.0120970530268359, 0.05592099158086778, 0.5620446923111264, 1.0000000000000024]","[False, True]","[True, True, True]",False,True
17260,Baltimore%2C_Maryland;United_Kingdom;Charles_Darwin;Evolution,"Baltimore, Maryland",Evolution,3,3,1,"[0.06302649042472586, 0.051087180493529345, 0.24648129821695453]","[0.01657867040915041, 0.04747127435316615, 0.24648129821695453, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
9418,Pinworm;Scientific_classification;Gregor_Mendel;German_language,Pinworm,German_language,3,3,1,"[0.0196412554911337, 0.06402012502774494, 0.026710282567721663]","[0.009041003633518282, 0.04716606954368873, 0.026710282567721663, 0.9999999999999998]","[True, False]","[True, False, True]",False,False
20264,Pyramid;Egyptian_pyramids;Ancient_Egypt;Irrigation,Pyramid,Bean,3,3,0,"[0.781258894546546, 0.1884937109413994, 0.05295876649315543]","[0.014762722223798767, 0.012101472440893248, 0.05295876649315543, 1.0000000000000024]","[False, False]","[False, True, True]",False,False
18214,Pyramid;Mexico;Latin_America;Mexico_City,Pyramid,Bean,3,3,0,"[0.038694230531195195, 0.29931813136596996, 0.18131047657280186]","[0.03531183748653453, 0.6098897813562851, 0.18131047657280186, 1.0000000000000022]","[True, False]","[True, False, True]",False,False
15259,Planetary_nebula;Hubble_Space_Telescope;World_War_II;League_of_Nations,Planetary_nebula,League_of_Nations,3,3,1,"[0.12298189139806939, 0.028045643889513514, 0.20753456697412548]","[0.010813242825156586, 0.019608718362979182, 0.20753456697412548, 0.9999999999999993]","[False, True]","[True, True, True]",False,True
18671,Cereal;Human;Music;Propaganda,Cereal,Kurt_Cobain,3,3,0,"[0.05531564003937554, 0.09127074008862189, 0.036880673710462324]","[0.0142708678740818, 0.07381520985067566, 0.036880673710462324, 1.0000000000000004]","[True, False]","[True, False, True]",False,False
20350,Tornado;United_Kingdom;Scotland;Iron_Age,Tornado,Macbeth_of_Scotland,3,3,0,"[0.03073899558157953, 0.49389208200427753, 0.05957658872196577]","[0.011002782359615364, 0.0632586830078045, 0.05957658872196577, 1.0000000000000009]","[True, False]","[True, False, True]",False,False
15460,Ramayana;Hinduism;Religion;Judaism,Ramayana,Judaism,3,3,1,"[0.09125441305535201, 0.24472296111801461, 0.1455558930242354]","[0.019422897950487492, 0.10160278659982216, 0.1455558930242354, 0.9999999999999976]","[True, False]","[True, True, True]",False,True
18564,Radar;Weather;Season;Indian_Ocean,Radar,Roman_Greece,3,3,0,"[0.06427972812691427, 0.1863948873000208, 0.0837170290900089]","[0.014209854427009531, 0.05243594814873286, 0.0837170290900089, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
16314,Theatre;Existentialism;Sigmund_Freud;Morphine,Theatre,Morphine,3,3,1,"[0.0397291501439758, 0.05694166057304573, 0.023600595869631445]","[0.005009002806330654, 0.010336797158820526, 0.023600595869631445, 1.0000000000000009]","[True, False]","[True, True, True]",False,True
13958,John_McEnroe;United_Kingdom;British_monarchy;Windsor_Castle,John_McEnroe,Windsor_Castle,3,3,1,"[0.05260266620083225, 0.4382186014161955, 0.19169666782799108]","[0.014086453951594571, 0.08356076305937274, 0.19169666782799108, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
18766,Switzerland;United_States;American_football;Football,Switzerland,Chicago_Bears,3,3,0,"[0.16498719475511178, 0.07960483335210046, 0.5889187471923821]","[0.020197183442415976, 0.07769196090309086, 0.5889187471923821, 0.9999999999999983]","[False, True]","[True, True, True]",False,True
19790,Senufo_languages;Mali;Drought;Famine,Senufo_languages,Extinction,3,3,0,"[0.056570308567209154, 0.018179843792034106, 0.17080175910806702]","[0.005881184872816152, 0.025279376074079055, 0.17080175910806702, 1.0000000000000022]","[False, True]","[True, True, True]",False,True
20102,Nintendo_DS;Computer_and_video_games;Nintendo;Microsoft,Nintendo_DS,Apple,3,3,0,"[0.3025742652398031, 0.3810670737217536, 0.03818904615108146]","[0.024233887502695155, 0.08815299502516603, 0.03818904615108146, 1.0000000000000029]","[True, False]","[True, False, True]",False,False
16872,Ununquadium;Russia;Cold_War;Richard_Nixon,Ununquadium,Richard_Nixon,3,3,1,"[0.020123722639568287, 0.2726776526197722, 0.1298088754706924]","[0.004503514483400061, 0.05102404564046196, 0.1298088754706924, 0.9999999999999969]","[True, False]","[True, True, True]",False,True
16240,The_Canadian;United_States;Agriculture;Honey,The_Canadian,Honey,3,3,1,"[0.058138621189084125, 0.09694064671455109, 0.05196170412379383]","[0.004304551632445388, 0.026183777089168275, 0.05196170412379383, 0.9999999999999983]","[True, False]","[True, True, True]",False,True
17963,North_Africa;Egypt;Egyptian_pyramids;Ancient_Egypt,North_Africa,Agamemnon,3,3,0,"[0.24714391357855517, 0.11889507283226737, 0.1884937109413994]","[0.16767026136055413, 0.5008613160404631, 0.1884937109413994, 1.0000000000000004]","[False, True]","[True, False, True]",False,False
10698,Neodymium;Earth;Africa;Elephant,Neodymium,Elephant,3,3,1,"[0.07023700797357818, 0.09484044748725055, 0.0900229486116149]","[0.009191029545375333, 0.027013916660427753, 0.0900229486116149, 1.0000000000000024]","[True, False]","[True, True, True]",False,True
19045,Jupiter;Galileo_Galilei;Geometry;Pythagorean_theorem,Jupiter,Trigonometric_function,3,3,0,"[0.17680645038881596, 0.03752052445765435, 0.14268288668567827]","[0.007949306725370277, 0.022320208602119, 0.14268288668567827, 1.0000000000000007]","[False, True]","[True, True, True]",False,True
19299,Theatre;Brazil;Nigeria;Rainforest,Theatre,Zebra,3,3,0,"[0.03242256633900445, 0.07362518492569134, 0.019270329558767674]","[0.006080203885523153, 0.04130963011001061, 0.019270329558767674, 1.000000000000001]","[True, False]","[True, False, True]",False,False
