path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom
weed;sumac;genetics;the origin of species;bible;jesus,weed,jesus,5,4,1,0,2,2,1,1,4,"[0.027556734163722826, 0.001643971931797978, 0.07678369641970029, 0.04254019330805611, 0.15460387135451195]","[0.004586754146604654, 0.0009165942706580714, 0.007881743709679584, 0.02368532681967698, 0.15460387135451195, 0.9999999999999987]","[False, True, False, True]","[False, True, True, True, True]",False,False,5.0,-86.6,63.673385334847715,-167.0,-135.0,-76.0,-40.0,-15.0,4.0,-30.0,78.67655305108377,-127.0,-77.5,-14.5,33.0,36.0,0,0,0,0,0.08267930475584213,0,0.06677085480680918,0,0.054668609472704466
ice sheet;south america;guitar;musical instrument;clarinet,ice sheet,clarinet,4,4,1,1,0,0,0,4,3,"[0.035471380088749054, 0.020727274851629483, 0.20243487558218667, 0.16199098744806634]","[0.0028718005157704995, 0.010098232465689269, 0.06621869043429571, 0.16199098744806634, 0.999999999999995]","[False, True, False]","[True, True, True, True]",False,True,4.0,-123.25,101.89659791507596,-254.0,-176.75,-107.0,-53.5,-25.0,3.0,76.33333333333333,34.03429642777023,38.0,63.0,88.0,95.5,103.0,0,0,1,0,0.09854732904884518,0,0.09259579229272918,1,0.07056939907604613
electrical engineering;optical fiber;light;eye;eyelid,electrical engineering,eyelid,4,4,1,1,1,2,1,0,1,"[0.07045290145860604, 0.1162784046507752, 0.27022834641798493, 0.2652444437703997]","[0.009452261589954058, 0.01335087268950131, 0.06221432587667055, 0.2652444437703997, 0.9999999999999991]","[True, True, False]","[True, True, True, True]",False,True,4.0,-67.75,33.350412291304586,-107.0,-88.25,-66.0,-45.5,-32.0,3.0,6.0,59.85816569190874,-32.0,-28.5,-25.0,25.0,75.0,0,0,0,0,0.10459728829077765,0,0.07922878501530785,0,0.07060679411378379
postage stamp;united states;world health organization;aids;virus;rabies,postage stamp,rabies,5,4,1,0,1,0,1,4,3,"[0.054457470566512886, 0.15071981839842055, 0.09575870494343403, 0.10439672852778277, 0.17185909674472147]","[0.011235199100846662, 0.0599830872490328, 0.04416906694442603, 0.08853772047475665, 0.17185909674472147, 1.0000000000000007]","[True, False, True, True]","[True, False, True, True, True]",False,False,5.0,-429.8,647.0924972521317,-1567.0,-349.0,-120.0,-72.0,-41.0,4.0,381.5,564.8188500159439,31.0,43.75,138.5,476.25,1218.0,0,0,1,0,0.06353459184635384,0,0.09033919140027608,1,0.10569184765389743
medieval music;middle ages;mediterranean sea;red sea,medieval music,soil moisture,3,4,0,1,0,1,1,1,3,"[0.19966906656600142, 0.0899697664163443, 0.3775651029488926]","[0.01660898151314695, 0.0359104681360256, 0.3775651029488926, 1.0000000000000016]","[False, True]","[True, True, True]",False,True,3.0,-212.0,83.14445261110329,-261.0,-260.0,-259.0,-187.5,-116.0,2.0,72.5,99.7020561473032,2.0,37.25,72.5,107.75,143.0,0,0,0,0,0.12444105090668235,0,0.11229644832713812,0,0.10583707187772622
"cello;seattle, washington;u.s. state;minnesota;canada;canadian senate",cello,senate of canada,5,4,0,0,1,2,0,3,4,"[0.015703806950608197, 0.07575326108718287, 0.22667525340522407, 0.07705036424903576, 0.2489043835115804]","[0.010438678923661198, 0.01567216674670787, 0.060107741514178165, 0.0464654269068157, 0.2489043835115804, 1.0000000000000002]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-197.8,243.7266911932298,-631.0,-129.0,-100.0,-72.0,-57.0,4.0,-3.75,447.3666467973072,-531.0,-186.75,-21.5,161.5,559.0,0,0,1,0,0.0762415533704654,0,0.06111159773435086,1,0.061779430036070795
tank;radio;iron;chemical element;list of elements by name;ununoctium,tank,ununoctium,5,4,1,0,2,2,1,1,3,"[0.0509040910801115, 0.02044380128425651, 0.12089207893201968, 0.2184792807997777, 0.14419811799279644]","[0.005441923615814317, 0.007637366012390736, 0.03265309736255075, 0.2351004839501813, 0.14419811799279644, 0.9999999999999986]","[False, True, True, False]","[True, True, True, False, True]",False,False,5.0,-165.0,48.07286136688766,-234.0,-193.0,-152.0,-124.0,-122.0,4.0,-0.5,74.58552138317464,-112.0,-7.0,34.5,41.0,41.0,0,0,0,0,0.07815670272164199,0,0.08626585470548329,0,0.06175289378924803
gliding;mathematics;computer science;programming language,gliding,imperative programming,3,4,0,1,0,0,1,2,1,"[0.01774733546372643, 0.22923957168989784, 0.2683700335383783]","[0.014499562220378863, 0.05361617556389064, 0.2683700335383783, 1.0000000000000013]","[True, True]","[True, True, True]",True,True,3.0,-101.0,70.0,-171.0,-136.0,-101.0,-66.0,-31.0,2.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,0,0,1,0,0.12761497131553398,0,0.11463164901684937,1,0.08972104394437246
columbine high school massacre;united states;north america;earth;sun;star;h ii region,columbine high school massacre,h ii region,6,4,1,1,1,1,2,2,4,"[0.053073845012714185, 0.3308730019703287, 0.09456767540370772, 0.3696471419696379, 0.35786187768444117, 0.3911605380414471]","[0.007544763336938136, 0.039181707735348396, 0.030442592743741868, 0.07356453626059918, 0.13901159531804896, 0.3911605380414471, 0.9999999999999993]","[True, False, True, False, True]","[True, False, True, True, True, True]",False,False,6.0,-525.0,552.0235502222708,-1563.0,-612.5,-321.5,-201.5,-73.0,5.0,298.0,336.7513919793057,45.0,96.0,130.0,358.0,861.0,0,0,0,0,0.050473248060380796,0,0.07868113087333228,0,0.08970418418139542
the smiths;england;industrial revolution;james watt,the smiths,henry h. rogers,3,4,0,1,0,1,0,2,2,"[0.044350720793966174, 0.11331835062185264, 0.3030535515639405]","[0.010203885312877652, 0.04309335828564585, 0.3030535515639405, 1.0000000000000002]","[True, True]","[True, True, True]",True,True,3.0,-361.0,359.4662710185755,-761.0,-509.0,-257.0,-161.0,-65.0,2.0,348.0,220.6173157302028,192.0,270.0,348.0,426.0,504.0,0,0,1,0,0.10902820337206715,0,0.15813400176989376,1,0.10479212890136068
atonality;world war ii;nuclear weapon;gold;mohs scale of mineral hardness,atonality,mohs scale of mineral hardness,4,4,1,1,1,2,1,0,2,"[0.022182613136196717, 0.1343738010432378, 0.03439043013308135, 0.07076502592786028]","[0.005890260308527448, 0.01346070434434008, 0.00787464700175671, 0.07076502592786028, 0.9999999999999994]","[True, False, True]","[True, False, True, True]",False,False,4.0,-326.0,289.87008584306636,-759.0,-346.5,-199.5,-179.0,-146.0,3.0,204.33333333333337,318.4608819515096,-19.0,22.0,63.0,316.0,569.0,0,0,0,0,0.09197557913607067,0,0.10513852519421978,0,0.10464170963614855
swallow;animal;mammal;horse;pony,swallow,pony,4,4,1,0,1,0,1,3,0,"[0.00949306524361853, 0.0724197183196405, 0.05262786579354923, 0.287651651396113]","[0.0012422182877273597, 0.011952884424652702, 0.015523696398810198, 0.287651651396113, 0.9999999999999989]","[True, False, True]","[True, True, True, True]",False,True,4.0,-220.75,196.2572716274907,-496.0,-293.5,-160.5,-87.75,-66.0,3.0,143.33333333333334,120.97244865395317,29.0,80.0,131.0,200.5,270.0,0,0,1,0,0.09159878705550253,0,0.10095119089702981,1,0.07695134141018857
zx spectrum;united kingdom;the rolling stones;guitar;folk music;bob dylan;bruce springsteen,zx spectrum,bruce springsteen,6,4,1,2,2,0,2,1,6,"[0.03773398507224029, 0.08264800863398836, 0.09434715223085416, 0.05701804095027118, 0.1666388104768041, 0.1448471186714532]","[0.015646440585650977, 0.03435892554117952, 0.1612678847808647, 0.06798032407285229, 0.07897079206293928, 0.1448471186714532, 0.999999999999999]","[True, True, False, True, False]","[True, True, False, True, True, True]",False,False,6.0,-239.16666666666663,367.8453026296063,-983.0,-162.0,-76.5,-65.25,-47.0,5.0,187.2,342.11138537032053,5.0,15.0,17.0,104.0,795.0,0,0,0,0,0.05661993205198255,0,0.0666396547514387,0,0.07695627734657973
data encryption standard;united states;cinema of the united states;21st century,data encryption standard,maya mythology,3,4,0,1,0,1,0,2,1,"[0.04029533242069303, 0.13966124285229717, 0.06695641166120285]","[0.030278799163816487, 0.17246501124718897, 0.06695641166120285, 1.0000000000000024]","[True, False]","[True, False, True]",False,False,3.0,-640.3333333333334,800.5325310899823,-1554.0,-929.5,-305.0,-183.5,-62.0,2.0,746.0,711.3494218736668,243.0,494.5,746.0,997.5,1249.0,0,0,1,0,0.08927850923195789,0,0.2389899911261432,1,0.10483092679454489
sun yat-sen;united states;puerto rico;dominican republic;jamaica;caribbean sea;tropical cyclone,sun yat-sen,music of the bahamas,6,4,0,0,1,3,3,0,4,"[0.07080603458972723, 0.17466350201989916, 0.09888570224916406, 0.10545037638424004, 0.12681724892604282, 0.1364593937464094]","[0.017036283269822504, 0.08821215581938883, 0.02143449628319536, 0.03142849525664425, 0.0324448342785053, 0.1364593937464094, 1.000000000000001]","[True, False, True, True, True]","[True, False, True, True, True, True]",False,False,6.0,-403.0,589.0544966299808,-1587.0,-308.75,-120.5,-118.25,-101.0,5.0,293.6,526.8494092243058,-18.0,4.0,17.0,249.0,1216.0,0,0,0,0,0.05141466031986168,0,0.08138073307485033,0,0.10484501394377761
ozone;industrial revolution;culture;folk music;jazz;clarinet;bassoon,ozone,bassoon,6,4,1,1,1,0,1,4,6,"[0.04408681029903666, 0.07693345669865105, 0.1020226620032103, 0.15794674939203943, 0.08860352691102777, 0.1424873499970056]","[0.006385366185235751, 0.029539139379467068, 0.01785269578377452, 0.021162489681010626, 0.06353582101272172, 0.1424873499970056, 1.0000000000000067]","[True, True, True, False, True]","[True, False, True, True, True, True]",False,False,6.0,-94.33333333333331,52.24429793447957,-155.0,-123.75,-110.5,-59.75,-19.0,5.0,21.8,37.345682481379285,-27.0,-1.0,24.0,45.0,68.0,0,0,1,0,0.063292788223138,0,0.050120213616782636,1,0.047582653289523595
the cat in the hat;latin;science;universe;earth;sun;sunlight,the cat in the hat,sunlight,6,4,1,1,2,2,1,1,5,"[0.0427332837388906, 0.06425253347344415, 0.05893402434131599, 0.0734355421366293, 0.3696471419696379, 0.3504236826522005]","[0.004262107229643324, 0.0195853537842952, 0.03861047932080108, 0.04549646111164568, 0.13368985118035698, 0.3504236826522005, 0.9999999999999991]","[True, False, True, True, False]","[True, True, True, True, True, True]",False,True,6.0,-231.83333333333337,135.4864076823453,-443.0,-296.0,-224.5,-115.5,-100.0,5.0,68.6,183.02267619068408,-187.0,-12.0,62.0,199.0,281.0,0,0,0,0,0.054987677721551394,0,0.046102762064830875,0,0.04757601240465452
accountancy;europe;earth;planet;eris (dwarf planet),accountancy,eris (dwarf planet),4,4,1,1,0,1,0,3,3,"[0.02633034542844318, 0.08556400889779398, 0.27185376332025557, 0.3079626253784225]","[0.010419380557927543, 0.017332820758224062, 0.1582987728496801, 0.3079626253784225, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True,4.0,-403.25,393.7912941309563,-946.0,-556.0,-309.0,-156.25,-49.0,3.0,299.0,196.72569735548024,143.0,188.5,234.0,377.0,520.0,0,0,1,0,0.08435314396658562,0,0.10168289789300748,1,0.09120585307130694
gaza strip;israel;jew;christianity;jesus,gaza strip,kite (bird),4,4,0,1,0,2,2,0,4,"[0.4472165049439394, 0.4105868681720338, 0.11055839445229335, 0.4779450275366776]","[0.016553582078484227, 0.054889522832195656, 0.07711238300719152, 0.4779450275366776, 0.9999999999999987]","[False, False, True]","[True, True, True, True]",False,True,4.0,-321.5,132.65870997915414,-435.0,-429.0,-344.0,-236.5,-163.0,3.0,32.666666666666664,220.03939041301976,-174.0,-83.0,8.0,136.0,264.0,0,0,0,0,0.09442956134257198,0,0.08321145498314823,0,0.09118431718436504
port louis;mauritius;french language;france;united kingdom;sport,port louis,hardball squash,5,4,0,1,1,0,1,3,4,"[0.3716947755304368, 0.08914940086119626, 0.30480994070258877, 0.21402039732604736, 0.08159868821786871]","[0.010202216664566563, 0.016908804428138365, 0.027744707155570886, 0.03519900327161873, 0.08159868821786871, 0.9999999999999983]","[False, True, False, False]","[True, True, True, True, True]",False,True,5.0,-552.4,462.7259448096681,-1055.0,-1042.0,-352.0,-229.0,-84.0,4.0,-36.25,639.0390572309855,-690.0,-373.5,-140.5,196.75,826.0,0,0,1,0,0.07387804941166354,0,0.06556376624129301,1,0.06746128098298695
honey bee;california;united states;american civil war;ku klux klan,honey bee,ku klux klan,4,4,1,1,2,1,0,1,4,"[0.023917509408958298, 0.21403081917738626, 0.2762085796733708, 0.09273524124553528]","[0.006903817893961574, 0.034566260485525226, 0.06998834731508331, 0.09273524124553528, 0.9999999999999979]","[True, True, False]","[True, True, True, True]",False,True,4.0,-585.75,686.5835103369922,-1588.0,-724.75,-352.0,-213.0,-51.0,3.0,72.0,1265.5603502006531,-1321.0,-467.5,386.0,768.5,1151.0,0,0,0,0,0.08304359386579445,0,0.12460550706471209,0,0.0674639065663341
norse mythology;literature;fiction;computer and video games;nintendo;super mario bros.,norse mythology,super mario bros.,5,4,1,0,0,1,2,3,3,"[0.05952608378866779, 0.266923866039907, 0.07767834134788532, 0.3810670737217536, 0.37129221890070435]","[0.010899954238073679, 0.011273160023139824, 0.00906866268615445, 0.19719611563037037, 0.37129221890070435, 0.9999999999999999]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-60.4,27.546324618721822,-101.0,-73.0,-56.0,-39.0,-33.0,4.0,15.5,27.331300737432898,-23.0,7.0,22.5,31.0,40.0,0,0,1,0,0.08115863141298892,0,0.06991615236993265,1,0.05620142759890755
socialism;money;coin;japan;mario;sonic the hedgehog (character),socialism,sonic the hedgehog (character),5,4,1,1,1,2,0,2,3,"[0.05740012999906278, 0.2453291784117679, 0.03043335929669032, 0.024251655877533716, 0.04187041623899801]","[0.004247778742480799, 0.005422026227146722, 0.006006152642240857, 0.015147909496764615, 0.04187041623899801, 0.9999999999999998]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-167.6,239.1888375321892,-592.0,-103.0,-69.0,-56.0,-18.0,4.0,12.75,421.56879628359593,-536.0,-124.25,49.0,186.0,489.0,0,0,0,0,0.07836486710573172,0,0.06724497467428378,0,0.05617960144578445
virgil;astronomy;physics;atom,virgil,isospin,3,4,0,1,0,0,1,2,2,"[0.015181153646024402, 0.17398370472892347, 0.15184123016060683]","[0.005749477800579082, 0.09667762737121319, 0.15184123016060683, 1.0000000000000007]","[True, False]","[True, True, True]",False,True,3.0,-166.0,39.61060464067672,-201.0,-187.5,-174.0,-148.5,-123.0,2.0,-25.5,74.24621202458749,-78.0,-51.75,-25.5,0.75,27.0,0,0,1,0,0.13066032969609973,0,0.12624925799759665,1,0.10094190502484499
"the wall street journal;new york city;boston, massachusetts;united states",the wall street journal,jersey zoological park,3,4,0,0,3,1,0,0,3,"[0.09254031758747588, 0.19113895564957714, 0.12582756877039272]","[0.09713699144220994, 0.2995141369132943, 0.12582756877039272, 0.9999999999999998]","[True, False]","[True, False, True]",False,False,3.0,-697.0,768.8517412349405,-1581.0,-953.5,-326.0,-255.0,-184.0,2.0,-627.5,1088.237336246097,-1397.0,-1012.25,-627.5,-242.75,142.0,0,0,0,0,0.18136063657780557,0,0.2862481347537112,0,0.10098263413780453
wren;scientific classification;latin;science;chemistry;periodic table;list of elements by name;lithium,wren,lithium,7,4,1,3,0,1,0,4,5,"[0.02344472660566764, 0.0442345015556214, 0.06425253347344415, 0.12308299063279333, 0.22399737325706182, 0.34389940827765375, 0.07580886577301482]","[0.0007722615293194156, 0.00941237423334165, 0.01107551397271209, 0.016609381987739338, 0.05062363466426582, 0.0744009154669863, 0.07580886577301482, 0.9999999999999999]","[True, True, True, True, True, False]","[True, True, True, True, True, True, True]",False,True,7.0,-259.7142857142857,166.15125065806183,-522.0,-359.0,-162.0,-148.5,-119.0,6.0,63.666666666666664,138.63140577324702,-95.0,-17.75,49.5,98.0,304.0,0,0,1,0,0.04552752006070657,0,0.06398367810957742,1,0.049648162079884914
proxima centauri;hubble space telescope;astronomy;leonhard euler;calculus;mathematics;applied mathematics,proxima centauri,applied mathematics,6,4,1,2,0,1,2,2,4,"[0.056257885056853106, 0.21451666693855656, 0.04188805597312273, 0.11676244638825314, 0.20517805984308018, 0.7129208476078875]","[0.0037642258341237305, 0.016200856512874173, 0.031056232348122895, 0.11342897642429152, 0.09912106085059494, 0.7129208476078875, 0.9999999999999982]","[True, False, True, True, True]","[True, True, True, False, True, True]",False,False,6.0,-97.66666666666669,50.26595932305149,-178.0,-126.0,-81.5,-61.0,-50.0,5.0,-4.0,95.80448841259997,-120.0,-87.0,35.0,44.0,108.0,0,0,0,0,0.0619643252409626,0,0.06047075893582615,0,0.049648427118870006
animal law;animal rights;dog;mammal;bat;rabies;rabbit,animal law,rabbit,6,4,1,0,1,0,2,4,1,"[0.5691503964712167, 0.1017314292738114, 0.053058462074019826, 0.1273708165383503, 0.2443830923367107, 0.02540153378248554]","[0.01524063925175337, 0.02160574810407226, 0.047837533884007286, 0.04732266273814462, 0.018465145506497256, 0.02540153378248554, 1.0000000000000018]","[False, False, True, True, False]","[True, True, False, False, True, True]",False,False,6.0,-82.33333333333333,77.11982019342801,-236.0,-71.5,-56.5,-46.75,-25.0,5.0,-4.8,120.87886498474413,-162.0,-49.0,-3.0,18.0,172.0,0,0,1,0,0.063926743788502,0,0.0546005513687823,1,0.048457576721906793
california;oregon;united states;baseball;babe ruth,california,sandy koufax,4,4,0,0,2,1,2,0,5,"[0.13216226167986464, 0.1677732221201943, 0.08267822831567623, 0.16405210271871448]","[0.016242920479144544, 0.016777722162794013, 0.03595959282161238, 0.16405210271871448, 0.9999999999999996]","[True, False, True]","[True, True, True, True]",False,True,4.0,-512.0,726.9896835581644,-1581.0,-663.0,-217.5,-66.5,-32.0,3.0,15.333333333333334,1389.6230903857827,-1503.0,-589.0,325.0,774.5,1224.0,0,0,0,0,0.07843596723814573,0,0.10609618224450557,0,0.048453421084615825
lyndon b. johnson;franklin d. roosevelt;theodore roosevelt;grand canyon,lyndon b. johnson,snowdonia national park,3,4,0,0,0,0,2,2,3,"[0.11675336160904012, 0.8293586866804683, 0.031853975322752366]","[0.02608369396122724, 0.02355870007409481, 0.031853975322752366, 1.0000000000000042]","[True, False]","[False, True, True]",False,False,3.0,-92.33333333333331,22.89832599412746,-118.0,-101.5,-85.0,-79.5,-74.0,2.0,5.5,54.44722215136416,-33.0,-13.75,5.5,24.75,44.0,0,1,1,0,0.13061627584887014,1,0.11878614474353602,1,0.09042672207562329
