path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
dam;english language;south africa;africa;north africa;northwest africa,dam,northwest africa,5,4,1,5.0,-393.8,236.62459719986845,-622.0,-576.0,-427.0,-312.0,-32.0,4.0,147.5,201.07792850865889,-149.0,109.0,229.5,268.0,280.0,1,2,1,1,1,0.060522576325257156,0
moon;earth;animal;australian green tree frog;tree frog;frog;cane toad,moon,cane toad,6,4,1,6.0,-174.66666666666666,240.78178225660403,-608.0,-246.25,-36.0,-29.75,-24.0,5.0,55.0,318.63694073349376,-293.0,-8.0,-8.0,5.0,579.0,4,0,2,1,0,0.05918597015543573,1
yak;mongolia;cold war;united kingdom;j. k. rowling;harry potter,yak,harry potter,5,4,1,5.0,-306.0,398.07913786080275,-1009.0,-209.0,-171.0,-94.0,-47.0,4.0,11.75,675.8433620299899,-800.0,-286.25,4.5,302.5,838.0,2,0,1,2,1,0.05918990231176202,0
wren;bird;scientific classification;organism;life;universe;neutron;lithium,wren,lithium,7,4,1,7.0,-176.85714285714286,186.3074775484768,-573.0,-189.0,-98.0,-74.0,-41.0,6.0,33.166666666666664,271.59559397506183,-333.0,-53.5,-1.0,78.5,500.0,5,1,2,0,0,0.04192025418501858,1
hello garci scandal;philippines;world trade organization;switzerland;nuclear power;energy;chemistry;computational chemistry,hello garci scandal,computational chemistry,7,4,1,7.0,-138.42857142857142,90.53702215642163,-319.0,-156.0,-134.0,-76.5,-51.0,6.0,20.166666666666668,164.44502627524696,-235.0,-50.25,41.0,88.75,250.0,1,4,1,1,1,0.04192500114529298,0
ununquadium;russia;europe;africa;elephant,ununquadium,african buffalo,4,4,0,4.0,-613.5,324.1085209205912,-1036.0,-734.5,-582.0,-461.0,-254.0,3.0,92.0,518.0,-506.0,-63.0,380.0,391.0,402.0,3,1,0,1,0,0.1121897388285289,1
1755 lisbon earthquake;north africa;egypt;asia;china,1755 lisbon earthquake,giant panda,4,4,0,4.0,-393.0,208.62086824348773,-631.0,-476.5,-409.0,-325.5,-123.0,3.0,-169.33333333333334,123.16384750945926,-270.0,-238.0,-206.0,-119.0,-32.0,2,0,2,1,0,0.11220348444673572,0
fertilizer;british english;english language;united states;cinema of the united states;star wars episode iv  a new hope;film;animation;the lion king;toy story,fertilizer,alice's adventures in wonderland,9,4,0,9.0,-323.77777777777777,541.0369159719552,-1667.0,-305.0,-55.0,-39.0,-8.0,8.0,4.25,694.3179078367899,-1050.0,-232.0,10.0,156.5,1362.0,5,2,1,0,2,0.021972583308657624,1
great pyramid of giza;mathematics;astronomy;planet;earth;united states;hip hop music;music of the united states;american popular music,great pyramid of giza,britney spears,8,4,0,8.0,-362.875,537.0827117732559,-1667.0,-319.5,-159.0,-127.25,-53.0,7.0,14.285714285714286,785.3319286105959,-1355.0,-86.0,6.0,148.0,1325.0,2,1,2,0,4,0.021974713323247547,0
trigonometry;science;society;united kingdom;kylie minogue;neighbours,trigonometry,neighbours,5,4,1,5.0,-290.2,395.3785527820142,-990.0,-172.0,-164.0,-94.0,-31.0,4.0,33.25,705.2892432659573,-896.0,-171.5,105.5,310.25,818.0,3,1,0,1,1,0.05719020403540438,1
jamaica;south america;continent;earth;planet;jupiter;great red spot,jamaica,great red spot,6,4,1,6.0,-186.66666666666666,103.12645958563044,-323.0,-262.5,-176.0,-116.5,-57.0,5.0,45.8,121.69921938944391,-163.0,45.0,90.0,126.0,131.0,1,0,3,0,3,0.05718812714267964,0
fundamental theorem of arithmetic;prime number;euclid;greece,fundamental theorem of arithmetic,maldives,3,4,0,3.0,-103.66666666666667,131.9141134728704,-255.0,-149.0,-43.0,-28.0,-13.0,2.0,-121.0,128.69343417595164,-212.0,-166.5,-121.0,-75.5,-30.0,2,0,2,0,0,0.11602011539931022,1
water;tokyo;japan;sony,water,nintendo entertainment system,3,4,0,3.0,-309.3333333333333,265.7843737568733,-612.0,-407.0,-202.0,-158.0,-114.0,2.0,44.0,642.0529573173851,-410.0,-183.0,44.0,271.0,498.0,0,3,1,0,0,0.11583503551324341,0
avalanche;united states;mexico;nahuatl language;maya civilization;19th century;france;french language,avalanche,charles etienne brasseur de bourbourg,7,4,0,7.0,-584.8571428571429,564.1449070854724,-1565.0,-845.0,-397.0,-199.0,-44.0,6.0,194.66666666666666,672.3551640812069,-798.0,-204.5,261.0,668.75,999.0,4,1,1,1,1,0.045937855518078316,1
glass;biology;ecology;climate;tropical cyclone;hurricane katrina;2005 atlantic hurricane season;hurricane epsilon (2005),glass,hurricane epsilon (2005),7,4,1,7.0,-112.71428571428571,40.762377611854646,-184.0,-129.5,-106.0,-91.0,-58.0,6.0,11.666666666666666,56.70508501595485,-80.0,-13.75,22.0,45.75,78.0,3,2,1,1,1,0.04592927990697312,0
yak;mongolia;gold;alchemy,yak,harry potter,3,4,0,3.0,-150.66666666666666,65.24824390995771,-222.0,-179.0,-136.0,-115.0,-94.0,2.0,-21.0,151.32085117392117,-128.0,-74.5,-21.0,32.5,86.0,2,1,0,0,1,0.10603192916179231,1
batman;earthquake;indonesia;papua new guinea,batman,coconut crab,3,4,0,3.0,-139.0,70.54785609782908,-220.0,-163.0,-106.0,-98.5,-91.0,2.0,-7.5,171.82694782833104,-129.0,-68.25,-7.5,53.25,114.0,1,1,0,1,1,0.10600219344577508,0
plains zebra;south africa;europe;united kingdom;british isles;great britain;england;history of anglo-saxon england,plains zebra,history of anglo-saxon england,7,4,1,7.0,-562.1428571428571,407.9008983284333,-1129.0,-908.0,-321.0,-247.5,-174.0,6.0,24.5,625.3638141114338,-711.0,-419.5,-58.0,452.75,891.0,4,1,1,1,1,0.05560890885674504,1
trade union;california;television;computer and video games;nintendo entertainment system;super mario bros.;super mario 64,trade union,super mario 64,6,4,1,6.0,-95.33333333333333,105.61565540518446,-261.0,-158.0,-42.5,-23.75,-12.0,5.0,49.8,66.1793019002165,-9.0,7.0,28.0,66.0,157.0,0,2,2,1,2,0.05558361214788445,0
opus dei;pope john paul ii;roman catholic church;anglicanism;henry viii of england;england;richard i of england;john of england,opus dei,john of england,7,4,1,7.0,-238.14285714285714,269.67970419952417,-799.0,-274.5,-127.0,-73.0,-46.0,6.0,1.3333333333333333,449.62369451205154,-672.0,-238.25,54.0,236.75,610.0,4,0,2,1,1,0.03916266880635528,1
maya civilization;mexico;agriculture;maize;vegetable;plant;gardening;garden;soil,maya civilization,long pepper,8,4,0,8.0,-156.875,106.94115538129235,-314.0,-232.5,-114.0,-86.75,-32.0,7.0,30.571428571428573,103.58870135115629,-118.0,-30.0,38.0,88.0,178.0,3,0,4,1,1,0.039163214539301355,0
hirohito;united states;internet;linux;open source;mozilla firefox,hirohito,mozilla firefox,5,4,1,5.0,-423.6,663.56860986638,-1575.0,-413.0,-76.0,-32.0,-22.0,4.0,385.75,539.0166200282388,-10.0,38.0,195.5,543.25,1162.0,3,0,2,0,1,0.08674585622626206,1
battle of lechaeum;athens;united states;president of the united states;grover cleveland,battle of lechaeum,grover cleveland,4,4,1,4.0,-561.5,736.7245075331755,-1634.0,-749.75,-270.5,-82.25,-71.0,3.0,5.0,1402.4489295514472,-1548.0,-582.0,384.0,781.5,1179.0,0,1,1,1,2,0.08674657650971015,0
emperor penguin;antarctica;europe;united kingdom;england;leicester,emperor penguin,norfolk,5,4,0,5.0,-669.2,478.5103969612364,-1129.0,-995.0,-917.0,-191.0,-114.0,4.0,-19.25,674.4515673246424,-881.0,-320.75,39.0,340.5,726.0,3,1,1,1,0,0.06812606435081654,1
tower bridge;england;rugby football;australia;new zealand;all blacks,tower bridge,all blacks,5,4,1,5.0,-398.4,273.0728840438025,-759.0,-569.0,-385.0,-189.0,-90.0,4.0,167.25,399.2871773548457,-380.0,43.0,239.5,363.75,570.0,2,0,0,0,4,0.06814273959592541,0
silurian;north america;pacific ocean;philippines;hello garci scandal,silurian,hello garci scandal,4,4,1,4.0,-247.5,154.890283749498,-425.0,-301.25,-259.0,-205.25,-47.0,3.0,126.0,109.82258419833327,2.0,83.5,165.0,188.0,211.0,3,0,1,0,1,0.07342842244945773,1
deinonychus;calvin and hobbes;john calvin;europe;united kingdom;england;henry i of england;the anarchy,deinonychus,the anarchy,7,4,1,7.0,-465.2857142857143,507.24968023177513,-1129.0,-934.5,-189.0,-26.0,-18.0,6.0,-0.8333333333333334,545.1346316889678,-923.0,-135.5,77.5,200.5,728.0,0,2,2,1,3,0.07342566208720111,0
confucius;government;george w. bush;united states;great lakes;saint lawrence seaway,confucius,saint lawrence seaway,5,4,1,5.0,-457.0,666.7372046016332,-1633.0,-338.0,-145.0,-140.0,-29.0,4.0,29.0,1154.443011441737,-1493.0,-369.5,157.0,555.5,1295.0,3,1,1,0,1,0.05627838375803595,1
france in the american revolutionary war;great britain;ireland;irish poetry;william butler yeats;abbey theatre;irish theatre,france in the american revolutionary war,irish theatre,6,4,1,6.0,-116.83333333333333,134.57104691079232,-352.0,-170.5,-54.5,-25.5,-15.0,5.0,37.6,153.77516054291732,-149.0,7.0,14.0,37.0,279.0,0,1,3,1,2,0.056277163759049335,0
jomsvikings;england;charles darwin;fossil;dinosaur;velociraptor,jomsvikings,velociraptor,5,4,1,5.0,-275.0,273.1492266143179,-755.0,-226.0,-179.0,-120.0,-95.0,4.0,165.0,243.07474844856537,25.0,41.5,53.0,176.5,529.0,3,0,1,2,0,0.08015620304125483,1
fungus;plant;flower;fruit;apple,fungus,ipod,4,4,0,4.0,-138.5,58.733863032041974,-203.0,-167.75,-144.5,-115.25,-62.0,3.0,47.0,24.0,23.0,35.0,47.0,59.0,71.0,0,0,2,0,3,0.08016143502641286,0
cotswolds;england;english language;united states;president of the united states;john f. kennedy;john f. kennedy assassination,cotswolds,john f. kennedy assassination,6,4,1,6.0,-639.3333333333334,585.6629292235139,-1667.0,-765.25,-606.0,-200.0,-74.0,5.0,136.6,758.4934409736185,-899.0,-11.0,41.0,340.0,1212.0,4,1,1,0,1,0.06449840099572204,1
bedbug;carbon dioxide;photon;quantum mechanics;quark;neutron,bedbug,isospin,5,4,0,5.0,-98.6,31.029018676071598,-128.0,-126.0,-96.0,-91.0,-52.0,4.0,-0.5,54.653453687758834,-76.0,-22.75,15.0,37.25,44.0,2,0,1,0,3,0.06449747034762689,0
cheetah;south africa;english language;new zealand;all blacks;jonah lomu,cheetah,jonah lomu,5,4,1,5.0,-314.4,273.4379271425235,-697.0,-417.0,-354.0,-90.0,-14.0,4.0,85.0,305.4253864148602,-343.0,-28.75,178.0,291.75,327.0,3,1,0,2,0,0.07103667003428854,1
granite;finland;russia;ukraine;kiev;andriyivskyy descent,granite,andriyivskyy descent,5,4,1,5.0,-235.4,217.64489426586601,-591.0,-274.0,-179.0,-92.0,-41.0,4.0,34.5,316.85801236516016,-412.0,-64.75,116.5,215.75,317.0,1,1,1,0,3,0.07103573361320732,0
damon hill;united kingdom;europe;herbivore;plant,damon hill,borage,4,4,0,4.0,-624.0,483.34873538678056,-1099.0,-1011.25,-599.0,-211.75,-199.0,3.0,261.0,542.8185700581733,-117.0,-50.0,17.0,450.0,883.0,3,0,1,1,0,0.09616484687310513,1
meteor shower;comet;england;scotland;aberdeen,meteor shower,aberdeen,4,4,1,4.0,-369.25,344.12921507286575,-789.0,-578.25,-321.0,-112.0,-46.0,3.0,-29.333333333333332,619.8002366354286,-743.0,-231.0,281.0,327.5,374.0,0,2,1,1,1,0.09616378760874757,0
red dwarf;sun;ancient greece;drama;william shakespeare;english language,red dwarf,novel,5,4,0,5.0,-259.0,203.44778199823168,-612.0,-235.0,-192.0,-156.0,-100.0,4.0,-105.0,249.6971498969635,-456.0,-156.0,-49.5,1.5,135.0,5,0,1,0,0,0.08876292586974645,1
james cook;europe;holy roman empire;germany,james cook,hänsel und gretel,3,4,0,3.0,-672.3333333333334,374.91910238521234,-978.0,-881.5,-785.0,-519.5,-254.0,2.0,96.5,887.4190103891171,-531.0,-217.25,96.5,410.25,724.0,0,1,3,0,0,0.0887576350650372,0
pedagogy;science;technology;computer;microsoft windows;windows xp,pedagogy,windows xp,5,4,1,5.0,-94.0,45.17189391646093,-138.0,-123.0,-108.0,-77.0,-24.0,4.0,28.5,30.55595959328829,-15.0,18.75,38.0,47.75,53.0,3,0,0,2,1,0.06249248706055945,1
pelycosaur;north america;canada;great lakes;ice age;glacier;hubbard glacier,pelycosaur,hubbard glacier,6,4,1,6.0,-232.0,244.54856368418933,-646.0,-341.0,-100.0,-87.0,-42.0,5.0,75.4,280.9507074203587,-227.0,8.0,14.0,43.0,539.0,2,2,2,1,0,0.06249815964934845,0
rabbit;mammal;south america;southern united states;united states;space shuttle columbia,rabbit,the x-files,5,4,0,5.0,-508.6,626.9196918266326,-1623.0,-303.0,-284.0,-208.0,-125.0,4.0,-23.75,1156.8930734226622,-1498.0,-431.5,41.5,449.25,1320.0,3,1,0,1,1,0.05829978624554768,1
leeds;egypt;north africa;africa;carnivore;penguin;african penguin,leeds,african penguin,6,4,1,6.0,-234.0,188.2817038376273,-508.0,-355.5,-209.5,-83.0,-32.0,5.0,71.8,246.42382190039987,-338.0,22.0,195.0,221.0,259.0,1,1,2,1,2,0.05829143619546191,0
eurovision song contest;internet;information;computer science;cryptography;data encryption standard,eurovision song contest,data encryption standard,5,4,1,5.0,-70.8,52.585169011804076,-163.0,-59.0,-57.0,-40.0,-35.0,4.0,30.75,50.155591246971994,-5.0,0.25,12.0,42.5,104.0,3,1,1,1,0,0.0651280601478638,1
frankenstein;film;21st century;indonesia;islam;muhammad,frankenstein,jyllands-posten muhammad cartoons controversy,5,4,0,5.0,-209.8,136.54925851135187,-355.0,-350.0,-164.0,-129.0,-51.0,4.0,8.75,226.38076331702746,-304.0,-72.25,59.0,140.0,221.0,1,1,1,1,2,0.06512746838737758,0
lens (anatomy);eye;human;music;johann wolfgang goethe;germany,lens (anatomy),the rolling stones,5,4,0,5.0,-258.4,304.5148600643325,-780.0,-234.0,-194.0,-57.0,-27.0,4.0,-180.75,408.0623931051067,-753.0,-291.0,-88.5,21.75,207.0,3,1,0,0,2,0.0894986414604443,1
gazelle;africa;europe;germany;dresden,gazelle,dresden,4,4,1,4.0,-680.25,423.46300507442993,-1143.0,-960.75,-692.5,-412.0,-193.0,3.0,97.33333333333333,694.0607562262351,-658.0,-207.5,243.0,475.0,707.0,2,0,0,3,0,0.08949160905517549,0
ringed plover;canada;united states;cinema of the united states;star wars episode iv  a new hope;darth vader,ringed plover,darth vader,5,4,1,5.0,-513.0,655.1141121972569,-1612.0,-582.0,-305.0,-39.0,-27.0,4.0,138.75,959.6948733842439,-1030.0,-248.5,139.0,526.25,1307.0,4,1,1,0,0,0.0759173848749498,1
bee;agriculture;france;united states;list of areas in the national park system of the united states;zion national park,bee,zion national park,5,4,1,5.0,-644.4,666.2167815358602,-1634.0,-1014.0,-294.0,-258.0,-22.0,4.0,59.0,968.090216181667,-756.0,-654.0,-174.0,539.0,1340.0,1,1,1,3,0,0.07591905479545973,0
calligraphy;sanskrit;aircraft;wind,calligraphy,barn owl,3,4,0,3.0,-85.0,42.579337712087536,-132.0,-103.0,-74.0,-61.5,-49.0,2.0,41.5,23.33452377915607,25.0,33.25,41.5,49.75,58.0,2,1,0,1,0,0.09548941051600278,1
achilles tendon;achilles;zeus;greek mythology,achilles tendon,ocean,3,4,0,3.0,-58.333333333333336,41.78915329763614,-97.0,-80.5,-64.0,-39.0,-14.0,2.0,-41.5,12.020815280171307,-50.0,-45.75,-41.5,-37.25,-33.0,0,1,3,0,0,0.09549492646433669,0
emd f7;canada;north america;english language,emd f7,pony,3,4,0,3.0,-572.0,101.0,-673.0,-622.5,-572.0,-521.5,-471.0,2.0,-50.5,214.2533546995239,-202.0,-126.25,-50.5,25.25,101.0,2,1,0,0,1,0.1787817067060478,1
isle of man;europe;asia;russia,isle of man,history of russia,3,4,0,3.0,-716.0,238.42608917649932,-979.0,-817.0,-655.0,-584.5,-514.0,2.0,162.0,428.5067093990478,-141.0,10.5,162.0,313.5,465.0,0,2,0,2,0,0.17848975431652714,0
french language;u.s. state;florida;labor day hurricane of 1935;florida east coast railway,french language,florida east coast railway,4,4,1,4.0,-113.5,81.11514449636805,-200.0,-170.0,-116.0,-59.5,-22.0,3.0,46.0,84.07139822793481,-40.0,5.0,50.0,89.0,128.0,3,0,1,0,1,0.07557085813453818,1
sputnik 2;sputnik 1;radio;electricity;force,sputnik 2,elementary algebra,4,4,0,4.0,-85.0,54.741818262336395,-139.0,-123.25,-92.0,-53.75,-17.0,3.0,-16.333333333333332,87.0938191454097,-101.0,-61.0,-21.0,26.0,73.0,1,0,2,0,2,0.07557359865430678,0
asparagus;european union;united kingdom;william shakespeare;macbeth,asparagus,macbeth,4,4,1,4.0,-426.0,467.88816327551325,-1103.0,-508.25,-286.5,-204.25,-28.0,3.0,78.33333333333333,835.3336658685158,-840.0,-279.0,282.0,537.5,793.0,3,1,0,1,0,0.06936529917509467,1
gunpowder;middle east;united kingdom;british empire;australia;sydney,gunpowder,darling river,5,4,0,5.0,-483.6,380.66822825132124,-1053.0,-690.0,-308.0,-214.0,-153.0,4.0,15.25,751.0678509074041,-839.0,-496.25,77.5,589.0,745.0,0,1,0,1,4,0.06937148964419126,0
blaise pascal;science;chemistry;periodic table;erbium,blaise pascal,erbium,4,4,1,4.0,-144.0,18.20256392196806,-158.0,-157.25,-149.5,-136.25,-119.0,3.0,5.333333333333333,39.399661589071215,-38.0,-11.5,15.0,27.0,39.0,4,0,1,0,0,0.08542487986106932,1
cotswolds;england;london;trafalgar square;dove;wood pigeon,cotswolds,wood pigeon,5,4,1,5.0,-341.6,380.5769304621603,-757.0,-757.0,-115.0,-53.0,-26.0,4.0,182.75,307.21694289215236,0.0,20.25,44.5,207.0,642.0,1,3,0,0,2,0.08541570026666546,0
south africa;cold war;united states;apollo 11;moon;solar system;mercury (planet);caloris basin,south africa,caloris basin,7,4,1,7.0,-371.85714285714283,543.8230191803913,-1588.0,-287.0,-149.0,-120.0,-52.0,6.0,35.5,825.6601601143173,-1323.0,13.75,46.5,132.5,1279.0,4,1,2,1,0,0.03479878716539247,1
optical microscope;bacteria;plant;maize;vegetable;food;scurvy;vitamin c;vitamin;egypt,optical microscope,carrot,9,4,0,9.0,-134.66666666666666,108.82554847093581,-387.0,-141.0,-90.0,-59.0,-55.0,8.0,-34.125,131.36148326550781,-328.0,-30.5,2.5,35.25,83.0,2,3,3,1,1,0.03478947372559878,0
emirate;united arab emirates;currency;bronze age;copper;copper(i) chloride,emirate,copper(i) chloride,5,4,1,5.0,-141.6,105.87398169522105,-307.0,-189.0,-80.0,-68.0,-64.0,4.0,-1.0,213.77246470644124,-243.0,-142.5,6.0,147.5,227.0,3,0,1,1,1,0.06507504316677382,1
gas metal arc welding;humphry davy;isaac newton;calculus;mathematics;pythagorean theorem,gas metal arc welding,pythagorean theorem,5,4,1,5.0,-96.8,49.93696025991169,-178.0,-106.0,-81.0,-71.0,-48.0,4.0,-5.75,90.76480595473116,-97.0,-67.75,-16.5,45.5,107.0,1,3,1,1,0,0.06507704857624144,0
piccadilly circus;london;tide;ocean;organism,piccadilly circus,nurse sharks,4,4,0,4.0,-228.75,247.22914472205738,-598.0,-253.0,-114.5,-90.25,-88.0,3.0,169.0,253.40284134160768,-3.0,23.5,50.0,255.0,460.0,3,1,0,1,0,0.08209143265857809,1
romeo and juliet;spanish language;mass media;world wide web;google,romeo and juliet,google,4,4,1,4.0,-112.0,74.91328320131217,-209.0,-150.5,-99.0,-60.5,-41.0,3.0,56.0,26.90724809414742,26.0,45.0,64.0,71.0,78.0,2,0,0,2,1,0.08210005916407084,0
east-west schism;latin;english language;england;coventry;m6 motorway,east-west schism,m6 motorway,5,4,1,5.0,-439.4,327.9227043069754,-867.0,-625.0,-464.0,-187.0,-54.0,4.0,102.5,417.3523691079278,-242.0,-181.25,-14.0,269.75,680.0,3,2,0,1,0,0.07011186255121576,1
george h. w. bush;united nations;united kingdom;jane austen;pride and prejudice,george h. w. bush,pride and prejudice,4,4,1,4.0,-416.25,467.0912651720218,-1083.0,-552.0,-279.0,-143.25,-24.0,3.0,117.0,804.8223406441946,-708.0,-274.5,159.0,529.5,900.0,1,1,1,1,1,0.07012874591421434,0
mediterranean sea;atlantic ocean;europe;british isles,mediterranean sea,chew magna,3,4,0,3.0,-531.3333333333334,456.1319253607812,-1056.0,-682.5,-309.0,-269.0,-229.0,2.0,40.0,1112.9860735876257,-747.0,-353.5,40.0,433.5,827.0,2,0,0,1,1,0.15382979510763403,1
rainhill trials;bbc;united kingdom;house of lords,rainhill trials,alice's adventures in wonderland,3,4,0,3.0,-471.3333333333333,467.22300171688187,-1010.0,-619.0,-228.0,-202.0,-176.0,2.0,-26.0,1142.6845583974607,-834.0,-430.0,-26.0,378.0,782.0,1,1,2,0,0,0.15368023979226833,0
"australian open;u.s. open (tennis);new york city;u.s. state;denver, colorado;rocky mountains",australian open,colorado river,5,4,0,5.0,-123.0,121.45575326018937,-325.0,-146.0,-65.0,-53.0,-26.0,4.0,-6.75,206.53066761783023,-299.0,-65.75,46.5,105.5,179.0,3,0,1,0,2,0.06665597671518778,1
weed;sumac;genetics;the origin of species;bible;jesus,weed,jesus,5,4,1,5.0,-86.6,63.673385334847715,-167.0,-135.0,-76.0,-40.0,-15.0,4.0,-30.0,78.67655305108377,-127.0,-77.5,-14.5,33.0,36.0,0,2,0,3,1,0.06665840017911061,0
gnu;at&t;united states;space shuttle columbia;apollo 11;john f. kennedy;neil armstrong;space shuttle challenger disaster;space shuttle columbia disaster;space shuttle program,gnu,space shuttle program,9,4,1,9.0,-241.11111111111111,502.06459854396337,-1559.0,-82.0,-44.0,-28.0,-18.0,8.0,0.75,755.4878745363346,-1531.0,-14.0,11.0,94.75,1256.0,5,2,0,2,1,0.01620647809078094,1
necktie;croatia;europe;africa;democratic republic of the congo;sub-saharan africa;mitochondrial eve;human;eukaryote;animal;australian green tree frog;frog;african clawed frog,necktie,african clawed frog,12,4,1,12.0,-274.8333333333333,310.2678705814567,-1057.0,-341.75,-165.5,-67.5,-29.0,11.0,5.7272727272727275,396.73671141176004,-952.0,-56.0,11.0,230.5,471.0,3,2,3,1,4,0.01614960081497003,0
aardvark;europe;asia;toy;japan;electronics;computer;computer and video games;nintendo ds,aardvark,nintendo ds,8,4,1,8.0,-319.5,333.41822728476365,-951.0,-537.5,-145.5,-87.5,-40.0,7.0,130.14285714285714,326.40079073200206,-461.0,29.0,46.0,402.0,464.0,5,1,2,0,1,0.03741696765425105,1
picts;roman empire;architecture;science;quantum mechanics;physics;superconductivity;semiconductor;semiconductor device,picts,semiconductor device,8,4,1,8.0,-128.875,70.78627288232818,-250.0,-169.25,-126.0,-91.5,-20.0,7.0,32.857142857142854,65.58564012401031,-67.0,1.0,47.0,65.0,118.0,3,0,1,4,1,0.03741756268055231,0
damascus steel;india;united kingdom;british monarchy;henry iii of england,damascus steel,henry iii of england,4,4,1,4.0,-510.25,419.9534696447532,-1051.0,-734.5,-430.0,-205.75,-130.0,3.0,166.33333333333334,623.5722358583113,-422.0,-160.5,101.0,460.5,820.0,3,1,1,0,0,0.08774154718932704,1
effect of hurricane katrina on new orleans;united states;france;united kingdom;england;church of england;elizabeth ii of the united kingdom;british monarchy;mary i of england,effect of hurricane katrina on new orleans,mary i of england,8,4,1,8.0,-689.0,575.5412359559602,-1568.0,-1104.0,-588.5,-163.0,-135.0,7.0,204.71428571428572,225.9924145376818,0.0,62.5,138.0,256.5,657.0,1,4,0,1,3,0.0877341877065213,0
