path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing
corporate finance;united states;fine art;painting;mona lisa,corporate finance,mona lisa,4,4,1,2,1,2,0,0,4,"[0.04469125178385224, 0.05766998984478008, 0.23304565859294996, 0.2475980849739697]","[0.006264337474279899, 0.030607509484772793, 0.044116254913322626, 0.2475980849739697, 0.9999999999999987]","[True, True, True]","[True, True, True, True]",True,True,4.0,-498.0,716.177352336696,-1559.0,-616.25,-191.5,-73.25,-50.0,3.0,492.6666666666667,676.887238270403,-31.0,110.5,252.0,754.5,1257.0,0,0,0,0,0.07412279190733083,0,0.08964702803541669,0,0.0937217719024993,1,0.10107154151253246
babur;india;united states;apollo 11;saturn v,babur,saturn v,4,4,1,1,0,1,1,2,4,"[0.05463053602600383, 0.18182773917822515, 0.07146017801415079, 0.2892184011898724]","[0.00627253784701011, 0.01608278093284854, 0.047167002838599696, 0.2892184011898724, 1.0000000000000029]","[True, False, True]","[True, True, True, True]",False,True,4.0,-646.75,699.8072949033898,-1630.0,-875.5,-466.5,-237.75,-24.0,3.0,200.0,1165.8263163953711,-1006.0,-360.5,285.0,803.0,1321.0,0,0,0,0,0.07878869079610565,0,0.06589689475931709,0,0.07791905670876871,0,0.10136920756690523
binoculars;united kingdom;france;belgium;dutch language;west flemish,binoculars,west flemish,5,4,1,2,1,1,1,1,4,"[0.01765490367620119, 0.21402039732604736, 0.22171555431548273, 0.26173926102233136, 0.4750854018665011]","[0.003824958992876595, 0.026844343122321028, 0.06701431634030867, 0.2629980501636268, 0.4750854018665011, 0.9999999999999991]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-527.0,489.66468118499216,-1125.0,-977.0,-313.0,-162.0,-58.0,4.0,229.75,409.7660918133662,-148.0,41.0,127.5,316.25,812.0,0,0,0,0,0.06427071528698408,0,0.08372147800528787,0,0.06502409173912277,1,0.03454625041178377
fertilizer;british english;british empire;australia;kangaroo;wallaby,fertilizer,wallaby,5,4,1,2,0,1,1,2,2,"[0.01607710969597424, 0.2508403297811769, 0.1775791933070099, 0.10016390456246896, 0.10084205566630683]","[0.0041459943900618345, 0.0075591601314153505, 0.01285831204503067, 0.035617559306033664, 0.10084205566630683, 1.0000000000000004]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-205.6,275.7594966633062,-690.0,-161.0,-100.0,-55.0,-22.0,4.0,8.25,463.67688102815737,-529.0,-211.75,-14.0,206.0,590.0,0,0,0,0,0.07586733785816417,0,0.05692196940533292,0,0.06088478205915192,0,0.03458966592240833
fiji;abel tasman;australia;papua new guinea,fiji,kuru (disease),3,4,0,1,0,0,0,3,3,"[0.06543192649221843, 0.12374317080765905, 0.19241748173451448]","[0.06258243638499666, 0.0658419944556924, 0.19241748173451448, 0.9999999999999991]","[True, True]","[True, True, True]",True,True,3.0,-247.0,288.7767303644807,-575.0,-355.0,-135.0,-83.0,-31.0,2.0,-52.0,695.7930726875628,-544.0,-298.0,-52.0,194.0,440.0,0,0,1,0,0.13875160697638392,0,0.10251474044826035,1,0.07536695273194141,1,0.33747164327585494
iron maiden;dvd;sony;television,iron maiden,cyclops,3,4,0,2,2,0,0,0,2,"[0.02113149759226578, 0.1612785013114993, 0.05662695230991434]","[0.03610896829084398, 0.13724242028925354, 0.05662695230991434, 0.9999999999999997]","[True, False]","[True, False, True]",False,False,3.0,-90.0,79.86864215698174,-177.0,-125.0,-73.0,-46.5,-20.0,2.0,-52.0,148.492424049175,-157.0,-104.5,-52.0,0.5,53.0,1,0,0,1,0.137230529927332,0,0.10607130405856235,0,0.08220886073711112,0,0.3374813225327
strait of malacca;indonesia;papua new guinea;australia,strait of malacca,kuru (disease),3,4,0,0,2,1,0,1,3,"[0.12062285117375615, 0.14474736459237167, 0.19241748173451448]","[0.05675527490145327, 0.0974471655608795, 0.19241748173451448, 1.0000000000000033]","[True, True]","[True, True, True]",True,True,3.0,-313.0,265.98684177981437,-613.0,-416.5,-220.0,-163.0,-106.0,2.0,-196.5,439.113311116846,-507.0,-351.75,-196.5,-41.25,114.0,0,0,0,0,0.14515363218238705,0,0.14167335309719675,0,0.09470143820624764,1,0.36367062226670493
hampshire;agriculture;barley;bread,hampshire,basil,3,4,0,0,1,0,2,1,2,"[0.05105383597655917, 0.1398848825359807, 0.06207252143556209]","[0.008734200589432079, 0.05533587765860395, 0.06207252143556209, 1.0000000000000007]","[True, False]","[True, True, True]",False,True,3.0,-141.0,129.7227813454522,-289.0,-188.0,-87.0,-67.0,-47.0,2.0,121.0,114.5512985522207,40.0,80.5,121.0,161.5,202.0,0,1,0,0,0.12413902990283801,1,0.12837549634624468,0,0.08894691525067039,0,0.36370255469226426
akbar;persian empire;iran;roman empire,akbar,hollandic,3,4,0,1,1,1,1,0,3,"[0.07575070303293105, 0.5162834976959082, 0.10407071090259543]","[0.060524159714017915, 0.26764283913830395, 0.10407071090259543, 1.0000000000000016]","[True, False]","[True, False, True]",False,False,3.0,-238.0,124.0,-334.0,-308.0,-282.0,-190.0,-98.0,2.0,-118.0,93.33809511662427,-184.0,-151.0,-118.0,-85.0,-52.0,0,0,0,0,0.13826329197696252,0,0.11644183355882833,0,0.10564212050333885,0,0.36523036321906854
old english language;anno domini;rome;europe,old english language,hannibal barca,3,4,0,0,1,0,1,2,2,"[0.03883943586386877, 0.06317505325361138, 0.10135138110065584]","[0.10351236865106422, 0.05058678119481686, 0.10135138110065584, 1.0000000000000004]","[True, True]","[False, True, True]",True,False,3.0,-443.6666666666667,490.85877127065106,-1002.0,-625.5,-249.0,-164.5,-80.0,2.0,-461.0,412.95036021294374,-753.0,-607.0,-461.0,-315.0,-169.0,0,0,1,0,0.16809885752968495,0,0.2144198537771853,1,0.10001715836890301,1,0.36531640071054094
"dakota, minnesota and eastern railroad;united states;italy;milan","dakota, minnesota and eastern railroad",leaning tower of pisa,3,4,0,1,1,0,2,0,4,"[0.10930656921096629, 0.19233873259820441, 0.21458472502302406]","[0.02506107219337466, 0.07916252091718615, 0.21458472502302406, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-854.3333333333334,701.5813091391,-1562.0,-1202.0,-842.0,-500.5,-159.0,2.0,701.5,26.16295090390226,683.0,692.25,701.5,710.75,720.0,0,1,0,0,0.08527757850545058,1,0.21269039234449608,0,0.19364620475326344,1,0.4849946863810842
palm oil;europe;nato;cold war,palm oil,history of nuclear weapons,3,4,0,3,0,0,0,1,3,"[0.024600080869549217, 0.1562636089235876, 0.13419160222759058]","[0.015468867900671417, 0.1283270120952604, 0.13419160222759058, 0.9999999999999992]","[True, False]","[True, True, True]",False,True,3.0,-484.6666666666667,400.44516894742696,-947.0,-603.5,-260.0,-253.5,-247.0,2.0,343.5,504.1671349860083,-13.0,165.25,343.5,521.75,700.0,1,0,0,1,0.10488959078569439,0,0.2446803472124224,0,0.12038865342711974,0,0.46427038979250335
jet engine;world war ii;israel;egypt,jet engine,humus,3,4,0,3,1,0,0,0,4,"[0.04736595782387792, 0.1056509516467548, 0.20986548790244247]","[0.013440356810007346, 0.07879595853604564, 0.20986548790244247, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-547.3333333333334,204.1184296758461,-760.0,-644.5,-529.0,-441.0,-353.0,2.0,115.5,412.2432534317572,-176.0,-30.25,115.5,261.25,407.0,1,0,0,1,0.11285509411460265,0,0.1777216920727519,0,0.15295458272972523,1,0.4611821602870968
biodiesel;united states;cold war;nuclear weapon,biodiesel,watchmen,3,4,0,1,1,1,1,0,3,"[0.03323890017624102, 0.2099465090388991, 0.14525319823214086]","[0.022316689804953438, 0.13216015222215857, 0.14525319823214086, 0.9999999999999993]","[True, False]","[True, True, True]",False,True,3.0,-717.0,769.8980451981938,-1583.0,-1020.5,-458.0,-284.0,-110.0,2.0,736.5,549.4219689819474,348.0,542.25,736.5,930.75,1125.0,0,0,0,0,0.08732696781922203,0,0.24170050244927635,0,0.12725746320080475,0,0.46298374032429557
house sparrow;scientific classification;aristotle;physics;black hole;hawking radiation,house sparrow,hawking radiation,5,4,1,0,0,2,1,3,4,"[0.044297979004546996, 0.06244735978828606, 0.09075437002541369, 0.1869878502465084, 0.6740718140333709]","[0.04104223315823512, 0.0053584117038425, 0.014584642647509607, 0.11691974276891129, 0.6740718140333709, 1.0000000000000009]","[True, True, True, True]","[False, True, True, True, True]",True,False,5.0,-197.0,199.032660636389,-542.0,-163.0,-128.0,-122.0,-30.0,4.0,128.0,197.67818965851205,-35.0,22.0,66.5,172.5,414.0,0,0,1,0,0.07966158961747573,0,0.07621385857119525,1,0.07909428055690766,1,0.05300806239441293
sound;wave;electromagnetic radiation;light;eye;pupil,sound,pupil,5,4,1,1,0,3,1,1,2,"[0.2098639858608206, 0.32120913581302124, 0.2942031923112933, 0.27022834641798493, 0.30710909491982413]","[0.014693811129996421, 0.018636064783602926, 0.02148921592804075, 0.11975074827271122, 0.30710909491982413, 0.9999999999999996]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-65.4,36.33593262873543,-107.0,-102.0,-50.0,-35.0,-33.0,4.0,-0.5,52.28447825757341,-52.0,-25.75,-11.0,14.25,72.0,0,0,0,0,0.08158571364232278,0,0.06779134518060788,0,0.05588722008009251,0,0.05298473439091254
corn oil;textile;art;theatre;drama,corn oil,vampire,4,4,0,1,2,0,1,1,2,"[0.034535770004128115, 0.048190831731073705, 0.04934393059264694, 0.3303000156015413]","[0.005229670340783877, 0.014530554640111418, 0.07609468140590064, 0.3303000156015413, 1.0000000000000004]","[True, True, True]","[True, True, True, True]",True,True,4.0,-84.75,36.1420807370024,-118.0,-115.0,-84.5,-54.25,-52.0,3.0,1.0,62.64982043070834,-59.0,-31.5,-4.0,31.0,66.0,0,0,0,0,0.10203220832414968,0,0.08366235011043505,0,0.06961302673636607,1,0.14512431059501008
architecture;light;sound;bat;vampire bat,architecture,vampire bat,4,4,1,0,1,0,2,2,2,"[0.027881533345152077, 0.12118284201544972, 0.028942641975573908, 0.5524965115878796]","[0.010368726665473688, 0.011751200393709598, 0.021789794652417843, 0.5524965115878796, 0.999999999999999]","[True, False, True]","[True, True, True, True]",False,True,4.0,-65.75,42.797001452594,-115.0,-94.75,-60.5,-31.5,-27.0,3.0,27.333333333333332,33.50124375800596,-6.0,10.5,27.0,44.0,61.0,0,0,0,0,0.10176574239616878,0,0.08470079332657958,0,0.06761768462122036,0,0.14518902493065391
jerusalem;capital;london;london underground,jerusalem,london sewerage system,3,4,0,2,0,1,1,0,4,"[0.10916573276844249, 0.13564225923440942, 0.30970065648173156]","[0.04347545553768429, 0.029414303771939758, 0.30970065648173156, 1.0000000000000027]","[True, True]","[False, True, True]",True,False,3.0,-331.6666666666667,278.64194467691567,-649.0,-434.0,-219.0,-173.0,-127.0,2.0,46.0,673.1656556895932,-430.0,-192.0,46.0,284.0,522.0,1,0,0,1,0.12765540167967887,0,0.124588105529643,0,0.0903977811336826,1,0.3757543965086327
canadian football;french language;france;julius caesar,canadian football,enzyme kinetics,3,4,0,1,1,2,0,0,2,"[0.02419372498279218, 0.30480994070258877, 0.044287838541721344]","[0.008268723162826484, 0.02342014004457531, 0.044287838541721344, 0.9999999999999966]","[True, False]","[True, True, True]",False,True,3.0,-497.0,480.96257650673823,-1042.0,-679.5,-317.0,-224.5,-132.0,2.0,92.5,1156.119587240005,-725.0,-316.25,92.5,501.25,910.0,0,0,0,0,0.1256599200502028,0,0.11547557335498337,0,0.08605722939343076,0,0.3765696321757735
william ewart gladstone;mathematics;astronomy;red giant;red dwarf,william ewart gladstone,red dwarf,4,4,1,1,1,2,1,0,3,"[0.01712543011234361, 0.06761678153757276, 0.23625861796140804, 0.44428928466127343]","[0.0043546939523264805, 0.009739065617078284, 0.2529344614665187, 0.44428928466127343, 0.9999999999999996]","[True, True, True]","[True, True, True, True]",True,True,4.0,-113.5,73.50510186374821,-189.0,-164.25,-120.0,-69.25,-25.0,3.0,54.666666666666664,19.85782801147531,33.0,46.0,59.0,65.5,72.0,0,0,0,0,0.10120837512530434,0,0.0872733548416129,0,0.07241013891291107,1,0.15204957632552504
bay of bengal;indian ocean;ocean;ship;boat,bay of bengal,darling river,4,4,0,2,1,1,1,0,3,"[0.170097555228648, 0.4550751415154953, 0.03593995103789321, 0.17559712712611458]","[0.03313219460359161, 0.019208537748145384, 0.024280209026458156, 0.17559712712611458, 1.0000000000000002]","[True, False, True]","[False, True, True, True]",False,False,4.0,-95.5,52.10566188045211,-149.0,-131.0,-100.5,-65.0,-32.0,3.0,31.0,49.78955713801841,-24.0,10.0,44.0,58.5,73.0,0,0,0,0,0.10222455338483932,0,0.08664985954425344,0,0.07106748280579038,0,0.15204989340695882
wayne rooney;florida;space shuttle columbia;international space station;space station,wayne rooney,space station,4,4,1,2,1,1,1,0,3,"[0.02907481408865441, 0.04225013772379609, 0.33027539267782946, 0.34747067832032674]","[0.016583534945104908, 0.02615497180798496, 0.1449838853944248, 0.34747067832032674, 1.0000000000000013]","[True, True, True]","[True, True, True, True]",True,True,4.0,-84.25,59.645480409946686,-170.0,-98.0,-67.0,-53.25,-33.0,3.0,45.666666666666664,44.07191093353377,14.0,20.5,27.0,61.5,96.0,0,0,0,0,0.10294393245814011,0,0.08926624895806509,0,0.07343284974054119,1,0.1511080435922626
basic;computer;electricity;electrical resistance;superconductivity,basic,superconductivity,4,4,1,1,1,1,0,2,2,"[0.302055752242208, 0.03799406882456497, 0.26836371195918174, 0.19091819578724886]","[0.017585947764947193, 0.03175281142914269, 0.1433727628082333, 0.19091819578724886, 1.0000000000000007]","[False, True, False]","[True, True, True, True]",False,True,4.0,-79.0,51.218486246016035,-143.0,-103.25,-76.0,-51.75,-21.0,3.0,23.0,68.78953408767936,-53.0,-6.0,41.0,61.0,81.0,0,0,0,0,0.10336769029938113,0,0.0865747624928739,0,0.06963564921203826,0,0.15100721115851934
hindi;united states;medicine;cancer;hepatocellular carcinoma,hindi,hepatocellular carcinoma,4,4,1,3,0,1,0,1,3,"[0.04407237745510937, 0.06913112964750324, 0.13457396471613972, 0.3161398342824589]","[0.007799982699133349, 0.025447355564595268, 0.10480488522359156, 0.3161398342824589, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True,4.0,-536.75,715.2446551122677,-1586.0,-688.25,-264.0,-112.5,-33.0,3.0,517.6666666666666,592.7093160507377,106.0,178.0,250.0,723.5,1197.0,1,0,0,1,0.07558733244769694,0,0.08585998224468959,0,0.10174270747574864,1,0.10475170009545404
zinc;nuclear weapon;united states;music of the united states;marvin gaye,zinc,marvin gaye,4,4,1,1,0,3,1,0,2,"[0.020932743826690112, 0.13216015222215857, 0.2349227231501626, 0.08717109043050632]","[0.0033098135581300283, 0.007138010775223446, 0.03269476981839068, 0.08717109043050632, 0.9999999999999982]","[True, True, False]","[True, True, True, True]",False,True,4.0,-512.0,720.0824026919882,-1581.0,-619.5,-203.0,-95.5,-61.0,3.0,15.333333333333334,1391.4270851659217,-1474.0,-618.0,238.0,760.0,1282.0,0,0,0,0,0.08136549248740234,0,0.1026598648358926,0,0.057290498187563134,0,0.10478466189365404
7th century;england;germany;baltic sea;north sea,7th century,fermium,4,4,0,1,0,1,1,2,4,"[0.03516321518049912, 0.1411025927753576, 0.17531587828000061, 0.39784235108529314]","[0.010090324096820574, 0.09248809369323577, 0.14600411539539376, 0.39784235108529314, 0.9999999999999997]","[True, True, True]","[True, True, True, True]",True,True,4.0,-511.0,398.76893894417935,-913.0,-820.75,-507.0,-197.25,-117.0,3.0,224.33333333333337,418.52279906037774,-123.0,-8.0,107.0,398.0,689.0,0,0,0,0,0.07540671619136026,0,0.04916457853187618,0,0.07660146914606968,1,0.09612135212463753
the cat in the hat;dr. seuss;united states;great lakes;niagara falls,the cat in the hat,niagara falls,4,4,1,0,1,1,2,1,3,"[0.5115110409541007, 0.047596508782515146, 0.13497733312301355, 0.0963483227979112]","[0.0040191472751290045, 0.012392459782408646, 0.06461919605739476, 0.0963483227979112, 1.0000000000000018]","[False, True, False]","[True, True, True, True]",False,True,4.0,-484.75,737.2861836944096,-1567.0,-645.25,-184.5,-24.0,-3.0,3.0,-9.333333333333334,1423.117118628447,-1564.0,-628.5,307.0,768.0,1229.0,0,0,0,0,0.07877205474583891,0,0.09709853289025272,0,0.0435130301954312,0,0.09619382625715228
gorilla;africa;asia;india,gorilla,economy of india,3,4,0,3,0,1,0,0,4,"[0.028424422954124676, 0.15405574236181843, 0.2561340571197051]","[0.01393989010766549, 0.11141848168853309, 0.2561340571197051, 0.9999999999999981]","[True, True]","[True, True, True]",True,True,3.0,-601.0,131.34306224540373,-746.0,-656.5,-567.0,-528.5,-490.0,2.0,-128.0,72.12489168102785,-179.0,-153.5,-128.0,-102.5,-77.0,1,0,0,1,0.12243110913584569,0,0.296579461482893,0,0.19897731486687217,1,0.5095560443591375
famine;united states;nuclear weapon;japan,famine,robert oppenheimer,3,4,0,1,2,0,1,0,2,"[0.08259343267204387, 0.13216015222215857, 0.07053955476920089]","[0.05134603299169641, 0.21683861812763297, 0.07053955476920089, 1.0000000000000024]","[True, False]","[True, False, True]",False,False,3.0,-860.0,662.0339870429614,-1612.0,-1107.5,-603.0,-484.0,-365.0,2.0,504.5,1050.053570062023,-238.0,133.25,504.5,875.75,1247.0,0,0,0,0,0.09266019835154476,0,0.2522256740522001,0,0.15085968567906016,0,0.5099501601038109
harlem globetrotters;sport;south africa;history of south africa in the apartheid era,harlem globetrotters,cultural diversity,3,4,0,0,2,1,1,0,2,"[0.04052839473968866, 0.04374123601457236, 0.5402230128392277]","[0.02465885018795378, 0.06538411696753835, 0.5402230128392277, 0.9999999999999987]","[True, True]","[True, True, True]",True,True,3.0,-166.0,137.88400922514546,-324.0,-214.0,-104.0,-87.0,-70.0,2.0,-17.0,335.1686142824235,-254.0,-135.5,-17.0,101.5,220.0,0,0,0,0,0.13343417325927048,0,0.11737692654928812,0,0.08496417685553881,1,0.35498122374660085
gorilla;human;communication;sound,gorilla,lens (anatomy),3,4,0,2,1,0,0,1,1,"[0.07764384693247299, 0.11913196655893389, 0.05140269033240765]","[0.005177901088328238, 0.08045717400906295, 0.05140269033240765, 1.0000000000000007]","[True, False]","[True, False, True]",False,False,3.0,-132.0,73.69531871157082,-178.0,-174.5,-171.0,-109.0,-47.0,2.0,65.5,82.73149339882606,7.0,36.25,65.5,94.75,124.0,1,0,0,1,0.1276678659512164,0,0.10021394251929316,0,0.09250888455741797,0,0.3550576380249833
ordinary differential equation;isaac newton;england;europe;africa;somalia,ordinary differential equation,somalia,5,4,1,1,1,1,2,1,4,"[0.029006222763000723, 0.05247625798232588, 0.1743883890099941, 0.20733258691597292, 0.24553114949835292]","[0.0030487971264123903, 0.010775927066099924, 0.06881576597925206, 0.07586403641026772, 0.24553114949835292, 1.0000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-584.2,404.6834565435064,-1103.0,-805.0,-634.0,-297.0,-82.0,4.0,-53.75,557.8251667562756,-723.0,-404.25,19.5,370.0,469.0,0,0,0,0,0.06753360654317073,0,0.04065933462350159,0,0.06951878859873961,1,0.04288912952559065
potassium nitrate;gunpowder;middle east;africa;elephant;ivory,potassium nitrate,ivory,5,4,1,2,1,0,1,2,2,"[0.18238663310118428, 0.02040904795825689, 0.14795139748095704, 0.0900229486116149, 0.2277137686849164]","[0.012743456515657444, 0.00844299995417016, 0.009294471830090547, 0.04928995436800932, 0.2277137686849164, 1.000000000000001]","[False, True, False, True]","[False, True, True, True, True]",False,False,5.0,-224.4,209.2159171764902,-558.0,-254.0,-214.0,-65.0,-31.0,4.0,-8.5,305.3266010902642,-344.0,-223.25,3.0,217.75,304.0,0,0,0,0,0.07259755311457952,0,0.048911665804387376,0,0.05735916232310493,0,0.042885125688522194
gnu;at&t;television;telecommunication;radio;radio frequency,gnu,radio frequency,5,4,1,1,1,0,2,2,2,"[0.014986574484982702, 0.02799106486640599, 0.224860563972886, 0.32718377377730856, 0.3955137434927816]","[0.004542567682096984, 0.011315864970006, 0.08704761535724605, 0.09827887527507885, 0.3955137434927816, 1.000000000000001]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-80.4,63.539751337253435,-166.0,-131.0,-40.0,-37.0,-28.0,4.0,-3.0,132.62227062852855,-138.0,-105.0,-1.5,100.5,129.0,0,0,0,0,0.08146661600030417,0,0.06869306392567916,0,0.05635486397833431,1,0.05676754413975323
"alternative rock;nirvana (band);seattle, washington;microsoft;microsoft windows;windows xp",alternative rock,windows xp,5,4,1,3,1,0,1,1,5,"[0.18925377925890605, 0.06888086133553036, 0.03862195379348628, 0.4387382653078549, 0.7585308800280751]","[0.009904089909592384, 0.01621840534980425, 0.013095668675454619, 0.3720918168620435, 0.7585308800280751, 0.9999999999999984]","[False, False, True, True]","[True, False, True, True, True]",False,False,5.0,-52.0,26.65520587052368,-95.0,-54.0,-49.0,-38.0,-24.0,4.0,3.5,39.8706241068116,-46.0,-19.75,9.5,32.75,41.0,1,0,0,1,0.08251940010342368,0,0.06826172798868899,0,0.05687612741941524,0,0.05675540908034456
achilles tendon;latin;united states;pacific ocean;ocean,achilles tendon,ocean,4,4,1,0,2,0,1,2,3,"[0.010582588270516172, 0.08172264639209122, 0.2503113455256296, 0.29943422728192376]","[0.007702426435033084, 0.015626082168554545, 0.09817563487247677, 0.29943422728192376, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True,4.0,-664.75,625.0900601779981,-1578.0,-752.25,-460.0,-372.5,-161.0,3.0,94.0,1134.4104195572254,-1135.0,-409.5,316.0,708.5,1101.0,0,0,0,0,0.08692666006002149,0,0.14948252847029664,0,0.10440480749046463,1,0.17814339129531787
consumer protection;california;gold;list of elements by name;bohrium,consumer protection,bohrium,4,4,1,2,0,1,0,2,4,"[0.12742308503673758, 0.05934546271733619, 0.0943033934170047, 0.17271413970390226]","[0.0035518985306420723, 0.009334004527879554, 0.03477023110085671, 0.17271413970390226, 0.9999999999999986]","[False, True, True]","[True, True, True, True]",False,True,4.0,-200.0,55.647701360134064,-257.0,-226.25,-209.5,-183.25,-124.0,3.0,44.333333333333336,33.126021996812916,13.0,27.0,41.0,60.0,79.0,0,0,0,0,0.10107304652270419,0,0.10715890021865875,0,0.09172233559336138,0,0.17816407367512088
kestrel;chordate;reptile;dinosaur;diplodocus;apatosaurus,kestrel,apatosaurus,5,4,1,2,0,2,0,2,0,"[0.01482578152944391, 0.13155894078961763, 0.14336051013754525, 0.17721057646815921, 0.2339440106488931]","[0.011525998969325034, 0.020811618053710113, 0.07953937655191513, 0.15869965232588137, 0.2339440106488931, 1.0000000000000009]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-143.8,122.43243034425151,-353.0,-124.0,-114.0,-97.0,-31.0,4.0,80.5,110.1287125745749,-10.0,17.75,46.5,109.25,239.0,0,0,0,0,0.08063119605210062,0,0.07245433616924961,0,0.07050127699956474,1,0.05554701602156197
julius caesar;roman empire;architecture;aesthetics;mathematics;applied mathematics,julius caesar,applied mathematics,5,4,1,1,1,1,3,0,5,"[0.277409593040696, 0.046281119078045815, 0.21947209951986432, 0.09836400160657176, 0.7129208476078875]","[0.004766977148251317, 0.01119052714961796, 0.04856364410809148, 0.04339418365977441, 0.7129208476078875, 0.9999999999999982]","[False, True, False, True]","[True, True, False, True, True]",False,False,5.0,-144.2,76.7411232651699,-247.0,-196.0,-132.0,-76.0,-70.0,4.0,44.25,113.73177509678932,-120.0,12.0,85.5,117.75,126.0,0,1,0,0,0.0754760728337597,1,0.0720512781000643,0,0.05464781074963836,0,0.055534228309214326
safflower;united states;holy roman empire;medieval literature;middle ages,safflower,allegory in the middle ages,4,4,0,0,2,1,1,1,3,"[0.04527593530188905, 0.08432317314457277, 0.08845433891885796, 0.21331555725981252]","[0.011492232669411727, 0.14272195625310066, 0.33524861933541406, 0.21331555725981252, 0.9999999999999993]","[True, True, True]","[True, True, False, True]",True,False,4.0,-566.0,678.7905911742345,-1562.0,-682.25,-327.0,-210.75,-48.0,3.0,432.3333333333333,699.4864783062882,-217.0,62.0,341.0,757.0,1173.0,0,0,0,0,0.07930730726648777,0,0.10780538778440633,0,0.10925064305696384,1,0.13398122481428087
haiti;france;river;fresh water;fish,haiti,pond,4,4,0,1,0,1,1,2,3,"[0.1744502080575101, 0.03055670713034327, 0.06343356544102353, 0.16395532223984266]","[0.008157347692713333, 0.01520227617476972, 0.01476211044285661, 0.16395532223984266, 0.9999999999999988]","[False, True, True]","[True, False, True, True]",False,False,4.0,-359.5,415.44875335794023,-982.0,-376.0,-164.5,-148.0,-127.0,3.0,275.6666666666667,462.5368453791906,-28.0,9.5,47.0,427.5,808.0,0,0,0,0,0.09001460418734586,0,0.09646457448595486,0,0.10742644725408845,0,0.13417484909185443
roman villa;roman empire;christianity;middle ages,roman villa,yak,3,4,0,0,2,1,0,1,3,"[0.12252466555208366, 0.11180118476333155, 0.1564630691312098]","[0.0962989002915537, 0.3083300291375315, 0.1564630691312098, 0.9999999999999993]","[False, True]","[True, False, True]",False,False,3.0,-304.6666666666667,81.61699169494875,-394.0,-340.0,-286.0,-260.0,-234.0,2.0,-26.0,189.50461735799473,-160.0,-93.0,-26.0,41.0,108.0,0,0,0,0,0.12639752347706823,0,0.15795670341296666,0,0.12007270596212513,0,0.4110467133896947
firefly (tv series);world war ii;libya;chad,firefly (tv series),chadian-sudanese conflict,3,4,0,0,2,0,2,0,3,"[0.04274826815870217, 0.07422415986326371, 0.12410728942828707]","[0.011239504121019756, 0.05274706508743661, 0.12410728942828707, 1.0000000000000002]","[True, True]","[True, True, True]",True,True,3.0,-369.6666666666667,345.7171290713455,-765.0,-492.5,-220.0,-172.0,-124.0,2.0,320.5,317.49094475275984,96.0,208.25,320.5,432.75,545.0,0,1,0,0,0.10934679965129761,1,0.18251026781355476,0,0.10610233155250946,1,0.4154615914039598
ichthyosaur;wales;great britain;europe,ichthyosaur,tropical storm ana (2003),3,4,0,1,0,0,2,1,3,"[0.019099934700155825, 0.13742752406041026, 0.16864834251693797]","[0.0242677419689689, 0.07860854588129543, 0.16864834251693797, 1.0000000000000004]","[True, True]","[True, True, True]",True,True,3.0,-463.0,436.2441976691495,-966.0,-600.5,-235.0,-211.5,-188.0,2.0,-389.0,483.6610383315985,-731.0,-560.0,-389.0,-218.0,-47.0,0,1,0,0,0.15786255273873337,1,0.2543957643559504,0,0.10917550812335114,1,0.4038219443983146
rock pigeon;italy;age of enlightenment;biology,rock pigeon,hydrology,3,4,0,0,0,1,2,1,3,"[0.023502044996854946, 0.06154874852778065, 0.041246501551145245]","[0.026262418534621534, 0.02569072029710331, 0.041246501551145245, 1.0000000000000007]","[True, False]","[False, True, True]",False,False,3.0,-285.0,251.1792188856395,-575.0,-359.5,-144.0,-140.0,-136.0,2.0,219.5,299.10616844190963,8.0,113.75,219.5,325.25,431.0,0,1,0,0,0.11545222299467207,1,0.17632816290775313,0,0.10036550360215425,0,0.4082767290078795
