path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
badminton;aluminium;electricity;electronics;television;film;actor,badminton,buffy the vampire slayer,6,4,0,1,1,2,2,1,6,"[0.014864261504170645, 0.038704599314613446, 0.10376353855217056, 0.1284915619351281, 0.1588482733601337, 0.24665150151372892]","[0.036662939037738616, 0.012276449575168847, 0.011619707340647554, 0.01561691219772063, 0.09174810134438749, 0.24665150151372892, 0.9999999999999992]","[True, True, True, True, True]","[False, False, True, True, True, True]",True,False,6.0,-130.66666666666666,50.733289531299526,-187.0,-167.25,-142.0,-94.25,-59.0,5.0,13.2,88.17425928240056,-86.0,-62.0,11.0,100.0,103.0,0,0,0,0,0.06211683806713788,0,0.050225894385668,0,0.0503515382461267,1,0.02053560289132071,0,0.24242052644744522
peak district;bronze age;civilization;agriculture;history of the world;irrigation,peak district,mixed-breed dog,5,4,0,2,0,1,1,2,2,"[0.05005326395204522, 0.21028826999823141, 0.09838593138584321, 0.16965861389028855, 0.09128183600544276]","[0.024624014160840566, 0.017464209835576817, 0.04948811284528624, 0.17074654500914194, 0.09128183600544276, 1.0000000000000024]","[True, False, True, False]","[False, True, True, False, True]",False,False,5.0,-160.2,123.8696895935402,-360.0,-201.0,-91.0,-87.0,-62.0,4.0,-28.5,243.07269145943428,-269.0,-171.5,-71.5,71.5,298.0,0,0,0,0,0.08111588371073343,0,0.0679375009453519,0,0.06473790446264477,0,0.047261107697034406,0,0.4003667711475889
shoshone national forest;world war ii;united kingdom;university of cambridge,shoshone national forest,list of universities in the united kingdom,3,4,0,0,1,1,0,2,3,"[0.043706412154373805, 0.16681492776032184, 0.0887467988753303]","[0.019568472012670732, 0.029866330166023736, 0.0887467988753303, 1.0000000000000007]","[True, False]","[True, True, True]",False,True,3.0,-707.3333333333334,429.0155397340909,-1089.0,-939.5,-790.0,-516.5,-243.0,2.0,273.5,809.6372644585969,-299.0,-12.75,273.5,559.75,846.0,0,0,1,0,0.10777698456987615,0,0.09151906119934726,1,0.14462378829447953,0,0.42693791624555716,1,0.8966950838825791
"australia;sydney;time zone;united states;dallas, texas",australia,"amarillo, texas",4,4,0,0,0,1,1,3,5,"[0.17151479441140907, 0.028223153136948544, 0.09238728330121934, 0.10205141816967395]","[0.03926287460544829, 0.04741037111377096, 0.02535855803426002, 0.10205141816967395, 0.9999999999999991]","[False, True, True]","[True, False, True, True]",False,False,4.0,-612.0,658.0309009968048,-1588.0,-686.5,-353.5,-279.0,-153.0,3.0,-56.0,1243.9803053103374,-1202.0,-717.5,-233.0,517.0,1267.0,0,0,1,0,0.09789035875863149,0,0.06590305713537616,1,0.11183303054960661,0,0.0939081314488122,0,0.6191377559757602
scottish episcopal church;scotland;science;chemistry,scottish episcopal church,chemical synapse,3,4,0,0,2,0,0,2,3,"[0.38351113975780343, 0.03247922295413886, 0.12308299063279333]","[0.008786118459529592, 0.016637900839397, 0.12308299063279333, 1.0000000000000009]","[False, True]","[True, True, True]",False,True,3.0,-237.33333333333337,114.69234208670312,-348.0,-296.5,-245.0,-182.0,-119.0,2.0,114.5,16.263455967290593,103.0,108.75,114.5,120.25,126.0,0,0,1,0,0.12097491469316947,0,0.13609034800594316,1,0.10997905491120347,0,0.38827625878355476,1,0.7885564588110434
"barbary macaque;culture;united states;u.s. state;newark, new jersey",barbary macaque,bruce springsteen,4,4,0,2,0,0,2,1,2,"[0.02397548915821836, 0.17482221077360524, 0.44841659139115103, 0.07438474132180341]","[0.010039311365722529, 0.023269114292228447, 0.09716807452505703, 0.07438474132180341, 1.0000000000000049]","[True, True, False]","[True, True, False, True]",False,False,4.0,-534.5,728.1874758604407,-1607.0,-678.5,-240.0,-96.0,-51.0,3.0,20.0,1391.1477275976122,-1496.0,-589.0,318.0,778.0,1238.0,0,0,0,0,0.07872605977686062,0,0.1098377769754776,0,0.05229961826304933,0,0.10891202227724253,0,0.7618198865160568
dna repair;evolution;united states;hip hop music;tupac shakur,dna repair,tupac shakur,4,4,1,1,0,2,1,1,1,"[0.2424193910159125, 0.07057094005995593, 0.07465012830427427, 0.09766881587136937]","[0.003408549328573627, 0.01599391277500912, 0.03222238459365511, 0.09766881587136937, 0.9999999999999979]","[False, True, True]","[True, True, True, True]",False,True,4.0,-534.75,733.9761008824923,-1620.0,-661.5,-234.5,-107.75,-50.0,3.0,25.666666666666668,1404.5676677658978,-1493.0,-600.5,292.0,785.0,1278.0,0,0,0,0,0.08039757232545282,0,0.10685698552827705,0,0.055981681328890864,0,0.10893732484229222,1,0.762445161252536
hepatocellular carcinoma;protein;human;space exploration;mars;planetary habitability,hepatocellular carcinoma,planetary habitability,5,4,1,0,2,3,0,1,2,"[0.030288984292105872, 0.04469610831095504, 0.11679193681539453, 0.21296786727292652, 0.19740616448417336]","[0.01766462110727529, 0.05579928519812355, 0.07470239919902849, 0.09291690422350551, 0.19740616448417336, 1.000000000000001]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-120.0,50.428166732491874,-193.0,-147.0,-108.0,-83.0,-69.0,4.0,9.75,66.46490301906212,-85.0,-10.75,30.0,50.5,64.0,0,0,0,0,0.07970496105191488,0,0.07625046964450267,0,0.059215067542399,0,0.058512918751037556,1,0.4136392766154848
fourteenth amendment to the united states constitution;england;industrial revolution;sulfuric acid;water;oxygen;hydrogen peroxide,fourteenth amendment to the united states constitution,hydrogen peroxide,6,4,1,1,1,2,2,1,5,"[0.042368857530450416, 0.11331835062185264, 0.09128151734620882, 0.13129983954420635, 0.1301870139539157, 0.2264333513070868]","[0.0063736406738963206, 0.012590838877508954, 0.04088072314778599, 0.17410241237031032, 0.08760195165309152, 0.2264333513070868, 1.000000000000001]","[True, False, True, False, True]","[True, True, True, False, True, True]",False,False,6.0,-287.6666666666667,256.6411242701891,-763.0,-314.75,-245.0,-134.75,-37.0,5.0,145.2,269.3588684264916,-131.0,-101.0,155.0,297.0,506.0,0,0,0,0,0.05376088301118152,0,0.05483005400507952,0,0.06670406186843511,0,0.016950876202241272,0,0.23851501727425714
united states constitution;united states;guam;philippines;mount pinatubo;eruption column,united states constitution,eruption column,5,4,1,0,4,1,1,0,4,"[0.27542872830020654, 0.1456791833343501, 0.0922968259090446, 0.08223098897919318, 0.5930315368816633]","[0.006211366388214592, 0.02929228185779263, 0.015267507645613116, 0.04454120406204679, 0.5930315368816633, 0.9999999999999999]","[False, False, False, True]","[True, False, True, True, True]",False,False,5.0,-439.2,645.7950139169549,-1574.0,-335.0,-197.0,-53.0,-37.0,4.0,384.25,572.877168335412,16.0,107.5,141.0,417.75,1239.0,0,0,0,0,0.0595572842052464,0,0.06534363911966262,0,0.09287166162827522,0,0.022970257228251103,0,0.41719173712511826
chad;world war ii;rome;italy,chad,the godfather,3,4,0,0,1,1,1,1,4,"[0.05274706508743661, 0.08320232034696212, 0.25639771556970203]","[0.10156463208377797, 0.20059424466148065, 0.25639771556970203, 0.9999999999999999]","[True, True]","[True, True, True]",True,True,3.0,-617.0,284.00528164102866,-900.0,-759.5,-619.0,-475.5,-332.0,2.0,140.5,604.5762979144981,-287.0,-73.25,140.5,354.25,568.0,0,0,0,0,0.1123555891228905,0,0.14685679670785937,0,0.15015849154201527,1,0.45112822761450927,1,0.7679099827666708
belfast;tobacco;nitrogen;periodic table;scandium,belfast,scandium,4,4,1,1,0,0,2,2,3,"[0.017031944546884857, 0.02234083080965855, 0.0702607485710457, 0.1491387932191252]","[0.005338114889008095, 0.009363497333900633, 0.05537940945245836, 0.1491387932191252, 0.999999999999999]","[True, True, True]","[True, True, True, True]",True,True,4.0,-131.25,36.899638661284115,-155.0,-154.25,-146.5,-123.5,-77.0,3.0,-20.666666666666668,50.143128475727686,-78.0,-38.5,1.0,8.0,15.0,0,0,0,0,0.10540183127369525,0,0.09721025355440759,0,0.07924014604291009,1,0.1672941874171513,1,0.6404354396049575
kingman reef;united states;education;mathematics;prime number,kingman reef,prime number,4,4,1,2,1,1,1,0,4,"[0.08276570555602275, 0.1001130004379699, 0.08258570710926162, 0.10148103167627545]","[0.0032008599891393025, 0.023608309015398926, 0.01937352850347809, 0.10148103167627545, 0.9999999999999989]","[True, False, True]","[True, False, True, True]",False,False,4.0,-544.5,682.8999438668401,-1553.0,-661.25,-276.0,-159.25,-73.0,3.0,493.3333333333333,603.2365484064551,115.0,145.5,176.0,682.5,1189.0,0,0,0,0,0.0793575630066223,0,0.08750443477991988,0,0.11620650699645077,0,0.11261050484244182,0,0.6299185563885852
battle of the little bighorn;england;british empire;india,battle of the little bighorn,economy of india,3,4,0,1,1,0,0,2,3,"[0.026107546238372255, 0.2394202431294305, 0.2601823126927008]","[0.029047789430487855, 0.09234749802961838, 0.2601823126927008, 0.9999999999999981]","[True, True]","[True, True, True]",True,True,3.0,-602.3333333333334,251.61544732653704,-757.0,-747.5,-738.0,-525.0,-312.0,2.0,9.5,615.8900064134829,-426.0,-208.25,9.5,227.25,445.0,0,0,1,0,0.12214694884339959,0,0.0991082796637543,1,0.1531768309273167,1,0.43487981287261324,1,0.8293028732908378
edward jenner;england;cricket;australia,edward jenner,donald bradman,3,4,0,1,1,1,1,0,2,"[0.03961243789230081, 0.0870938570687393, 0.06396457730019282]","[0.01920447242585922, 0.12746324560149935, 0.06396457730019282, 1.0000000000000033]","[True, False]","[True, False, True]",False,False,3.0,-533.3333333333334,251.4961895006231,-753.0,-670.5,-588.0,-423.5,-259.0,2.0,82.5,581.9488809165287,-329.0,-123.25,82.5,288.25,494.0,0,0,0,0,0.11880723334260339,0,0.11129795317002596,0,0.13457874199616504,0,0.4190302266731975,0,0.8292814416111347
child;economics;united kingdom;spain;gibraltar;rock of gibraltar,child,rock of gibraltar,5,4,1,2,0,1,2,1,4,"[0.1294888393440717, 0.03992564302232174, 0.16298535565213468, 0.24389940989444506, 0.7058301611896843]","[0.011768307869440773, 0.0074960815493080955, 0.06118954033708741, 0.10644543914461334, 0.7058301611896843, 0.9999999999999998]","[False, True, True, True]","[False, True, True, True, True]",False,False,5.0,-401.4,430.3676335413712,-1008.0,-705.0,-135.0,-115.0,-44.0,4.0,17.75,638.0122125267927,-893.0,-155.0,197.0,369.75,570.0,0,0,0,0,0.07341596011486362,0,0.12533949567108302,0,0.042187386331301716,0,0.04893678166656328,0,0.38251651136285364
triathlon;france;european union;europe,triathlon,magpie,3,4,0,2,0,0,2,0,3,"[0.04204763301671893, 0.28587086995307237, 0.2874028541241009]","[0.020182985691199265, 0.2709374976358186, 0.2874028541241009, 1.0000000000000004]","[True, True]","[True, True, True]",True,True,3.0,-786.0,397.26439558561,-1064.0,-1013.5,-963.0,-647.0,-331.0,2.0,-50.5,965.2007563196372,-733.0,-391.75,-50.5,290.75,632.0,1,1,0,1,0.12595898155223545,1,0.0771505604296584,0,0.16319150685511183,1,0.43189521173804785,1,0.8802365986111902
indian ocean;united kingdom;jane austen;bbc;doctor who;sydney newman,indian ocean,sydney newman,5,4,1,1,2,1,1,1,5,"[0.09433664620666815, 0.04335704067806191, 0.023997682694508735, 0.35391173927673536, 0.2773466907903076]","[0.010292134142992097, 0.061088712610898266, 0.039468001771645896, 0.2710578439997534, 0.2773466907903076, 0.9999999999999992]","[False, False, True, False]","[True, False, True, True, True]",False,False,5.0,-309.2,416.27899298427246,-1045.0,-194.0,-183.0,-75.0,-49.0,4.0,249.0,412.30975410889,-11.0,16.75,72.5,304.75,862.0,0,0,0,0,0.06654475500638464,0,0.05792185198319819,0,0.08677990910029597,0,0.03173670476801361,0,0.4450190004343436
university;england;london;tower of london,university,sparrow,3,4,0,0,0,2,0,2,4,"[0.04516503971507603, 0.2820032973974934, 0.19370247055570222]","[0.03580941269449915, 0.09173422991623274, 0.19370247055570222, 1.0000000000000004]","[True, False]","[True, True, True]",False,True,3.0,-558.0,365.65967784266286,-781.0,-769.0,-757.0,-446.5,-136.0,2.0,322.5,422.14274836836887,24.0,173.25,322.5,471.75,621.0,0,0,1,0,0.10868494925339194,0,0.07106596656542453,1,0.1402890039342209,0,0.40937293859533136,1,0.923356589355568
the holocaust;norway;united nations;united states;agriculture;fruit;rhubarb,the holocaust,rhubarb,6,4,1,1,1,3,1,1,4,"[0.07090128375198175, 0.11019647119016601, 0.30510236928207757, 0.09694064671455109, 0.08489266397251435, 0.04711860992232454]","[0.008582741768773737, 0.00542780224777627, 0.01184188022135268, 0.01949195969689004, 0.033867455267429646, 0.04711860992232454, 1.0000000000000016]","[True, True, False, False, False]","[False, True, True, True, True, True]",False,False,6.0,-513.8333333333334,588.1174769267333,-1662.0,-497.5,-342.0,-196.25,-40.0,5.0,50.6,871.5533833334595,-1271.0,-98.0,124.0,369.0,1129.0,0,0,0,0,0.05144365973830505,0,0.04464640852061281,0,0.04488037029917037,0,0.005837365788023076,0,0.24683966329995247
weed;dandelion;british isles;great britain;bristol;clifton suspension bridge,weed,clifton suspension bridge,5,4,1,2,1,0,1,2,3,"[0.14236440838771824, 0.02180067978517008, 0.5892189643178198, 0.059756546224405634, 0.33525408039922716]","[0.005267902734763406, 0.00814865200637605, 0.0193542895519007, 0.022701119809916383, 0.33525408039922716, 1.0000000000000002]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-103.0,92.8304906805948,-257.0,-95.0,-91.0,-64.0,-8.0,4.0,-14.0,142.43829073204532,-166.0,-103.75,-26.0,63.75,162.0,0,0,0,0,0.08353220351478804,0,0.061816276884042294,0,0.0620225303635691,0,0.05168383776803396,1,0.4816230833595943
manchester united f.c.;united states;computer;microsoft windows;windows vista,manchester united f.c.,windows vista,4,4,1,2,2,1,0,0,3,"[0.1607019763110255, 0.036229024125313446, 0.10992155644157027, 0.7302788218385103]","[0.015468938373548779, 0.031969274022838626, 0.1316915023851165, 0.7302788218385103, 0.9999999999999989]","[False, True, True]","[True, True, True, True]",False,True,4.0,-509.75,724.6283530196704,-1570.0,-676.75,-228.0,-61.0,-13.0,3.0,519.0,594.01094266015,64.0,183.0,302.0,746.5,1191.0,0,0,0,0,0.07243131832727111,0,0.08652562856955222,0,0.08817744578378306,0,0.09862452532650919,1,0.6715948648190391
oleg of novgorod;kiev;ukraine;europe;monaco;formula one;monaco grand prix,oleg of novgorod,monaco grand prix,6,4,1,1,2,1,1,2,5,"[0.12460915958948815, 0.34088324901062345, 0.18198021916537893, 0.11391448785768539, 0.05438196529230478, 0.3743398829187185]","[0.0037548339646279977, 0.0087099968842642, 0.010637720281349754, 0.07572668057963781, 0.6774346315198283, 0.3743398829187185, 0.9999999999999993]","[True, False, False, False, True]","[True, True, True, True, False, True]",False,False,6.0,-263.0,363.85326712838514,-989.0,-210.5,-146.0,-56.75,-38.0,5.0,-9.0,563.5499090586387,-778.0,-173.0,-35.0,161.0,780.0,0,0,0,0,0.055082103382687424,0,0.03969675476002932,0,0.045444321704191444,0,0.007181915991685772,0,0.23055428456242907
bean;estonia;european union;france;louis xiv of france;list of french monarchs,bean,list of french monarchs,5,4,1,2,0,2,1,1,3,"[0.018043490404640317, 0.14169089236977492, 0.28587086995307237, 0.2622582006672423, 0.3699298744316935]","[0.0021118590246625457, 0.021728788300895377, 0.031729302465022036, 0.22859326029847146, 0.3699298744316935, 1.0000000000000022]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-324.6,437.73199563203053,-1090.0,-288.0,-117.0,-77.0,-51.0,4.0,6.5,739.062694679326,-802.0,-358.75,-72.5,292.75,973.0,0,0,0,0,0.072050301282128,0,0.05659936798418284,0,0.06797325249012175,0,0.025323406208861844,1,0.4108205039676952
tropical storm leslie (2000);bermuda;spain;christopher columbus;india;socialism,tropical storm leslie (2000),economy of india,5,4,0,2,1,1,1,1,5,"[0.07870735798469979, 0.08220454266185177, 0.1404001075447499, 0.03228610690544825, 0.06688973746125036]","[0.012375716563681284, 0.028378208055027575, 0.07866524950541354, 0.0175282237084293, 0.06688973746125036, 1.0]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-321.4,270.00333331275743,-650.0,-572.0,-178.0,-155.0,-52.0,4.0,-31.5,550.190573044165,-520.0,-501.25,-39.0,430.75,472.0,0,0,0,0,0.0800306569681242,0,0.0703870624997494,0,0.0696994348311209,0,0.07076862896253047,0,0.41073059294630226
southern united states;gulf of mexico;atlantic ocean;whale;blue whale,southern united states,blue whale,4,4,1,0,2,1,0,2,3,"[0.14399257739115298, 0.19554962554222374, 0.045134994763146204, 0.6558243958168574]","[0.048535286449266205, 0.033035208584173165, 0.10902485799064071, 0.6558243958168574, 1.0000000000000027]","[True, False, True]","[False, True, True, True]",False,False,4.0,-147.75,96.62082246251754,-269.0,-185.0,-144.0,-106.75,-34.0,3.0,32.333333333333336,147.61549150862635,-138.0,-13.0,112.0,117.5,123.0,0,0,0,0,0.10247760597538118,0,0.09980936232085391,0,0.07324691148067924,0,0.16884620546189313,0,0.7025936075510096
vitamin d;tuna;oxygen;plant;flower,vitamin d,borage,4,4,0,2,0,0,3,0,2,"[0.014747690493436362, 0.016961943198923062, 0.07113500924561686, 0.23526567369167253]","[0.009302038317880078, 0.011877805021884078, 0.01640515624846205, 0.23526567369167253, 0.9999999999999994]","[True, True, True]","[True, True, True, True]",True,True,4.0,-153.0,87.70784837553973,-215.0,-213.5,-184.5,-124.0,-28.0,3.0,-42.666666666666664,127.98567628189232,-187.0,-92.5,2.0,29.5,57.0,0,1,0,0,0.10760602585334421,1,0.0843970186198633,0,0.07502446912944435,1,0.15870669733520903,1,0.7084255660974866
bull shark;australia;elizabeth ii of the united kingdom;church of england;archbishop of canterbury;canterbury,bull shark,canterbury,5,4,1,1,2,1,2,0,5,"[0.04557561524368016, 0.1763811618641821, 0.12127635228446387, 0.4131994729689365, 0.596626038661358]","[0.01094176437106123, 0.03736702790948121, 0.051882907795523965, 0.2860300436665457, 0.596626038661358, 1.0000000000000013]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-228.0,213.41157419409095,-590.0,-215.0,-188.0,-102.0,-45.0,4.0,136.25,160.97903590219445,27.0,49.5,71.5,158.25,375.0,0,0,0,0,0.07379399559141203,0,0.0670134778652429,0,0.0730266160672955,0,0.04645219503450238,1,0.4416034860004161
nematode;animal;fungus;human;aids;cancer,nematode,edema,5,4,0,1,3,1,1,0,1,"[0.13785393570074939, 0.10095463529437498, 0.0674593921833942, 0.0673226615820689, 0.11155824914571197]","[0.021355291211789047, 0.048966162446819624, 0.02905841053920658, 0.06497329821135772, 0.11155824914571197, 0.9999999999999957]","[False, False, False, True]","[True, False, True, True, True]",False,False,5.0,-218.6,166.34692663226454,-499.0,-212.0,-183.0,-134.0,-65.0,4.0,91.25,242.1423479415913,-118.0,-51.25,24.5,167.0,434.0,0,0,0,0,0.07616632755082114,0,0.061895927974860175,0,0.07557085478508169,0,0.04688100403223127,0,0.4411206186862981
