path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
pinworm;animal;latin;europe;russia;volcano;koryaksky,pinworm,koryaksky,6,4,1,4,0,0,2,1,3,"[0.05821313443877085, 0.02361074345887259, 0.13573076304962306, 0.2850980740633511, 0.0332197890354784, 0.31553069409523166]","[0.006093096887852064, 0.0033900709072806094, 0.012854233465619102, 0.026514535334994455, 0.05464039640733354, 0.31553069409523166, 0.9999999999999983]","[False, True, True, False, True]","[False, True, True, True, True, True]",False,False,6.0,-483.1666666666667,316.43035041959337,-960.0,-630.75,-481.0,-291.5,-68.0,5.0,84.8,356.9449537393686,-490.0,22.0,164.0,283.0,445.0,1,0,0,1,0.05611291111635061
dysprosium;france;united states;poetry of the united states;literature;graphic novel,dysprosium,graphic novel,5,4,1,1,2,1,1,1,4,"[0.016113395791542955, 0.25885041069879217, 0.11836034366262026, 0.2312577775824159, 0.15616780292847668]","[0.005343216872785262, 0.02751993413072868, 0.05644872488443545, 0.04366323911889583, 0.15616780292847668, 1.0000000000000018]","[True, False, True, False]","[True, True, False, True, True]",False,False,5.0,-616.8,677.3678468897089,-1634.0,-981.0,-299.0,-111.0,-59.0,4.0,230.5,823.4401415201147,-653.0,-124.25,120.0,474.75,1335.0,0,0,0,0,0.05608931609834612
ars moriendi;roman catholic church;eastern orthodox church;soviet union;mikhail gorbachev,ars moriendi,history of post-soviet russia,4,4,0,3,0,0,0,2,4,"[0.05460218049751756, 0.45977944508014984, 0.06875711332753677, 0.4468911777648671]","[0.006965938638985156, 0.027445708517553825, 0.03379647526917285, 0.4468911777648671, 0.9999999999999989]","[True, False, True]","[True, True, True, True]",False,True,4.0,-210.75,130.88767448974457,-374.0,-287.75,-184.5,-107.5,-100.0,3.0,53.0,281.55461281960913,-264.0,-57.5,149.0,211.5,274.0,1,0,0,1,0.0909515675555641
ununhexium;russia;united states;california;lake tahoe,ununhexium,lake tahoe,4,4,1,2,0,0,0,3,5,"[0.028417978418547492, 0.24756651162775425, 0.21403081917738626, 0.11806099011593127]","[0.006734347430480257, 0.03208479332589381, 0.04866903619596878, 0.11806099011593127, 1.0000000000000018]","[True, False, False]","[True, True, True, True]",False,True,4.0,-692.25,682.4873014691677,-1654.0,-820.75,-537.0,-408.5,-41.0,3.0,163.33333333333334,1154.8637726300592,-1123.0,-310.5,502.0,806.5,1111.0,0,0,1,0,0.09097166357859028
battle of alesia;france;sub-saharan africa;central african republic;democratic republic of the congo;great rift valley;mount nyiragongo,battle of alesia,mount nyiragongo,6,4,1,4,1,1,0,1,3,"[0.08141020753525272, 0.0797012889223417, 0.14080801645525404, 0.2827392658424826, 0.0666909829671189, 0.13875883073089654]","[0.00879805165285933, 0.019488488819667558, 0.022075763843673643, 0.03125486443959755, 0.07669241566036646, 0.13875883073089654, 0.9999999999999997]","[False, True, True, False, True]","[True, True, True, True, True, True]",False,True,6.0,-254.33333333333337,352.6821042619921,-967.0,-161.0,-127.5,-115.75,-20.0,5.0,189.4,369.41480749964535,-58.0,7.0,11.0,151.0,836.0,1,0,0,1,0.05932836250186441
william and mary;glorious revolution;united kingdom;atlantic ocean;tropical cyclone;earth;earthquake,william and mary,earthquake,6,4,1,1,2,2,1,1,3,"[0.344592238420838, 0.2314425324068777, 0.15092604101612114, 0.18221142015538325, 0.08520607345509168, 0.12109266297452334]","[0.0075024724808053, 0.012359047567000599, 0.03263516935985138, 0.027417667893539038, 0.0430146422664605, 0.12109266297452334, 1.0000000000000013]","[False, False, True, False, True]","[True, True, False, True, True, True]",False,False,6.0,-371.5,331.9118858974472,-995.0,-399.75,-287.0,-208.0,-41.0,5.0,-32.4,573.5078900939376,-954.0,-128.0,148.0,193.0,579.0,0,0,0,0,0.05932834577021151
van halen;united states;moon;earth;life;animal;mammal;horse;pony,van halen,pony,8,4,1,5,2,2,0,0,3,"[0.02244761833413552, 0.059399143662697676, 0.45421443202019496, 0.11242919109362037, 0.09214194797109078, 0.0724197183196405, 0.05262786579354923, 0.287651651396113]","[0.001999151902736916, 0.01200460159393, 0.006846107236443212, 0.007740200344436979, 0.009739452241299167, 0.011952884424652702, 0.015523696398810198, 0.287651651396113, 0.9999999999999989]","[True, True, False, False, False, False, True]","[True, False, True, True, True, True, True, True]",False,False,8.0,-420.0,484.2699955308284,-1557.0,-445.0,-270.5,-152.0,-66.0,7.0,213.0,447.9724693921864,-334.0,69.5,131.0,211.5,1132.0,1,0,0,1,0.027865556270516487
yak;tibet;india;indian ocean;pacific ocean;united states;fine art;film;silent film,yak,silent film,8,4,1,2,1,2,2,2,6,"[0.1429838271334111, 0.08568910832192293, 0.3508654911510324, 0.3125078578410749, 0.2503113455256296, 0.05766998984478008, 0.048112649325336744, 0.4355725684893608]","[0.0067154421381510196, 0.0084424198830305, 0.022268287314199497, 0.0137155888077408, 0.01161750651709026, 0.04637708069264265, 0.028528281099698207, 0.4355725684893608, 1.000000000000001]","[False, True, False, False, False, False, True]","[True, True, False, False, True, False, True, True]",False,False,8.0,-410.375,529.4271668511166,-1636.0,-386.0,-228.0,-131.25,-26.0,7.0,7.0,839.7168173457843,-1378.0,-311.5,124.0,296.0,1334.0,0,0,0,0,0.027859611883180535
auto racing;united states;electronics;computer;computer and video games;nintendo,auto racing,space invaders,5,4,0,4,1,1,0,0,4,"[0.07588280552493566, 0.02172907770942325, 0.149020251634912, 0.1505697059933653, 0.3810670737217536]","[0.01840729899249761, 0.04247205171286558, 0.009843969658205453, 0.033503805884821186, 0.3810670737217536, 1.0000000000000016]","[False, True, True, True]","[True, False, True, True, True]",False,False,5.0,-422.4,649.1019180375297,-1564.0,-340.0,-99.0,-56.0,-53.0,4.0,377.0,574.4173859950039,-3.0,33.75,143.5,486.75,1224.0,1,0,0,1,0.062203323506428765
florence nightingale;istanbul;earthquake;california;mexico;costa rica;pacific ocean,florence nightingale,nurse sharks,6,4,0,3,1,2,1,0,6,"[0.03730515105046597, 0.03629528974394228, 0.03114574386520834, 0.19667581423781605, 0.10585065699192853, 0.052076099737331044]","[0.009030335546501667, 0.040060433360730036, 0.0618255413286122, 0.15062028705590647, 0.09433561617984022, 0.052076099737331044, 1.0000000000000007]","[False, False, True, False, False]","[True, True, True, False, False, True]",False,False,6.0,-196.5,89.1711836862111,-311.0,-256.75,-204.0,-128.75,-82.0,5.0,-27.6,131.22233041673965,-111.0,-106.0,-81.0,-42.0,202.0,0,0,0,0,0.06219103187637581
fresh water;earth;europe;united kingdom;england;wessex,fresh water,wessex,5,4,1,3,1,2,0,0,4,"[0.07459291656723259, 0.08556400889779398, 0.2417890222080024, 0.5659328445737464, 0.13237369999981852]","[0.00909622826081928, 0.01050311239284863, 0.030292701409918542, 0.06637604873396569, 0.13237369999981852, 1.0000000000000009]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-713.4,443.3264034546104,-1129.0,-1049.0,-917.0,-278.0,-194.0,4.0,21.0,623.631835834787,-771.0,-252.75,66.0,339.75,723.0,1,0,0,1,0.04661080919412272
supply and demand;economics;karl popper;austria;holy roman empire;netherlands;philip ii of spain;william the silent,supply and demand,william the silent,7,4,1,2,3,1,1,1,5,"[0.29333782188201996, 0.11291365918960256, 0.051974282089533023, 0.19794491258845082, 0.09405842561639798, 0.11758599789142707, 0.21387577648213343]","[0.007538940398173776, 0.01239144556758853, 0.016278150742928245, 0.060985059207905215, 0.09774959821714087, 0.27563572914565043, 0.21387577648213343, 1.0000000000000009]","[False, False, True, False, True, True]","[True, True, True, True, True, False, True]",False,False,7.0,-161.14285714285714,122.44785090182756,-384.0,-200.5,-140.0,-87.0,-29.0,6.0,14.5,192.49181800793508,-241.0,-135.5,84.5,114.0,244.0,0,0,0,0,0.04658914838040331
tropics;earth;united states;canada;canadian senate,tropics,senate of canada,4,4,0,4,0,0,1,0,3,"[0.09677615178076758, 0.08151216872548508, 0.28943270675633215, 0.2489043835115804]","[0.0062486928971747764, 0.015739455344118823, 0.11031574397931038, 0.2489043835115804, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True,4.0,-721.75,713.2962801903101,-1667.0,-1064.0,-574.0,-231.75,-72.0,3.0,71.0,1258.3516996452145,-1382.0,-295.5,791.0,797.5,804.0,1,0,0,1,0.06908845803545048
u.s. state;minnesota;europe;netherlands;dutch language;east flemish,u.s. state,east flemish,5,4,1,0,2,0,3,1,4,"[0.22667525340522407, 0.05873728251631107, 0.24096418162955766, 0.463651261119689, 0.4128441043341501]","[0.013505277898261066, 0.01034192126313806, 0.05800836984826191, 0.13815988009382202, 0.4128441043341501, 0.9999999999999988]","[False, True, True, False]","[False, True, True, True, True]",False,False,5.0,-372.8,387.3837890258187,-993.0,-499.0,-217.0,-100.0,-55.0,4.0,11.25,618.2628216759169,-893.0,-101.75,222.0,335.0,494.0,0,1,0,0,0.06911407032407317
jet engine;world war ii;israel;egypt,jet engine,humus,3,4,0,3,1,0,0,0,4,"[0.04736595782387792, 0.1056509516467548, 0.20986548790244247]","[0.013440356810007346, 0.07879595853604564, 0.20986548790244247, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-547.3333333333334,204.1184296758461,-760.0,-644.5,-529.0,-441.0,-353.0,2.0,115.5,412.2432534317572,-176.0,-30.25,115.5,261.25,407.0,1,0,0,1,0.11285509411460265
william butler yeats;london;world war ii;philippines,william butler yeats,battle of rennell island,3,4,0,0,0,2,0,2,3,"[0.03840669843609372, 0.08180450047726688, 0.10224225346154506]","[0.01610381450347482, 0.08393352575225344, 0.10224225346154506, 1.0000000000000007]","[True, True]","[True, True, True]",True,True,3.0,-580.6666666666666,281.05218969674183,-851.0,-726.0,-601.0,-445.5,-290.0,2.0,155.5,573.46359954229,-250.0,-47.25,155.5,358.25,561.0,0,0,1,0,0.11289449021735329
anglican church of australia;melbourne;garden;plant;flower,anglican church of australia,flower,4,4,1,3,0,0,1,1,3,"[0.07020330802368845, 0.01870391001519952, 0.05572795498074932, 0.23526567369167253]","[0.002649926280298348, 0.01126468269301479, 0.06717760446417721, 0.23526567369167253, 0.9999999999999994]","[False, True, True]","[True, True, True, True]",False,True,4.0,-129.25,69.85401443963929,-215.0,-170.75,-120.0,-78.5,-62.0,3.0,-31.333333333333332,95.34323957855288,-131.0,-76.5,-22.0,18.5,59.0,1,0,0,1,0.10279333168361864
ho chi minh city;france;united kingdom;parliamentary system,ho chi minh city,edward viii of the united kingdom,3,4,0,0,2,1,1,0,4,"[0.08200680385065733, 0.21402039732604736, 0.17118060686902467]","[0.021030140414141987, 0.10280761628309508, 0.17118060686902467, 1.0000000000000004]","[True, False]","[True, True, True]",False,True,3.0,-752.0,457.28218858818457,-1055.0,-1015.0,-975.0,-600.5,-226.0,2.0,374.5,642.7600640985717,-80.0,147.25,374.5,601.75,829.0,0,0,0,0,0.10276851226238182
triathlon;france;european union;europe,triathlon,magpie,3,4,0,2,0,0,2,0,3,"[0.04204763301671893, 0.28587086995307237, 0.2874028541241009]","[0.020182985691199265, 0.2709374976358186, 0.2874028541241009, 1.0000000000000004]","[True, True]","[True, True, True]",True,True,3.0,-786.0,397.26439558561,-1064.0,-1013.5,-963.0,-647.0,-331.0,2.0,-50.5,965.2007563196372,-733.0,-391.75,-50.5,290.75,632.0,1,1,0,1,0.12595898155223545
roman villa;roman empire;christianity;middle ages,roman villa,yak,3,4,0,0,2,1,0,1,3,"[0.12252466555208366, 0.11180118476333155, 0.1564630691312098]","[0.0962989002915537, 0.3083300291375315, 0.1564630691312098, 0.9999999999999993]","[False, True]","[True, False, True]",False,False,3.0,-304.6666666666667,81.61699169494875,-394.0,-340.0,-286.0,-260.0,-234.0,2.0,-26.0,189.50461735799473,-160.0,-93.0,-26.0,41.0,108.0,0,0,0,0,0.12639752347706823
proxima centauri;hubble space telescope;astronomy;physics;mathematics;applied mathematics,proxima centauri,applied mathematics,5,4,1,3,1,1,1,0,4,"[0.056257885056853106, 0.21451666693855656, 0.17398370472892347, 0.16053298551507866, 0.7129208476078875]","[0.0037642258341237305, 0.016200856512874173, 0.031056232348122895, 0.17335140289296652, 0.7129208476078875, 0.9999999999999982]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-142.8,86.8141693504004,-256.0,-201.0,-137.0,-70.0,-50.0,4.0,-5.0,128.04426318009462,-87.0,-69.75,-59.5,5.25,186.0,1,0,0,1,0.07927264597833043
chocolate;coffee;yemen;middle east;mesopotamia;akkadian empire,chocolate,akkadian empire,5,4,1,1,2,1,0,2,4,"[0.05462007018558983, 0.0348715027848811, 0.3452695963054394, 0.09777076853916078, 0.3623844612455274]","[0.003526725376937551, 0.005293116546189349, 0.0244319279054191, 0.026270040005532735, 0.3623844612455274, 0.9999999999999993]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-152.6,116.68461766659732,-347.0,-175.0,-94.0,-84.0,-63.0,4.0,5.25,188.0839794701647,-253.0,-70.75,51.0,127.0,172.0,0,0,0,0,0.07923857252889652
cape lion;africa;egypt;united kingdom;ireland;u2,cape lion,u2,5,4,1,3,1,0,1,1,4,"[0.11234908754438071, 0.17927428689388406, 0.11051530931195189, 0.38426752940300796, 0.11406713627424277]","[0.004791488859839325, 0.03297285183729268, 0.02432517626466753, 0.0672002504413941, 0.11406713627424277, 1.0000000000000022]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-534.6,338.5739210275948,-1040.0,-572.0,-485.0,-485.0,-91.0,4.0,98.5,465.8486878805178,-468.0,-182.25,153.5,434.25,555.0,1,0,0,1,0.08830607498641668
antelope;united states;computer;internet,antelope,gmail,3,4,0,0,2,2,0,0,2,"[0.029967244473473577, 0.036229024125313446, 0.15508945232527868]","[0.010254422347101659, 0.07585687426678714, 0.15508945232527868, 1.0000000000000027]","[True, True]","[True, True, True]",True,True,3.0,-702.0,761.7210775605464,-1572.0,-975.5,-379.0,-267.0,-155.0,2.0,708.5,685.1864709697645,224.0,466.25,708.5,950.75,1193.0,0,0,0,0,0.08829482873980646
gregorian chant;iceland;faroe islands;fish;carbon dioxide;plant;tree;arecaceae,gregorian chant,arecaceae,7,4,1,5,0,0,1,2,5,"[0.013669958069232, 0.1539344297182647, 0.024440098846861772, 0.03605395142298526, 0.08990072499514307, 0.15195176086379616, 0.14527284067846818]","[0.007405527765604527, 0.019037656069643957, 0.022240997804951756, 0.026972645607156967, 0.013672102781111896, 0.09356606376906267, 0.14527284067846818, 1.0000000000000007]","[True, False, True, True, True, False]","[True, True, True, False, True, True, True]",False,False,7.0,-134.42857142857142,60.76418117843532,-231.0,-164.0,-130.0,-101.5,-49.0,6.0,16.833333333333332,94.14970348687598,-105.0,-62.75,62.5,79.0,101.0,1,0,0,1,0.04888675947237042
set;19th century;southern africa;africa;giraffe;animal;mammal;zebra,set,zebra,7,4,1,1,2,1,4,0,3,"[0.010503282919117835, 0.04531894784845716, 0.511985351896445, 0.07300929088355802, 0.027136307591066656, 0.0724197183196405, 0.02639381305403988]","[0.003934820955795075, 0.004996434942334287, 0.025416174869464295, 0.029718491766621884, 0.022950342335501812, 0.014429096082751143, 0.02639381305403988, 0.9999999999999984]","[True, True, False, False, True, False]","[True, True, True, False, False, True, True]",False,False,7.0,-292.2857142857143,175.17392717497876,-532.0,-404.0,-228.0,-213.0,-52.0,6.0,39.333333333333336,283.9286295297934,-332.0,-197.0,131.0,264.0,304.0,0,1,0,0,0.04887920528776228
glaciology;greenland;united states;hip hop music;music of the united states;american popular music;jazz;christina aguilera,glaciology,christina aguilera,7,4,1,5,1,0,0,2,3,"[0.10554243985273853, 0.09949255093299278, 0.07465012830427427, 0.31157925052693847, 0.8499090863933824, 0.4374436275664985, 0.06986354128030467]","[0.0047905047936143376, 0.010461834638263714, 0.05577116632850761, 0.07789984068117185, 0.10705067126076316, 0.1162545316332127, 0.06986354128030467, 1.0000000000000018]","[False, False, True, True, False, False]","[True, True, True, True, True, False, True]",False,False,7.0,-324.57142857142856,567.4794730921571,-1589.0,-230.5,-78.0,-57.5,-29.0,6.0,8.166666666666666,886.8687426370752,-1511.0,-45.0,40.5,239.25,1247.0,1,0,0,1,0.04056924525131322
wikinews;wikipedia;dvd;compact disc;united states;cinema of the united states;star wars episode iv  a new hope;darth vader,wikinews,darth vader,7,4,1,1,2,2,2,1,4,"[0.19550846423808121, 0.044214441653999945, 0.40293515135019564, 0.02583414378204971, 0.13966124285229717, 0.21861147949177906, 0.37011012547777233]","[0.004748155956111258, 0.014031927009707486, 0.009062428644039413, 0.007941576618519998, 0.018242806678235406, 0.030049914590539333, 0.37011012547777233, 0.9999999999999963]","[False, True, False, True, True, True]","[True, False, False, True, True, True, True]",False,False,7.0,-296.85714285714283,564.1788807849949,-1556.0,-198.5,-39.0,-30.5,-25.0,6.0,-0.3333333333333333,889.9704864020304,-1522.0,-47.25,35.0,214.0,1251.0,0,0,0,0,0.04058568244707817
gorilla;africa;asia;india,gorilla,economy of india,3,4,0,3,0,1,0,0,4,"[0.028424422954124676, 0.15405574236181843, 0.2561340571197051]","[0.01393989010766549, 0.11141848168853309, 0.2561340571197051, 0.9999999999999981]","[True, True]","[True, True, True]",True,True,3.0,-601.0,131.34306224540373,-746.0,-656.5,-567.0,-528.5,-490.0,2.0,-128.0,72.12489168102785,-179.0,-153.5,-128.0,-102.5,-77.0,1,0,0,1,0.12243110913584569
battle of the little bighorn;england;british empire;india,battle of the little bighorn,economy of india,3,4,0,1,1,0,0,2,3,"[0.026107546238372255, 0.2394202431294305, 0.2601823126927008]","[0.029047789430487855, 0.09234749802961838, 0.2601823126927008, 0.9999999999999981]","[True, True]","[True, True, True]",True,True,3.0,-602.3333333333334,251.61544732653704,-757.0,-747.5,-738.0,-525.0,-312.0,2.0,9.5,615.8900064134829,-426.0,-208.25,9.5,227.25,445.0,0,0,1,0,0.12214694884339959
ascii;computer;abacus;roman empire;civilization;parthenon,ascii,parthenon,5,4,1,3,0,1,1,1,2,"[0.06857553296568475, 0.036588628649143105, 0.03676557866676269, 0.13461352277441385, 0.05572577570210337]","[0.006439315801144073, 0.019184197038075963, 0.01197253602625405, 0.0496459439205106, 0.05572577570210337, 1.0]","[False, True, True, False]","[True, False, True, True, True]",False,False,5.0,-122.4,71.36385639803947,-235.0,-135.0,-109.0,-90.0,-43.0,4.0,-11.25,135.5467324086666,-192.0,-67.5,10.5,66.75,126.0,1,0,0,1,0.08220414967208273
sound;wave;differential equation;mathematics;arithmetic;elementary arithmetic,sound,elementary arithmetic,5,4,1,0,2,1,2,1,2,"[0.2098639858608206, 0.11582884527697701, 0.13951763134588052, 0.20533204195066698, 0.2084415121961167]","[0.008008928282387587, 0.00497633353697571, 0.004228325223809718, 0.03839283938868095, 0.2084415121961167, 0.9999999999999991]","[False, True, True, True]","[False, False, True, True, True]",False,False,5.0,-62.2,61.536168226499115,-161.0,-82.0,-33.0,-26.0,-9.0,4.0,6.0,99.498743710662,-135.0,-28.5,40.0,74.5,79.0,0,0,0,0,0.0821932909282182
