path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
quark;proton;hydrogen;water;human;ethnic group;north america;united states;sport;olympic games;bbc;football (soccer),quark,tiger woods,11,4,0,6,1,1,2,2,6,"[0.17587637434971273, 0.20327646719566225, 0.16261621385389718, 0.09209266027656085, 0.124408006342663, 0.08117769514526509, 0.3308730019703287, 0.08507289258242368, 0.24047057355719947, 0.026391917114038096, 0.027172555859096295]","[0.008551429404576026, 0.005574481818055741, 0.01161230888442314, 0.027381318859949117, 0.04629804879740908, 0.030284364935020954, 0.04266037738348721, 0.08514198660474567, 0.15754628705045812, 0.11053930459643328, 0.027172555859096295, 0.9999999999999996]","[True, False, False, True, False, True, False, True, False, True]","[False, True, True, True, False, True, True, True, False, False, True]",False,False,11.0,-361.3636363636364,433.79701998221987,-1626.0,-324.5,-258.0,-167.0,-52.0,10.0,-20.6,600.9731367632925,-1195.0,-173.25,-65.5,99.5,1271.0,1,0,0,1,0.01333689002144665
button;clothing;business;trade union;employment;slavery;trade union;ronald reagan;united states;household income in the united states;poverty;working poor,button,working poor,11,4,1,3,1,4,1,3,3,"[0.09825881477371186, 0.039258434524606, 0.12060955246428318, 0.23055758875717258, 0.06548457506031655, 0.07402024371367633, 0.07249348922590103, 0.11272235920935743, 0.15770005842917909, 0.1341407040005582, 0.3874881070588753]","[0.013315814970042915, 0.03242307744289225, 0.11024379845150598, 0.11792580110815173, 0.10109115194022553, 0.0434594568900936, 0.11792580110815173, 0.029996090663719447, 0.1256582955739014, 0.062154175906946336, 0.3874881070588753, 0.9999999999999991]","[False, True, True, False, True, False, True, True, False, True]","[True, True, True, False, False, True, False, True, False, True, True]",False,False,11.0,-244.45454545454547,467.644173199317,-1638.0,-143.0,-79.0,-72.5,-38.0,10.0,-1.6,690.5650182600074,-1559.0,-33.0,0.0,63.5,1343.0,0,0,0,0,0.013234912469410722
down syndrome;world war ii;united kingdom;england;charles darwin;isaac newton;astronomy;uranus;john flamsteed,down syndrome,john flamsteed,8,4,1,5,0,3,0,1,5,"[0.02209751892720441, 0.16681492776032184, 0.5659328445737464, 0.058779145359607585, 0.04200476545295028, 0.07894796943043673, 0.1257393190142327, 0.11012750169032878]","[0.006671318234120512, 0.019615318457715497, 0.03330603355275488, 0.03133828560022653, 0.016610279987040465, 0.10077907341948134, 0.052591794137440896, 0.11012750169032878, 0.9999999999999992]","[True, True, False, False, True, True, False]","[True, True, False, False, True, False, True, True]",False,False,8.0,-424.875,423.1748836389715,-1089.0,-795.5,-187.5,-123.0,-39.0,7.0,102.28571428571428,305.5474400076657,-334.0,18.0,59.0,132.0,691.0,1,0,0,1,0.0326653629171875
"ecuador;christianity;roman empire;rome;italy;holy roman empire;charles v, holy roman emperor;italian war of 1521;battle of bicocca",ecuador,battle of bicocca,8,4,1,3,3,2,1,0,7,"[0.03682485950991598, 0.11180118476333155, 0.2197366543355612, 0.25639771556970203, 0.13417316061026924, 0.27466660900896045, 0.39004469398684377, 0.42692078748441425]","[0.02267867740719151, 0.019062696471384043, 0.05559290603320765, 0.03890251608872416, 0.08846395708238879, 0.06192527870228673, 0.08921212344968743, 0.42692078748441425, 1.000000000000001]","[True, True, True, False, True, True, True]","[False, True, False, True, False, True, True, True]",False,False,8.0,-231.75,202.58384507584577,-619.0,-302.0,-223.0,-70.5,-19.0,7.0,52.0,231.8764038591824,-353.0,8.5,58.0,101.5,439.0,0,0,0,0,0.03263205823244508
evolutionarily stable strategy;nash equilibrium;john von neumann;cold war;dwight d. eisenhower,evolutionarily stable strategy,dwight d. eisenhower,4,4,1,3,1,1,0,0,2,"[0.5610720866957073, 0.07774520152260661, 0.03166450639180072, 0.11885772914450071]","[0.007146868927438469, 0.009364070497667784, 0.020675281298621385, 0.11885772914450071, 1.0000000000000029]","[False, False, True]","[True, True, True, True]",False,True,4.0,-76.0,90.18129887436012,-204.0,-106.5,-46.5,-16.0,-7.0,3.0,-22.333333333333332,157.7540279464627,-185.0,-98.5,-12.0,59.0,130.0,1,0,0,1,0.1038153998201497
wood;tree;cretaceous;dinosaur;velociraptor,wood,velociraptor,4,4,1,2,1,0,1,1,2,"[0.2277266938276068, 0.03292247039047562, 0.19790975384437268, 0.17388064767782488]","[0.012638009430243482, 0.028758298738882117, 0.05532549021537256, 0.17388064767782488, 0.9999999999999996]","[False, True, False]","[True, True, True, True]",False,True,4.0,-108.5,32.848135411313685,-145.0,-129.25,-109.5,-88.75,-70.0,3.0,-8.333333333333334,53.144457221175315,-54.0,-37.5,-21.0,14.5,50.0,0,0,0,0,0.10383147271602419
humus;wood;water;life;earth;mammal;human;mythology;bible,humus,vampire,8,4,0,5,3,0,0,1,4,"[0.019974961441190178, 0.05483261779347964, 0.0732956907928176, 0.11242919109362037, 0.038100492630967035, 0.09718576380595302, 0.09118018707198124, 0.07708987735609438]","[0.006287934413488624, 0.013048513371360556, 0.0292631651829637, 0.02145290604802343, 0.026673068363134017, 0.012381706235543544, 0.048225316164327826, 0.07708987735609438, 0.9999999999999992]","[True, True, True, False, True, False, False]","[True, True, False, True, False, True, True, True]",False,False,8.0,-201.625,76.26445998722377,-315.0,-224.25,-198.5,-180.5,-60.0,7.0,-15.714285714285714,83.10979542291086,-139.0,-65.5,7.0,21.5,110.0,1,0,0,1,0.04048029937721699
bushbuck;forest;tree;wood;sculpture;painting;calligraphy;writing;typewriter,bushbuck,typewriter,8,4,1,1,1,3,0,4,3,"[0.06656939403266272, 0.17838541014513365, 0.2277266938276068, 0.03856275962236364, 0.1902409887200503, 0.12045866578605548, 0.14220036329941974, 0.07456940220564538]","[0.003528911345695755, 0.011367833171918362, 0.009069522012943202, 0.019223602434067875, 0.017950316562561783, 0.019839837639597926, 0.03340577334472118, 0.07456940220564538, 1.000000000000001]","[True, True, False, True, False, True, False]","[True, False, True, False, True, True, True, True]",False,False,8.0,-64.75,24.551694733474395,-94.0,-74.75,-68.0,-60.75,-12.0,7.0,8.428571428571429,27.1038566927116,-25.0,-12.0,2.0,30.5,45.0,0,0,0,0,0.040453861428527055
aleksandr pushkin;henry james;theodore roosevelt;president of the united states;james buchanan,aleksandr pushkin,james buchanan,4,4,1,3,0,0,0,2,4,"[0.06391426598289539, 0.07287247758893507, 0.18635153482901806, 0.18328763661380792]","[0.012056245960571029, 0.09412807235737247, 0.0430032083635651, 0.18328763661380792, 1.000000000000001]","[True, True, False]","[True, False, True, True]",False,False,4.0,-99.75,84.99950980250807,-221.0,-120.5,-77.0,-56.25,-24.0,3.0,-14.333333333333334,150.0411054789098,-134.0,-98.5,-63.0,45.5,154.0,1,0,0,1,0.10654899867654148
arnold schwarzenegger;weight training;health;nutrition;beriberi,arnold schwarzenegger,beriberi,4,4,1,1,0,3,1,0,1,"[0.04407295350098645, 0.22585559942369063, 0.3078807071509715, 0.1705387825487793]","[0.006550004023301265, 0.0170585691927148, 0.06318501122252039, 0.1705387825487793, 0.9999999999999997]","[True, True, False]","[True, True, True, True]",False,True,4.0,-32.5,15.588457268119896,-55.0,-34.75,-28.0,-25.75,-19.0,3.0,-12.0,13.74772708486752,-27.0,-18.0,-9.0,-4.5,0.0,0,0,0,0,0.1065056195498551
lyndon b. johnson;franklin d. roosevelt;theodore roosevelt;grand canyon,lyndon b. johnson,snowdonia national park,3,4,0,0,0,0,2,2,3,"[0.11675336160904012, 0.8293586866804683, 0.031853975322752366]","[0.02608369396122724, 0.02355870007409481, 0.031853975322752366, 1.0000000000000042]","[True, False]","[False, True, True]",False,False,3.0,-92.33333333333331,22.89832599412746,-118.0,-101.5,-85.0,-79.5,-74.0,2.0,5.5,54.44722215136416,-33.0,-13.75,5.5,24.75,44.0,0,1,1,0,0.13061627584887014
canola;agriculture;horse;mammal,canola,weasel,3,4,0,3,0,1,0,0,0,"[0.06236693230523165, 0.08178121981643148, 0.05262786579354923]","[0.006277496910547074, 0.02335239461707843, 0.05262786579354923, 0.9999999999999976]","[True, False]","[True, True, True]",False,True,3.0,-206.0,83.5224520712844,-262.0,-254.0,-246.0,-178.0,-110.0,2.0,-8.0,203.64675298172568,-152.0,-80.0,-8.0,64.0,136.0,1,0,0,1,0.13041488181007677
rwanda;france;italy;renaissance;italian renaissance;leonardo da vinci,rwanda,sistine chapel ceiling,5,4,0,4,1,0,0,1,5,"[0.1297189312348979, 0.26378908324119754, 0.18786102471150523, 0.7452074925231139, 0.18614943584575008]","[0.010669719101227717, 0.05644440007033373, 0.07245409568618856, 0.18882777703026907, 0.18614943584575008, 0.9999999999999993]","[True, False, True, False]","[True, True, True, False, True]",False,False,5.0,-416.0,435.6145084819834,-1081.0,-633.0,-205.0,-87.0,-74.0,4.0,248.5,226.72229709492623,-13.0,95.0,279.5,433.0,448.0,1,0,0,1,0.062121989110807435
stephen hawking;biology;organism;animal;mammal;hippopotamus;uganda,stephen hawking,mountain gorilla,6,4,0,2,1,2,1,1,3,"[0.029346950545215852, 0.4690273089551952, 0.1661919507885705, 0.0724197183196405, 0.07080935831448872, 0.04853072217840132]","[0.012439410827114354, 0.01270555937756306, 0.014645044037597275, 0.008907227569947126, 0.012318259264329202, 0.04853072217840132, 1.0000000000000007]","[True, False, False, False, False]","[True, True, False, True, True, True]",False,False,6.0,-193.0,176.63295275797208,-535.0,-200.25,-120.5,-104.5,-56.0,5.0,-1.0,282.14092223567997,-435.0,-67.0,18.0,170.0,309.0,0,0,0,0,0.06212488557008127
united states declaration of independence;age of enlightenment;physics;galaxy;andromeda galaxy,united states declaration of independence,andromeda galaxy,4,4,1,3,0,1,0,1,2,"[0.13760861941926356, 0.10046211270893551, 0.05428944969859182, 0.5197252348398107]","[0.01063623969800421, 0.01235176314787263, 0.028674540067042766, 0.5197252348398107, 0.9999999999999992]","[False, False, True]","[True, True, True, True]",False,True,4.0,-106.75,65.62710314090259,-179.0,-149.0,-109.0,-66.75,-30.0,3.0,16.333333333333332,106.49100118476365,-100.0,-30.0,40.0,74.5,109.0,1,0,0,1,0.10202042254625998
carrot;rabbit;mammal;whale;humpback whale,carrot,humpback whale,4,4,1,1,2,0,1,1,0,"[0.04102281075068869, 0.04732266273814462, 0.12432131992856543, 0.5614388893820424]","[0.009442120260653742, 0.00885400548985013, 0.06044754365127012, 0.5614388893820424, 0.9999999999999982]","[True, True, True]","[False, True, True, True]",True,False,4.0,-91.5,79.22331306713531,-208.0,-107.5,-60.5,-44.5,-37.0,3.0,3.3333333333333335,150.3540266615209,-161.0,-62.0,37.0,85.5,134.0,0,0,0,0,0.10201504644518337
bob marley;africa;rice;asia;people's republic of china;china,bob marley,giant panda,5,4,0,3,1,1,1,0,5,"[0.021712236778825937, 0.05580202264334406, 0.06496921147119125, 0.22675210673970284, 0.6813834030398858]","[0.013491847741561059, 0.09865200122460907, 0.05108988342540187, 0.21435976227652864, 0.6813834030398858, 1.0000000000000013]","[True, True, True, True]","[True, False, True, True, True]",True,False,5.0,-445.4,115.19027736749312,-581.0,-502.0,-454.0,-420.0,-270.0,4.0,-19.75,194.2479086116502,-184.0,-166.75,-63.5,83.5,232.0,1,0,0,1,0.08021219477789003
periodic table (large version);einsteinium;albert einstein;jew;judaism;hebrew calendar,periodic table (large version),hebrew calendar,5,4,1,1,2,0,2,1,3,"[0.11804960848715101, 0.04006147960036669, 0.03993165099421593, 0.60724296618442, 0.18098906689621114]","[0.0224494176561072, 0.02129219891182687, 0.027735849203166345, 0.14579495061455067, 0.18098906689621114, 1.0000000000000004]","[False, False, True, False]","[False, True, True, True, True]",False,False,5.0,-173.0,119.57633545145964,-353.0,-229.0,-125.0,-108.0,-50.0,4.0,18.75,188.25935125069708,-245.0,-48.5,70.5,137.75,179.0,0,0,0,0,0.08020962656649805
sperm whale;sound;music;jazz;clarinet,sperm whale,clarinet,4,4,1,4,0,1,0,0,3,"[0.017628614288633465, 0.06581091050574377, 0.3058948073630277, 0.08860352691102777]","[0.006940540801278732, 0.026955407098523954, 0.06628419760249742, 0.08860352691102777, 0.999999999999995]","[True, True, False]","[True, True, True, True]",False,True,4.0,-75.75,30.772011092333024,-102.0,-102.0,-79.0,-52.75,-43.0,3.0,4.333333333333333,52.63395608666836,-46.0,-23.0,0.0,29.5,59.0,1,0,0,1,0.10296580522090702
stratford-upon-avon;aluminium;transport;petroleum;oil reservoir,stratford-upon-avon,oil reservoir,4,4,1,1,2,0,2,0,2,"[0.015461843221204072, 0.04136989285642863, 0.09816162235134045, 0.41578893325752025]","[0.0032043274032798356, 0.01785992674711207, 0.03626700530126631, 0.41578893325752025, 0.9999999999999994]","[True, True, True]","[True, True, True, True]",True,True,4.0,-131.25,50.99918299999194,-198.0,-153.75,-124.5,-102.0,-78.0,3.0,10.666666666666666,95.86622623913668,-59.0,-44.0,-29.0,45.5,120.0,0,0,0,0,0.10298603883316872
trimurti;god;nature;fishing;fish;aquarium,trimurti,aquarium,5,4,1,4,0,0,2,0,1,"[0.1694756652573989, 0.055446406381600616, 0.05200374783911186, 0.47453521410221383, 0.2111897995263685]","[0.010452215294019478, 0.009007471144815567, 0.09163428052935944, 0.1590518211323994, 0.2111897995263685, 1.000000000000001]","[False, False, True, False]","[False, True, True, True, True]",False,False,5.0,-116.0,62.83311228962003,-191.0,-151.0,-130.0,-77.0,-31.0,4.0,24.75,104.93609166217948,-74.0,-48.5,6.5,79.75,160.0,1,0,0,1,0.07979230803702245
gaur;biotechnology;nitrogen fixation;nitrogen;periodic table;ununoctium,gaur,ununoctium,5,4,1,2,1,2,1,0,1,"[0.029683700711122855, 0.04655678462057483, 0.6075382490133524, 0.0702607485710457, 0.19820143469349813]","[0.006666449758933013, 0.006516324714778557, 0.01324662261244931, 0.03563994011767755, 0.19820143469349813, 0.9999999999999986]","[True, True, False, True]","[False, True, True, True, True]",False,False,5.0,-98.0,53.9351462406472,-154.0,-139.0,-115.0,-45.0,-37.0,4.0,-23.5,43.53159771935783,-78.0,-48.75,-15.5,9.75,15.0,0,0,0,0,0.07978846724368667
carbon dioxide;animal;vertebrate;mammal;scientific classification;gregor mendel;physics,carbon dioxide,venn diagram,6,4,0,4,1,0,2,0,3,"[0.056066696135778554, 0.08063118234257143, 0.12828326186147, 0.1148672868208115, 0.06402012502774494, 0.041470937182983586]","[0.02539020467295844, 0.025459665551795577, 0.007185030737259754, 0.019068178464058692, 0.028990469252172184, 0.041470937182983586, 1.0000000000000009]","[True, True, False, False, False]","[True, False, True, True, True, True]",False,False,6.0,-260.0,230.95194305309496,-559.0,-456.0,-174.0,-90.75,-40.0,5.0,80.0,387.73702428321184,-349.0,-135.0,-98.0,463.0,519.0,1,0,0,1,0.058845963789810496
all blacks;rugby world cup;south africa;africa;burundi;great rift valley;mozambique,all blacks,mancala,6,4,0,0,2,2,2,1,4,"[0.4356093608383721, 0.11225082107340481, 0.5288559985334571, 0.13812390250475406, 0.056041918016096, 0.04989375950022566]","[0.05484812483779535, 0.04985583734753763, 0.2109944168082808, 0.2953198636192501, 0.0935531217011897, 0.04989375950022566, 0.9999999999999997]","[False, True, False, False, False]","[False, True, True, False, False, True]",False,False,6.0,-227.83333333333337,207.65492208629843,-576.0,-312.25,-190.5,-73.25,-23.0,5.0,-18.6,271.66394681665065,-305.0,-248.0,-57.0,206.0,311.0,0,0,0,0,0.058848067268057046
transit of venus;earth;antarctica;continent;africa;zambia,transit of venus,chinyingi,5,4,0,3,2,0,1,0,5,"[0.16360887729179904, 0.13030259144192405, 0.245834874546221, 0.24379167151240802, 0.2583018291708211]","[0.014335008365037148, 0.02718692293662147, 0.056601081174223, 0.044288866853016064, 0.2583018291708211, 1.0000000000000013]","[False, True, False, True]","[True, True, False, True, True]",False,False,5.0,-291.4,150.3140046702236,-531.0,-300.0,-281.0,-220.0,-125.0,4.0,4.75,284.4121129628624,-406.0,-41.5,87.5,133.75,250.0,1,0,0,1,0.07758113568704073
automobile;japan;electronics;computer;microsoft windows;windows xp,automobile,windows xp,5,4,1,0,2,1,1,2,5,"[0.04704050929401618, 0.022979916403456056, 0.149020251634912, 0.10992155644157027, 0.7585308800280751]","[0.025438573491302897, 0.01494693092421274, 0.019892000039966627, 0.11847913534197434, 0.7585308800280751, 0.9999999999999984]","[False, True, False, True]","[False, True, True, True, True]",False,False,5.0,-189.2,234.7673316285722,-602.0,-144.0,-99.0,-77.0,-24.0,4.0,144.5,209.41267074049424,22.0,39.25,49.0,154.25,458.0,0,0,0,0,0.0775838036816137
dna repair;photosynthesis;plant;fruit;black pepper;sichuan pepper,dna repair,sichuan pepper,5,4,1,4,2,0,0,0,0,"[0.05597582615351668, 0.2866644457646204, 0.10158484710839387, 0.11774810400383384, 0.6105310601638305]","[0.005222362420454991, 0.0134142372883697, 0.0309714598803557, 0.12605746973552862, 0.6105310601638305, 1.0000000000000024]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-112.8,73.65935106963677,-208.0,-177.0,-63.0,-62.0,-54.0,4.0,2.0,108.53263718040456,-146.0,-29.75,20.0,51.75,114.0,1,0,0,1,0.08076910376681161
map projection;earth;photosynthesis;plant;tree;cactus,map projection,cactus,5,4,1,1,2,2,1,0,2,"[0.16628751618567686, 0.0578299229125909, 0.2866644457646204, 0.15195176086379616, 0.1044910429122413]","[0.014680791112100492, 0.033407640635132727, 0.0751374182613407, 0.14793631882082106, 0.1044910429122413, 1.0000000000000033]","[False, True, False, False]","[True, True, True, False, True]",False,False,5.0,-165.4,83.96010957591706,-273.0,-208.0,-167.0,-130.0,-49.0,4.0,56.0,65.87361636750583,-41.0,48.25,79.5,87.25,106.0,0,0,0,0,0.08078122666902347
binoculars;united states;list of areas in the national park system of the united states;minnesota;bird of prey;owl,binoculars,mole (animal),5,4,0,3,1,1,0,1,2,"[0.022272272899156682, 0.1480258703887818, 0.07466640480257328, 0.016876975421855095, 0.18185871874375611]","[0.006347054731239004, 0.02582365011538854, 0.003719134721211176, 0.01308725489644662, 0.18185871874375611, 1.0000000000000016]","[True, False, False, True]","[True, False, True, True, True]",False,False,5.0,-408.6,649.3934092674486,-1556.0,-294.0,-86.0,-75.0,-32.0,4.0,381.0,595.2584872697463,-11.0,37.75,136.5,479.75,1262.0,1,0,0,1,0.06571830278476609
tao te ching;confucius;ethics;politics;thomas jefferson;president of the united states;john f. kennedy,tao te ching,john f. kennedy,6,4,1,1,2,1,1,2,5,"[0.10887075454376272, 0.06573206517046538, 0.13394912695094932, 0.08617847495450115, 0.12299973402914226, 0.18575711399195827]","[0.010175675997153903, 0.019694291782988975, 0.013361471980520663, 0.04172762016404842, 0.045371243935905345, 0.18575711399195827, 0.999999999999999]","[False, True, False, True, True]","[True, False, True, True, True, True]",False,False,6.0,-106.16666666666669,53.78630556811525,-195.0,-114.25,-110.5,-82.0,-33.0,5.0,-16.4,60.928646792785415,-83.0,-40.0,-36.0,-3.0,80.0,0,0,0,0,0.06568941857549783
chola dynasty;asia;earth;sun;vitamin d;vitamin;thiamine,chola dynasty,thiamine,6,4,1,4,1,1,1,0,3,"[0.025516028195373183, 0.07915200696343429, 0.3696471419696379, 0.03807250785014779, 0.6752310669116366, 0.1151262305970064]","[0.0010887607325447922, 0.00449202320910127, 0.0056990219642945265, 0.007837008897643945, 0.08136783797393013, 0.1151262305970064, 1.000000000000001]","[True, True, False, True, False]","[True, True, True, True, True, True]",False,True,6.0,-209.5,171.91713119988944,-404.0,-362.0,-196.5,-54.25,-36.0,5.0,69.4,89.78195809849548,-21.0,5.0,53.0,105.0,205.0,1,0,0,1,0.05577814218418116
edwin of northumbria;ireland;united kingdom;atlantic ocean;tropical cyclone;hurricane katrina;meteorological history of hurricane katrina,edwin of northumbria,meteorological history of hurricane katrina,6,4,1,3,1,1,2,0,4,"[0.03446671783984625, 0.38426752940300796, 0.15092604101612114, 0.18221142015538325, 0.3121796811468337, 0.7733137372096378]","[0.004542678351280638, 0.020444792351081695, 0.02862462806182482, 0.07151106752424814, 0.41705767095998136, 0.7733137372096378, 0.9999999999999989]","[True, False, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-366.1666666666667,355.4559982145,-1041.0,-394.75,-277.0,-154.0,-55.0,5.0,55.2,482.4362134002795,-710.0,76.0,92.0,193.0,625.0,0,0,0,0,0.05575705491088304
comma johanneum;oxford;victoria cross;china;world health organization;malaria;protein;human;carnivore;meat;trichinosis,comma johanneum,trichinosis,10,4,1,6,1,0,1,3,4,"[0.03919839887238963, 0.023820408801990833, 0.02768656345439325, 0.10022630304039205, 0.12532351273719894, 0.04200217929471053, 0.04469610831095504, 0.045907764786357, 0.14685995543645494, 0.2631731140826929]","[0.005589091341358265, 0.004091095667021686, 0.004558077239560802, 0.011250823092688652, 0.024268095596476677, 0.08404588724399059, 0.031786536995495364, 0.04790206617607676, 0.04573694494557783, 0.2631731140826929, 0.9999999999999999]","[False, True, True, True, False, True, True, True, True]","[False, True, True, True, True, False, True, False, True, True]",False,False,10.0,-149.1,139.59341754618023,-515.0,-166.75,-121.0,-68.0,-26.0,9.0,5.666666666666667,215.004069728924,-461.0,-42.0,23.0,45.0,370.0,1,0,0,1,0.0211839120934638
jupiter (mythology);latin;english language;poetry;edgar allan poe;art;fine art;literature;fiction;novel;pride and prejudice,jupiter (mythology),pride and prejudice,10,4,1,2,1,1,1,6,5,"[0.08397232803876685, 0.29083383891935183, 0.15797863456894465, 0.03361492105564249, 0.03376095349068792, 0.5191722023144939, 0.04914119417761776, 0.266923866039907, 0.19773546077051996, 0.0495278478571737]","[0.0035293017377683415, 0.007851806828311074, 0.014057367043810847, 0.008174973378541521, 0.012288834665607103, 0.011698471447545182, 0.006847642059110129, 0.028280260384754095, 0.011779907165264577, 0.0495278478571737, 1.0]","[True, False, False, True, True, False, True, False, False]","[True, True, False, True, False, False, True, False, True, True]",False,False,10.0,-187.5,194.92405928691537,-625.0,-189.75,-90.5,-73.0,-56.0,9.0,44.0,171.02558288162624,-173.0,-18.0,17.0,86.0,425.0,0,0,1,0,0.021180963301016847
luftwaffe;airship;aircraft;boat;industrial revolution;rail transport;united states;florida,luftwaffe,florida east coast railway,7,4,0,4,0,0,1,3,5,"[0.08038803611581366, 0.24146989841481836, 0.04689079428064819, 0.05240085107398216, 0.16122543045718288, 0.14042053184785802, 0.1785370604874202]","[0.02894623482726258, 0.020458114892897904, 0.014264231748869592, 0.011047632367074308, 0.031168606215706725, 0.03932270685468081, 0.1785370604874202, 1.0000000000000016]","[True, False, True, True, False, True]","[False, False, False, True, True, True, True]",False,False,7.0,-337.7142857142857,572.1854927339892,-1593.0,-271.0,-92.0,-52.5,-32.0,6.0,-68.66666666666667,840.9277416441121,-1499.0,-53.25,-17.5,27.25,1145.0,1,0,0,1,0.041980392179103036
eurasian collared dove;europe;united kingdom;currency;list of circulating currencies;united states dollar;demand note,eurasian collared dove,demand note,6,4,1,0,2,3,2,0,4,"[0.052067291036585334, 0.2417890222080024, 0.06683887069518177, 0.05050248182746057, 0.23900897163261883, 0.24949575181130737]","[0.0038933922588063924, 0.02555094637404811, 0.05867866017886031, 0.1980034215538051, 0.016011654604017836, 0.24949575181130737, 0.9999999999999999]","[True, False, False, True, True]","[True, True, True, False, True, True]",False,False,6.0,-503.0,455.5800698011273,-1129.0,-824.5,-436.5,-134.75,-28.0,5.0,181.2,446.0243266908208,-388.0,-182.0,375.0,429.0,672.0,0,0,0,0,0.04199384916891948
palm oil;europe;nato;cold war,palm oil,history of nuclear weapons,3,4,0,3,0,0,0,1,3,"[0.024600080869549217, 0.1562636089235876, 0.13419160222759058]","[0.015468867900671417, 0.1283270120952604, 0.13419160222759058, 0.9999999999999992]","[True, False]","[True, True, True]",False,True,3.0,-484.6666666666667,400.44516894742696,-947.0,-603.5,-260.0,-253.5,-247.0,2.0,343.5,504.1671349860083,-13.0,165.25,343.5,521.75,700.0,1,0,0,1,0.10488959078569439
arts and crafts;textile;cotton;industrial revolution;rail transport,arts and crafts,henry h. rogers,4,4,0,0,0,1,3,1,2,"[0.11306400494622623, 0.10659269302639793, 0.12071013312243918, 0.16122543045718288]","[0.015950575468792447, 0.017542799432931803, 0.022538579486047396, 0.16122543045718288, 0.9999999999999996]","[False, True, True]","[True, True, True, True]",False,True,4.0,-88.75,22.998188334446404,-117.0,-99.75,-88.0,-77.0,-62.0,3.0,-10.666666666666666,30.105370506494904,-35.0,-27.5,-20.0,1.5,23.0,0,1,0,0,0.10489071083336765
scottish episcopal church;scotland;coal;oxygen;nitrogen;nitrogen cycle,scottish episcopal church,nitrogen cycle,5,4,1,3,0,0,2,1,4,"[0.38351113975780343, 0.028596979657724925, 0.07911098675192763, 0.16818776570145821, 0.685900149161942]","[0.005464536177450916, 0.00748979665232607, 0.06784266070039006, 0.11145189783423487, 0.685900149161942, 1.0000000000000007]","[False, True, True, True]","[True, True, True, True, True]",False,True,5.0,-206.4,115.49155813305144,-348.0,-264.0,-233.0,-137.0,-50.0,4.0,74.5,72.30260484012085,-31.0,57.5,101.0,118.0,127.0,1,0,0,1,0.07690100980528743
tijuana;california;film;charlie chaplin;actor;middle ages,tijuana,clone wars (star wars),5,4,0,1,0,2,1,2,4,"[0.11155868459992355, 0.02491800278698393, 0.15628233612141657, 0.07912081088437573, 0.05417874892711647]","[0.020967819241969467, 0.0500328018765816, 0.05247516184393014, 0.02084774878319038, 0.05417874892711647, 0.9999999999999993]","[False, True, False, False]","[True, True, False, True, True]",False,False,5.0,-157.6,105.56893482459697,-263.0,-250.0,-177.0,-71.0,-27.0,4.0,3.25,145.86609155889064,-179.0,-77.75,21.0,102.0,150.0,0,0,0,0,0.07689134941129651
"atheism;english language;england;tennis;the championships, wimbledon;william renshaw",atheism,william renshaw,5,4,1,3,0,0,3,0,4,"[0.02584566725188352, 0.24744514090634143, 0.050705697083794736, 0.37028147414482276, 0.35958339684923335]","[0.002804159448116158, 0.01659768879683013, 0.049770158861786575, 0.16251473318478293, 0.35958339684923335, 0.9999999999999974]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-366.6,373.31260359114583,-867.0,-642.0,-249.0,-57.0,-18.0,4.0,156.0,352.88808424201574,-225.0,-27.0,115.5,298.5,618.0,1,1,0,1,0.06348689326053737
fractal;life;cell (biology);protein;atom;chemical element;lutetium,fractal,lutetium,6,4,1,0,2,2,2,1,3,"[0.04245224622324082, 0.2098450247127688, 0.2937874378178454, 0.06131049362159926, 0.40888879072408474, 0.2097638785260284]","[0.0041695234168370515, 0.02792634817238977, 0.010044507664938262, 0.017273475392194256, 0.10467933128859595, 0.2097638785260284, 1.0000000000000007]","[True, True, False, True, False]","[True, False, True, True, True, True]",False,False,6.0,-95.83333333333331,49.8855356457828,-178.0,-118.75,-82.0,-67.0,-40.0,5.0,5.4,86.28615184373446,-81.0,-59.0,0.0,29.0,138.0,0,0,0,0,0.06348696283276543
