,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
15648,Saint_Lawrence_Seaway;British_monarchy;Church_of_England;Rowan_Williams;Anglican_Communion;Ordination_of_women,Saint_Lawrence_Seaway,Ordination_of_women,5,3,1,"[0.016707004166277836, 0.20848988028656645, 0.3761771625464036, 0.5205366826014652, 0.3515567570770622]","[0.007783022488481854, 0.08187306620093537, 0.3910703317242856, 0.25427680268050784, 0.3515567570770622, 1.0000000000000018]","[True, True, True, False]","[True, True, False, True, True]",False,False
11120,Thor;Iron;Chemical_element;Electron;Atom;Microscope,Thor,Microscope,5,3,1,"[0.02235903118922683, 0.12089207893201968, 0.1341715366203564, 0.40297164710725314, 0.12401071899100649]","[0.0030750251673072122, 0.011639142638412864, 0.029867794519230644, 0.23918636725162437, 0.12401071899100649, 1.0000000000000009]","[True, True, True, False]","[True, True, True, False, True]",False,False
12207,Brussels;United_Kingdom;Scotland;Scottish_Gaelic_language;Ireland;Book_of_Kells,Brussels,Book_of_Kells,5,3,1,"[0.055123824149562045, 0.49389208200427753, 0.3329106932521487, 0.14123781869703636, 0.05152003024092432]","[0.009226031180646221, 0.03044222679128287, 0.026060804018638615, 0.01764882529171386, 0.05152003024092432, 0.9999999999999996]","[True, False, False, False]","[True, False, False, True, True]",False,False
19283,Cross_Fell;England;Lion;Carnivore;Tiger;Mammal,Cross_Fell,Bobcat,5,3,0,"[0.06974129473186227, 0.05686556574890905, 0.06275804340164146, 0.14752489311704148, 0.03677702046542161]","[0.010085251491960809, 0.02063111001555358, 0.06584703656220749, 0.10146111029177925, 0.03677702046542161, 0.9999999999999976]","[False, True, True, False]","[True, True, True, False, True]",False,False
15584,Romeo_and_Juliet;Renaissance;Roman_Catholic_Church;Gregor_Mendel;Abbot;Abbey,Romeo_and_Juliet,Abbey,5,3,1,"[0.014720080477513907, 0.08075737767141612, 0.03233524914512652, 0.04564761236056271, 0.2979164110640936]","[0.01013456506750585, 0.03603527367866039, 0.17361538633166013, 0.039821748687968214, 0.2979164110640936, 1.0000000000000029]","[True, False, True, True]","[True, True, False, True, True]",False,False
14840,Nitrogen_fixation;Fertilizer;Soil_structure;Garden;Soil;Soil_salination,Nitrogen_fixation,Soil_salination,5,3,1,"[0.13627763604262838, 0.08219455577774402, 0.031939495117237135, 0.04247325404485999, 0.416582366011084]","[0.013944733380064925, 0.07802981828735382, 0.17310083932747833, 0.04618061599590823, 0.416582366011084, 0.9999999999999994]","[False, False, True, True]","[True, True, False, True, True]",False,False
11935,Battle_of_Tours;France;Kenya;South_Africa;Diamond;Mohs_scale_of_mineral_hardness,Battle_of_Tours,Mohs_scale_of_mineral_hardness,5,3,1,"[0.08681374058712417, 0.14379674468565215, 0.17677513666253514, 0.02852061578814433, 0.20016973248142475]","[0.004597460214237738, 0.007638029189246238, 0.005464327209307492, 0.007444983649456644, 0.20016973248142475, 0.9999999999999994]","[True, True, False, True]","[True, False, True, True, True]",False,False
19687,Aircraft;World_War_II;United_States;Electronics;Television;Technology,Aircraft,Google,5,3,0,"[0.09028850646421852, 0.24978762959933554, 0.02172907770942325, 0.1284915619351281, 0.116418394889634]","[0.04531854026978008, 0.057090517949215075, 0.11911721140419648, 0.10206212680125992, 0.116418394889634, 0.9999999999999997]","[True, False, True, False]","[True, True, False, True, True]",False,False
13059,Faroe_Islands;Europe;Earth;Asia;Japan;Nintendo,Faroe_Islands,Nintendo,5,3,1,"[0.11036193306191625, 0.08556400889779398, 0.07915200696343429, 0.20636543982416286, 0.09135706186925696]","[0.007869218345892449, 0.031733767844350294, 0.013599904742365769, 0.03253198556957519, 0.09135706186925696, 1.0000000000000016]","[False, False, True, False]","[True, False, True, True, True]",False,False
11998,Bernard_Hinault;Lance_Armstrong;United_States;United_States_Constitution;President_of_the_United_States;Woodrow_Wilson,Bernard_Hinault,Woodrow_Wilson,5,3,1,"[0.23892872584659663, 0.07810025274623741, 0.27542872830020654, 0.3418275109206105, 0.20082273797295222]","[0.013780941854171967, 0.026297315047877634, 0.14626581536317595, 0.11845915188133352, 0.20082273797295222, 1.0000000000000029]","[False, True, True, False]","[True, True, False, True, True]",False,False
17787,Pyramid;Earth;Mammal;Animal;Plant;Soybean,Pyramid,Bean,5,3,0,"[0.02651419649611107, 0.038100492630967035, 0.0724197183196405, 0.14194406784531838, 0.05554282167285897]","[0.0066084926484246, 0.020842188864138057, 0.01341166494398056, 0.021035019504004257, 0.05554282167285897, 0.9999999999999961]","[True, True, True, False]","[True, False, True, True, True]",False,False
11907,Battle_of_Grunwald;Poland;European_Union;Greece;Ancient_Greece;Roman_Greece,Battle_of_Grunwald,Roman_Greece,5,3,1,"[0.24587597359340263, 0.17012056580159465, 0.2555330685016305, 0.367972866252942, 0.4202743949729862]","[0.014704324323450304, 0.021292321837154314, 0.06337637673890262, 0.5233662172868988, 0.4202743949729862, 0.9999999999999988]","[False, True, True, True]","[True, True, True, False, True]",False,False
18325,Language;Spanish_language;South_America;Amazon_River;Fresh_water;Fish,Language,Heron,5,3,0,"[0.2157832825651537, 0.22500505830435272, 0.20173997954683423, 0.055728516817032954, 0.16395532223984266]","[0.025250290736236122, 0.012062706886148519, 0.023517575474779024, 0.033199196025854645, 0.16395532223984266, 0.9999999999999988]","[True, False, False, True]","[False, True, True, True, True]",False,False
20438,Split_infinitive;Old_English_language;12th_century;Time;History;Archaeology,Split_infinitive,Miocene,5,3,0,"[0.06301346325527514, 0.024955466448428568, 0.041243581578319706, 0.08940970619760548, 0.16308946917880163]","[0.017592122854538313, 0.043354106133863764, 0.014522531471449262, 0.057845640813128235, 0.16308946917880163, 0.9999999999999997]","[False, True, True, True]","[True, False, True, True, True]",False,False
18426,The_Holocaust;Natural_selection;Organism;Human;Chordate;Animal,The_Holocaust,Coconut_crab,5,3,0,"[0.031207094469227533, 0.15698198006802178, 0.17036147107579327, 0.0406576781639713, 0.1141253798524901]","[0.01541674918290407, 0.042699273112310254, 0.1661919507885705, 0.07953121692482294, 0.1141253798524901, 1.0]","[True, True, False, True]","[True, True, False, True, True]",False,False
17678,Brain;Mind;History_of_science;Science;World_Wide_Web;Internet,Brain,Telephone,5,3,0,"[0.40706145985771364, 0.15653733149433813, 0.504416234367901, 0.03511072326287231, 0.3934715901446399]","[0.025666761107295873, 0.031833375314683846, 0.05405969119026434, 0.05113517181645297, 0.3934715901446399, 1.0000000000000027]","[False, True, False, True]","[True, True, False, True, True]",False,False
16153,Taipei;Bird;Vertebrate;Animal;Bacteria;Cell_%28biology%29,Taipei,Cell (biology),5,3,1,"[0.006913308436255886, 0.10803217840362948, 0.08063118234257143, 0.10109072443781089, 0.32064207201996886]","[0.003976042050862045, 0.018342105672025107, 0.01355691060320659, 0.12172938106155738, 0.32064207201996886, 1.000000000000002]","[True, False, True, True]","[True, False, True, True, True]",False,False
17602,Asteroid;Jupiter;Ancient_Rome;War;Tribe;Society,Asteroid,Viking,5,3,0,"[0.1705620356481904, 0.035990255428856116, 0.10113150447242357, 0.06849095786452554, 0.15662831966542523]","[0.01649863183506712, 0.011745826261673633, 0.043340643819894116, 0.10032849005832926, 0.15662831966542523, 0.9999999999999988]","[False, True, False, True]","[False, True, True, True, True]",False,False
17264,Boy_Scout;Europe;Ancient_Greece;Macedon;Persian_Empire;Mesopotamia,Boy_Scout,Mesopotamia,5,3,1,"[0.026094418124895886, 0.10449645478030309, 0.335014051192968, 0.17238495815933688, 0.2200734769074945]","[0.010752673442105025, 0.059760949937191235, 0.15149607939942053, 0.12574498216660884, 0.2200734769074945, 1.000000000000002]","[True, True, False, True]","[True, True, False, True, True]",False,False
10340,New_Forest;England;British_Empire;United_States;U.S._state;Hurricane_Katrina,New_Forest,Hurricane_Katrina,5,3,1,"[0.0846007790188757, 0.2394202431294305, 0.24399434543055726, 0.44841659139115103, 0.15831554544541054]","[0.05464751831543591, 0.05195663761106724, 0.04902572011764227, 0.14400007642323395, 0.15831554544541054, 0.9999999999999983]","[True, True, True, False]","[False, False, True, True, True]",False,False
11323,47_Ursae_Majoris;Sun;Latin;English_language;England;John_Milton,47_Ursae_Majoris,John_Milton,5,3,1,"[0.11858054019662223, 0.01789806132580868, 0.29083383891935183, 0.24744514090634143, 0.06390343223139977]","[0.0036158993253992255, 0.01083784018290691, 0.035704123510565816, 0.03371451056026224, 0.06390343223139977, 1.0000000000000013]","[False, True, False, False]","[True, True, False, True, True]",False,False
17779,Avalanche;World_War_I;British_Empire;United_Kingdom;Great_Britain;BBC,Avalanche,Monty_Python,5,3,0,"[0.028491050078356946, 0.3364288645352186, 0.325264486047702, 0.41522464422348215, 0.053822760324509264]","[0.010885087594815344, 0.040818215961923934, 0.05575809084079639, 0.11269756362335381, 0.053822760324509264, 1.000000000000003]","[True, False, True, False]","[True, True, True, False, True]",False,False
11445,African_Wild_Dog;Africa;Continent;Europe;World_War_II;Battle_of_Normandy,African_Wild_Dog,Battle_of_Normandy,5,3,1,"[0.1367730370831078, 0.24379167151240802, 0.22576520972650793, 0.16518653097644026, 0.4111009178618933]","[0.013495135604300915, 0.05373524429636429, 0.041598247648372416, 0.06947519435574412, 0.4111009178618933, 0.9999999999999974]","[True, False, False, True]","[True, False, True, True, True]",False,False
9927,Orkney;Metamorphic_rock;Fossil;Mineral;Carbon;Fossil_fuel,Orkney,Fossil_fuel,5,3,1,"[0.021552904654730417, 0.08004782489267491, 0.07714239244005844, 0.14238232763619893, 0.12100739090124166]","[0.013410245969657631, 0.009760448561678101, 0.19569693313366734, 0.029691714688422282, 0.12100739090124166, 0.9999999999999999]","[True, False, True, False]","[False, True, False, True, True]",False,False
12534,Common_Hazel;Europe;Earth;South_America;Chile;Santiago%2C_Chile,Common_Hazel,"Santiago, Chile",5,3,1,"[0.040334542223090984, 0.08556400889779398, 0.07640993057410175, 0.31769243043651424, 0.3060570063968816]","[0.007133027451196287, 0.039637983079984056, 0.022045463198870748, 0.13491651082304665, 0.3060570063968816, 1.0000000000000002]","[True, False, True, False]","[True, False, True, True, True]",False,False
15596,Rose-ringed_Parakeet;London;Football;Football_%28soccer%29;England;Liverpool,Rose-ringed_Parakeet,Liverpool,5,3,1,"[0.018503740145786565, 0.09174942670231355, 0.6707995858558472, 0.13556060659930488, 0.10425655844124189]","[0.006522917482689291, 0.09608735234287874, 0.034413690729969505, 0.03927198380766304, 0.10425655844124189, 1.0000000000000029]","[True, True, False, False]","[True, False, True, True, True]",False,False
19871,Pedagogy;Science;Biology;Organism;River;Fresh_water,Pedagogy,Crocodile,5,3,0,"[0.08057051516518435, 0.1321344529198679, 0.4690273089551952, 0.025451451882482608, 0.06343356544102353]","[0.008334651546727257, 0.014013290282632682, 0.09366321452699941, 0.12447658176533752, 0.06343356544102353, 0.999999999999998]","[True, True, False, True]","[True, True, True, False, True]",False,False
13462,Harold_Wilson;England;Atlantic_Ocean;Indian_Ocean;Australia;Wombat,Harold_Wilson,Wombat,5,3,1,"[0.08102988662617185, 0.08187541538266625, 0.4234682297475014, 0.16439992024477332, 0.07579785741327179]","[0.00724074230787599, 0.013997709155122573, 0.007116004933229232, 0.013931716558104457, 0.07579785741327179, 1.0000000000000009]","[True, True, False, False]","[True, False, True, True, True]",False,False
17026,Watling_Street;England;London;World_War_II;United_Nations;League_of_Nations,Watling_Street,League_of_Nations,5,3,1,"[0.12070795567815142, 0.2820032973974934, 0.08180450047726688, 0.17035826098817647, 0.2849157311656391]","[0.010058882033687532, 0.08829866830376032, 0.06484650521856905, 0.20753456697412548, 0.2849157311656391, 0.9999999999999993]","[True, False, True, True]","[True, False, True, True, True]",False,False
14247,Lithium_aluminium_hydride;Water;Climate;Ocean;Indian_Ocean;Chinese_language,Lithium_aluminium_hydride,Chinese_language,5,3,1,"[0.03846185350846824, 0.07687392496866534, 0.12739222971944553, 0.4550751415154953, 0.02814067000412273]","[0.0069196441375765855, 0.025621142821103324, 0.013959918596476651, 0.014741494278510658, 0.02814067000412273, 1.0000000000000013]","[True, True, True, False]","[True, False, True, True, True]",False,False
16934,Vivien_Leigh;England;English_language;United_States;Chicago;Chicago_Bears,Vivien_Leigh,Chicago_Bears,5,3,1,"[0.05062280377377231, 0.24744514090634143, 0.1636756083880345, 0.15332354963366376, 0.20611705663326393]","[0.020806601347689593, 0.05532040778141186, 0.02226276309844217, 0.11614914383129363, 0.20611705663326393, 0.9999999999999992]","[True, False, False, True]","[True, False, True, True, True]",False,False
13926,John_Constable;England;Industrial_Revolution;Fossil_fuel;Natural_gas;Petroleum,John_Constable,Petroleum,5,3,1,"[0.06272325516456122, 0.11331835062185264, 0.12549090822691353, 0.2713032932140763, 0.17081989229262318]","[0.025013155589775633, 0.038037399773696544, 0.07545047793292971, 0.3474033201182746, 0.17081989229262318, 1.0]","[True, True, True, False]","[True, True, True, False, True]",False,False
19826,Death_Valley_National_Park;Radio;Sony;Music;Folk_music;Guitar,Death_Valley_National_Park,Alternative_rock,5,3,0,"[0.04003952090913192, 0.033609835583796224, 0.042941887268262854, 0.47253299820453565, 0.05701804095027118]","[0.016494519162727317, 0.029857021824492323, 0.009432714947907074, 0.07597557580311025, 0.05701804095027118, 1.0000000000000024]","[False, True, True, False]","[True, False, True, False, True]",False,False
19372,SimCity;Unix;Internet;United_States;World_Health_Organization;Smallpox,SimCity,Measles,5,3,0,"[0.07417108385050637, 0.061572473925357286, 0.07585687426678714, 0.15071981839842055, 0.06421607874082905]","[0.008327703692014654, 0.007970223509838878, 0.015409543891225261, 0.059589447344477256, 0.06421607874082905, 1.000000000000001]","[False, True, True, False]","[False, True, True, True, True]",False,False
15022,Pac-Man;Space_Invaders;Extraterrestrial_life;20th_century;Radio;Radar,Pac-Man,Radar,5,3,1,"[0.1786062374840883, 0.07732083769930977, 0.053914612234477334, 0.04996081610301804, 0.24862427145571153]","[0.010187749956653737, 0.020526960809388855, 0.02991105631407646, 0.019909499302860855, 0.24862427145571153, 1.000000000000001]","[False, False, False, True]","[True, True, False, True, True]",False,False
16602,Theatre;India;Africa;Herbivore;Lion;Zebra,Theatre,Zebra,5,3,1,"[0.04691140493028487, 0.11141848168853309, 0.05739435640479188, 0.05550868235260896, 0.049161085266737646]","[0.003615741833142461, 0.007896560084496495, 0.029718491766621884, 0.013500399269655577, 0.049161085266737646, 0.9999999999999984]","[True, False, False, False]","[True, True, False, True, True]",False,False
14107,Lagos;Petroleum;Oxygen;Chemical_element;Periodic_table;Tellurium,Lagos,Tellurium,5,3,1,"[0.02248870708807862, 0.04571284795507596, 0.18887416918770084, 0.42318001982105063, 0.11334165058138669]","[0.0034880845235209404, 0.01848277050992093, 0.07110676044344053, 0.13520773059146401, 0.11334165058138669, 1.0000000000000018]","[True, True, True, False]","[True, True, True, False, True]",False,False
18853,Wellington;Business;Time;Watch;Paris;France,Wellington,Race,5,3,0,"[0.02803824157661441, 0.03882341117658259, 0.16448752357120078, 0.022289326733526817, 0.2513960323012996]","[0.04343009771451452, 0.041544713202650706, 0.05418633484290709, 0.020161496258290737, 0.2513960323012996, 1.000000000000003]","[True, True, False, True]","[False, True, False, True, True]",False,False
12338,Capacitance;Energy;Aristotle;Ancient_Greece;Europe;Czech_Republic,Capacitance,Czech_Republic,5,3,1,"[0.07905013476748743, 0.031013799260872842, 0.10785743954512993, 0.10449645478030309, 0.17063265974224368]","[0.004684872671532366, 0.01689602613820126, 0.010467208411023183, 0.042388994877787155, 0.17063265974224368, 1.0000000000000002]","[False, True, False, True]","[True, False, True, True, True]",False,False
18245,Stegosaurus;East_Africa;Lion;Botswana;Antelope;Herbivore,Stegosaurus,Baboon,5,3,0,"[0.012939291670351067, 0.06747299283233608, 0.025968757912929883, 0.01637358712766158, 0.035220386888363306]","[0.027208741350805254, 0.04853591579658835, 0.05550868235260896, 0.012158957721506106, 0.035220386888363306, 0.999999999999998]","[True, False, False, True]","[True, True, False, True, True]",False,False
19349,Pyramid;United_States;California;Oregon;U.S._state;Louisville%2C_Kentucky,Pyramid,Bean,5,3,0,"[0.03299210874233536, 0.21403081917738626, 0.13216226167986464, 0.19311160625544493, 0.08458378264572021]","[0.01183374067054287, 0.08554215034968814, 0.046120362980498306, 0.04038062365199263, 0.08458378264572021, 0.9999999999999998]","[True, False, True, False]","[True, False, False, True, True]",False,False
10230,Ammonite;Evolution;Agriculture;Fruit;Apple;Johnny_Appleseed,Ammonite,Johnny_Appleseed,5,3,1,"[0.052220512892123976, 0.08778013362516651, 0.08489266397251435, 0.15662863936328708, 0.14816664895402648]","[0.007908467219954538, 0.02063997864450172, 0.0266784904398699, 0.021679409891279734, 0.14816664895402648, 1.0000000000000004]","[True, False, True, False]","[True, True, False, True, True]",False,False
14875,Number;Ren%C3%A9_Descartes;Science;Physical_science;Light;Eye,Number,Eye,5,3,1,"[0.0496910256044693, 0.0981384564804799, 0.401165887229303, 0.14385099627285838, 0.27022834641798493]","[0.015861891598271102, 0.019548316534449734, 0.029731987763791344, 0.025571689519573268, 0.27022834641798493, 1.000000000000001]","[True, True, False, True]","[True, True, False, True, True]",False,False
14831,Nitrification;Russia;Khazars;Hebrew_language;Israel;Ariel_Sharon,Nitrification,Ariel_Sharon,5,3,1,"[0.014464939734320816, 0.07470360880302396, 0.04697609842780788, 0.19168364026713017, 0.2403701082187481]","[0.054096718538147896, 0.036271406454109846, 0.0167002370673005, 0.036794379691304724, 0.2403701082187481, 1.0000000000000002]","[True, False, True, True]","[False, False, True, True, True]",False,False
12178,Box_jellyfish;Ammonia;Oxygen;Chemical_element;List_of_elements_by_name;Polonium,Box_jellyfish,Polonium,5,3,1,"[0.03056786531997215, 0.07554360193057684, 0.18887416918770084, 0.2184792807997777, 0.09976228485010168]","[0.006506249500487376, 0.02426561030246826, 0.04924033378703339, 0.12782831871712, 0.09976228485010168, 1.0000000000000002]","[True, True, True, False]","[True, True, True, False, True]",False,False
13481,Harry_Potter;United_Kingdom;Time_zone;Antarctica;Australia;Kangaroo,Harry_Potter,Kangaroo,5,3,1,"[0.03969583580519211, 0.07077759436663877, 0.06802291113165027, 0.11221602300667127, 0.10016390456246896]","[0.008346043962887156, 0.026967820078190933, 0.0170474987101043, 0.029758027558772066, 0.10016390456246896, 0.9999999999999998]","[True, False, True, False]","[True, False, True, True, True]",False,False
10993,Quantity;Aristotle;Athens;Los_Angeles%2C_California;Water;Fresh_water,Quantity,Fresh_water,5,3,1,"[0.11349493007948712, 0.06273694070606296, 0.08733736880324135, 0.0412194619059574, 0.5594181394856651]","[0.008733457468544403, 0.011824449686832845, 0.005269837496909301, 0.015697840701626792, 0.5594181394856651, 0.999999999999998]","[False, True, False, True]","[True, False, True, True, True]",False,False
9723,Sculpture;Australia;Continent;Earth;Solar_System;Neptune,Sculpture,Neptune,5,3,1,"[0.03689634253761918, 0.17075432509224064, 0.12794698151928108, 0.3319328545283022, 0.3647012535810798]","[0.021001243869853168, 0.01689752461769098, 0.023947449343475796, 0.20208109030353616, 0.3647012535810798, 1.000000000000001]","[True, False, True, True]","[False, True, True, True, True]",False,False
12367,Casimir_effect;Netherlands;List_of_countries_by_system_of_government;India;Liberal_democracy;Election,Casimir_effect,Election,5,3,1,"[0.016978621505241032, 0.1384661832532919, 0.12066350949033287, 0.103940274396007, 0.3902941189694271]","[0.016970920875803083, 0.08516408032004764, 0.1353603511516757, 0.0765090543336629, 0.3902941189694271, 1.000000000000001]","[True, False, False, True]","[True, True, False, True, True]",False,False
14537,Military_dictatorship;Cold_War;Soviet_Union;Finland;Norway;Jan_Mayen,Military_dictatorship,Jan_Mayen,5,3,1,"[0.14129085263653524, 0.4902879234342389, 0.1726888903404017, 0.1792593005517086, 0.2230568857813053]","[0.03512765513151466, 0.023494286956487743, 0.024351102047913544, 0.034298508551376186, 0.2230568857813053, 1.0000000000000004]","[True, False, True, True]","[False, True, True, True, True]",False,False
17037,West_Flemish;France;United_Kingdom;Channel_Islands;British_Isles;British_Isles_%28terminology%29,West_Flemish,British Isles (terminology),5,3,1,"[0.06701431634030867, 0.21402039732604736, 0.1624381104868559, 0.25238679786529145, 0.775951879155342]","[0.015845571378455544, 0.09672310584982755, 0.48402271704230504, 0.22695623983370677, 0.775951879155342, 1.0000000000000007]","[True, False, True, True]","[True, True, False, True, True]",False,False
17949,Brain;Computer_science;Society;Technology;Industrial_Revolution;Literacy,Brain,Telephone,5,3,0,"[0.04916586828560618, 0.03632508129209298, 0.17462679698655897, 0.1936033124336626, 0.055357235679082545]","[0.013870295030351308, 0.035252034036754865, 0.059154097892395535, 0.07313474823887343, 0.055357235679082545, 1.0000000000000002]","[False, True, True, False]","[True, True, True, False, True]",False,False
15779,Shoshone_National_Forest;Pacific_Ocean;Tuna;Fish;Dolphin;Orca,Shoshone_National_Forest,Orca,5,3,1,"[0.03835689179107563, 0.045869964065728804, 0.11074858220568604, 0.0657722342727959, 0.1724229829575962]","[0.02004107261927282, 0.05198588635885975, 0.028424760520137562, 0.09449321944980192, 0.1724229829575962, 1.000000000000001]","[True, True, False, True]","[True, False, True, True, True]",False,False
10449,Barack_Obama;Internet;Microsoft;Computer;Computer_and_video_games;Nintendo,Barack_Obama,Nintendo,5,3,1,"[0.029119494810448864, 0.10797815927192343, 0.11159952306717394, 0.1505697059933653, 0.3810670737217536]","[0.009401569765305571, 0.03187185134943136, 0.03818904615108146, 0.033503805884821186, 0.3810670737217536, 1.0000000000000016]","[True, True, True, True]","[True, True, False, True, True]",True,False
15934,Space_Shuttle_Columbia_disaster;George_W._Bush;United_States;Basketball;Television;Advertising,Space_Shuttle_Columbia_disaster,Advertising,5,3,1,"[0.0634623189611288, 0.1930673709043758, 0.0790193760789134, 0.03455922198797096, 0.12838626802957828]","[0.019876327424662596, 0.029891003565960368, 0.06583710799543799, 0.01686431087074726, 0.12838626802957828, 1.0000000000000002]","[True, False, False, True]","[True, True, False, True, True]",False,False
19531,Asteroid;Sun;Stonehenge;Iron_Age;Archaeology;Civilization,Asteroid,Viking,5,3,0,"[0.11993167092839359, 0.05107237907429465, 0.054529671970161335, 0.06859752042966534, 0.10702467026620228]","[0.02065509267744417, 0.03083903973528706, 0.05703455569150147, 0.1864680874348551, 0.10702467026620228, 0.9999999999999989]","[False, True, True, True]","[True, True, True, False, True]",False,False
16982,Walt_Whitman;American_Civil_War;France;European_Union;Spain;War_of_the_Spanish_Succession,Walt_Whitman,War_of_the_Spanish_Succession,5,3,1,"[0.03885696744921956, 0.09821683159544808, 0.28587086995307237, 0.17732188863534695, 0.37124359302091225]","[0.019161693495465485, 0.10376809831261546, 0.2549162934731115, 0.09121366950542344, 0.37124359302091225, 1.0000000000000002]","[True, True, False, True]","[True, True, False, True, True]",False,False
13532,Henry_H._Rogers;Natural_gas;Argentina;British_Empire;Africa;Zimbabwe,Henry_H._Rogers,Zimbabwe,5,3,1,"[0.07064498483628935, 0.03144884627212568, 0.08219918743753879, 0.21601621737258866, 0.1817255386874926]","[0.01637262969157624, 0.013255541286077848, 0.059006498056701086, 0.1183661439819316, 0.1817255386874926, 1.0000000000000016]","[False, True, True, False]","[False, True, True, True, True]",False,False
17406,English_poetry;Renaissance;Science;Physics;Archimedes;Isaac_Newton,English_poetry,Measurement,5,3,0,"[0.12542480508126144, 0.09694663652282556, 0.2001297939734238, 0.06420004567633386, 0.06099209834251751]","[0.03161470463720848, 0.031652710857913116, 0.11398943603074282, 0.12007183334149832, 0.06099209834251751, 1.0000000000000013]","[False, True, False, False]","[True, True, True, False, True]",False,False
17032,West_Bank;English_language;United_States;Abraham_Lincoln;President_of_the_United_States;Ronald_Reagan,West_Bank,Ronald_Reagan,5,3,1,"[0.03527447355721808, 0.1636756083880345, 0.12059845833811413, 0.15765720986383022, 0.20303695102259006]","[0.03144856383380683, 0.02953727640437423, 0.11272235920935743, 0.05521329374705418, 0.20303695102259006, 1.000000000000003]","[True, False, True, True]","[False, True, False, True, True]",False,False
15465,Rapping;United_States;Cold_War;Yugoslavia;Greece;Athens,Rapping,Athens,5,3,1,"[0.05827667853776035, 0.2099465090388991, 0.09462391567157304, 0.1273546312846845, 0.233789877439601]","[0.013057569917291791, 0.07477589485650926, 0.028414250932029646, 0.027615211641685924, 0.233789877439601, 1.0000000000000042]","[True, False, True, True]","[True, False, False, True, True]",False,False
11464,Agnosticism;Deity;Human;Carnivore;Vitamin;Vitamin_D,Agnosticism,Vitamin_D,5,3,1,"[0.1921718878502794, 0.18523089731187128, 0.045907764786357, 0.03950187716707519, 0.6752310669116366]","[0.0053877783049941525, 0.009852057826045498, 0.03816772578687929, 0.011587513054406083, 0.6752310669116366, 1.0000000000000004]","[False, False, False, True]","[True, True, False, True, True]",False,False
10429,Child;Education;Latin;United_States;Volcano;Mount_Vesuvius,Child,Mount_Vesuvius,5,3,1,"[0.1678822882695884, 0.07438682852582656, 0.08172264639209122, 0.06750321276337654, 0.3065850859994646]","[0.01736289649726738, 0.012949613226068652, 0.019248481685014345, 0.04180475891717925, 0.3065850859994646, 1.0000000000000018]","[False, True, False, True]","[False, True, True, True, True]",False,False
9997,Meteor_shower;Sun;Planet;Earth;Pacific_Ocean;Palau,Meteor_shower,Palau,5,3,1,"[0.09074459695981094, 0.25149309376383494, 0.27185376332025557, 0.11483822830525582, 0.16873894335270062]","[0.004757498407778517, 0.01378728313204627, 0.01032584780402066, 0.03307827895387678, 0.16873894335270062, 1.0]","[True, True, False, True]","[True, False, True, True, True]",False,False
16921,Vestigial_structure;Organism;Life;Plant;Tree;Chestnut,Vestigial_structure,Chestnut,5,3,1,"[0.0915644197533182, 0.4051279705994851, 0.10087489489736752, 0.15195176086379616, 0.10611165729860329]","[0.009523758979867047, 0.017197361194644732, 0.01310390281205356, 0.04813070498701493, 0.10611165729860329, 0.9999999999999993]","[True, False, True, False]","[True, False, True, True, True]",False,False
13946,John_Maynard_Keynes;Russia;Khazars;Black_Sea;Red_Sea;Djibouti,John_Maynard_Keynes,Djibouti,5,3,1,"[0.03814188636032015, 0.07470360880302396, 0.0491816706187222, 0.32768442652963914, 0.10064055334099983]","[0.009031133280502672, 0.09769482142619397, 0.01748904073186736, 0.03655101165053224, 0.10064055334099983, 1.0000000000000016]","[True, False, True, False]","[True, False, True, True, True]",False,False
12742,Definition_of_planet;Pluto;Hubble_Space_Telescope;Baltimore%2C_Maryland;Poetry;Edgar_Allan_Poe,Definition_of_planet,Edgar_Allan_Poe,5,3,1,"[0.4776982131909148, 0.08500042386683511, 0.01677782598255047, 0.010793734905215653, 0.03361492105564249]","[0.006005838512623026, 0.0043281680333079305, 0.007373987806756649, 0.06770213291307678, 0.03361492105564249, 0.9999999999999967]","[False, False, False, True]","[False, True, True, False, True]",False,False
11875,Basel;Leonhard_Euler;Mathematics;Cryptography;Computer_science;Alan_Turing,Basel,Alan_Turing,5,3,1,"[0.10436456171896509, 0.14668455129049493, 0.06572745409455483, 0.14185383965764298, 0.13082305956166165]","[0.00561454870590878, 0.01646468947824075, 0.0625111350645907, 0.05087434357826725, 0.13082305956166165, 1.000000000000001]","[True, False, True, False]","[True, True, False, True, True]",False,False
17864,Anna_Karenina;Indonesia;Rice;Cereal;Calcium;Zirconium,Anna_Karenina,Milk,5,3,0,"[0.011623261825215132, 0.04996236158603655, 0.2108335474600531, 0.028836005163298786, 0.09616784973965369]","[0.0035158079074862876, 0.008658982309358165, 0.007872219020665351, 0.00874040370789307, 0.09616784973965369, 1.000000000000001]","[True, True, False, True]","[True, False, True, True, True]",False,False
