,link,#_clicks_norm,in_image
2812,monaco,14.19,1
2813,monaco grand prix,64.0,0
2814,monarchies in the european union,12.0,0
2815,monarchy,46.05,1
2816,monarda didyma,0.0,0
2817,money,316.0,0
2818,mongol empire,6.33,1
2819,mongol invasion of central asia,0.0,0
2820,mongolia,31.11,1
2821,mongoose,18.0,0
2822,monkey,144.0,0
2823,monoclonius,12.0,0
2824,monopoly (game),42.0,0
2825,monrovia,19.5,1
2826,montenegro,7.14,1
2827,montevideo,29.33,1
2828,montreal,8.87,1
2829,montreal metro,58.0,0
2830,montserrat,5.79,1
2831,monty python,11.67,1
2832,moon,27.33,1
2833,moon landing,72.0,0
2834,moore's law,6.0,0
2835,moorgate,0.0,0
2836,moorhen,0.0,0
2837,morecambe bay,16.0,0
2838,morecambe and wise,8.0,0
2839,moringa oleifera,8.0,0
2840,mormon,40.0,0
2841,mormon trail,16.0,0
2842,morocco,14.36,1
2843,morphine,56.0,0
2844,morris dance,6.0,0
2845,mosaic,10.5,1
2846,moscow,27.52,1
2847,mosque,38.0,0
2848,moss,44.0,0
2849,mother teresa,38.0,0
2850,motion (physics),76.0,0
2851,mount baker,20.0,0
2852,mount everest,8.11,1
2853,mount kilimanjaro,46.0,0
2854,mount nyiragongo,28.0,0
2855,"mount osmond, south australia",2.0,0
2856,mount pinatubo,20.0,0
2857,mount rainier,34.0,0
2858,mount rushmore,48.0,0
2859,mount st. helens,34.0,0
2860,mount unzen,12.0,0
2861,mount vesuvius,80.0,0
2862,mountain gorilla,26.0,0
2863,mozambique,6.81,1
2864,mozilla firefox,150.0,0
2865,mu arae,22.0,0
2866,muhammad,12.24,1
2867,muhammad ali,26.0,0
2868,muhammad ali jinnah,24.0,0
2869,muhammad iqbal,14.0,0
2870,muhammad ibn musa al-khwarizmi,24.0,0
2871,multiculturalism,102.0,0
2872,multiple sclerosis,22.0,0
2873,multiple sequence alignment,12.0,0
2874,mumbai,10.24,1
2875,mummy,12.8,1
2876,munich,13.5,1
2877,murray river,4.0,1
2878,"muscat, oman",2.0,0
2879,music,106.08,1
2880,music of albania,0.0,0
2881,music of antigua and barbuda,10.0,0
2882,music of barbados,24.0,0
2883,music of dominica,8.0,0
2884,music of hawaii,26.0,0
2885,music of hungary,34.0,0
2886,music of ireland,28.0,0
2887,music of italy,16.0,0
2888,music of martinique and guadeloupe,6.0,0
2889,music of new zealand,36.0,0
2890,music of spain,26.0,0
2891,music of thailand,0.0,0
2892,music of trinidad and tobago,24.0,0
2893,music of the bahamas,10.0,0
2894,music of the lesser antilles,6.0,0
2895,music of the united states,146.0,0
2896,music of the trecento,8.0,0
2897,musical instrument,414.0,0
2898,mustard plant,32.0,0
2899,mustard seed,22.0,0
2900,muttaburrasaurus,14.0,0
2901,myanmar,4.39,1
2902,myco-heterotrophy,12.0,0
2903,myers-briggs type indicator,14.0,0
2904,myocardial infarction,52.0,0
2905,mysticism,58.0,0
2906,mythology,27.79,1
2907,myxobolus cerebralis,12.0,0
2908,nato,5.71,1
2909,nadia comăneci,0.0,0
2910,nagorno-karabakh war,4.0,0
2911,nahuatl language,8.0,1
2912,nairobi,3.73,1
2913,naked mole rat,10.0,0
2914,names of god in judaism,70.0,0
2915,namibia,8.19,1
2916,nanomedicine,0.0,0
2917,napoleon i of france,136.0,1
2918,napoleonic wars,1.42,1
2919,napster,8.0,0
2920,nash equilibrium,28.0,0
2921,"nashville, tennessee",20.0,0
2922,natalie portman,68.0,0
2923,nathu la,8.0,0
2924,national anthem of russia,30.0,0
2925,"national gallery, london",6.67,1
2926,national hockey league,130.0,0
2927,national parks of england and wales,19.0,1
2928,nationalism,100.0,0
2929,nationality,31.24,1
2930,natural disaster,40.0,0
2931,natural gas,3.21,1
2932,natural selection,2.68,1
2933,nature,334.0,0
2934,nauru,3.89,1
2935,naval battle of guadalcanal,46.0,0
2936,navassa island,0.0,1
2937,nazi germany,23.25,1
2938,nazism,45.12,1
2939,necktie,34.0,0
2940,negros oriental,2.0,0
2941,neighbours,34.0,0
2942,neil armstrong,186.0,0
2943,neil young,26.0,0
2944,nelson mandela,58.0,0
2945,nematode,22.0,0
2946,neoclassicism,42.0,0
2947,neodymium,12.0,1
2948,neon,48.57,1
2949,nepal,15.56,1
2950,nepenthes rajah,0.0,0
2951,nephron,0.0,0
2952,neptune,4.77,1
2953,neptunium,9.71,1
2954,netball,22.0,0
2955,netherlands,140.32,1
2956,netherlands antilles,28.0,1
2957,neutron,15.5,1
2958,new caledonia,3.2,1
2959,new delhi,20.0,1
2960,new england patriots,26.0,0
2961,new forest,4.8,1
2962,new york city,71.76,1
2963,new york city subway nomenclature,0.0,0
2964,new zealand,57.2,1
2965,new moon,100.0,0
2966,"newark, new jersey",10.67,1
2967,newcastle upon tyne,24.0,0
2968,newmarket,8.0,0
2969,newshounds,0.0,0
2970,newspaper,5.45,1
2971,newsround,8.0,0
2972,niagara falls,10.86,1
2973,nicaragua,7.88,1
2974,niccolò machiavelli,16.0,0
2975,niccolò paganini,10.0,0
2976,niccolò dell'abbate,0.0,0
2977,nickel,4.14,1
2978,nicobar long-tailed macaque,0.0,0
2979,nicolaus copernicus,5.33,1
2980,niels bohr,70.0,0
2981,nigella,0.0,0
2982,niger,6.02,1
2983,niger river,50.0,0
2984,nigeria,7.96,1
2985,nightingale,2.0,0
2986,nikola tesla,8.17,1
2987,nikolai rimsky-korsakov,24.0,0
2988,nile,266.0,0
2989,nine million bicycles,0.0,0
2990,nineteen eighty-four,30.0,0
2991,nintendo,236.19,1
2992,nintendo ds,12.86,1
2993,nintendo entertainment system,18.0,1
2994,niobium,9.33,1
2995,nirvana (band),64.0,0
2996,nitrification,40.0,0
2997,nitrogen,36.3,1
2998,nitrogen cycle,46.0,0
2999,nitrogen fixation,78.0,0
3000,niue,3.69,1
3001,noam chomsky,60.0,0
3002,nobel peace prize,2.39,1
3003,nobelium,28.0,1
3004,nobiin language,16.0,0
3005,norfolk,17.0,1
3006,norfolk island,9.43,1
3007,norman borlaug,18.0,0
3008,norman conquest of england,60.0,0
3009,norse mythology,460.0,0
3010,north africa,7.8,1
3011,north america,125.96,1
3012,north atlantic oscillation,10.0,0
3013,north korea,15.13,1
3014,north sea,47.4,1
3015,north sea flood of 1953,36.0,0
3016,north sea oil,5.33,1
3017,northern ireland,7.01,1
3018,northern mariana islands,12.0,1
3019,northern pacific railway,2.0,0
3020,northwest africa,84.0,0
3021,norway,153.07,1
3022,norwich,1.52,1
3023,nostradamus,12.0,0
3024,nottingham,9.79,1
3025,nouakchott,22.5,1
3026,novel,71.59,1
3027,novelty (locomotive),2.0,0
3028,nuclear fission,280.0,0
3029,nuclear power,258.0,0
3030,nuclear weapon,840.0,0
3031,number,142.0,0
3032,numismatics,16.0,1
3033,nurse sharks,16.0,0
3034,nuthatch,6.0,0
3035,nutmeg,60.0,0
3036,nutrition,160.0,0
3037,oasis (band),38.0,0
3038,oat,66.0,0
3039,obi-wan kenobi,56.0,0
3040,ocean,1106.0,0
3041,oceania,11.27,1
3042,oceanography,82.0,0
3043,odin,7.5,1
3044,odysseus,9.08,1
3045,odyssey,154.0,0
3046,oenothera,16.0,0
3047,ohm,0.0,0
3048,oil painting,30.0,0
3049,oil refinery,9.6,1
3050,oil reservoir,30.0,0
3051,okapi,48.0,0
3052,olaudah equiano,2.0,0
3053,old english language,122.0,0
3054,old nubian language,14.0,0
3055,old swiss confederacy,6.0,0
3056,oleg of novgorod,6.0,0
3057,oligarchy,34.0,0
3058,oligocene,24.0,0
3059,olive oil,80.0,0
3060,oliver cromwell,0.79,1
3061,oliver twist,52.0,0
3062,ollanta humala,24.0,0
3063,olmec,18.0,0
3064,olympic games,446.0,0
3065,oman,3.86,1
3066,omega-3 fatty acid,56.0,0
3067,one flew over the cuckoo's nest (novel),4.0,0
3068,one foot in the grave,2.0,0
3069,onion,64.0,0
3070,onion dome,24.0,0
3071,openbsd,14.0,0
3072,openoffice.org,74.0,0
3073,open cluster,20.0,0
3074,open source,12.4,1
3075,opera,224.0,0
3076,oppression,32.0,0
3077,optical fiber,110.0,0
3078,optical microscope,19.0,1
3079,optical telescope,74.0,0
3080,opuntia imbricata,0.0,0
3081,opus dei,8.0,0
3082,orbit (anatomy),8.0,0
3083,orca,100.0,0
3084,order of canada,18.0,0
3085,order of st. patrick,10.0,0
3086,order of the bath,14.67,1
3087,order of the garter,1.75,1
3088,order of the thistle,26.0,0
3089,ordinal number,26.0,0
3090,ordinary differential equation,48.0,0
3091,ordination of women,26.0,0
3092,ordovician,2.5,1
3093,oregano,30.0,0
3094,oregon,19.66,1
3095,organism,590.0,0
3096,organization,82.0,0
3097,orion nebula,22.0,0
3098,orkney,46.0,0
3099,ormulum,0.0,0
3100,ornithischia,198.0,1
3101,oroonoko,14.0,0
3102,osaka,16.0,1
3103,osama bin laden,10.86,1
3104,osiris,24.0,0
3105,oslo,16.29,1
3106,osmium,12.0,1
3107,osprey,24.0,0
3108,osteomalacia,0.0,0
3109,ostrich,44.0,0
3110,oswald of northumbria,4.0,0
3111,ottawa,8.22,1
3112,otter,38.0,0
3113,otto von bismarck,34.0,0
3114,ottoman empire,22.14,1
3115,ouagadougou,26.0,1
3116,outer hebrides,16.0,0
3117,overseas railroad,18.0,0
3118,oviraptor,54.0,0
3119,owl,166.0,0
3120,oxbow lake,42.0,0
3121,oxford,11.62,1
3122,oxygen,22.26,1
3123,oxyrhynchus,16.0,0
3124,ozone,9.58,1
3125,ozone depletion,80.0,0
3126,póvoa de varzim,1.0,1
3127,pong,30.0,0
3128,prr gg1,12.0,0
3129,prr m1,0.0,0
3130,psr b1620-26c,26.0,0
3131,pablo picasso,5.06,1
3132,pac-man,200.0,0
3133,pachycephalosaurus,22.0,0
3134,pacific ocean,37.65,1
3135,painting,34.84,1
3136,pakistan,21.79,1
3137,palace of westminster,15.6,1
3138,palau,9.38,1
3139,palazzo pitti,14.0,0
3140,paleocene,6.18,1
3141,paleontology,14.0,1
3142,palestinian territories,3.16,1
3143,pali canon,2.0,1
3144,palio di siena,0.0,0
3145,palladian architecture,8.0,0
3146,palladium,8.0,1
3147,palm oil,76.0,0
3148,palmyra atoll,11.0,1
3149,pan am flight 103,6.0,0
3150,panama,16.64,1
3151,panama canal,114.0,0
3152,pandanus,0.0,0
3153,papal conclave,2.67,1
3154,paprika,38.0,0
3155,papua new guinea,20.43,1
3156,paraguay,17.2,1
3157,parasaurolophus,0.0,0
3158,paricutín,0.0,0
3159,paris,56.1,1
3160,park,22.0,0
3161,parliament of canada,48.0,0
3162,parliament of malaysia,44.0,0
3163,parliament of the united kingdom,126.0,0
3164,parliamentary system,3.91,1
3165,parrot,248.0,0
3166,parsley,26.0,0
3167,parsnip,18.0,0
3168,parthenon,9.5,1
3169,pashtun people,46.0,0
3170,passenger pigeon,40.0,0
3171,pat cash,2.67,1
3172,patna,16.0,0
3173,paul cézanne,6.0,1
3174,paul dirac,32.0,0
3175,paul kane,12.0,0
3176,paul mccartney,17.71,1
3177,paul of tarsus,26.0,0
3178,pea,294.0,0
3179,peace,2.8,1
3180,peaceful coexistence,0.0,1
3181,peafowl,18.0,0
3182,peak district,2.4,1
3183,peanut,182.0,0
3184,pearl,48.0,0
3185,pedagogy,32.0,0
3186,pedro del valle,0.0,0
3187,pelé,2.67,1
3188,pelagic zone,28.0,0
3189,pellagra,12.0,0
3190,pelycosaur,40.0,0
3191,penda of mercia,14.0,0
3192,penguin,300.0,0
3193,pennine way,18.0,0
3194,pennsylvania railroad,2.78,1
3195,pentateuch,26.0,0
3196,people's republic of china,88.64,1
3197,pere marquette 1225,0.0,0
3198,peregrine falcon,18.0,1
3199,perfect number,38.0,0
3200,pericles,18.0,0
3201,periodic table,2192.0,0
3202,periodic table (large version),18.0,0
3203,perl,4.5,1
3204,permian,9.4,1
3205,pernicious anemia,12.0,0
3206,persian empire,184.0,0
3207,persian gulf,2.45,1
3208,persian literature,16.0,0
3209,"perth, western australia",15.0,1
3210,peru,25.59,1
3211,pete sampras,11.2,1
3212,peter grimes,16.0,1
3213,peter i of russia,38.0,0
3214,peter paul rubens,9.23,1
3215,peterborough chronicle,10.0,0
3216,petroleum,464.0,0
3217,phase (matter),112.0,0
3218,pheidippides,16.0,0
3219,phenylketonuria,0.0,0
3220,philadelphia,8.23,1
3221,philately,10.0,0
3222,philip ii of spain,40.0,0
3223,philippines,26.34,1
3224,philosophiae naturalis principia mathematica,30.0,0
3225,philosophy,5.47,1
3226,philosophy of mind,18.29,1
3227,phineas gage,0.0,0
3228,phishing,30.0,0
3229,phla-pherá languages,0.0,0
3230,phoenix (spacecraft),26.0,0
3231,phoenix zoo,16.0,0
3232,phonograph cylinder,14.0,0
3233,phosphorus,6.42,1
3234,phosphorus tribromide,22.0,0
3235,phosphorus trichloride,14.67,1
3236,phosphoryl chloride,0.0,0
3237,photography,4.07,1
3238,photon,112.0,0
3239,photosynthesis,462.0,0
3240,photosynthetic reaction centre,20.0,0
3241,photovoltaic array,0.0,0
3242,physical paradox,20.0,0
3243,physical science,212.0,0
3244,physics,89.17,1
3245,pi,50.0,0
3246,piano,29.0,1
3247,piccadilly circus,34.0,0
3248,picts,32.0,0
3249,pied avocet,4.0,0
3250,pig,112.0,0
3251,pigeon,34.0,0
3252,pigment,54.0,0
3253,pikachu,114.0,0
3254,pink pigeon,22.0,0
3255,pinworm,22.0,0
3256,pitcairn islands,18.0,1
3257,plains zebra,54.0,0
3258,planet,33.19,1
3259,planetary habitability,42.0,0
3260,planetary nebula,8.0,1
3261,plant,1610.0,0
3262,plant cell,4.0,0
3263,plasma (physics),94.0,0
3264,plate tectonics,228.0,0
3265,plateosaurus,0.0,0
3266,platinum,4.32,1
3267,plato,24.54,1
3268,platypus,120.0,0
3269,playing card,42.0,0
3270,pleiades (star cluster),8.0,0
3271,plesiosaur,42.0,0
3272,pliocene,3.5,1
3273,plover,2.0,0
3274,plum,84.0,0
3275,pluto,310.0,0
3276,plutonium,7.47,1
3277,plymouth,2.5,1
3278,pneumonia,106.0,0
3279,pochard,6.0,0
3280,podcasting,48.0,0
3281,poetry,29.11,1
3282,poetry of the united states,82.0,0
3283,poison gas in world war i,76.0,0
3284,pokémon trading card game,20.0,0
3285,poland,65.1,1
3286,polar coordinate system,20.0,0
3287,polar ice cap,46.0,0
3288,police,2.75,1
3289,police state,50.0,0
3290,polish–muscovite war (1605–1618),0.0,0
3291,polish-lithuanian commonwealth,2.15,1
3292,polish-muscovite war (1605–1618),8.0,0
3293,polish-soviet war,1.79,1
3294,political economy,80.0,0
3295,political integration of india,8.0,0
3296,political philosophy,32.87,1
3297,political science,96.0,0
3298,politics,55.53,1
3299,politics of the united kingdom,38.0,0
3300,pollinator,25.0,1
3301,pollinator decline,20.0,0
3302,pollution,202.0,0
3303,polonium,20.67,1
3304,polymerase chain reaction,46.0,0
3305,pompeii,26.84,1
3306,pond,62.0,0
3307,pontiac's rebellion,10.0,0
3308,pony,104.0,0
3309,poor law,6.0,1
3310,pop idol,4.0,0
3311,pope,4.32,1
3312,pope benedict xvi,3.89,1
3313,pope john paul ii,2.43,1
3314,pope pius xii,50.0,0
3315,popular culture,234.0,0
3316,popular culture studies,10.0,0
3317,population history of american indigenous peoples,22.0,0
3318,porgy and bess,24.0,0
3319,port louis,44.0,1
3320,porto-novo,18.0,1
3321,portsmouth,11.6,1
3322,portugal,63.72,1
3323,portuguese communist party,0.0,1
3324,portuguese language,136.0,0
3325,post-glacial rebound,14.0,0
3326,postage stamp,84.0,0
3327,postman pat,0.0,0
3328,potassium,9.36,1
3329,potassium iodide,40.0,0
3330,potassium nitrate,72.0,0
3331,potato,216.0,0
3332,pottery,78.0,0
3333,poultry,86.0,0
3334,pound sterling,68.0,1
3335,poverty,144.0,0
3336,prague,17.92,1
3337,praia,0.0,1
3338,praseodymium,30.0,1
3339,pre-raphaelite brotherhood,4.0,0
3340,precambrian,74.0,0
3341,prehistoric man,0.0,0
3342,president of the united states,860.41,1
3343,pretoria,6.11,1
3344,pride and prejudice,64.0,0
3345,prime minister of the united kingdom,252.0,1
3346,prime number,82.0,0
3347,primula,14.0,0
3348,princeton university,4.59,1
3349,principality,10.67,1
3350,printmaking,26.0,0
3351,prion,54.0,0
3352,private peaceful,0.0,0
3353,privy council of the united kingdom,32.0,0
3354,pro milone,0.0,0
3355,probability theory,50.0,0
3356,programming language,222.0,0
3357,project mkultra,0.0,0
3358,project vanguard,26.0,0
3359,promethium,9.6,1
3360,propaganda,130.0,0
3361,property,60.0,0
3362,prospecting,34.0,0
3363,prostate cancer,72.0,0
3364,protactinium,22.0,1
3365,protein,5.17,1
3366,protoceratops,52.0,0
3367,proton,110.0,0
3368,proxima centauri,52.0,0
3369,psittacosaurus,2.0,0
3370,psychology,30.59,1
3371,pterosaur,68.0,0
3372,ptolemy,62.0,0
3373,publishing,3.06,1
3374,puerto rico,16.47,1
3375,puffin,18.0,0
3376,pumpkin,50.0,0
3377,punctuated equilibrium,34.0,0
3378,pupil,58.0,0
3379,pygmy hippopotamus,0.0,0
3380,pyongyang,6.0,1
3381,pyotr ilyich tchaikovsky,28.0,0
3382,pyramid,1142.0,0
3383,pyrite,38.0,0
3384,pythagoras,5.08,1
3385,pythagorean theorem,112.0,0
3386,python (programming language),32.0,0
3387,qatar,9.01,1
3388,qin dynasty,23.33,1
3389,qin shi huang,32.0,0
3390,qing dynasty,3.8,1
3391,quantity,38.0,0
3392,quantum chemistry,5.4,1
3393,quantum computer,66.0,0
3394,quantum mechanics,9.11,1
3395,quark,30.0,1
3396,quartz,2.65,1
3397,quatermass and the pit,12.0,0
3398,queen (band),48.0,0
3399,quetzalcoatl,38.0,0
3400,quito,8.67,1
3401,qur'an,4.77,1
3402,réunion,1.92,1
3403,rer,22.0,0
3404,rms titanic,58.0,0
3405,rot13,14.0,0
3406,rss (file format),12.0,0
3407,rabat,32.0,1
3408,rabbit,76.0,0
3409,rabies,82.0,0
3410,rabindranath tagore,14.0,0
3411,race,128.0,0
3412,radar,112.0,0
3413,radhanite,0.0,0
3414,radio,7.33,1
3415,radio frequency,48.0,0
3416,radio telescope,58.0,0
3417,radish,42.0,0
3418,radium,6.22,1
3419,radon,8.4,1
3420,ragtime,62.0,0
3421,rail transport,116.0,1
3422,rail transport in india,20.0,0
3423,railway post office,20.0,0
3424,rain,304.0,0
3425,rainbow,116.0,0
3426,rainforest,326.0,0
3427,rainhill trials,4.0,0
3428,raising the flag on iwo jima,6.0,0
3429,ralph nader,20.0,0
3430,rama,20.0,0
3431,ramayana,32.0,0
3432,ramesses ii,54.0,0
3433,ramsgate,10.0,0
3434,ran (film),2.0,0
3435,raney nickel,14.0,0
3436,raphael,6.55,1
3437,rapping,100.0,0
3438,raven,50.0,0
3439,ray of light,22.0,0
3440,real tennis,28.0,0
3441,rebecca helferich clarke,0.0,0
3442,recorder,52.0,0
3443,recycling,44.0,0
3444,red kite,30.0,1
3445,red panda,6.0,0
3446,red sea,17.92,1
3447,red dwarf,90.0,0
3448,red giant,56.0,0
3449,red rain in kerala,16.0,0
3450,redshift,30.8,1
3451,redwing,10.0,0
3452,redwood national and state parks,38.0,0
3453,reed bunting,0.0,0
3454,reed warbler,18.0,0
3455,refining,6.0,0
3456,refrigerator car,22.0,0
3457,regent's park,26.0,0
3458,reggae,5.21,1
3459,reggaeton,30.0,0
3460,religion,84.13,1
3461,religious society of friends,38.0,0
3462,rembrandt,8.67,1
3463,rené descartes,62.0,0
3464,renaissance,11.74,1
3465,renaissance music,82.0,0
3466,renminbi,18.0,0
3467,renormalization,14.0,0
3468,reptile,370.0,0
3469,republic of china,23.31,1
3470,republic of ireland,21.85,1
3471,republic of macedonia,13.88,1
3472,republic of the congo,3.53,1
3473,restoration comedy,8.0,0
3474,restoration literature,0.0,0
3475,retina,118.0,0
3476,retinol,22.0,0
3477,retreat of glaciers since 1850,40.0,0
3478,revised standard version,0.0,0
3479,revolution,3.64,1
3480,reza shah,22.0,0
3481,rhenium,8.0,1
3482,rhine,92.0,0
3483,rhode island,6.67,1
3484,rhodium,22.5,1
3485,rhodium(iii) chloride,6.0,0
3486,rhubarb,22.0,0
3487,rhythm and blues,104.0,0
3488,rice,3.67,1
3489,richard feynman,82.0,0
3490,richard francis burton,24.0,0
3491,richard iii (play),12.0,0
3492,richard iii of england,92.0,0
3493,richard ii of england,58.0,0
3494,richard i of england,76.0,0
3495,richard nixon,7.66,1
3496,richard o'connor,0.0,0
3497,richard stallman,86.0,0
3498,richard wagner,3.6,1
3499,"richmond, virginia",6.0,1
3500,riesling,16.0,0
3501,right whale,8.0,0
3502,ringed plover,22.0,0
3503,rio tinto group,14.0,0
3504,rio de janeiro,10.43,1
3505,river,10.48,1
3506,river severn,60.0,0
3507,river thames,13.11,1
3508,riyadh,26.0,1
3509,roald amundsen,32.0,0
3510,roan antelope,4.0,0
3511,"robert baden-powell, 1st baron baden-powell",12.0,0
3512,robert boyle,52.0,0
3513,"robert gascoyne-cecil, 3rd marquess of salisbury",6.0,0
3514,robert oppenheimer,24.0,0
3515,robert owen,22.0,0
3516,robert peel,2.18,1
3517,robert schumann,22.0,0
3518,robert stephenson,6.0,0
3519,robinson crusoe,30.0,0
3520,roche limit,16.0,0
3521,rock bunting,2.0,0
3522,rock pigeon,10.4,1
3523,rock of gibraltar,72.0,0
3524,rockall,16.0,0
3525,rocky mountains,204.0,0
3526,rococo,20.0,0
3527,roentgenium,0.0,1
3528,roman britain,29.6,1
3529,roman catholic church,39.89,1
3530,roman empire,40.92,1
3531,roman greece,0.0,1
3532,roman vishniac,0.0,0
3533,roman law,6.22,1
3534,roman mythology,366.0,0
3535,roman road,44.0,0
3536,roman villa,64.0,0
3537,romania,30.12,1
3538,romanticism,6.6,1
3539,rome,53.44,1
3540,romeo and juliet,76.0,0
3541,romulus augustus,8.29,1
3542,ronald reagan,10.59,1
3543,rondane national park,0.0,0
3544,rook (bird),8.0,0
3545,rosa parks,24.0,0
3546,rose-ringed parakeet,26.0,0
3547,rosemary,10.0,0
3548,rosetta stone,52.0,0
3549,rotterdam,4.0,1
3550,rowan williams,4.29,1
3551,royal air force,7.0,1
3552,royal dutch shell,18.0,0
3553,royal geographical society,20.0,0
3554,royal grammar school worcester,0.0,0
3555,royal marines,8.29,1
3556,royal national theatre,20.0,0
3557,royal navy,7.18,1
3558,royal parks of london,28.0,0
3559,rubidium,20.0,1
3560,rubik's cube,20.0,0
3561,rudolf vrba,,1
3562,rudyard kipling,22.0,0
3563,rugby world cup,44.0,0
3564,rugby football,130.0,0
3565,rule of st benedict,12.0,0
3566,rupee,30.0,0
3567,russia,219.93,1
3568,russian revolution of 1917,86.0,0
3569,russian constitutional crisis of 1993,38.0,0
3570,russian language,308.0,0
3571,ruthenium,12.0,1
3572,rutherford b. hayes,30.0,1
3573,rutherfordium,0.0,1
3574,rwanda,10.16,1
3575,rwandan genocide,58.0,0
3576,são paulo,3.3,1
3577,são tomé,4.0,1
3578,são tomé and príncipe,0.8,1
3579,søren kierkegaard,1.0,1
3580,s-mine,0.0,0
3581,s. a. andrée's arctic balloon expedition of 1897,0.0,0
3582,sd26,16.0,0
3583,sr-71 blackbird,16.0,0
3584,safflower,16.0,0
3585,saffron,40.0,0
3586,sahara,2.53,1
3587,saint-pierre and miquelon,6.0,1
3588,saint helena,7.31,1
3589,saint joan (play),6.0,0
3590,saint kitts and nevis,1.88,1
3591,saint lawrence seaway,28.0,0
3592,saint lucia,6.67,1
3593,saint petersburg,7.31,1
3594,saint vincent and the grenadines,1.41,1
3595,sakurajima,20.0,0
3596,saladin,2.0,1
3597,salford,16.0,0
3598,salsa music,72.0,0
3599,salt,236.0,0
3600,"salt lake city, utah",34.0,0
3601,saltasaurus,22.0,0
3602,salvador dalí,12.0,0
3603,samantha smith,0.0,0
3604,samarium,12.0,1
3605,samoa,4.52,1
3606,samuel beckett,40.0,0
3607,samuel taylor coleridge,32.0,0
3608,san diegan,10.0,0
3609,san diego electric railway,6.0,0
3610,san diego and arizona railway,0.0,0
3611,"san francisco, california",70.0,0
3612,san francisco garter snake,0.0,0
3613,"san jose, california",20.0,1
3614,san marino,4.8,1
3615,sand,118.0,0
3616,sand art and play,28.0,0
3617,sand shark,12.0,0
3618,sandringham house,2.67,1
3619,sandur,10.0,0
3620,sandy koufax,16.0,0
3621,sanskrit,1.66,1
3622,sanssouci,6.0,0
3623,santa claus,60.0,0
3624,santamaría (volcano),4.0,0
3625,"santiago, chile",16.0,0
3626,santorini,8.8,1
3627,sarajevo,17.25,1
3628,sardar vallabhbhai patel,36.0,0
3629,sasha (dj),0.0,0
3630,sassanid empire,26.0,0
3631,saturn,5.54,1
3632,saturn v,23.2,1
3633,saudi arabia,29.73,1
3634,saurischia,475.33,1
3635,sauropodomorpha,360.0,1
3636,sauroposeidon,14.0,0
3637,sauropsid,0.0,0
3638,saxicola,0.0,0
3639,saxophone,5.17,1
3640,scandium,32.0,1
3641,scanian (linguistics),0.0,0
3642,scattered disc,26.0,0
3643,scelidosaurus,18.0,0
3644,scent of a woman,40.0,0
3645,schatzki ring,0.0,0
3646,scheme programming language,32.0,0
3647,schizophrenia,64.0,0
3648,schrödinger equation,1.85,1
3649,schuttern gospels,0.0,0
3650,science,499.72,1
3651,scientific classification,71120.0,1
3652,scooby-doo,44.0,0
3653,"scotch college, perth",0.0,0
3654,scotland,142.76,1
3655,scotland in the high middle ages,34.0,0
3656,scots language,58.0,0
3657,scott special,0.0,0
3658,scottish episcopal church,36.0,0
3659,scottish gaelic language,60.0,0
3660,scottish highlands,4.43,1
3661,scottish mythology,36.0,1
3662,scouting,2.4,1
3663,scramble for africa,52.0,0
3664,screw,42.0,0
3665,scrooge mcduck,18.0,0
3666,sculpture,6.06,1
3667,scurvy,120.0,0
3668,sea,450.0,0
3669,sea level rise,46.0,0
3670,sea of galilee,16.8,1
3671,seaborgium,0.0,1
3672,sean connery,34.0,0
3673,sears catalog home,0.0,0
3674,season,138.0,0
3675,"seattle, washington",16.57,1
3676,seawater,234.0,0
3677,second boer war,4.94,1
3678,second congo war,30.0,0
3679,second crusade,34.0,0
3680,seed,828.0,0
3681,seinfeld,2.67,1
3682,selena,16.0,0
3683,selenium,5.56,1
3684,semiconductor,192.0,0
3685,semiconductor device,76.0,0
3686,senate of canada,18.0,0
3687,senegal,5.63,1
3688,senufo languages,2.0,0
3689,seoul,28.95,1
3690,separation of powers under the united states constitution,14.0,0
3691,"september 11, 2001 attacks",266.0,0
3692,sequence alignment,18.0,0
3693,sequoia,0.0,1
3694,serbia,16.73,1
3695,serbia and montenegro,15.11,1
3696,serenity (film),14.0,0
3697,sermon on the mount,6.67,1
3698,sesame,36.0,0
3699,sesame street,34.0,0
3700,set,50.0,0
3701,severn crossing,10.0,0
3702,seychelles,6.0,1
3703,sgt. pepper's lonely hearts club band,4.8,1
3704,shabo language,0.0,0
3705,shackleton (crater),10.0,0
3706,shaka,36.0,0
3707,shanghai,14.32,1
3708,shark,650.0,0
3709,sharon tate,6.0,0
3710,sheffield,3.13,1
3711,sheikh mujibur rahman,14.0,0
3712,shelduck,16.0,0
3713,shenzhou 6,36.0,0
3714,shenzhou spacecraft,24.0,0
3715,shetland,56.0,0
3716,shielded metal arc welding,30.0,0
3717,shigin,10.0,0
3718,shining path,18.0,0
3719,shinto,8.0,1
3720,ship,31.0,1
3721,shoe polish,28.0,0
3722,short-beaked echidna,12.0,0
3723,shoshone national forest,10.0,0
3724,shrimp farm,0.0,0
3725,shrine of remembrance,12.0,0
3726,shroud of turin,44.0,0
3727,sichuan pepper,22.0,0
3728,sicilian baroque,0.0,0
3729,sickle-cell disease,40.0,0
3730,siege,8.5,1
3731,siege of antioch,10.0,0
3732,sierra leone,6.65,1
3733,sigmund freud,132.0,0
3734,sikhism,58.0,0
