,link,#_clicks_norm,in_image
990,common eland,38.0,0
991,common hazel,14.0,0
992,common pheasant,0.0,0
993,common tern,16.0,1
994,common agouti,0.0,0
995,common cold,92.0,0
996,common sage,4.0,0
997,commonwealth games,54.0,0
998,communication,1130.0,0
999,communism,26.29,1
1000,community,38.0,0
1001,comoros,1.83,1
1002,compact disc,144.0,0
1003,company (law),10.0,0
1004,compsognathus,14.0,0
1005,computational chemistry,28.0,0
1006,computer,2382.0,0
1007,computer and video games,552.0,0
1008,computer programming,344.0,0
1009,computer science,1230.0,0
1010,conakry,28.0,1
1011,concorde,40.0,0
1012,condoleezza rice,16.5,1
1013,conflict,46.0,0
1014,confucianism,124.0,0
1015,confucius,92.0,0
1016,congo river,100.0,0
1017,consolation of philosophy,16.0,0
1018,constantine i,28.0,0
1019,constantine ii of scotland,20.0,0
1020,"constitution of may 3, 1791",6.0,0
1021,constitutional monarchy,78.78,1
1022,constructivism (art),4.0,0
1023,consumer protection,0.0,1
1024,contact lens,28.0,0
1025,continent,27.8,1
1026,continental crust,80.0,0
1027,control car (rail),8.0,0
1028,convention on the international trade in endangered species of wild flora and fauna,6.0,0
1029,convention on the rights of the child,34.0,0
1030,cook islands,12.11,1
1031,cookiecutter shark,44.0,0
1032,cooperative,3.56,1
1033,coot,8.0,0
1034,copenhagen,15.75,1
1035,copenhagen fire of 1728,0.0,0
1036,copper,8.38,1
1037,copper(i) chloride,16.0,0
1038,coriander,34.0,0
1039,corinthian war,12.67,1
1040,cormorant,40.0,0
1041,corn oil,38.0,0
1042,cornea,66.0,0
1043,cornell university,3.76,1
1044,coronation street,20.0,0
1045,corporate finance,25.2,1
1046,corporation,140.0,0
1047,corrosion,54.0,0
1048,corundum,30.0,0
1049,cosmic inflation,28.0,0
1050,cosmic microwave background radiation,42.0,0
1051,costa rica,20.0,1
1052,costume design,4.0,0
1053,cotopaxi,50.0,0
1054,cotswolds,26.0,0
1055,cotton,172.0,0
1056,coulomb's law,27.2,1
1057,country,870.88,1
1058,coupling (railway),4.0,0
1059,coventry,5.08,1
1060,crab nebula,34.0,0
1061,crash test dummy,14.0,0
1062,craters of the moon national monument and preserve,12.0,0
1063,craton,3.67,1
1064,creation-evolution controversy,92.0,0
1065,creationism,80.0,0
1066,creative commons,6.0,0
1067,cretaceous,18.7,1
1068,cretaceous-tertiary extinction event,68.0,0
1069,cricket,160.0,0
1070,crime,204.0,0
1071,crime and punishment,12.0,0
1072,crime in mexico,0.0,0
1073,crimean karaites,14.0,0
1074,crimean war,0.91,1
1075,crimson-collared tanager,0.0,0
1076,cristero war,2.0,0
1077,criticism of the war on terrorism,0.0,0
1078,croatia,15.81,1
1079,crocodile,100.0,0
1080,crohn's disease,4.0,0
1081,cross fell,10.0,0
1082,crossbill,0.0,0
1083,crow,68.0,0
1084,crown jewels of the united kingdom,22.0,0
1085,crusades,174.0,0
1086,crust (geology),118.0,0
1087,crustacean,96.0,0
1088,cryptography,7.29,1
1089,crystal,20.67,1
1090,crystallographic defects in diamond,0.0,0
1091,cuba,34.68,1
1092,cubeb,14.0,0
1093,cubism,5.64,1
1094,cuckmere haven,8.0,0
1095,cultivar,38.0,0
1096,cultural diversity,18.0,0
1097,cultural identity,48.0,0
1098,culture,810.0,0
1099,culture of the democratic republic of the congo,4.0,0
1100,curium,10.5,1
1101,currency,2483.74,1
1102,cyanocobalamin,26.0,0
1103,cyberpunk,46.0,0
1104,cyclamen,0.0,0
1105,cyclone percy,0.0,0
1106,cyclone rosita,0.0,0
1107,cyclops,58.0,0
1108,cymbopogon,10.0,0
1109,cyprus,11.56,1
1110,cyril clarke,0.0,0
1111,cyrus k. holliday,0.0,0
1112,cyrus the great,20.0,0
1113,cystic fibrosis,42.0,0
1114,czech republic,37.46,1
1115,dál riata,2.0,0
1116,düsseldorf,2.0,1
1117,dna,9.25,1
1118,dna repair,66.0,0
1119,dvd,2.9,1
1120,dad's army,6.0,0
1121,dada,2.0,1
1122,dakar,15.56,1
1123,"dakota, minnesota and eastern railroad",0.0,1
1124,daley thompson,0.0,0
1125,"dallas, texas",7.2,1
1126,dam,102.0,0
1127,damascus,5.32,1
1128,damascus steel,30.0,0
1129,damon hill,12.0,0
1130,dance,272.0,0
1131,dandelion,90.0,0
1132,daniel day-lewis,12.0,0
1133,daniel ellsberg,4.0,0
1134,danny deever,0.0,0
1135,danske statsbaner,12.0,0
1136,dante alighieri,5.11,1
1137,danube,6.81,1
1138,darfur conflict,42.0,0
1139,dark ages,142.0,0
1140,darling river,16.0,0
1141,darmstadtium,0.0,1
1142,darth vader,114.0,0
1143,dartmoor,1.6,1
1144,das kapital,26.0,0
1145,data encryption standard,34.0,0
1146,david attenborough,26.0,0
1147,david beckham,112.0,0
1148,david blanchflower,0.0,0
1149,david cameron,14.0,0
1150,david copperfield (novel),22.0,0
1151,david helvarg,0.0,0
1152,david heymann,2.0,0
1153,david hilbert,28.0,0
1154,david hume,46.0,0
1155,david iii of tao,0.0,0
1156,david livingstone,24.0,0
1157,davis cup,2.0,1
1158,davy jones' locker,4.0,0
1159,day,16.4,1
1160,dayuan,6.0,0
1161,dead sea,21.22,1
1162,dead sea scrolls,46.0,0
1163,death valley national park,48.0,0
1164,decade volcanoes,22.0,0
1165,deconstructivism,4.0,0
1166,defaka,0.0,0
1167,defense of sihang warehouse,0.0,0
1168,definition of planet,34.0,0
1169,deinonychus,20.0,0
1170,deity,204.0,0
1171,delhi,60.0,0
1172,deluge (mythology),30.0,0
1173,demand note,8.0,0
1174,democracy,33.08,1
1175,democratic action party,28.0,0
1176,democratic republic of the congo,24.28,1
1177,demosthenes,14.0,0
1178,denis law,20.0,1
1179,denmark,88.83,1
1180,dennis ritchie,20.0,0
1181,"denver, colorado",4.67,1
1182,derby,1.33,1
1183,desert,236.0,0
1184,desert locust,32.0,0
1185,desmond tutu,2.86,1
1186,despotism,22.0,0
1187,"detroit, michigan",27.0,1
1188,devonian,4.0,1
1189,dewey square,0.0,0
1190,diabetes mellitus,5.0,1
1191,diamond,206.0,0
1192,diamond cut,22.0,0
1193,diamond simulant,34.0,0
1194,diane keaton,12.0,1
1195,dice,6.44,1
1196,dido and aeneas,6.0,0
1197,diego garcia,26.0,0
1198,diego maradona,14.67,1
1199,diego velázquez,1.43,1
1200,differential equation,96.0,0
1201,differential geometry and topology,2.0,0
1202,diffuse interstellar band,8.0,0
1203,dik-dik,10.0,0
1204,dill,28.0,0
1205,dilophosaurus,16.0,0
1206,dimetrodon,4.8,1
1207,dingo,62.0,0
1208,dinosaur,930.0,0
1209,diplodocus,42.0,0
1210,directdebit,0.0,0
1211,directive principles in india,0.0,0
1212,disneyland railroad,0.0,0
1213,distilled beverage,44.0,0
1214,dixie mission,24.0,0
1215,djibouti,4.24,1
1216,dmitri mendeleev,54.0,0
1217,doctor who,154.0,0
1218,dodo,56.0,0
1219,dog,472.0,0
1220,doha,15.6,1
1221,dolphin,334.0,0
1222,domesday book,42.0,0
1223,domestic ac power plugs and sockets,0.0,0
1224,domestic goat,68.0,0
1225,domesticated turkey,76.0,0
1226,dominica,8.13,1
1227,dominican republic,26.19,1
1228,donald bradman,6.0,1
1229,donald duck,6.5,1
1230,donald knuth,7.33,1
1231,donation,0.0,0
1232,doom,74.0,0
1233,dorset,5.04,1
1234,double-decker bus,46.0,0
1235,double bass,58.0,0
1236,douglas adams,50.0,0
1237,douglas dc-4,0.0,0
1238,dove,42.67,1
1239,dover,20.0,0
1240,down syndrome,30.0,0
1241,dr. seuss,90.0,0
1242,drama,26.77,1
1243,draughts,0.0,0
1244,drawing,8.44,1
1245,dresden,13.76,1
1246,drinking water,148.0,0
1247,driving on the left or right,8.0,0
1248,drosera anglica,8.0,0
1249,drosophila melanogaster,30.0,0
1250,drought,1.82,1
1251,drum and bass,38.0,0
1252,du fu,16.0,0
1253,dualism (philosophy of mind),8.0,0
1254,dubai,16.29,1
1255,dublin,14.63,1
1256,dubnium,24.0,1
1257,duchenne muscular dystrophy,0.0,0
1258,dundee,12.0,1
1259,dundee united f.c.,34.0,0
1260,dune,60.0,0
1261,dunnock,14.0,0
1262,dunstable downs,0.0,0
1263,duran duran,40.0,0
1264,durham,14.0,0
1265,durham cathedral,18.0,0
1266,durian,18.0,0
1267,dutch language,286.0,0
1268,dwight d. eisenhower,9.03,1
1269,dysprosium,29.33,1
1270,e.t. the extra-terrestrial (atari 2600),0.0,0
1271,e. e. cummings,18.0,0
1272,e. p. wigner,0.0,0
1273,echelon,24.0,0
1274,emd bl2,4.0,0
1275,emd f7,26.0,0
1276,emd gp30,4.0,0
1277,eagle,17.54,1
1278,eagle scout (boy scouts of america),14.0,0
1279,earl of shaftesbury,18.0,0
1280,earless seal,20.0,0
1281,earth,149.12,1
1282,earth's atmosphere,29.0,1
1283,earthquake,408.0,0
1284,earwax,2.0,0
1285,east-west schism,38.0,0
1286,eastenders,34.0,0
1287,east africa,202.0,0
1288,east flemish,45.33,1
1289,east timor,2.14,1
1290,easter island,3.17,1
1291,eastern orthodox church,13.43,1
1292,eastern roman empire,0.0,0
1293,ebony,60.0,0
1294,ecology,11.22,1
1295,economic inequality,10.0,0
1296,economics,11.68,1
1297,economy of africa,26.0,0
1298,economy of india,16.0,0
1299,economy of pakistan,16.0,0
1300,economy of scotland,0.0,0
1301,economy of the iroquois,8.0,0
1302,economy of the republic of ireland,12.0,0
1303,ecuador,26.4,1
1304,edema,20.0,0
1305,edgar allan poe,88.0,0
1306,edible salt,94.0,0
1307,edinburgh,17.93,1
1308,edmond halley,2.67,1
1309,edmonton,0.0,0
1310,edmund burke,30.0,0
1311,edmund hillary,6.0,1
1312,education,19.03,1
1313,education in the united states,200.0,0
1314,educational psychology,52.0,0
1315,edward gibbon,20.0,0
1316,edward iii of england,78.0,0
1317,edward ii of england,72.0,0
1318,edward iv of england,74.0,0
1319,edward i of england,72.0,0
1320,edward jenner,24.0,0
1321,edward teller,26.0,0
1322,edward viii of the united kingdom,58.0,0
1323,edward vii of the united kingdom,72.0,0
1324,edward vi of england,44.0,0
1325,edward v of england,66.0,0
1326,edward the confessor,38.0,0
1327,edwin of northumbria,10.0,0
1328,effect of hurricane katrina on new orleans,46.0,0
1329,effects of global warming,18.0,0
1330,effects of nuclear explosions,34.0,0
1331,egg (food),66.0,0
1332,egypt,73.34,1
1333,egyptian pyramids,176.0,0
1334,eifel aqueduct,0.0,0
1335,eilmer of malmesbury,6.0,0
1336,einsteinium,40.0,1
1337,el aaiún,4.0,1
1338,"el hatillo municipality, miranda",0.0,0
1339,el lissitzky,6.0,0
1340,el niño-southern oscillation,28.0,0
1341,el salvador,20.57,1
1342,elagabalus,16.0,0
1343,eldfell,38.0,0
1344,election,8.91,1
1345,electric charge,75.2,1
1346,electric field,39.26,1
1347,electrical engineering,136.0,0
1348,electrical resistance,120.0,1
1349,electricity,65.45,1
1350,electromagnetic radiation,57.81,1
1351,electron,19.05,1
1352,electron beam welding,54.0,0
1353,electronic amplifier,4.0,0
1354,electronics,49.95,1
1355,elementary algebra,84.0,0
1356,elementary arithmetic,60.0,0
1357,elementary group theory,4.0,0
1358,eleocharis dulcis,6.0,0
1359,elephant,272.0,0
1360,elephant bird,40.0,0
1361,elephant shrew,36.0,0
1362,elfin-woods warbler,0.0,0
1363,elias ashmole,10.0,0
1364,eliminative materialism,0.0,0
1365,elizabeth fry,8.0,0
1366,elizabeth ii of the united kingdom,125.33,1
1367,elizabeth i of england,122.0,0
1368,elizabethan poor law (1601),0.0,0
1369,elvis presley,136.0,0
1370,emacs,28.0,0
1371,emanuel swedenborg,18.0,0
1372,emirate,23.0,1
1373,emma roberts,0.0,0
1374,emotion,168.0,0
1375,emperor penguin,90.0,0
1376,empires  dawn of the modern world,0.0,0
1377,empiricism,1.27,1
1378,employment,98.0,0
1379,emu,54.0,0
1380,enceladus (moon),6.0,0
1381,encyclopædia britannica,2.44,1
1382,endoscopic foreign body retrieval,2.0,0
1383,energy,5.7,1
1384,engineering,6.28,1
1385,england,1072.8,1
1386,england expects that every man will do his duty,6.0,0
1387,english channel,8.26,1
1388,english reformation,21.0,1
1389,english language,2248.0,0
1390,english monarchs family tree,0.0,0
1391,english peasants' revolt of 1381,8.0,0
1392,english poetry,10.0,0
1393,enigma machine,42.0,0
1394,entropy,56.0,0
1395,environmental science,28.0,0
1396,enzyme kinetics,18.0,0
1397,eocene,34.0,0
1398,epaminondas,4.0,0
1399,epazote,22.0,0
1400,epic of gilgamesh,26.0,0
1401,episcopal polity,9.69,1
1402,equal protection clause,34.0,0
1403,equatorial guinea,5.14,1
1404,erbium,10.4,1
1405,eric clapton,44.0,0
1406,erie canal,70.0,0
1407,eris (dwarf planet),14.0,0
1408,eritrea,3.23,1
1409,ernest hemingway,5.5,1
1410,ernest rutherford,3.45,1
1411,eruption column,18.0,0
1412,erwin rommel,42.0,0
1413,eskimo,24.0,0
1414,esox,0.0,0
1415,esperanto,48.0,0
1416,essential oil,13.29,1
1417,estonia,12.68,1
1418,ethanol,97.58,1
1419,ethics,34.76,1
1420,ethiopia,19.11,1
1421,ethiopian wolf,28.0,0
1422,ethnic group,128.0,0
1423,euclid,116.0,0
1424,euclidean geometry,74.0,0
1425,eukaryote,112.0,0
1426,euphrates,2.5,1
1427,eurasian bullfinch,0.0,0
1428,eurasian collared dove,22.0,0
1429,eurasian eagle owl,30.0,0
1430,eurasian jay,12.0,0
1431,eurasian oystercatcher,0.0,0
1432,euro,89.78,1
1433,europe,144.16,1
1434,european goldfinch,16.0,0
1435,european greenfinch,0.0,0
1436,european kingfisher,0.0,0
1437,european parliament,49.09,1
1438,european space agency,148.0,0
1439,european union,135.2,1
1440,europium,13.33,1
1441,eurovision song contest,14.0,0
1442,euston manifesto,0.0,0
1443,eustreptospondylus,0.0,0
1444,eva perón,10.0,0
1445,evan rachel wood,0.0,0
1446,evanton,0.0,0
1447,evolution,714.0,0
1448,evolutionarily stable strategy,16.0,0
1449,existentialism,20.67,1
1450,exploration of mars,18.0,0
1451,explorer i,2.5,1
1452,expressionism,3.67,1
1453,extinct birds,40.0,0
1454,extinction,274.0,0
1455,extrasolar planet,50.75,1
1456,extraterrestrial life,74.0,0
1457,eye,428.0,0
1458,eye (cyclone),8.0,0
1459,eyelid,66.0,0
1460,ezra pound,0.44,1
1461,f-35 lightning ii,14.0,0
1462,f-4 phantom ii,10.0,0
1463,fifa,174.0,0
1464,fifa world cup,112.0,0
1465,fm consolidated line,0.0,0
1466,fairtax,0.0,0
1467,fair isle,18.0,0
1468,falcon,82.0,0
1469,falkirk wheel,0.0,0
1470,falkland islands,12.17,1
1471,family,54.0,0
1472,famine,156.0,0
1473,fanny blankers-koen,0.0,0
1474,faroe islands,9.33,1
1475,fascism,5.29,1
1476,fashion,86.0,0
1477,fatty acid,120.0,0
1478,fauna of australia,22.0,0
1479,feather,114.0,0
1480,fed cup,16.0,0
1481,federal bureau of investigation,86.0,0
1482,federated states of micronesia,2.25,1
1483,fedora core,6.5,1
1484,feldspar,24.0,0
1485,felice beato,12.0,0
1486,felix mendelssohn,1.78,1
1487,felix the cat,34.0,0
1488,fencing,20.0,0
1489,fennel,24.0,0
1490,ferdinand magellan,44.0,0
1491,ferdinandea,8.0,0
1492,fermi paradox,10.0,0
1493,fermium,44.0,1
1494,fern,58.0,0
1495,fertile crescent,34.0,0
1496,fertilizer,156.0,0
1497,fetal alcohol spectrum disorder,0.0,0
1498,ffestiniog railway,0.0,0
1499,fiberglass,28.0,0
1500,fiction,146.0,0
1501,fidel castro,5.47,1
1502,fieldfare,18.0,0
1503,fiji,4.1,1
1504,film,27.13,1
1505,final fantasy (video game),16.0,0
1506,final fantasy adventure,0.0,0
1507,finance,14.27,1
1508,financial statements,0.0,0
1509,fine art,148.0,0
1510,finland,43.67,1
1511,fire,178.0,0
1512,firearm,110.0,0
1513,firecrest,0.0,0
1514,firefly (tv series),14.0,0
1515,first council of nicaea,3.0,1
1516,first crusade,3.62,1
1517,first macedonian war,60.0,0
1518,first transcontinental railroad,58.0,0
1519,fish,1144.0,0
1520,fishing,354.0,0
1521,flag of australia,70.0,0
1522,flag of belarus,36.0,0
1523,flag of hong kong,44.0,0
1524,flag of india,40.0,0
1525,flag of mexico,64.0,0
1526,flag of south africa,72.0,0
1527,flag of the republic of china,38.0,0
1528,flamingo,64.0,0
1529,flanders,1.28,1
1530,flat earth,34.0,0
1531,flemish (linguistics),22.0,0
1532,flemish dialects,46.0,0
1533,flemish people,30.0,0
1534,flood,164.0,0
1535,floppy disk,90.0,1
1536,florence nightingale,5.6,1
1537,florida,87.57,1
1538,florida east coast railway,2.86,1
1539,floris and blancheflour,0.0,0
1540,flower,104.31,1
1541,floyd mayweather jr.,0.0,0
1542,fluorine,6.35,1
1543,flute,136.0,0
1544,foie gras,4.0,0
1545,folic acid,48.0,0
1546,folk music,6.51,1
1547,folklore,94.0,0
1548,food,548.0,0
1549,football,3.96,1
1550,football (soccer),382.0,0
1551,force,186.0,0
1552,forensic facial reconstruction,0.0,0
1553,forest,246.0,0
1554,formic acid,3.5,1
1555,formula one,7.84,1
1556,forrest gump,35.0,1
1557,fort de chartres,0.0,0
1558,forth,12.0,0
1559,forth bridge (railway),4.0,0
1560,forth road bridge,2.0,0
1561,fossil,253.24,1
1562,fossil fuel,352.0,0
1563,fossil record,84.0,0
1564,fourteenth amendment to the united states constitution,110.0,0
1565,fox,48.0,0
1566,frédéric chopin,6.0,1
1567,fractal,44.0,0
1568,france,408.72,1
1569,france in the american revolutionary war,46.0,0
1570,frances oldham kelsey,2.0,0
1571,francis bacon,58.0,0
1572,francis crick,5.07,1
1573,francis drake,3.2,1
1574,francis petre,0.0,0
1575,francis of assisi,8.67,1
1576,francisco goya,3.0,1
1577,francium,7.5,1
1578,frank lloyd wright,28.0,0
1579,frankenstein,5.56,1
1580,frankfurt,17.27,1
1581,franklin b. gowen,0.0,0
1582,franklin d. roosevelt,4.8,1
1583,franklin pierce,22.5,1
1584,franks,1.25,1
1585,franz kafka,22.0,0
1586,franz schubert,46.0,0
1587,frederick douglass,4.5,1
1588,"frederick hamilton-temple-blackwood, 1st marquess of dufferin and ava",8.0,0
1589,"frederick ii, holy roman emperor",18.0,0
1590,frederick ii of prussia,36.0,0
1591,freetown,5.0,1
1592,french guiana,10.22,1
1593,french open (tennis),20.0,0
1594,french polynesia,11.0,1
1595,french revolution,4.49,1
1596,french southern and antarctic lands,14.0,0
1597,french language,530.0,0
1598,fresh water,260.0,0
1599,friedrich nietzsche,3.6,1
1600,friend directdebit,0.0,0
1601,frog,144.0,0
1602,fruit,1098.0,0
1603,fugu,4.0,0
1604,full moon,78.0,0
1605,funchal,36.0,1
1606,functional programming,70.0,0
1607,fundamental rights in india,0.0,0
1608,fundamental theorem of arithmetic,60.0,0
1609,fungus,104.0,0
1610,fur language,0.0,0
1611,fusarium,10.0,0
1612,fyodor dostoevsky,17.14,1
1613,gdrt,4.0,0
1614,gnome,5.26,1
1615,gnu,66.0,0
1616,gnu linux naming controversy,0.0,0
1617,gnu project,10.0,1
1618,gabon,3.88,1
1619,gaborone,10.0,1
1620,gadolinium,9.6,1
1621,galápagos islands,18.86,1
1622,galah,14.0,0
1623,galaxy,18.0,1
1624,galeras,8.0,0
1625,galerina,0.0,0
1626,galileo galilei,9.75,1
1627,gallery of the kings and queens of england,0.0,0
1628,gallimimus,0.0,0
1629,gallium,10.0,1
1630,galveston hurricane of 1900,18.0,0
1631,game,116.0,0
1632,game theory,7.14,1
1633,ganesha,66.0,0
1634,ganges river,48.0,0
1635,ganges shark,4.0,0
1636,gangtok,12.0,1
1637,garage (dance music),14.0,0
1638,garden,22.33,1
1639,garden gnome liberation front,0.0,0
1640,gardening,164.0,0
1641,gas,60.63,1
1642,gas giant,114.0,0
1643,gas metal arc welding,36.0,0
1644,gas tungsten arc welding,32.0,0
1645,gas turbine-electric locomotive,22.0,0
1646,gaur,18.0,0
1647,gauss's law,72.0,1
1648,gautama buddha,14.15,1
1649,gaza strip,5.11,1
1650,gazelle,42.0,0
1651,gender,40.0,0
1652,genealogy,40.0,0
1653,general pershing zephyr,4.0,0
1654,genetic code,102.0,0
1655,genetics,13.6,1
1656,geneva,10.78,1
1657,genghis khan,3.72,1
1658,genoa,2.77,1
1659,gentoo penguin,4.0,0
1660,geography,137.2,1
1661,geography of africa,0.0,0
1662,geography of india,30.0,0
1663,geography of ireland,44.0,0
1664,geography of texas,0.0,0
1665,geology,392.0,0
1666,geology of dorset,0.0,0
1667,geology of the grand canyon area,8.0,0
1668,geometry,23.76,1
1669,georg cantor,26.0,0
1670,georg forster,0.0,0
1671,georg von boeselager,0.0,0
1672,"george byron, 6th baron byron",6.0,0
1673,george eliot,18.0,0
1674,george fox,14.0,0
1675,george h. w. bush,13.94,1
1676,george herbert,6.0,0
1677,george iii of the united kingdom,102.0,0
1678,george ii of great britain,54.0,0
1679,george iv of the united kingdom,42.0,0
1680,george i of great britain,60.0,0
1681,george thomas coker,0.0,0
1682,george vi of the united kingdom,60.0,0
1683,george v of the united kingdom,52.0,0
1684,george w. bush,81.64,1
1685,george washington,21.96,1
1686,"georgetown, guyana",8.0,0
1687,georgia (country),58.0,0
1688,gerald durrell,24.0,0
1689,gerald ford,4.73,1
1690,"german crusade, 1096",10.0,0
1691,german language,620.0,0
1692,german reunification,6.93,1
1693,germanium,6.12,1
1694,germany,460.71,1
1695,gettysburg address,52.0,0
1696,ghana,5.25,1
1697,ghost dance,8.0,0
1698,giant's causeway,12.0,0
1699,giant eland,14.0,0
1700,giant hogweed,4.0,0
1701,giant panda,34.0,0
1702,gibraltar,14.7,1
1703,giganotosaurus,44.0,0
1704,gilles villeneuve,14.0,1
1705,giraffe,178.0,0
1706,giuseppe verdi,24.0,0
1707,giza pyramid complex,78.0,0
1708,glacier,280.0,0
1709,glacier national park (us),6.0,0
1710,glaciology,32.0,0
1711,glasgow,11.24,1
1712,glass,5.1,1
1713,glasses,22.0,0
1714,glastonbury festival,24.0,0
1715,glaxosmithkline,18.0,0
1716,gliding,14.0,0
1717,gliese 876,13.6,1
1718,gliese 876 b,16.0,0
1719,gliese 876 c,28.0,0
1720,gliese 876 d,30.0,0
1721,global,10.0,0
1722,global city,112.0,0
1723,global spread of h5n1,16.0,0
1724,global warming,578.0,0
1725,globalization,66.0,0
1726,globe theatre,62.0,0
1727,globular cluster,28.0,0
1728,glorious revolution,58.0,0
1729,glynn lunney,28.0,0
1730,gmail,130.0,0
1731,go (board game),38.0,0
1732,goa,50.0,0
1733,god,20.2,1
1734,gold,15.98,1
1735,gold(iii) chloride,14.0,0
1736,gold standard,6.13,1
1737,goldcrest,0.0,0
1738,golden eagle,56.0,0
1739,golden gate highlands national park,12.0,0
1740,goldfish,60.0,0
1741,"goleta, california",0.0,0
1742,gone with the wind (film),30.0,0
1743,google,15.48,1
1744,goose,104.0,0
1745,gordon brown,38.0,0
1746,gordon griffith,0.0,0
1747,gorilla,17.71,1
1748,gossypium,32.0,0
1749,gothenburg,2.0,1
1750,gottfried leibniz,48.0,0
1751,government,868.5,1
1752,government of france,20.0,0
1753,gowanus canal,0.0,0
1754,grand canal of china,36.0,0
1755,grand canyon,50.0,0
1756,grand central station (chicago),0.0,0
1757,grand central terminal,58.0,0
1758,"grand forks, north dakota",0.0,0
1759,grand slam (tennis),50.0,0
1760,grange hill,2.0,0
1761,granite,1.82,1
1762,graniteville train disaster,0.0,0
1763,grape seed oil,14.0,0
1764,graphic novel,54.0,0
1765,gravitation,31.11,1
1766,gray wolf,62.0,0
1767,gray reef shark,36.0,0
1768,grease (film),8.0,0
1769,great auk,30.0,0
1770,great barrier reef,82.0,0
1771,great black-backed gull,36.0,1
1772,great britain,36.8,1
1773,great bustard,0.0,1
1774,great comet of 1882,14.0,0
1775,great cormorant,22.0,0
1776,great crested grebe,12.0,0
1777,great lakes,5.0,1
1778,great lakes storm of 1913,22.0,0
1779,great moravia,18.0,0
1780,great pyramid of giza,82.0,0
1781,great red spot,66.0,0
1782,great rift valley,54.0,0
1783,great salt lake,58.0,0
1784,great spotted woodpecker,18.0,0
1785,great tit,0.0,0
1786,great wall of china,158.0,0
1787,great yarmouth,16.0,0
1788,great comet,28.0,0
1789,great hammerhead,0.0,0
1790,great white shark,378.0,0
1791,greater cane rat,0.0,0
1792,greco-buddhism,16.0,0
1793,greece,111.09,1
1794,greek war of independence,88.0,1
1795,greek mythology,524.0,0
1796,green woodpecker,26.0,0
1797,greenhouse effect,230.0,0
1798,greenland,18.08,1
1799,greg lemond,12.0,0
1800,gregor mendel,86.0,0
1801,gregorian chant,50.0,0
1802,gremlins,0.0,0
1803,grenada,7.94,1
1804,grevy's zebra,6.0,0
1805,group (mathematics),20.0,0
1806,grover cleveland,15.29,1
1807,guadeloupe,7.17,1
1808,guam,6.42,1
1809,guangzhou,4.76,1
1810,guatemala,13.42,1
1811,guernsey,8.62,1
1812,guglielmo marconi,18.0,0
1813,guild,34.0,0
1814,guinea,3.0,1
1815,guinea-bissau,1.7,1
1816,guinness,66.0,0
1817,guitar,37.03,1
1818,gulf of mexico,3.5,1
1819,gull,84.0,0
1820,gunpowder,132.0,0
1821,guqin,20.0,0
1822,gustav holst,40.0,0
1823,gustavus franklin swift,10.0,0
1824,guyana,6.77,1
1825,gyeongju,2.0,0
1826,gypsum,5.6,1
1827,hänsel und gretel,8.0,0
1828,h.d.,22.0,0
1829,h5n1,2.59,1
1830,hd 209458 b,28.0,0
1831,hd 217107,4.0,0
1832,hd 217107 b,0.0,0
1833,hd 217107 c,0.0,0
1834,hd 28185,0.0,0
1835,hd 28185 b,0.0,0
1836,hiv,6.78,1
1837,hiv aids in africa,0.0,0
1838,hms e18,0.0,0
1839,hsbc,20.0,0
1840,http cookie,20.0,0
1841,h ii region,24.0,0
1842,habsburg spain,38.0,0
1843,hadrian's wall,3.78,1
1844,haemophilia,22.0,0
1845,hafnium,10.86,1
1846,haiti,13.67,1
1847,haji mohammad suharto,0.0,0
1848,halfbeak,6.0,0
1849,halloween,54.0,0
1850,hamburg,3.22,1
1851,hamilton-burr duel,0.0,0
1852,hammurabi,32.0,0
1853,hampshire,11.04,1
1854,hampstead heath,12.0,0
1855,hannibal barca,24.0,0
1856,hanoi,18.0,1
1857,harald maddadsson,14.0,0
1858,haraldskær woman,4.0,0
1859,harare,48.0,1
1860,hardball squash,4.0,0
1861,harlem globetrotters,42.0,0
1862,harley-davidson,30.0,0
1863,harold macmillan,2.25,1
1864,harold wilson,1.52,1
1865,harrier hawk,4.0,0
1866,harry potter,18.93,1
1867,harry s. truman,11.86,1
1868,harvest,56.0,0
1869,hasekura tsunenaga,20.0,0
1870,hassium,0.0,1
1871,hatshepsut,28.0,0
1872,hawaiian goose,10.0,0
1873,hawfinch,0.0,0
1874,hawk,96.0,0
1875,hawk-eye,46.0,0
1876,hawking radiation,54.0,0
1877,health,180.0,0
1878,heard island and mcdonald islands,22.0,0
1879,heat,236.0,0
1880,hebrew calendar,32.0,0
1881,hebrew language,150.0,0
1882,hebrides,2.0,1
1883,heilbronn,0.0,0
1884,helen,42.0,0
1885,helen gandy,18.0,0
1886,helicobacter pylori,2.0,0
1887,heliocentrism,66.0,0
1888,helium,25.36,1
1889,hellenistic greece,185.0,1
1890,hello garci scandal,22.0,0
1891,helmeted guineafowl,16.0,0
1892,helsinki,16.67,1
1893,henipavirus,16.0,0
1894,henri matisse,4.0,1
1895,henrik ibsen,40.0,0
1896,henry david thoreau,28.0,0
1897,henry fonda,16.0,0
1898,henry ford,62.0,0
1899,henry h. rogers,16.0,0
1900,henry iii of england,84.0,0
1901,henry ii of england,104.0,0
1902,henry iv of england,96.0,0
1903,henry i of england,68.0,0
1904,henry james,1.17,1
1905,henry moore,2.0,1
1906,henry morrison flagler,22.0,0
